,group,variable,month,a. Menor de 6 meses,a. Menor de 6 meses,b. 6 m a menor de 1 año,b. 6 m a menor de 1 año,c. 1 - 4 años,c. 1 - 4 años,d. 5 - 9 años,d. 5 - 9 años,e. 10 - 14 años,e. 10 - 14 años,f. 15 - 19 años,f. 15 - 19 años,g. 20 - 39 años,g. 20 - 39 años,h. 40 - 49 años,h. 40 - 49 años,i. 50 - 59 años,i. 50 - 59 años,j. 60 años y más,j. 60 años y más,TOTALES,TOTALES,TOTALES
TOTORA(ORR),"violencia, hechos de transito y accidentes",violencia sexual en otros contextos,2024-06-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
UYUNI,"violencia, hechos de transito y accidentes",violencia sexual en otros contextos,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
CAMIRI,"violencia, hechos de transito y accidentes",violencia sexual en otros contextos,2024-07-01,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,2
CAPINOTA,"violencia, hechos de transito y accidentes",violencia sexual en otros contextos,2024-07-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,2
CARANAVI,"violencia, hechos de transito y accidentes",violencia sexual en otros contextos,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
COBIJA,"violencia, hechos de transito y accidentes",violencia sexual en otros contextos,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
COTOCA,"violencia, hechos de transito y accidentes",violencia sexual en otros contextos,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
EL ALTO,"violencia, hechos de transito y accidentes",violencia sexual en otros contextos,2024-07-01,0,0,0,0,0,0,0,2,0,4,1,7,1,1,0,2,0,0,0,0,2,16,18
GUAYARAMERIN,"violencia, hechos de transito y accidentes",violencia sexual en otros contextos,2024-07-01,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,2
LA GUARDIA,"violencia, hechos de transito y accidentes",violencia sexual en otros contextos,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
LA PAZ,"violencia, hechos de transito y accidentes",violencia sexual en otros contextos,2024-07-01,0,0,0,0,2,0,2,0,2,0,0,3,0,1,0,0,0,0,0,0,6,4,10
PAILON,"violencia, hechos de transito y accidentes",violencia sexual en otros contextos,2024-07-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
SACACA,"violencia, hechos de transito y accidentes",violencia sexual en otros contextos,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
SAN LUCAS,"violencia, hechos de transito y accidentes",violencia sexual en otros contextos,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
SAN MIGUEL DE VELASCO,"violencia, hechos de transito y accidentes",violencia sexual en otros contextos,2024-07-01,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,2
SANTA CRUZ DE LA SIERRA,"violencia, hechos de transito y accidentes",violencia sexual en otros contextos,2024-07-01,0,0,0,0,0,0,0,0,0,12,0,20,0,1,0,0,0,0,0,0,0,33,33
VILLA CHARCAS,"violencia, hechos de transito y accidentes",violencia sexual en otros contextos,2024-07-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
WARNES,"violencia, hechos de transito y accidentes",violencia sexual en otros contextos,2024-07-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
CHALLAPATA,"violencia, hechos de transito y accidentes",violencia sexual en otros contextos,2024-08-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
CONCEPCION,"violencia, hechos de transito y accidentes",violencia sexual en otros contextos,2024-08-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
EL ALTO,"violencia, hechos de transito y accidentes",violencia sexual en otros contextos,2024-08-01,0,0,0,0,0,1,0,0,0,7,0,7,0,2,0,0,0,0,0,0,0,17,17
EL VILLAR,"violencia, hechos de transito y accidentes",violencia sexual en otros contextos,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
GUAYARAMERIN,"violencia, hechos de transito y accidentes",violencia sexual en otros contextos,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
LA PAZ,"violencia, hechos de transito y accidentes",violencia sexual en otros contextos,2024-08-01,0,0,0,0,0,0,0,1,0,4,0,2,0,1,0,0,0,0,0,0,0,8,8
MINEROS,"violencia, hechos de transito y accidentes",violencia sexual en otros contextos,2024-08-01,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,2
MOCOMOCO,"violencia, hechos de transito y accidentes",violencia sexual en otros contextos,2024-08-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
ORURO,"violencia, hechos de transito y accidentes",violencia sexual en otros contextos,2024-08-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
PAILON,"violencia, hechos de transito y accidentes",violencia sexual en otros contextos,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
RIBERALTA,"violencia, hechos de transito y accidentes",violencia sexual en otros contextos,2024-08-01,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3
SAN BUENA VENTURA,"violencia, hechos de transito y accidentes",violencia sexual en otros contextos,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
SAN LUCAS,"violencia, hechos de transito y accidentes",violencia sexual en otros contextos,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
SANTA CRUZ DE LA SIERRA,"violencia, hechos de transito y accidentes",violencia sexual en otros contextos,2024-08-01,0,0,0,0,0,1,0,2,1,10,0,14,0,1,0,0,0,0,0,0,1,28,29
YAPACANI,"violencia, hechos de transito y accidentes",violencia sexual en otros contextos,2024-08-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
CAMIRI,"violencia, hechos de transito y accidentes",violencia sexual en otros contextos,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
CAPINOTA,"violencia, hechos de transito y accidentes",violencia sexual en otros contextos,2024-09-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
COBIJA,"violencia, hechos de transito y accidentes",violencia sexual en otros contextos,2024-09-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
COCHABAMBA,"violencia, hechos de transito y accidentes",violencia sexual en otros contextos,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
COTOCA,"violencia, hechos de transito y accidentes",violencia sexual en otros contextos,2024-09-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
EL ALTO,"violencia, hechos de transito y accidentes",violencia sexual en otros contextos,2024-09-01,0,0,0,0,0,1,0,0,0,3,0,6,0,3,0,0,0,0,0,0,0,13,13
EL TORNO,"violencia, hechos de transito y accidentes",violencia sexual en otros contextos,2024-09-01,0,0,0,0,0,1,0,1,0,0,0,0,3,4,0,0,1,0,1,0,5,6,11
FERNANDEZ ALONSO,"violencia, hechos de transito y accidentes",violencia sexual en otros contextos,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
LA PAZ,"violencia, hechos de transito y accidentes",violencia sexual en otros contextos,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,4,4
POTOSI,"violencia, hechos de transito y accidentes",violencia sexual en otros contextos,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
PUNA,"violencia, hechos de transito y accidentes",violencia sexual en otros contextos,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
RIBERALTA,"violencia, hechos de transito y accidentes",violencia sexual en otros contextos,2024-09-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
SAN LORENZO(PND),"violencia, hechos de transito y accidentes",violencia sexual en otros contextos,2024-09-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
SAN LUCAS,"violencia, hechos de transito y accidentes",violencia sexual en otros contextos,2024-09-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
SANTA CRUZ DE LA SIERRA,"violencia, hechos de transito y accidentes",violencia sexual en otros contextos,2024-09-01,0,0,0,0,0,0,0,0,0,7,0,8,0,2,0,0,0,0,0,0,0,17,17
SUCRE,"violencia, hechos de transito y accidentes",violencia sexual en otros contextos,2024-09-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
UYUNI,"violencia, hechos de transito y accidentes",violencia sexual en otros contextos,2024-09-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
VILLA SERRANO,"violencia, hechos de transito y accidentes",violencia sexual en otros contextos,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
BUENA VISTA,"violencia, hechos de transito y accidentes",violencia sexual en otros contextos,2024-10-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
CAMIRI,"violencia, hechos de transito y accidentes",violencia sexual en otros contextos,2024-10-01,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,4,4
CARANAVI,"violencia, hechos de transito y accidentes",violencia sexual en otros contextos,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
COBIJA,"violencia, hechos de transito y accidentes",violencia sexual en otros contextos,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
COCHABAMBA,"violencia, hechos de transito y accidentes",violencia sexual en otros contextos,2024-10-01,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3
COTOCA,"violencia, hechos de transito y accidentes",violencia sexual en otros contextos,2024-10-01,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,2
EL ALTO,"violencia, hechos de transito y accidentes",violencia sexual en otros contextos,2024-10-01,0,0,0,0,0,0,0,0,0,2,0,10,0,0,0,1,0,0,0,0,0,13,13
ESCOMA,"violencia, hechos de transito y accidentes",violencia sexual en otros contextos,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
ICLA,"violencia, hechos de transito y accidentes",violencia sexual en otros contextos,2024-10-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
LA PAZ,"violencia, hechos de transito y accidentes",violencia sexual en otros contextos,2024-10-01,0,0,0,0,0,0,0,0,0,2,0,3,0,3,0,0,0,0,0,0,0,8,8
MAIRANA,"violencia, hechos de transito y accidentes",violencia sexual en otros contextos,2024-10-01,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2
OCURI,"violencia, hechos de transito y accidentes",violencia sexual en otros contextos,2024-10-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
PADILLA,"violencia, hechos de transito y accidentes",violencia sexual en otros contextos,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
QUIME,"violencia, hechos de transito y accidentes",violencia sexual en otros contextos,2024-10-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
RIBERALTA,"violencia, hechos de transito y accidentes",violencia sexual en otros contextos,2024-10-01,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2
SAN IGNACIO DE VELASCO,"violencia, hechos de transito y accidentes",violencia sexual en otros contextos,2024-10-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
SAN LORENZO(PND),"violencia, hechos de transito y accidentes",violencia sexual en otros contextos,2024-10-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
SANTA CRUZ DE LA SIERRA,"violencia, hechos de transito y accidentes",violencia sexual en otros contextos,2024-10-01,0,0,0,0,0,1,0,0,0,10,0,19,0,3,0,1,0,0,0,0,0,34,34
SORATA,"violencia, hechos de transito y accidentes",violencia sexual en otros contextos,2024-10-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
SUCRE,"violencia, hechos de transito y accidentes",violencia sexual en otros contextos,2024-10-01,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2
TIQUIPAYA,"violencia, hechos de transito y accidentes",violencia sexual en otros contextos,2024-10-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
VILLA CHARCAS,"violencia, hechos de transito y accidentes",violencia sexual en otros contextos,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
VILLA MONTES,"violencia, hechos de transito y accidentes",violencia sexual en otros contextos,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
YAPACANI,"violencia, hechos de transito y accidentes",violencia sexual en otros contextos,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
CAMIRI,"violencia, hechos de transito y accidentes",violencia sexual en otros contextos,2024-11-01,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,2
COCHABAMBA,"violencia, hechos de transito y accidentes",violencia sexual en otros contextos,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,2
EL ALTO,"violencia, hechos de transito y accidentes",violencia sexual en otros contextos,2024-11-01,0,0,0,0,0,0,0,0,0,1,0,2,0,3,0,0,0,0,0,0,0,6,6
ESCOMA,"violencia, hechos de transito y accidentes",violencia sexual en otros contextos,2024-11-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
FILADELFIA,"violencia, hechos de transito y accidentes",violencia sexual en otros contextos,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
LA PAZ,"violencia, hechos de transito y accidentes",violencia sexual en otros contextos,2024-11-01,0,0,0,0,0,0,0,0,1,2,0,1,0,1,0,0,0,0,0,0,1,4,5
MAIRANA,"violencia, hechos de transito y accidentes",violencia sexual en otros contextos,2024-11-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
MALLA,"violencia, hechos de transito y accidentes",violencia sexual en otros contextos,2024-11-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
