,group,variable,month,a. Menor de 6 meses,a. Menor de 6 meses,b. 6 m a menor de 1 año,b. 6 m a menor de 1 año,c. 1 - 4 años,c. 1 - 4 años,d. 5 - 9 años,d. 5 - 9 años,e. 10 - 14 años,e. 10 - 14 años,f. 15 - 19 años,f. 15 - 19 años,g. 20 - 39 años,g. 20 - 39 años,h. 40 - 49 años,h. 40 - 49 años,i. 50 - 59 años,i. 50 - 59 años,j. 60 años y más,j. 60 años y más,TOTALES,TOTALES,TOTALES
EL ALTO,"violencia, hechos de transito y accidentes",otras violencias por lesiones colectivas,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,14,1,0,2,0,0,1,0,15,3,18
HUANUNI,"violencia, hechos de transito y accidentes",otras violencias por lesiones colectivas,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,1,3
INCAHUASI,"violencia, hechos de transito y accidentes",otras violencias por lesiones colectivas,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
LA PAZ,"violencia, hechos de transito y accidentes",otras violencias por lesiones colectivas,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,1,7,4,2,0,1,0,0,0,10,5,15
MAIRANA,"violencia, hechos de transito y accidentes",otras violencias por lesiones colectivas,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,2
ORURO,"violencia, hechos de transito y accidentes",otras violencias por lesiones colectivas,2024-06-01,0,0,0,0,0,0,0,0,0,3,2,3,3,3,1,2,0,1,0,1,6,13,19
POTOSI,"violencia, hechos de transito y accidentes",otras violencias por lesiones colectivas,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,2,1,3
PUNATA,"violencia, hechos de transito y accidentes",otras violencias por lesiones colectivas,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
SAN IGNACIO DE VELASCO,"violencia, hechos de transito y accidentes",otras violencias por lesiones colectivas,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,4,0,4
SAN LUCAS,"violencia, hechos de transito y accidentes",otras violencias por lesiones colectivas,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
SAN PEDRO DE BUENA VISTA,"violencia, hechos de transito y accidentes",otras violencias por lesiones colectivas,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
SANTA CRUZ DE LA SIERRA,"violencia, hechos de transito y accidentes",otras violencias por lesiones colectivas,2024-06-01,0,0,0,0,0,0,0,0,0,0,2,0,4,2,1,0,1,0,0,0,8,2,10
SHINAOTA,"violencia, hechos de transito y accidentes",otras violencias por lesiones colectivas,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,1,0,0,1,4,5
TARIJA,"violencia, hechos de transito y accidentes",otras violencias por lesiones colectivas,2024-06-01,0,0,0,0,0,0,0,0,1,0,1,1,35,11,8,6,7,0,1,0,53,18,71
VACAS,"violencia, hechos de transito y accidentes",otras violencias por lesiones colectivas,2024-06-01,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2
ACHACACHI,"violencia, hechos de transito y accidentes",otras violencias por lesiones colectivas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
AIQUILE,"violencia, hechos de transito y accidentes",otras violencias por lesiones colectivas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,2
APOLO,"violencia, hechos de transito y accidentes",otras violencias por lesiones colectivas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
AUCAPATA,"violencia, hechos de transito y accidentes",otras violencias por lesiones colectivas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
BETANZOS,"violencia, hechos de transito y accidentes",otras violencias por lesiones colectivas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,2
CAMIRI,"violencia, hechos de transito y accidentes",otras violencias por lesiones colectivas,2024-07-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
CARACOLLO,"violencia, hechos de transito y accidentes",otras violencias por lesiones colectivas,2024-07-01,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,2
CHALLAPATA,"violencia, hechos de transito y accidentes",otras violencias por lesiones colectivas,2024-07-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
COCHABAMBA,"violencia, hechos de transito y accidentes",otras violencias por lesiones colectivas,2024-07-01,0,0,0,0,0,0,0,0,0,0,1,0,7,0,4,0,0,0,0,0,12,0,12
CURAHUARA DE CARANGAS,"violencia, hechos de transito y accidentes",otras violencias por lesiones colectivas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,0,0,0,3,3,6
EL ALTO,"violencia, hechos de transito y accidentes",otras violencias por lesiones colectivas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,2,0,0,1,0,5,4,9
ENTRE RIOS CBBA,"violencia, hechos de transito y accidentes",otras violencias por lesiones colectivas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
ESCOMA,"violencia, hechos de transito y accidentes",otras violencias por lesiones colectivas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
HUANUNI,"violencia, hechos de transito y accidentes",otras violencias por lesiones colectivas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,1,1,4,0,0,1,0,1,0,3,5,8
LA PAZ,"violencia, hechos de transito y accidentes",otras violencias por lesiones colectivas,2024-07-01,0,0,0,0,0,0,0,0,1,1,0,0,14,6,5,1,1,1,2,1,23,10,33
LLALLAGUA,"violencia, hechos de transito y accidentes",otras violencias por lesiones colectivas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
MIZQUE,"violencia, hechos de transito y accidentes",otras violencias por lesiones colectivas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
OCURI,"violencia, hechos de transito y accidentes",otras violencias por lesiones colectivas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
ORURO,"violencia, hechos de transito y accidentes",otras violencias por lesiones colectivas,2024-07-01,0,0,0,0,0,0,0,0,0,0,1,1,1,4,0,0,0,0,1,1,3,6,9
PORVENIR,"violencia, hechos de transito y accidentes",otras violencias por lesiones colectivas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
POTOSI,"violencia, hechos de transito y accidentes",otras violencias por lesiones colectivas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,5,1,2,0,0,0,0,0,7,1,8
PUERTO VILLARROEL,"violencia, hechos de transito y accidentes",otras violencias por lesiones colectivas,2024-07-01,0,0,0,0,1,0,0,0,0,0,0,1,7,5,4,0,0,0,0,0,12,6,18
SACABA,"violencia, hechos de transito y accidentes",otras violencias por lesiones colectivas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2
SAN IGNACIO DE VELASCO,"violencia, hechos de transito y accidentes",otras violencias por lesiones colectivas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
SAN PEDRO,"violencia, hechos de transito y accidentes",otras violencias por lesiones colectivas,2024-07-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
SANTA CRUZ DE LA SIERRA,"violencia, hechos de transito y accidentes",otras violencias por lesiones colectivas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,1,3,2,1,0,0,1,0,0,4,4,8
TARABUCO,"violencia, hechos de transito y accidentes",otras violencias por lesiones colectivas,2024-07-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,2
TARIJA,"violencia, hechos de transito y accidentes",otras violencias por lesiones colectivas,2024-07-01,0,0,0,0,0,0,0,0,0,0,8,1,29,13,5,2,6,2,2,1,50,19,69
TIQUIPAYA,"violencia, hechos de transito y accidentes",otras violencias por lesiones colectivas,2024-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
VIACHA,"violencia, hechos de transito y accidentes",otras violencias por lesiones colectivas,2024-07-01,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,2,1,3
VILLA MONTES,"violencia, hechos de transito y accidentes",otras violencias por lesiones colectivas,2024-07-01,0,0,0,0,1,0,0,0,0,0,0,0,2,2,2,2,0,0,2,0,7,4,11
AIQUILE,"violencia, hechos de transito y accidentes",otras violencias por lesiones colectivas,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2
ANZALDO,"violencia, hechos de transito y accidentes",otras violencias por lesiones colectivas,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
BETANZOS,"violencia, hechos de transito y accidentes",otras violencias por lesiones colectivas,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,0,1,3,4
CAMIRI,"violencia, hechos de transito y accidentes",otras violencias por lesiones colectivas,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
CAPINOTA,"violencia, hechos de transito y accidentes",otras violencias por lesiones colectivas,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,1,1,4,5
CARACOLLO,"violencia, hechos de transito y accidentes",otras violencias por lesiones colectivas,2024-08-01,0,0,0,0,0,0,0,0,0,0,1,1,1,3,0,0,0,0,0,0,2,4,6
CARANAVI,"violencia, hechos de transito y accidentes",otras violencias por lesiones colectivas,2024-08-01,0,0,1,0,0,0,0,0,0,0,1,2,1,10,0,2,0,2,1,2,4,18,22
COCHABAMBA,"violencia, hechos de transito y accidentes",otras violencias por lesiones colectivas,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,6,4,2,0,0,0,1,0,9,4,13
CURAHUARA DE CARANGAS,"violencia, hechos de transito y accidentes",otras violencias por lesiones colectivas,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
EL ALTO,"violencia, hechos de transito y accidentes",otras violencias por lesiones colectivas,2024-08-01,0,0,0,0,0,1,0,0,0,0,0,1,4,5,0,1,0,0,0,0,4,8,12
HUANUNI,"violencia, hechos de transito y accidentes",otras violencias por lesiones colectivas,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,1,2,4,1,1,0,1,0,0,3,7,10
LA PAZ,"violencia, hechos de transito y accidentes",otras violencias por lesiones colectivas,2024-08-01,0,0,0,0,0,0,0,0,0,1,1,0,10,6,1,1,2,1,0,0,14,9,23
MINEROS,"violencia, hechos de transito y accidentes",otras violencias por lesiones colectivas,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
MIZQUE,"violencia, hechos de transito y accidentes",otras violencias por lesiones colectivas,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2
MONTEAGUDO,"violencia, hechos de transito y accidentes",otras violencias por lesiones colectivas,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
MONTERO,"violencia, hechos de transito y accidentes",otras violencias por lesiones colectivas,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
MOROCHATA,"violencia, hechos de transito y accidentes",otras violencias por lesiones colectivas,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
POROMA,"violencia, hechos de transito y accidentes",otras violencias por lesiones colectivas,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
POTOSI,"violencia, hechos de transito y accidentes",otras violencias por lesiones colectivas,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3
PUERTO ACOSTA,"violencia, hechos de transito y accidentes",otras violencias por lesiones colectivas,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
PUERTO VILLARROEL,"violencia, hechos de transito y accidentes",otras violencias por lesiones colectivas,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
SAN IGNACIO DE VELASCO,"violencia, hechos de transito y accidentes",otras violencias por lesiones colectivas,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,2,4
SAN JAVIER(STC),"violencia, hechos de transito y accidentes",otras violencias por lesiones colectivas,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
SANTA CRUZ DE LA SIERRA,"violencia, hechos de transito y accidentes",otras violencias por lesiones colectivas,2024-08-01,0,0,0,0,0,0,0,0,0,0,2,0,5,1,0,0,2,0,0,0,9,1,10
SHINAOTA,"violencia, hechos de transito y accidentes",otras violencias por lesiones colectivas,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
SORATA,"violencia, hechos de transito y accidentes",otras violencias por lesiones colectivas,2024-08-01,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,2
TARIJA,"violencia, hechos de transito y accidentes",otras violencias por lesiones colectivas,2024-08-01,0,0,0,0,0,0,0,0,0,0,3,1,34,11,8,4,2,0,1,0,48,16,64
TOTORA(CBBA),"violencia, hechos de transito y accidentes",otras violencias por lesiones colectivas,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2
UNCIA,"violencia, hechos de transito y accidentes",otras violencias por lesiones colectivas,2024-08-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
VIACHA,"violencia, hechos de transito y accidentes",otras violencias por lesiones colectivas,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,2
VILLA CHARCAS,"violencia, hechos de transito y accidentes",otras violencias por lesiones colectivas,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
VILLA MONTES,"violencia, hechos de transito y accidentes",otras violencias por lesiones colectivas,2024-08-01,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,3,1,4
VILLA TUNARI,"violencia, hechos de transito y accidentes",otras violencias por lesiones colectivas,2024-08-01,0,0,0,0,0,0,0,0,0,0,1,2,2,1,0,0,0,0,0,1,3,4,7
VILLAZON,"violencia, hechos de transito y accidentes",otras violencias por lesiones colectivas,2024-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
AIQUILE,"violencia, hechos de transito y accidentes",otras violencias por lesiones colectivas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
ANZALDO,"violencia, hechos de transito y accidentes",otras violencias por lesiones colectivas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
ASCENCION DE GUARAYOS,"violencia, hechos de transito y accidentes",otras violencias por lesiones colectivas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
AYATA,"violencia, hechos de transito y accidentes",otras violencias por lesiones colectivas,2024-09-01,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,2,0,1,2,4,6
BETANZOS,"violencia, hechos de transito y accidentes",otras violencias por lesiones colectivas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,4,4
BOYUIBE,"violencia, hechos de transito y accidentes",otras violencias por lesiones colectivas,2024-09-01,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
CAMIRI,"violencia, hechos de transito y accidentes",otras violencias por lesiones colectivas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
CARACOLLO,"violencia, hechos de transito y accidentes",otras violencias por lesiones colectivas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,2
CARANAVI,"violencia, hechos de transito y accidentes",otras violencias por lesiones colectivas,2024-09-01,0,0,0,0,0,0,0,0,0,0,1,0,10,13,3,3,3,2,3,0,20,18,38
CHUQUIHUTA AYLLU JUCUMANI,"violencia, hechos de transito y accidentes",otras violencias por lesiones colectivas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,0,1,3,4
CLIZA,"violencia, hechos de transito y accidentes",otras violencias por lesiones colectivas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
COCAPATA,"violencia, hechos de transito y accidentes",otras violencias por lesiones colectivas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
COCHABAMBA,"violencia, hechos de transito y accidentes",otras violencias por lesiones colectivas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,1,1,0,0,1,10,2,12
COLCAPIRHUA,"violencia, hechos de transito y accidentes",otras violencias por lesiones colectivas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
COLOMI,"violencia, hechos de transito y accidentes",otras violencias por lesiones colectivas,2024-09-01,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
CURAHUARA DE CARANGAS,"violencia, hechos de transito y accidentes",otras violencias por lesiones colectivas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,2,3
EL ALTO,"violencia, hechos de transito y accidentes",otras violencias por lesiones colectivas,2024-09-01,0,0,0,0,0,0,1,0,0,0,0,0,5,2,1,1,0,3,0,0,7,6,13
ENTRE RIOS CBBA,"violencia, hechos de transito y accidentes",otras violencias por lesiones colectivas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,2,3
HUANUNI,"violencia, hechos de transito y accidentes",otras violencias por lesiones colectivas,2024-09-01,0,0,0,0,0,0,0,0,0,0,2,1,3,2,0,0,1,0,0,0,6,3,9
LA PAZ,"violencia, hechos de transito y accidentes",otras violencias por lesiones colectivas,2024-09-01,0,0,0,0,0,0,1,0,0,0,3,1,10,8,0,1,0,1,0,0,14,11,25
MONTERO,"violencia, hechos de transito y accidentes",otras violencias por lesiones colectivas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,3,0,3
ORURO,"violencia, hechos de transito y accidentes",otras violencias por lesiones colectivas,2024-09-01,0,0,0,0,0,0,0,0,0,2,0,2,2,2,2,1,1,0,0,3,5,10,15
PAILON,"violencia, hechos de transito y accidentes",otras violencias por lesiones colectivas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
PORCO,"violencia, hechos de transito y accidentes",otras violencias por lesiones colectivas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
POTOSI,"violencia, hechos de transito y accidentes",otras violencias por lesiones colectivas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,2
PUNATA,"violencia, hechos de transito y accidentes",otras violencias por lesiones colectivas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
RIBERALTA,"violencia, hechos de transito y accidentes",otras violencias por lesiones colectivas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
SACABA,"violencia, hechos de transito y accidentes",otras violencias por lesiones colectivas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,2,3
SAN BUENA VENTURA,"violencia, hechos de transito y accidentes",otras violencias por lesiones colectivas,2024-09-01,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
SAN MATIAS,"violencia, hechos de transito y accidentes",otras violencias por lesiones colectivas,2024-09-01,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,3,2,5
SANTA CRUZ DE LA SIERRA,"violencia, hechos de transito y accidentes",otras violencias por lesiones colectivas,2024-09-01,0,0,0,0,0,0,0,0,1,0,0,0,8,4,1,0,3,1,1,1,14,6,20
SORATA,"violencia, hechos de transito y accidentes",otras violencias por lesiones colectivas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,2
TACACOMA,"violencia, hechos de transito y accidentes",otras violencias por lesiones colectivas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2
TARIJA,"violencia, hechos de transito y accidentes",otras violencias por lesiones colectivas,2024-09-01,0,0,0,0,0,0,0,0,0,0,4,2,26,15,9,3,2,2,1,1,42,23,65
TIAHUANACU,"violencia, hechos de transito y accidentes",otras violencias por lesiones colectivas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
TIRAQUE (CBBA),"violencia, hechos de transito y accidentes",otras violencias por lesiones colectivas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,2
TOLATA,"violencia, hechos de transito y accidentes",otras violencias por lesiones colectivas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
TOTORA(CBBA),"violencia, hechos de transito y accidentes",otras violencias por lesiones colectivas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,3,3
UNCIA,"violencia, hechos de transito y accidentes",otras violencias por lesiones colectivas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,1,4,5
VIACHA,"violencia, hechos de transito y accidentes",otras violencias por lesiones colectivas,2024-09-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
VILLA MONTES,"violencia, hechos de transito y accidentes",otras violencias por lesiones colectivas,2024-09-01,0,0,0,0,0,0,0,0,0,0,1,0,5,2,2,0,0,0,0,0,8,2,10
VILLA TUNARI,"violencia, hechos de transito y accidentes",otras violencias por lesiones colectivas,2024-09-01,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,2,0,4,1,5
ACHACACHI,"violencia, hechos de transito y accidentes",otras violencias por lesiones colectivas,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,2
AIQUILE,"violencia, hechos de transito y accidentes",otras violencias por lesiones colectivas,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,2
ASCENCION DE GUARAYOS,"violencia, hechos de transito y accidentes",otras violencias por lesiones colectivas,2024-10-01,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
AYATA,"violencia, hechos de transito y accidentes",otras violencias por lesiones colectivas,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,3,3
BETANZOS,"violencia, hechos de transito y accidentes",otras violencias por lesiones colectivas,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
CAMIRI,"violencia, hechos de transito y accidentes",otras violencias por lesiones colectivas,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,4
CARACOLLO,"violencia, hechos de transito y accidentes",otras violencias por lesiones colectivas,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,1,2,0,0,2,5,7
CARANAVI,"violencia, hechos de transito y accidentes",otras violencias por lesiones colectivas,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
CHALLAPATA,"violencia, hechos de transito y accidentes",otras violencias por lesiones colectivas,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
CHIMORE,"violencia, hechos de transito y accidentes",otras violencias por lesiones colectivas,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,3,3
CLIZA,"violencia, hechos de transito y accidentes",otras violencias por lesiones colectivas,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
COBIJA,"violencia, hechos de transito y accidentes",otras violencias por lesiones colectivas,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,2
COCHABAMBA,"violencia, hechos de transito y accidentes",otras violencias por lesiones colectivas,2024-10-01,0,0,0,0,1,0,0,0,0,0,0,1,11,2,2,2,2,0,2,0,18,5,23
COLCAPIRHUA,"violencia, hechos de transito y accidentes",otras violencias por lesiones colectivas,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
COLOMI,"violencia, hechos de transito y accidentes",otras violencias por lesiones colectivas,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
COMARAPA,"violencia, hechos de transito y accidentes",otras violencias por lesiones colectivas,2024-10-01,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
CULPINA,"violencia, hechos de transito y accidentes",otras violencias por lesiones colectivas,2024-10-01,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,1,2,3
CURAHUARA DE CARANGAS,"violencia, hechos de transito y accidentes",otras violencias por lesiones colectivas,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2
EL ALTO,"violencia, hechos de transito y accidentes",otras violencias por lesiones colectivas,2024-10-01,0,0,0,0,0,0,0,0,0,0,1,3,7,7,1,2,0,0,1,3,10,15,25
ENTRE RIOS CBBA,"violencia, hechos de transito y accidentes",otras violencias por lesiones colectivas,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,5
HUANUNI,"violencia, hechos de transito y accidentes",otras violencias por lesiones colectivas,2024-10-01,0,0,0,0,0,0,0,0,0,0,1,0,3,6,1,0,0,0,0,0,5,6,11
LA GUARDIA,"violencia, hechos de transito y accidentes",otras violencias por lesiones colectivas,2024-10-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,2
LA PAZ,"violencia, hechos de transito y accidentes",otras violencias por lesiones colectivas,2024-10-01,0,0,0,0,0,0,0,0,0,2,1,5,7,2,0,0,0,1,1,0,9,10,19
MAIRANA,"violencia, hechos de transito y accidentes",otras violencias por lesiones colectivas,2024-10-01,0,0,0,0,0,0,0,0,0,0,0,0,9,1,6,0,3,0,1,0,19,1,20
