,group,variable,month,Dentro,Dentro,Fuera,Fuera,TOTALES,TOTALES,TOTALES
,,,,MASCULINO,FEMENINO,MASCULINO,FEMENINO,TOTAL-M,TOTAL-F,TOTAL
municipality,,,,,,,,,,
ACACIO,mortalidad,muerte menor de 5 anos por otras causas,2012-01-01,0,0,0,1,0,1,1
APOLO,mortalidad,muerte menor de 5 anos por otras causas,2012-01-01,0,1,0,0,0,1,1
AUCAPATA,mortalidad,muerte menor de 5 anos por otras causas,2012-01-01,0,0,0,1,0,1,1
AYO AYO,mortalidad,muerte menor de 5 anos por otras causas,2012-01-01,0,0,1,3,1,3,4
CALAMARCA,mortalidad,muerte menor de 5 anos por otras causas,2012-01-01,0,0,1,0,1,0,1
CARANAVI,mortalidad,muerte menor de 5 anos por otras causas,2012-01-01,0,0,0,1,0,1,1
CARIPUYO,mortalidad,muerte menor de 5 anos por otras causas,2012-01-01,0,0,1,2,1,2,3
COCHABAMBA,mortalidad,muerte menor de 5 anos por otras causas,2012-01-01,3,5,0,0,3,5,8
"COLCHA ""K""",mortalidad,muerte menor de 5 anos por otras causas,2012-01-01,0,0,1,0,1,0,1
COLPA BELGICA,mortalidad,muerte menor de 5 anos por otras causas,2012-01-01,0,0,0,1,0,1,1
COLQUECHACA,mortalidad,muerte menor de 5 anos por otras causas,2012-01-01,0,1,0,2,0,3,3
COLQUENCHA,mortalidad,muerte menor de 5 anos por otras causas,2012-01-01,0,0,0,1,0,1,1
EL ALTO,mortalidad,muerte menor de 5 anos por otras causas,2012-01-01,5,4,4,3,9,7,16
FERNANDEZ ALONSO,mortalidad,muerte menor de 5 anos por otras causas,2012-01-01,0,0,0,1,0,1,1
GUANAY,mortalidad,muerte menor de 5 anos por otras causas,2012-01-01,0,0,1,0,1,0,1
GUAYARAMERIN,mortalidad,muerte menor de 5 anos por otras causas,2012-01-01,1,0,0,0,1,0,1
HUANUNI,mortalidad,muerte menor de 5 anos por otras causas,2012-01-01,0,0,0,2,0,2,2
ICLA,mortalidad,muerte menor de 5 anos por otras causas,2012-01-01,0,0,1,0,1,0,1
INQUISIVI,mortalidad,muerte menor de 5 anos por otras causas,2012-01-01,0,0,2,0,2,0,2
LA PAZ,mortalidad,muerte menor de 5 anos por otras causas,2012-01-01,18,13,2,1,20,14,34
LAGUNILLAS,mortalidad,muerte menor de 5 anos por otras causas,2012-01-01,0,0,0,1,0,1,1
LLALLAGUA,mortalidad,muerte menor de 5 anos por otras causas,2012-01-01,1,0,0,0,1,0,1
LURIBAY,mortalidad,muerte menor de 5 anos por otras causas,2012-01-01,0,0,1,0,1,0,1
MONTEAGUDO,mortalidad,muerte menor de 5 anos por otras causas,2012-01-01,1,0,0,0,1,0,1
MONTERO,mortalidad,muerte menor de 5 anos por otras causas,2012-01-01,0,1,0,0,0,1,1
OCURI,mortalidad,muerte menor de 5 anos por otras causas,2012-01-01,0,2,0,0,0,2,2
ORURO,mortalidad,muerte menor de 5 anos por otras causas,2012-01-01,8,14,1,3,9,17,26
PATACAMAYA,mortalidad,muerte menor de 5 anos por otras causas,2012-01-01,0,0,1,1,1,1,2
POCOATA,mortalidad,muerte menor de 5 anos por otras causas,2012-01-01,1,1,0,0,1,1,2
POTOSI,mortalidad,muerte menor de 5 anos por otras causas,2012-01-01,1,1,0,0,1,1,2
PUERTO VILLARROEL,mortalidad,muerte menor de 5 anos por otras causas,2012-01-01,0,1,0,0,0,1,1
QUIME,mortalidad,muerte menor de 5 anos por otras causas,2012-01-01,1,0,0,0,1,0,1
RURRENABAQUE,mortalidad,muerte menor de 5 anos por otras causas,2012-01-01,0,1,1,0,1,1,2
SACACA,mortalidad,muerte menor de 5 anos por otras causas,2012-01-01,0,0,1,1,1,1,2
SAN BORJA,mortalidad,muerte menor de 5 anos por otras causas,2012-01-01,1,0,0,0,1,0,1
SAN CARLOS,mortalidad,muerte menor de 5 anos por otras causas,2012-01-01,0,0,1,0,1,0,1
SAN IGNACIO,mortalidad,muerte menor de 5 anos por otras causas,2012-01-01,0,0,0,1,0,1,1
SAN IGNACIO DE VELASCO,mortalidad,muerte menor de 5 anos por otras causas,2012-01-01,0,3,1,0,1,3,4
SAN RAFAEL,mortalidad,muerte menor de 5 anos por otras causas,2012-01-01,1,0,0,0,1,0,1
SANTA CRUZ DE LA SIERRA,mortalidad,muerte menor de 5 anos por otras causas,2012-01-01,2,0,0,0,2,0,2
SANTA ROSA DEL SARA,mortalidad,muerte menor de 5 anos por otras causas,2012-01-01,0,0,1,0,1,0,1
SUCRE,mortalidad,muerte menor de 5 anos por otras causas,2012-01-01,8,6,1,0,9,6,15
TARABUCO,mortalidad,muerte menor de 5 anos por otras causas,2012-01-01,0,0,1,1,1,1,2
TARIJA,mortalidad,muerte menor de 5 anos por otras causas,2012-01-01,1,0,0,0,1,0,1
TUPIZA,mortalidad,muerte menor de 5 anos por otras causas,2012-01-01,1,0,0,0,1,0,1
UYUNI,mortalidad,muerte menor de 5 anos por otras causas,2012-01-01,0,1,0,0,0,1,1
VIACHA,mortalidad,muerte menor de 5 anos por otras causas,2012-01-01,0,0,1,0,1,0,1
VILLAZON,mortalidad,muerte menor de 5 anos por otras causas,2012-01-01,0,0,1,0,1,0,1
WARNES,mortalidad,muerte menor de 5 anos por otras causas,2012-01-01,0,0,1,0,1,0,1
ACHACACHI,mortalidad,muerte menor de 5 anos por otras causas,2012-02-01,2,0,1,0,3,0,3
APOLO,mortalidad,muerte menor de 5 anos por otras causas,2012-02-01,0,1,0,0,0,1,1
AUCAPATA,mortalidad,muerte menor de 5 anos por otras causas,2012-02-01,0,0,1,1,1,1,2
AYO AYO,mortalidad,muerte menor de 5 anos por otras causas,2012-02-01,0,0,0,1,0,1,1
CALAMARCA,mortalidad,muerte menor de 5 anos por otras causas,2012-02-01,0,0,1,0,1,0,1
CARANAVI,mortalidad,muerte menor de 5 anos por otras causas,2012-02-01,1,0,1,0,2,0,2
CARIPUYO,mortalidad,muerte menor de 5 anos por otras causas,2012-02-01,0,1,3,0,3,1,4
CHALLAPATA,mortalidad,muerte menor de 5 anos por otras causas,2012-02-01,0,0,1,0,1,0,1
CHARAGUA,mortalidad,muerte menor de 5 anos por otras causas,2012-02-01,0,0,0,1,0,1,1
CHAYANTA,mortalidad,muerte menor de 5 anos por otras causas,2012-02-01,0,0,1,0,1,0,1
COCHABAMBA,mortalidad,muerte menor de 5 anos por otras causas,2012-02-01,10,9,0,0,10,9,19
COLQUECHACA,mortalidad,muerte menor de 5 anos por otras causas,2012-02-01,0,0,1,0,1,0,1
COLQUENCHA,mortalidad,muerte menor de 5 anos por otras causas,2012-02-01,0,0,2,0,2,0,2
COMARAPA,mortalidad,muerte menor de 5 anos por otras causas,2012-02-01,0,1,0,0,0,1,1
CORO CORO,mortalidad,muerte menor de 5 anos por otras causas,2012-02-01,0,0,0,1,0,1,1
CUATRO CAÑADAS,mortalidad,muerte menor de 5 anos por otras causas,2012-02-01,0,0,1,0,1,0,1
CURVA,mortalidad,muerte menor de 5 anos por otras causas,2012-02-01,0,0,0,1,0,1,1
EL ALTO,mortalidad,muerte menor de 5 anos por otras causas,2012-02-01,6,4,2,4,8,8,16
ENTRE RIOS CBBA,mortalidad,muerte menor de 5 anos por otras causas,2012-02-01,0,0,1,0,1,0,1
GUAYARAMERIN,mortalidad,muerte menor de 5 anos por otras causas,2012-02-01,1,1,0,0,1,1,2
LA PAZ,mortalidad,muerte menor de 5 anos por otras causas,2012-02-01,22,9,2,1,24,10,34
LLALLAGUA,mortalidad,muerte menor de 5 anos por otras causas,2012-02-01,1,0,0,0,1,0,1
MONTERO,mortalidad,muerte menor de 5 anos por otras causas,2012-02-01,0,0,0,1,0,1,1
ORURO,mortalidad,muerte menor de 5 anos por otras causas,2012-02-01,0,0,0,1,0,1,1
POCOATA,mortalidad,muerte menor de 5 anos por otras causas,2012-02-01,0,0,2,0,2,0,2
POROMA,mortalidad,muerte menor de 5 anos por otras causas,2012-02-01,0,0,1,0,1,0,1
POTOSI,mortalidad,muerte menor de 5 anos por otras causas,2012-02-01,2,4,0,1,2,5,7
PUCARANI,mortalidad,muerte menor de 5 anos por otras causas,2012-02-01,0,0,1,0,1,0,1
PUNATA,mortalidad,muerte menor de 5 anos por otras causas,2012-02-01,0,0,3,0,3,0,3
SACABA,mortalidad,muerte menor de 5 anos por otras causas,2012-02-01,0,1,1,0,1,1,2
SACACA,mortalidad,muerte menor de 5 anos por otras causas,2012-02-01,0,0,3,4,3,4,7
SAN BUENA VENTURA,mortalidad,muerte menor de 5 anos por otras causas,2012-02-01,0,0,1,1,1,1,2
SAN IGNACIO DE VELASCO,mortalidad,muerte menor de 5 anos por otras causas,2012-02-01,0,1,0,0,0,1,1
SAN LUCAS,mortalidad,muerte menor de 5 anos por otras causas,2012-02-01,1,0,0,0,1,0,1
SAN PEDRO DE CURAHUARA,mortalidad,muerte menor de 5 anos por otras causas,2012-02-01,0,0,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,mortalidad,muerte menor de 5 anos por otras causas,2012-02-01,0,4,1,1,1,5,6
SANTIAGO DE MACHACA,mortalidad,muerte menor de 5 anos por otras causas,2012-02-01,0,0,0,1,0,1,1
SHINAOTA,mortalidad,muerte menor de 5 anos por otras causas,2012-02-01,0,0,0,1,0,1,1
SORATA,mortalidad,muerte menor de 5 anos por otras causas,2012-02-01,0,1,0,1,0,2,2
SUCRE,mortalidad,muerte menor de 5 anos por otras causas,2012-02-01,4,4,2,1,6,5,11
TARIJA,mortalidad,muerte menor de 5 anos por otras causas,2012-02-01,2,1,0,0,2,1,3
TINGUIPAYA,mortalidad,muerte menor de 5 anos por otras causas,2012-02-01,0,0,1,2,1,2,3
UNCIA,mortalidad,muerte menor de 5 anos por otras causas,2012-02-01,0,0,1,0,1,0,1
UYUNI,mortalidad,muerte menor de 5 anos por otras causas,2012-02-01,0,0,1,0,1,0,1
VILLAZON,mortalidad,muerte menor de 5 anos por otras causas,2012-02-01,0,0,1,0,1,0,1
ACACIO,mortalidad,muerte menor de 5 anos por otras causas,2012-03-01,0,0,0,1,0,1,1
ACHACACHI,mortalidad,muerte menor de 5 anos por otras causas,2012-03-01,0,0,0,1,0,1,1
AUCAPATA,mortalidad,muerte menor de 5 anos por otras causas,2012-03-01,0,0,0,1,0,1,1
BETANZOS,mortalidad,muerte menor de 5 anos por otras causas,2012-03-01,0,0,1,1,1,1,2
BUENA VISTA,mortalidad,muerte menor de 5 anos por otras causas,2012-03-01,0,1,0,0,0,1,1
CARANAVI,mortalidad,muerte menor de 5 anos por otras causas,2012-03-01,0,1,0,0,0,1,1
CARIPUYO,mortalidad,muerte menor de 5 anos por otras causas,2012-03-01,0,0,2,1,2,1,3
COCHABAMBA,mortalidad,muerte menor de 5 anos por otras causas,2012-03-01,5,8,0,0,5,8,13
"COLCHA ""K""",mortalidad,muerte menor de 5 anos por otras causas,2012-03-01,0,1,0,0,0,1,1
COLQUECHACA,mortalidad,muerte menor de 5 anos por otras causas,2012-03-01,0,0,1,0,1,0,1
COLQUENCHA,mortalidad,muerte menor de 5 anos por otras causas,2012-03-01,0,0,1,0,1,0,1
CORO CORO,mortalidad,muerte menor de 5 anos por otras causas,2012-03-01,0,0,1,0,1,0,1
EL ALTO,mortalidad,muerte menor de 5 anos por otras causas,2012-03-01,4,2,6,1,10,3,13
LA ASUNTA,mortalidad,muerte menor de 5 anos por otras causas,2012-03-01,0,1,2,1,2,2,4
LA PAZ,mortalidad,muerte menor de 5 anos por otras causas,2012-03-01,21,11,1,4,22,15,37
LICOMA PAMPA,mortalidad,muerte menor de 5 anos por otras causas,2012-03-01,0,0,0,1,0,1,1
LLALLAGUA,mortalidad,muerte menor de 5 anos por otras causas,2012-03-01,0,0,0,1,0,1,1
OCURI,mortalidad,muerte menor de 5 anos por otras causas,2012-03-01,0,0,1,1,1,1,2
PATACAMAYA,mortalidad,muerte menor de 5 anos por otras causas,2012-03-01,0,0,2,2,2,2,4
POCOATA,mortalidad,muerte menor de 5 anos por otras causas,2012-03-01,0,0,0,2,0,2,2
POTOSI,mortalidad,muerte menor de 5 anos por otras causas,2012-03-01,8,1,0,0,8,1,9
RAVELO,mortalidad,muerte menor de 5 anos por otras causas,2012-03-01,0,0,1,0,1,0,1
SACABA,mortalidad,muerte menor de 5 anos por otras causas,2012-03-01,0,1,0,0,0,1,1
SACACA,mortalidad,muerte menor de 5 anos por otras causas,2012-03-01,2,0,0,1,2,1,3
SAN IGNACIO DE VELASCO,mortalidad,muerte menor de 5 anos por otras causas,2012-03-01,1,0,1,0,2,0,2
SANTA CRUZ DE LA SIERRA,mortalidad,muerte menor de 5 anos por otras causas,2012-03-01,1,0,0,2,1,2,3
SUCRE,mortalidad,muerte menor de 5 anos por otras causas,2012-03-01,6,4,0,1,6,5,11
TACOPAYA,mortalidad,muerte menor de 5 anos por otras causas,2012-03-01,0,0,1,0,1,0,1
TIPUANI,mortalidad,muerte menor de 5 anos por otras causas,2012-03-01,1,0,0,0,1,0,1
TORO TORO,mortalidad,muerte menor de 5 anos por otras causas,2012-03-01,0,0,1,0,1,0,1
TUPIZA,mortalidad,muerte menor de 5 anos por otras causas,2012-03-01,1,0,0,1,1,1,2
VILLA TUNARI,mortalidad,muerte menor de 5 anos por otras causas,2012-03-01,0,0,0,1,0,1,1
VILLAZON,mortalidad,muerte menor de 5 anos por otras causas,2012-03-01,0,0,1,0,1,0,1
ACHACACHI,mortalidad,muerte menor de 5 anos por otras causas,2012-04-01,3,0,0,0,3,0,3
ALTO BENI,mortalidad,muerte menor de 5 anos por otras causas,2012-04-01,0,0,1,0,1,0,1
ANCORAIMES,mortalidad,muerte menor de 5 anos por otras causas,2012-04-01,0,0,1,0,1,0,1
AYO AYO,mortalidad,muerte menor de 5 anos por otras causas,2012-04-01,0,0,1,0,1,0,1
BATALLAS,mortalidad,muerte menor de 5 anos por otras causas,2012-04-01,0,1,0,0,0,1,1
BETANZOS,mortalidad,muerte menor de 5 anos por otras causas,2012-04-01,0,0,1,2,1,2,3
CAIROMA,mortalidad,muerte menor de 5 anos por otras causas,2012-04-01,0,0,0,1,0,1,1
"CAIZA ""D""",mortalidad,muerte menor de 5 anos por otras causas,2012-04-01,0,0,1,0,1,0,1
CALAMARCA,mortalidad,muerte menor de 5 anos por otras causas,2012-04-01,0,0,0,1,0,1,1
CARIPUYO,mortalidad,muerte menor de 5 anos por otras causas,2012-04-01,0,1,0,0,0,1,1
CHUQUIHUTA AYLLU JUCUMANI,mortalidad,muerte menor de 5 anos por otras causas,2012-04-01,0,0,0,1,0,1,1
COCHABAMBA,mortalidad,muerte menor de 5 anos por otras causas,2012-04-01,2,4,0,0,2,4,6
"COLCHA ""K""",mortalidad,muerte menor de 5 anos por otras causas,2012-04-01,1,0,1,0,2,0,2
COLLANA,mortalidad,muerte menor de 5 anos por otras causas,2012-04-01,0,1,0,0,0,1,1
COLQUECHACA,mortalidad,muerte menor de 5 anos por otras causas,2012-04-01,1,0,0,0,1,0,1
EL ALTO,mortalidad,muerte menor de 5 anos por otras causas,2012-04-01,3,2,5,3,8,5,13
JESUS DE MACHACA,mortalidad,muerte menor de 5 anos por otras causas,2012-04-01,0,0,1,1,1,1,2
LA PAZ,mortalidad,muerte menor de 5 anos por otras causas,2012-04-01,12,16,1,1,13,17,30
LLALLAGUA,mortalidad,muerte menor de 5 anos por otras causas,2012-04-01,1,1,1,0,2,1,3
MAPIRI,mortalidad,muerte menor de 5 anos por otras causas,2012-04-01,0,0,1,0,1,0,1
MONTEAGUDO,mortalidad,muerte menor de 5 anos por otras causas,2012-04-01,1,0,0,0,1,0,1
ORURO,mortalidad,muerte menor de 5 anos por otras causas,2012-04-01,2,1,0,0,2,1,3
PALOS BLANCOS,mortalidad,muerte menor de 5 anos por otras causas,2012-04-01,0,0,0,1,0,1,1
PATACAMAYA,mortalidad,muerte menor de 5 anos por otras causas,2012-04-01,0,0,0,1,0,1,1
POCOATA,mortalidad,muerte menor de 5 anos por otras causas,2012-04-01,1,1,0,0,1,1,2
POTOSI,mortalidad,muerte menor de 5 anos por otras causas,2012-04-01,3,6,0,0,3,6,9
