,group,variable,month,Dentro,Dentro,Fuera,Fuera,TOTALES,TOTALES,TOTALES
,,,,MASCULINO,FEMENINO,MASCULINO,FEMENINO,TOTAL-M,TOTAL-F,TOTAL
municipality,,,,,,,,,,
ACACIO,mortalidad,otras muertes en mayores de 5 anos,2012-01-01,0,0,1,0,1,0,1
ACHACACHI,mortalidad,otras muertes en mayores de 5 anos,2012-01-01,0,0,0,1,0,1,1
ACHOCALLA,mortalidad,otras muertes en mayores de 5 anos,2012-01-01,0,0,0,1,0,1,1
ANCORAIMES,mortalidad,otras muertes en mayores de 5 anos,2012-01-01,0,0,1,2,1,2,3
ANDAMARCA,mortalidad,otras muertes en mayores de 5 anos,2012-01-01,0,0,1,1,1,1,2
APOLO,mortalidad,otras muertes en mayores de 5 anos,2012-01-01,0,0,1,0,1,0,1
ATOCHA,mortalidad,otras muertes en mayores de 5 anos,2012-01-01,0,0,1,0,1,0,1
AYATA,mortalidad,otras muertes en mayores de 5 anos,2012-01-01,0,0,1,0,1,0,1
AYO AYO,mortalidad,otras muertes en mayores de 5 anos,2012-01-01,0,0,3,2,3,2,5
AYOPAYA (V. DE INDEPENDENCIA),mortalidad,otras muertes en mayores de 5 anos,2012-01-01,0,0,1,0,1,0,1
BERMEJO,mortalidad,otras muertes en mayores de 5 anos,2012-01-01,0,0,1,0,1,0,1
BETANZOS,mortalidad,otras muertes en mayores de 5 anos,2012-01-01,0,0,0,1,0,1,1
BOYUIBE,mortalidad,otras muertes en mayores de 5 anos,2012-01-01,0,0,0,2,0,2,2
CAJUATA,mortalidad,otras muertes en mayores de 5 anos,2012-01-01,0,0,2,2,2,2,4
CALAMARCA,mortalidad,otras muertes en mayores de 5 anos,2012-01-01,0,0,3,0,3,0,3
CAMIRI,mortalidad,otras muertes en mayores de 5 anos,2012-01-01,5,2,0,2,5,4,9
CAPINOTA,mortalidad,otras muertes en mayores de 5 anos,2012-01-01,0,0,5,5,5,5,10
CARACOLLO,mortalidad,otras muertes en mayores de 5 anos,2012-01-01,0,0,7,4,7,4,11
CARANAVI,mortalidad,otras muertes en mayores de 5 anos,2012-01-01,0,1,6,4,6,5,11
CHACARILLA,mortalidad,otras muertes en mayores de 5 anos,2012-01-01,0,0,2,0,2,0,2
CHALLAPATA,mortalidad,otras muertes en mayores de 5 anos,2012-01-01,0,0,3,0,3,0,3
CHAQUI,mortalidad,otras muertes en mayores de 5 anos,2012-01-01,0,0,0,1,0,1,1
CHULUMANI (V. DE LA LIBERTAD),mortalidad,otras muertes en mayores de 5 anos,2012-01-01,0,0,1,2,1,2,3
CHUMA,mortalidad,otras muertes en mayores de 5 anos,2012-01-01,0,0,0,1,0,1,1
CHUQUIHUTA AYLLU JUCUMANI,mortalidad,otras muertes en mayores de 5 anos,2012-01-01,0,0,1,0,1,0,1
COBIJA,mortalidad,otras muertes en mayores de 5 anos,2012-01-01,5,0,0,0,5,0,5
COCHABAMBA,mortalidad,otras muertes en mayores de 5 anos,2012-01-01,34,26,5,6,39,32,71
"COLCHA ""K""",mortalidad,otras muertes en mayores de 5 anos,2012-01-01,0,0,0,1,0,1,1
COLOMI,mortalidad,otras muertes en mayores de 5 anos,2012-01-01,0,0,2,0,2,0,2
COLPA BELGICA,mortalidad,otras muertes en mayores de 5 anos,2012-01-01,0,0,2,4,2,4,6
COLQUECHACA,mortalidad,otras muertes en mayores de 5 anos,2012-01-01,0,0,3,1,3,1,4
COLQUENCHA,mortalidad,otras muertes en mayores de 5 anos,2012-01-01,0,0,0,1,0,1,1
CONCEPCION,mortalidad,otras muertes en mayores de 5 anos,2012-01-01,0,0,0,2,0,2,2
COPACABANA,mortalidad,otras muertes en mayores de 5 anos,2012-01-01,0,0,3,0,3,0,3
CORO CORO,mortalidad,otras muertes en mayores de 5 anos,2012-01-01,0,0,0,1,0,1,1
COROICO,mortalidad,otras muertes en mayores de 5 anos,2012-01-01,0,2,1,0,1,2,3
CORQUE,mortalidad,otras muertes en mayores de 5 anos,2012-01-01,0,0,1,0,1,0,1
COTOCA,mortalidad,otras muertes en mayores de 5 anos,2012-01-01,3,1,1,1,4,2,6
CUATRO CAÑADAS,mortalidad,otras muertes en mayores de 5 anos,2012-01-01,0,0,1,1,1,1,2
EL ALTO,mortalidad,otras muertes en mayores de 5 anos,2012-01-01,13,8,40,45,53,53,106
EL PUENTE(STC),mortalidad,otras muertes en mayores de 5 anos,2012-01-01,0,0,1,0,1,0,1
EL TORNO,mortalidad,otras muertes en mayores de 5 anos,2012-01-01,2,0,0,3,2,3,5
ENTRE RIOS TRJ,mortalidad,otras muertes en mayores de 5 anos,2012-01-01,0,1,0,1,0,2,2
ESCOMA,mortalidad,otras muertes en mayores de 5 anos,2012-01-01,0,0,3,1,3,1,4
EUCALIPTUS,mortalidad,otras muertes en mayores de 5 anos,2012-01-01,0,0,1,0,1,0,1
EUREKA (SANTOS MERCADO),mortalidad,otras muertes en mayores de 5 anos,2012-01-01,0,0,1,0,1,0,1
FERNANDEZ ALONSO,mortalidad,otras muertes en mayores de 5 anos,2012-01-01,0,0,0,2,0,2,2
GENERAL SAAVEDRA,mortalidad,otras muertes en mayores de 5 anos,2012-01-01,0,0,1,0,1,0,1
GUANAY,mortalidad,otras muertes en mayores de 5 anos,2012-01-01,0,0,1,1,1,1,2
GUAQUI,mortalidad,otras muertes en mayores de 5 anos,2012-01-01,0,0,1,0,1,0,1
GUAYARAMERIN,mortalidad,otras muertes en mayores de 5 anos,2012-01-01,1,0,0,2,1,2,3
GUTIERREZ,mortalidad,otras muertes en mayores de 5 anos,2012-01-01,0,0,1,0,1,0,1
HUACARETA,mortalidad,otras muertes en mayores de 5 anos,2012-01-01,0,0,3,0,3,0,3
HUACHACALLA,mortalidad,otras muertes en mayores de 5 anos,2012-01-01,0,0,1,0,1,0,1
HUANUNI,mortalidad,otras muertes en mayores de 5 anos,2012-01-01,3,0,5,3,8,3,11
ICLA,mortalidad,otras muertes en mayores de 5 anos,2012-01-01,0,0,1,1,1,1,2
IRUPANA (VILLA DE LANZA),mortalidad,otras muertes en mayores de 5 anos,2012-01-01,0,0,3,2,3,2,5
IXIAMAS,mortalidad,otras muertes en mayores de 5 anos,2012-01-01,1,0,1,1,2,1,3
JESUS DE MACHACA,mortalidad,otras muertes en mayores de 5 anos,2012-01-01,0,0,1,1,1,1,2
LA ASUNTA,mortalidad,otras muertes en mayores de 5 anos,2012-01-01,2,2,0,0,2,2,4
LA GUARDIA,mortalidad,otras muertes en mayores de 5 anos,2012-01-01,0,0,1,1,1,1,2
LA PAZ,mortalidad,otras muertes en mayores de 5 anos,2012-01-01,95,93,52,70,147,163,310
LLALLAGUA,mortalidad,otras muertes en mayores de 5 anos,2012-01-01,2,0,7,4,9,4,13
LURIBAY,mortalidad,otras muertes en mayores de 5 anos,2012-01-01,0,0,1,4,1,4,5
MACHACAMARCA,mortalidad,otras muertes en mayores de 5 anos,2012-01-01,0,0,1,0,1,0,1
MAIRANA,mortalidad,otras muertes en mayores de 5 anos,2012-01-01,1,0,0,0,1,0,1
MAPIRI,mortalidad,otras muertes en mayores de 5 anos,2012-01-01,0,0,0,1,0,1,1
MIZQUE,mortalidad,otras muertes en mayores de 5 anos,2012-01-01,0,0,0,1,0,1,1
MOCOMOCO,mortalidad,otras muertes en mayores de 5 anos,2012-01-01,0,0,5,0,5,0,5
MONTEAGUDO,mortalidad,otras muertes en mayores de 5 anos,2012-01-01,0,0,0,2,0,2,2
MONTERO,mortalidad,otras muertes en mayores de 5 anos,2012-01-01,0,0,3,1,3,1,4
MORO MORO,mortalidad,otras muertes en mayores de 5 anos,2012-01-01,0,0,1,0,1,0,1
OCURI,mortalidad,otras muertes en mayores de 5 anos,2012-01-01,0,0,1,4,1,4,5
OKINAWA,mortalidad,otras muertes en mayores de 5 anos,2012-01-01,0,0,1,0,1,0,1
ORURO,mortalidad,otras muertes en mayores de 5 anos,2012-01-01,10,7,1,0,11,7,18
PADCAYA,mortalidad,otras muertes en mayores de 5 anos,2012-01-01,0,0,1,0,1,0,1
PADILLA,mortalidad,otras muertes en mayores de 5 anos,2012-01-01,2,1,0,0,2,1,3
PALCA,mortalidad,otras muertes en mayores de 5 anos,2012-01-01,0,0,0,2,0,2,2
PAMPA GRANDE,mortalidad,otras muertes en mayores de 5 anos,2012-01-01,0,0,0,1,0,1,1
PATACAMAYA,mortalidad,otras muertes en mayores de 5 anos,2012-01-01,0,2,2,0,2,2,4
POCOATA,mortalidad,otras muertes en mayores de 5 anos,2012-01-01,1,1,3,0,4,1,5
POCONA,mortalidad,otras muertes en mayores de 5 anos,2012-01-01,0,0,0,1,0,1,1
PORTACHUELO,mortalidad,otras muertes en mayores de 5 anos,2012-01-01,0,0,3,0,3,0,3
POTOSI,mortalidad,otras muertes en mayores de 5 anos,2012-01-01,13,11,0,0,13,11,24
PRESTO,mortalidad,otras muertes en mayores de 5 anos,2012-01-01,0,0,1,0,1,0,1
PUCARANI,mortalidad,otras muertes en mayores de 5 anos,2012-01-01,0,0,2,4,2,4,6
PUERTO ACOSTA,mortalidad,otras muertes en mayores de 5 anos,2012-01-01,0,0,2,0,2,0,2
PUERTO CARABUCO,mortalidad,otras muertes en mayores de 5 anos,2012-01-01,0,0,0,1,0,1,1
PUERTO PEREZ,mortalidad,otras muertes en mayores de 5 anos,2012-01-01,0,0,3,1,3,1,4
PUERTO VILLARROEL,mortalidad,otras muertes en mayores de 5 anos,2012-01-01,3,0,1,3,4,3,7
PUNATA,mortalidad,otras muertes en mayores de 5 anos,2012-01-01,0,0,5,3,5,3,8
QUILLACOLLO,mortalidad,otras muertes en mayores de 5 anos,2012-01-01,1,1,9,11,10,12,22
QUIME,mortalidad,otras muertes en mayores de 5 anos,2012-01-01,0,0,4,0,4,0,4
RAVELO,mortalidad,otras muertes en mayores de 5 anos,2012-01-01,0,0,3,5,3,5,8
RIBERALTA,mortalidad,otras muertes en mayores de 5 anos,2012-01-01,6,2,0,0,6,2,8
ROBORE,mortalidad,otras muertes en mayores de 5 anos,2012-01-01,1,0,0,0,1,0,1
RURRENABAQUE,mortalidad,otras muertes en mayores de 5 anos,2012-01-01,4,0,4,2,8,2,10
SABAYA,mortalidad,otras muertes en mayores de 5 anos,2012-01-01,0,0,2,0,2,0,2
SACABA,mortalidad,otras muertes en mayores de 5 anos,2012-01-01,0,0,4,1,4,1,5
SACACA,mortalidad,otras muertes en mayores de 5 anos,2012-01-01,0,0,2,0,2,0,2
SAMAIPATA,mortalidad,otras muertes en mayores de 5 anos,2012-01-01,0,0,3,2,3,2,5
SAN ANDRES,mortalidad,otras muertes en mayores de 5 anos,2012-01-01,0,0,1,0,1,0,1
SAN BORJA,mortalidad,otras muertes en mayores de 5 anos,2012-01-01,3,2,0,0,3,2,5
SAN BUENA VENTURA,mortalidad,otras muertes en mayores de 5 anos,2012-01-01,0,0,1,0,1,0,1
SAN CARLOS,mortalidad,otras muertes en mayores de 5 anos,2012-01-01,0,0,10,2,10,2,12
SAN IGNACIO,mortalidad,otras muertes en mayores de 5 anos,2012-01-01,2,0,1,0,3,0,3
SAN IGNACIO DE VELASCO,mortalidad,otras muertes en mayores de 5 anos,2012-01-01,1,1,6,7,7,8,15
SAN JAVIER(STC),mortalidad,otras muertes en mayores de 5 anos,2012-01-01,0,0,1,0,1,0,1
SAN JOSE DE CHIQUITOS,mortalidad,otras muertes en mayores de 5 anos,2012-01-01,0,1,0,0,0,1,1
SAN LUCAS,mortalidad,otras muertes en mayores de 5 anos,2012-01-01,0,0,0,2,0,2,2
SAN MATIAS,mortalidad,otras muertes en mayores de 5 anos,2012-01-01,1,0,1,0,2,0,2
SAN MIGUEL DE VELASCO,mortalidad,otras muertes en mayores de 5 anos,2012-01-01,2,0,1,0,3,0,3
SAN PEDRO,mortalidad,otras muertes en mayores de 5 anos,2012-01-01,0,0,1,0,1,0,1
SAN PEDRO DE CURAHUARA,mortalidad,otras muertes en mayores de 5 anos,2012-01-01,0,0,2,0,2,0,2
SAN PEDRO DE TIQUINA,mortalidad,otras muertes en mayores de 5 anos,2012-01-01,0,0,1,4,1,4,5
SANTA ANA,mortalidad,otras muertes en mayores de 5 anos,2012-01-01,1,0,0,0,1,0,1
SANTA CRUZ DE LA SIERRA,mortalidad,otras muertes en mayores de 5 anos,2012-01-01,49,56,5,0,54,56,110
SANTIAGO DE HUATA,mortalidad,otras muertes en mayores de 5 anos,2012-01-01,0,0,1,1,1,1,2
SHINAOTA,mortalidad,otras muertes en mayores de 5 anos,2012-01-01,0,0,4,1,4,1,5
SICA SICA (VILLA AROMA),mortalidad,otras muertes en mayores de 5 anos,2012-01-01,0,0,1,0,1,0,1
SOPACHUY,mortalidad,otras muertes en mayores de 5 anos,2012-01-01,1,0,0,0,1,0,1
SUCRE,mortalidad,otras muertes en mayores de 5 anos,2012-01-01,20,17,6,2,26,19,45
TAPACARI,mortalidad,otras muertes en mayores de 5 anos,2012-01-01,0,0,1,1,1,1,2
TARABUCO,mortalidad,otras muertes en mayores de 5 anos,2012-01-01,0,0,6,3,6,3,9
TARATA,mortalidad,otras muertes en mayores de 5 anos,2012-01-01,0,0,1,0,1,0,1
TARIJA,mortalidad,otras muertes en mayores de 5 anos,2012-01-01,20,17,2,3,22,20,42
TIAWANACU,mortalidad,otras muertes en mayores de 5 anos,2012-01-01,0,0,1,0,1,0,1
TIPUANI,mortalidad,otras muertes en mayores de 5 anos,2012-01-01,0,0,7,1,7,1,8
TITO YUPANQUI (PARQUIPUJIO),mortalidad,otras muertes en mayores de 5 anos,2012-01-01,0,0,0,1,0,1,1
TOLEDO,mortalidad,otras muertes en mayores de 5 anos,2012-01-01,0,0,1,1,1,1,2
TOMAVE,mortalidad,otras muertes en mayores de 5 anos,2012-01-01,0,0,2,1,2,1,3
TRINIDAD,mortalidad,otras muertes en mayores de 5 anos,2012-01-01,10,5,13,6,23,11,34
TURCO,mortalidad,otras muertes en mayores de 5 anos,2012-01-01,1,0,0,1,1,1,2
UYUNI,mortalidad,otras muertes en mayores de 5 anos,2012-01-01,2,0,0,2,2,2,4
VALLEGRANDE,mortalidad,otras muertes en mayores de 5 anos,2012-01-01,3,1,3,1,6,2,8
VIACHA,mortalidad,otras muertes en mayores de 5 anos,2012-01-01,2,0,2,2,4,2,6
VILLA MONTES,mortalidad,otras muertes en mayores de 5 anos,2012-01-01,0,0,1,0,1,0,1
VILLA SERRANO,mortalidad,otras muertes en mayores de 5 anos,2012-01-01,0,0,2,3,2,3,5
VILLA VACA GUZMAN (MUYUPAMPA),mortalidad,otras muertes en mayores de 5 anos,2012-01-01,0,0,1,1,1,1,2
VILLAZON,mortalidad,otras muertes en mayores de 5 anos,2012-01-01,1,0,1,3,2,3,5
WARNES,mortalidad,otras muertes en mayores de 5 anos,2012-01-01,1,0,3,1,4,1,5
YACUIBA,mortalidad,otras muertes en mayores de 5 anos,2012-01-01,2,2,1,2,3,4,7
YAMPARAEZ,mortalidad,otras muertes en mayores de 5 anos,2012-01-01,0,0,0,2,0,2,2
YANACACHI,mortalidad,otras muertes en mayores de 5 anos,2012-01-01,0,0,0,2,0,2,2
YAPACANI,mortalidad,otras muertes en mayores de 5 anos,2012-01-01,0,0,6,0,6,0,6
YOCALLA,mortalidad,otras muertes en mayores de 5 anos,2012-01-01,0,0,1,1,1,1,2
YOTALA,mortalidad,otras muertes en mayores de 5 anos,2012-01-01,0,0,1,0,1,0,1
ZUDAÑEZ,mortalidad,otras muertes en mayores de 5 anos,2012-01-01,0,0,0,1,0,1,1
ACHACACHI,mortalidad,otras muertes en mayores de 5 anos,2012-02-01,0,1,5,6,5,7,12
ACHOCALLA,mortalidad,otras muertes en mayores de 5 anos,2012-02-01,0,0,1,0,1,0,1
ALCALA,mortalidad,otras muertes en mayores de 5 anos,2012-02-01,0,0,0,1,0,1,1
ANCORAIMES,mortalidad,otras muertes en mayores de 5 anos,2012-02-01,0,0,1,2,1,2,3
ANDAMARCA,mortalidad,otras muertes en mayores de 5 anos,2012-02-01,0,0,1,0,1,0,1
APOLO,mortalidad,otras muertes en mayores de 5 anos,2012-02-01,0,0,2,3,2,3,5
