,group,variable,month,Dentro,Dentro,Fuera,Fuera,TOTALES,TOTALES,TOTALES
,,,,MASCULINO,FEMENINO,MASCULINO,FEMENINO,TOTAL-M,TOTAL-F,TOTAL
municipality,,,,,,,,,,
AUCAPATA,mortalidad,muerte materna,2012-01-01,0,0,0,1,0,1,1
BETANZOS,mortalidad,muerte materna,2012-01-01,0,0,0,1,0,1,1
CHALLAPATA,mortalidad,muerte materna,2012-01-01,0,0,0,1,0,1,1
COCHABAMBA,mortalidad,muerte materna,2012-01-01,0,2,0,0,0,2,2
EL ALTO,mortalidad,muerte materna,2012-01-01,0,0,0,1,0,1,1
INCAHUASI,mortalidad,muerte materna,2012-01-01,0,0,0,1,0,1,1
ORURO,mortalidad,muerte materna,2012-01-01,0,1,0,0,0,1,1
PELECHUCO,mortalidad,muerte materna,2012-01-01,0,0,0,1,0,1,1
RIBERALTA,mortalidad,muerte materna,2012-01-01,0,1,0,0,0,1,1
SACABA,mortalidad,muerte materna,2012-01-01,0,0,0,1,0,1,1
SAN BORJA,mortalidad,muerte materna,2012-01-01,0,1,0,0,0,1,1
SAN IGNACIO DE VELASCO,mortalidad,muerte materna,2012-01-01,0,1,0,0,0,1,1
SANTA CRUZ DE LA SIERRA,mortalidad,muerte materna,2012-01-01,0,0,0,0,0,0,0
SANTIAGO DE HUATA,mortalidad,muerte materna,2012-01-01,0,1,0,0,0,1,1
SUCRE,mortalidad,muerte materna,2012-01-01,0,2,0,0,0,2,2
TARIJA,mortalidad,muerte materna,2012-01-01,0,1,0,0,0,1,1
TRINIDAD,mortalidad,muerte materna,2012-01-01,0,1,0,0,0,1,1
AYATA,mortalidad,muerte materna,2012-02-01,0,0,0,1,0,1,1
CARANAVI,mortalidad,muerte materna,2012-02-01,0,0,0,1,0,1,1
COCAPATA,mortalidad,muerte materna,2012-02-01,0,0,0,1,0,1,1
COCHABAMBA,mortalidad,muerte materna,2012-02-01,0,2,0,0,0,2,2
COTAGAITA,mortalidad,muerte materna,2012-02-01,0,0,0,1,0,1,1
EL ALTO,mortalidad,muerte materna,2012-02-01,0,3,0,1,0,4,4
EL CHORO,mortalidad,muerte materna,2012-02-01,0,0,0,1,0,1,1
ORURO,mortalidad,muerte materna,2012-02-01,0,1,0,0,0,1,1
POROMA,mortalidad,muerte materna,2012-02-01,0,0,0,1,0,1,1
SANTA CRUZ DE LA SIERRA,mortalidad,muerte materna,2012-02-01,0,2,0,0,0,2,2
SUCRE,mortalidad,muerte materna,2012-02-01,0,3,0,0,0,3,3
TARIJA,mortalidad,muerte materna,2012-02-01,0,1,0,0,0,1,1
TRINIDAD,mortalidad,muerte materna,2012-02-01,0,1,0,0,0,1,1
ACHACACHI,mortalidad,muerte materna,2012-03-01,0,0,0,1,0,1,1
CALAMARCA,mortalidad,muerte materna,2012-03-01,0,0,0,1,0,1,1
COPACABANA,mortalidad,muerte materna,2012-03-01,0,0,0,1,0,1,1
LA PAZ,mortalidad,muerte materna,2012-03-01,0,1,0,0,0,1,1
LLALLAGUA,mortalidad,muerte materna,2012-03-01,0,0,0,1,0,1,1
POROMA,mortalidad,muerte materna,2012-03-01,0,0,0,1,0,1,1
SAN IGNACIO,mortalidad,muerte materna,2012-03-01,0,0,0,1,0,1,1
SAN LORENZO(TJA),mortalidad,muerte materna,2012-03-01,0,0,0,1,0,1,1
SANTA CRUZ DE LA SIERRA,mortalidad,muerte materna,2012-03-01,0,4,0,0,0,4,4
SUCRE,mortalidad,muerte materna,2012-03-01,0,3,0,0,0,3,3
APOLO,mortalidad,muerte materna,2012-04-01,0,1,0,0,0,1,1
COPACABANA,mortalidad,muerte materna,2012-04-01,0,0,0,1,0,1,1
HUMANATA,mortalidad,muerte materna,2012-04-01,0,0,0,1,0,1,1
MOROCHATA,mortalidad,muerte materna,2012-04-01,0,0,0,1,0,1,1
POROMA,mortalidad,muerte materna,2012-04-01,0,0,0,1,0,1,1
RIBERALTA,mortalidad,muerte materna,2012-04-01,0,1,0,0,0,1,1
TAPACARI,mortalidad,muerte materna,2012-04-01,0,0,0,1,0,1,1
URUBICHA,mortalidad,muerte materna,2012-04-01,0,0,0,1,0,1,1
ANDAMARCA,mortalidad,muerte materna,2012-05-01,0,0,0,1,0,1,1
ASCENCION DE GUARAYOS,mortalidad,muerte materna,2012-05-01,0,0,0,1,0,1,1
BETANZOS,mortalidad,muerte materna,2012-05-01,0,0,0,1,0,1,1
CAPINOTA,mortalidad,muerte materna,2012-05-01,0,0,0,1,0,1,1
CORO CORO,mortalidad,muerte materna,2012-05-01,0,0,0,1,0,1,1
EL ALTO,mortalidad,muerte materna,2012-05-01,0,0,0,1,0,1,1
LA PAZ,mortalidad,muerte materna,2012-05-01,0,5,0,0,0,5,5
OCURI,mortalidad,muerte materna,2012-05-01,0,1,0,0,0,1,1
ORURO,mortalidad,muerte materna,2012-05-01,0,1,0,0,0,1,1
PUERTO PEREZ,mortalidad,muerte materna,2012-05-01,0,0,0,1,0,1,1
PUNATA,mortalidad,muerte materna,2012-05-01,0,0,0,1,0,1,1
SANTA CRUZ DE LA SIERRA,mortalidad,muerte materna,2012-05-01,0,3,0,0,0,3,3
TOTORA(CBBA),mortalidad,muerte materna,2012-05-01,0,0,0,1,0,1,1
TUPIZA,mortalidad,muerte materna,2012-05-01,0,1,0,0,0,1,1
VILLA CHARCAS,mortalidad,muerte materna,2012-05-01,0,0,0,1,0,1,1
AIQUILE,mortalidad,muerte materna,2012-06-01,0,0,0,1,0,1,1
COBIJA,mortalidad,muerte materna,2012-06-01,0,1,0,0,0,1,1
COCHABAMBA,mortalidad,muerte materna,2012-06-01,0,3,0,0,0,3,3
COLOMI,mortalidad,muerte materna,2012-06-01,0,0,0,1,0,1,1
CORO CORO,mortalidad,muerte materna,2012-06-01,0,0,0,1,0,1,1
CULPINA,mortalidad,muerte materna,2012-06-01,0,0,0,1,0,1,1
EL ALTO,mortalidad,muerte materna,2012-06-01,0,1,0,2,0,3,3
LA PAZ,mortalidad,muerte materna,2012-06-01,0,1,0,0,0,1,1
SANTA CRUZ DE LA SIERRA,mortalidad,muerte materna,2012-06-01,0,1,0,0,0,1,1
SUCRE,mortalidad,muerte materna,2012-06-01,0,1,0,0,0,1,1
TRINIDAD,mortalidad,muerte materna,2012-06-01,0,1,0,0,0,1,1
VILLAZON,mortalidad,muerte materna,2012-06-01,0,1,0,0,0,1,1
ATOCHA,mortalidad,muerte materna,2012-07-01,0,1,0,0,0,1,1
COCHABAMBA,mortalidad,muerte materna,2012-07-01,0,1,0,0,0,1,1
COTAGAITA,mortalidad,muerte materna,2012-07-01,0,0,0,1,0,1,1
EL ALTO,mortalidad,muerte materna,2012-07-01,0,1,0,0,0,1,1
LA PAZ,mortalidad,muerte materna,2012-07-01,0,3,0,0,0,3,3
SANTA CRUZ DE LA SIERRA,mortalidad,muerte materna,2012-07-01,0,5,0,0,0,5,5
SUCRE,mortalidad,muerte materna,2012-07-01,0,1,0,0,0,1,1
TRINIDAD,mortalidad,muerte materna,2012-07-01,0,1,0,0,0,1,1
YACUIBA,mortalidad,muerte materna,2012-07-01,0,1,0,0,0,1,1
CAMARGO,mortalidad,muerte materna,2012-08-01,0,0,0,1,0,1,1
COCHABAMBA,mortalidad,muerte materna,2012-08-01,0,1,0,0,0,1,1
DESAGUADERO,mortalidad,muerte materna,2012-08-01,0,1,0,0,0,1,1
EL ALTO,mortalidad,muerte materna,2012-08-01,0,1,0,0,0,1,1
LA PAZ,mortalidad,muerte materna,2012-08-01,0,3,0,0,0,3,3
ORURO,mortalidad,muerte materna,2012-08-01,0,1,0,0,0,1,1
SACACA,mortalidad,muerte materna,2012-08-01,0,0,0,1,0,1,1
SUCRE,mortalidad,muerte materna,2012-08-01,0,1,0,0,0,1,1
TARIJA,mortalidad,muerte materna,2012-08-01,0,1,0,0,0,1,1
COCHABAMBA,mortalidad,muerte materna,2012-09-01,0,2,0,0,0,2,2
"COLCHA ""K""",mortalidad,muerte materna,2012-09-01,0,0,0,1,0,1,1
INCAHUASI,mortalidad,muerte materna,2012-09-01,0,0,0,1,0,1,1
LA PAZ,mortalidad,muerte materna,2012-09-01,0,1,0,0,0,1,1
LLALLAGUA,mortalidad,muerte materna,2012-09-01,0,1,0,0,0,1,1
PUERTO QUIJARRO,mortalidad,muerte materna,2012-09-01,0,1,0,0,0,1,1
SANTA CRUZ DE LA SIERRA,mortalidad,muerte materna,2012-09-01,0,1,0,0,0,1,1
SICA SICA (VILLA AROMA),mortalidad,muerte materna,2012-09-01,0,0,0,1,0,1,1
SUCRE,mortalidad,muerte materna,2012-09-01,0,3,0,0,0,3,3
TARIJA,mortalidad,muerte materna,2012-09-01,0,2,0,0,0,2,2
BOLIVAR,mortalidad,muerte materna,2012-10-01,0,0,0,1,0,1,1
CKOCHAS,mortalidad,muerte materna,2012-10-01,0,0,0,1,0,1,1
COCHABAMBA,mortalidad,muerte materna,2012-10-01,0,4,0,0,0,4,4
EL ALTO,mortalidad,muerte materna,2012-10-01,0,1,0,1,0,2,2
LA PAZ,mortalidad,muerte materna,2012-10-01,0,2,0,0,0,2,2
LLALLAGUA,mortalidad,muerte materna,2012-10-01,0,1,0,0,0,1,1
PAPEL PAMPA,mortalidad,muerte materna,2012-10-01,0,0,0,1,0,1,1
PUERTO PEREZ,mortalidad,muerte materna,2012-10-01,0,0,0,1,0,1,1
SAN IGNACIO DE VELASCO,mortalidad,muerte materna,2012-10-01,0,1,0,0,0,1,1
SANTA CRUZ DE LA SIERRA,mortalidad,muerte materna,2012-10-01,0,1,0,0,0,1,1
TAPACARI,mortalidad,muerte materna,2012-10-01,0,0,0,1,0,1,1
TARABUCO,mortalidad,muerte materna,2012-10-01,0,0,0,1,0,1,1
TARVITA,mortalidad,muerte materna,2012-10-01,0,0,0,1,0,1,1
TIAWANACU,mortalidad,muerte materna,2012-10-01,0,0,0,1,0,1,1
TIQUIPAYA,mortalidad,muerte materna,2012-10-01,0,0,0,1,0,1,1
UYUNI,mortalidad,muerte materna,2012-10-01,0,1,0,0,0,1,1
COCHABAMBA,mortalidad,muerte materna,2012-11-01,0,3,0,0,0,3,3
CONCEPCION,mortalidad,muerte materna,2012-11-01,0,0,0,1,0,1,1
EL ALTO,mortalidad,muerte materna,2012-11-01,0,2,0,0,0,2,2
LA PAZ,mortalidad,muerte materna,2012-11-01,0,2,0,0,0,2,2
SANTA CRUZ DE LA SIERRA,mortalidad,muerte materna,2012-11-01,0,4,0,0,0,4,4
TARIJA,mortalidad,muerte materna,2012-11-01,0,1,0,0,0,1,1
TOMAVE,mortalidad,muerte materna,2012-11-01,0,0,0,1,0,1,1
BOLIVAR,mortalidad,muerte materna,2012-12-01,0,0,0,1,0,1,1
CAMARGO,mortalidad,muerte materna,2012-12-01,0,1,0,0,0,1,1
COCHABAMBA,mortalidad,muerte materna,2012-12-01,0,1,0,0,0,1,1
CULPINA,mortalidad,muerte materna,2012-12-01,0,0,0,1,0,1,1
EL ALTO,mortalidad,muerte materna,2012-12-01,0,1,0,0,0,1,1
LA PAZ,mortalidad,muerte materna,2012-12-01,0,1,0,0,0,1,1
POTOSI,mortalidad,muerte materna,2012-12-01,0,1,0,0,0,1,1
RIBERALTA,mortalidad,muerte materna,2012-12-01,0,1,0,0,0,1,1
SAN CARLOS,mortalidad,muerte materna,2012-12-01,0,1,0,0,0,1,1
SAN LUCAS,mortalidad,muerte materna,2012-12-01,0,0,0,1,0,1,1
SANTA CRUZ DE LA SIERRA,mortalidad,muerte materna,2012-12-01,0,2,0,0,0,2,2
