,group,variable,month,Dentro,Dentro,Fuera,Fuera,TOTALES,TOTALES,TOTALES
,,,,MASCULINO,FEMENINO,MASCULINO,FEMENINO,TOTAL-M,TOTAL-F,TOTAL
municipality,,,,,,,,,,
BOLIVAR,mortalidad,muerte materna,2011-01-01,0,0,0,1,0,1,1
COCAPATA,mortalidad,muerte materna,2011-01-01,0,0,0,1,0,1,1
COCHABAMBA,mortalidad,muerte materna,2011-01-01,0,2,0,0,0,2,2
EL ALTO,mortalidad,muerte materna,2011-01-01,0,2,0,1,0,3,3
LA PAZ,mortalidad,muerte materna,2011-01-01,0,1,0,0,0,1,1
SANTA CRUZ DE LA SIERRA,mortalidad,muerte materna,2011-01-01,0,1,0,0,0,1,1
SUCRE,mortalidad,muerte materna,2011-01-01,0,1,0,0,0,1,1
TARIJA,mortalidad,muerte materna,2011-01-01,0,1,0,0,0,1,1
TRINIDAD,mortalidad,muerte materna,2011-01-01,0,2,0,0,0,2,2
ALCALA,mortalidad,muerte materna,2011-02-01,0,0,0,1,0,1,1
APOLO,mortalidad,muerte materna,2011-02-01,0,0,0,1,0,1,1
COLOMI,mortalidad,muerte materna,2011-02-01,0,0,0,1,0,1,1
COMARAPA,mortalidad,muerte materna,2011-02-01,0,0,0,1,0,1,1
CORO CORO,mortalidad,muerte materna,2011-02-01,0,0,0,1,0,1,1
EL ALTO,mortalidad,muerte materna,2011-02-01,0,2,0,0,0,2,2
GRAL. J.J. PEREZ (CHARAZANI),mortalidad,muerte materna,2011-02-01,0,0,0,1,0,1,1
LA PAZ,mortalidad,muerte materna,2011-02-01,0,5,0,0,0,5,5
POTOSI,mortalidad,muerte materna,2011-02-01,0,1,0,0,0,1,1
SAN IGNACIO DE VELASCO,mortalidad,muerte materna,2011-02-01,0,1,0,1,0,2,2
SANTA CRUZ DE LA SIERRA,mortalidad,muerte materna,2011-02-01,0,8,0,0,0,8,8
SUCRE,mortalidad,muerte materna,2011-02-01,0,2,0,0,0,2,2
TARIJA,mortalidad,muerte materna,2011-02-01,0,1,0,0,0,1,1
TARVITA,mortalidad,muerte materna,2011-02-01,0,0,0,1,0,1,1
TIQUIPAYA,mortalidad,muerte materna,2011-02-01,0,0,0,1,0,1,1
TRINIDAD,mortalidad,muerte materna,2011-02-01,0,1,0,0,0,1,1
ASCENCION DE GUARAYOS,mortalidad,muerte materna,2011-03-01,0,1,0,0,0,1,1
CABEZAS,mortalidad,muerte materna,2011-03-01,0,0,0,1,0,1,1
COCHABAMBA,mortalidad,muerte materna,2011-03-01,0,1,0,0,0,1,1
CORIPATA,mortalidad,muerte materna,2011-03-01,0,0,0,1,0,1,1
COROICO,mortalidad,muerte materna,2011-03-01,0,0,0,1,0,1,1
EL ALTO,mortalidad,muerte materna,2011-03-01,0,2,0,2,0,4,4
INCAHUASI,mortalidad,muerte materna,2011-03-01,0,1,0,0,0,1,1
LA PAZ,mortalidad,muerte materna,2011-03-01,0,2,0,0,0,2,2
OCURI,mortalidad,muerte materna,2011-03-01,0,0,0,1,0,1,1
ORURO,mortalidad,muerte materna,2011-03-01,0,1,0,0,0,1,1
PASORAPA,mortalidad,muerte materna,2011-03-01,0,0,0,1,0,1,1
POCOATA,mortalidad,muerte materna,2011-03-01,0,0,0,1,0,1,1
POROMA,mortalidad,muerte materna,2011-03-01,0,0,0,1,0,1,1
POTOSI,mortalidad,muerte materna,2011-03-01,0,0,0,1,0,1,1
PUCARANI,mortalidad,muerte materna,2011-03-01,0,0,0,1,0,1,1
SAN JULIAN,mortalidad,muerte materna,2011-03-01,0,0,0,1,0,1,1
SANTA CRUZ DE LA SIERRA,mortalidad,muerte materna,2011-03-01,0,1,0,0,0,1,1
SUCRE,mortalidad,muerte materna,2011-03-01,0,1,0,0,0,1,1
TUPIZA,mortalidad,muerte materna,2011-03-01,0,1,0,0,0,1,1
URUBICHA,mortalidad,muerte materna,2011-03-01,0,0,0,1,0,1,1
VILLA TUNARI,mortalidad,muerte materna,2011-03-01,0,1,0,0,0,1,1
AIQUILE,mortalidad,muerte materna,2011-04-01,0,1,0,0,0,1,1
AUCAPATA,mortalidad,muerte materna,2011-04-01,0,1,0,0,0,1,1
CAMIRI,mortalidad,muerte materna,2011-04-01,0,1,0,0,0,1,1
CARANAVI,mortalidad,muerte materna,2011-04-01,0,0,0,1,0,1,1
COBIJA,mortalidad,muerte materna,2011-04-01,0,1,0,0,0,1,1
COCAPATA,mortalidad,muerte materna,2011-04-01,0,0,0,1,0,1,1
COCHABAMBA,mortalidad,muerte materna,2011-04-01,0,0,0,1,0,1,1
EL ALTO,mortalidad,muerte materna,2011-04-01,0,0,0,1,0,1,1
LA PAZ,mortalidad,muerte materna,2011-04-01,0,1,0,0,0,1,1
MAGDALENA,mortalidad,muerte materna,2011-04-01,0,1,0,0,0,1,1
SAN PEDRO(PND),mortalidad,muerte materna,2011-04-01,0,1,0,0,0,1,1
SANTA CRUZ DE LA SIERRA,mortalidad,muerte materna,2011-04-01,0,1,0,0,0,1,1
TARIJA,mortalidad,muerte materna,2011-04-01,0,1,0,0,0,1,1
CULPINA,mortalidad,muerte materna,2011-05-01,0,1,0,0,0,1,1
HUACHACALLA,mortalidad,muerte materna,2011-05-01,0,0,0,1,0,1,1
LA PAZ,mortalidad,muerte materna,2011-05-01,0,2,0,0,0,2,2
ORURO,mortalidad,muerte materna,2011-05-01,0,2,0,0,0,2,2
PATACAMAYA,mortalidad,muerte materna,2011-05-01,0,1,0,0,0,1,1
SACACA,mortalidad,muerte materna,2011-05-01,0,0,0,1,0,1,1
SAN IGNACIO DE VELASCO,mortalidad,muerte materna,2011-05-01,0,0,0,1,0,1,1
SAN PEDRO DE CURAHUARA,mortalidad,muerte materna,2011-05-01,0,0,0,1,0,1,1
SANTA CRUZ DE LA SIERRA,mortalidad,muerte materna,2011-05-01,0,1,0,0,0,1,1
SUCRE,mortalidad,muerte materna,2011-05-01,0,1,0,0,0,1,1
TARIJA,mortalidad,muerte materna,2011-05-01,0,1,0,0,0,1,1
TRINIDAD,mortalidad,muerte materna,2011-05-01,0,1,0,0,0,1,1
UYUNI,mortalidad,muerte materna,2011-05-01,0,0,0,1,0,1,1
VILLA CHARCAS,mortalidad,muerte materna,2011-05-01,0,0,0,1,0,1,1
COCHABAMBA,mortalidad,muerte materna,2011-06-01,0,1,0,0,0,1,1
CONCEPCION,mortalidad,muerte materna,2011-06-01,0,1,0,0,0,1,1
COROICO,mortalidad,muerte materna,2011-06-01,0,1,0,0,0,1,1
ESCOMA,mortalidad,muerte materna,2011-06-01,0,1,0,0,0,1,1
GUAYARAMERIN,mortalidad,muerte materna,2011-06-01,0,1,0,0,0,1,1
LA PAZ,mortalidad,muerte materna,2011-06-01,0,4,0,0,0,4,4
MOCOMOCO,mortalidad,muerte materna,2011-06-01,0,0,0,1,0,1,1
ORURO,mortalidad,muerte materna,2011-06-01,0,1,0,0,0,1,1
SAN BORJA,mortalidad,muerte materna,2011-06-01,0,1,0,0,0,1,1
SAN RAMON SCZ,mortalidad,muerte materna,2011-06-01,0,1,0,0,0,1,1
SANTA CRUZ DE LA SIERRA,mortalidad,muerte materna,2011-06-01,0,3,0,0,0,3,3
TIAWANACU,mortalidad,muerte materna,2011-06-01,0,0,0,1,0,1,1
TRINIDAD,mortalidad,muerte materna,2011-06-01,0,1,0,0,0,1,1
VILLA CHARCAS,mortalidad,muerte materna,2011-06-01,0,1,0,0,0,1,1
VILLA MONTES,mortalidad,muerte materna,2011-06-01,0,1,0,0,0,1,1
BETANZOS,mortalidad,muerte materna,2011-07-01,0,0,0,1,0,1,1
CAMIRI,mortalidad,muerte materna,2011-07-01,0,0,0,1,0,1,1
CHULUMANI (V. DE LA LIBERTAD),mortalidad,muerte materna,2011-07-01,0,0,0,1,0,1,1
COPACABANA,mortalidad,muerte materna,2011-07-01,0,1,0,0,0,1,1
COROICO,mortalidad,muerte materna,2011-07-01,0,0,0,1,0,1,1
LA PAZ,mortalidad,muerte materna,2011-07-01,0,2,0,0,0,2,2
ORURO,mortalidad,muerte materna,2011-07-01,0,2,0,0,0,2,2
SACACA,mortalidad,muerte materna,2011-07-01,0,0,0,1,0,1,1
SANTA CRUZ DE LA SIERRA,mortalidad,muerte materna,2011-07-01,0,1,0,0,0,1,1
SORATA,mortalidad,muerte materna,2011-07-01,0,0,0,1,0,1,1
SUCRE,mortalidad,muerte materna,2011-07-01,0,0,0,1,0,1,1
YAMPARAEZ,mortalidad,muerte materna,2011-07-01,0,0,0,1,0,1,1
YOCALLA,mortalidad,muerte materna,2011-07-01,0,0,0,1,0,1,1
CALACOTO,mortalidad,muerte materna,2011-08-01,0,0,0,1,0,1,1
CALAMARCA,mortalidad,muerte materna,2011-08-01,0,0,0,1,0,1,1
CAMARGO,mortalidad,muerte materna,2011-08-01,0,0,0,1,0,1,1
CARANAVI,mortalidad,muerte materna,2011-08-01,0,0,0,1,0,1,1
COCHABAMBA,mortalidad,muerte materna,2011-08-01,0,1,0,0,0,1,1
EL ALTO,mortalidad,muerte materna,2011-08-01,0,0,0,1,0,1,1
LA PAZ,mortalidad,muerte materna,2011-08-01,0,2,0,0,0,2,2
LLICA,mortalidad,muerte materna,2011-08-01,0,0,0,1,0,1,1
MIZQUE,mortalidad,muerte materna,2011-08-01,0,0,0,1,0,1,1
ORURO,mortalidad,muerte materna,2011-08-01,0,1,0,1,0,2,2
PUCARANI,mortalidad,muerte materna,2011-08-01,0,0,0,1,0,1,1
PUERTO SUAREZ,mortalidad,muerte materna,2011-08-01,0,1,0,0,0,1,1
QUILLACOLLO,mortalidad,muerte materna,2011-08-01,0,0,0,1,0,1,1
RIBERALTA,mortalidad,muerte materna,2011-08-01,0,2,0,0,0,2,2
SANTA CRUZ DE LA SIERRA,mortalidad,muerte materna,2011-08-01,0,1,0,0,0,1,1
SUCRE,mortalidad,muerte materna,2011-08-01,0,1,0,0,0,1,1
TARIJA,mortalidad,muerte materna,2011-08-01,0,0,0,1,0,1,1
TIQUIPAYA,mortalidad,muerte materna,2011-08-01,0,0,0,1,0,1,1
VIACHA,mortalidad,muerte materna,2011-08-01,0,0,0,1,0,1,1
BOLIVAR,mortalidad,muerte materna,2011-09-01,0,0,0,1,0,1,1
EL ALTO,mortalidad,muerte materna,2011-09-01,0,3,0,1,0,4,4
GUANAY,mortalidad,muerte materna,2011-09-01,0,1,0,0,0,1,1
LA PAZ,mortalidad,muerte materna,2011-09-01,0,2,0,0,0,2,2
LLICA,mortalidad,muerte materna,2011-09-01,0,0,0,1,0,1,1
ORURO,mortalidad,muerte materna,2011-09-01,0,1,0,0,0,1,1
POTOSI,mortalidad,muerte materna,2011-09-01,0,1,0,0,0,1,1
QUILLACOLLO,mortalidad,muerte materna,2011-09-01,0,0,0,1,0,1,1
SAN BORJA,mortalidad,muerte materna,2011-09-01,0,1,0,0,0,1,1
SAN PEDRO DE BUENA VISTA,mortalidad,muerte materna,2011-09-01,0,0,0,1,0,1,1
SANTA CRUZ DE LA SIERRA,mortalidad,muerte materna,2011-09-01,0,4,0,0,0,4,4
SICA SICA (VILLA AROMA),mortalidad,muerte materna,2011-09-01,0,0,0,1,0,1,1
AZURDUY,mortalidad,muerte materna,2011-10-01,0,0,0,1,0,1,1
COCHABAMBA,mortalidad,muerte materna,2011-10-01,0,3,0,0,0,3,3
CORQUE,mortalidad,muerte materna,2011-10-01,0,0,0,1,0,1,1
EL ALTO,mortalidad,muerte materna,2011-10-01,0,1,0,0,0,1,1
LA PAZ,mortalidad,muerte materna,2011-10-01,0,2,0,0,0,2,2
ORURO,mortalidad,muerte materna,2011-10-01,0,1,0,0,0,1,1
RURRENABAQUE,mortalidad,muerte materna,2011-10-01,0,0,0,1,0,1,1
SAN PEDRO DE BUENA VISTA,mortalidad,muerte materna,2011-10-01,0,0,0,1,0,1,1
SANTA CRUZ DE LA SIERRA,mortalidad,muerte materna,2011-10-01,0,1,0,0,0,1,1
TAPACARI,mortalidad,muerte materna,2011-10-01,0,0,0,1,0,1,1
TIRAQUE (CBBA),mortalidad,muerte materna,2011-10-01,0,0,0,1,0,1,1
VILLA MONTES,mortalidad,muerte materna,2011-10-01,0,0,0,1,0,1,1
CAMIRI,mortalidad,muerte materna,2011-11-01,0,0,0,1,0,1,1
CARIPUYO,mortalidad,muerte materna,2011-11-01,0,0,0,1,0,1,1
CHARAGUA,mortalidad,muerte materna,2011-11-01,0,1,0,0,0,1,1
COCAPATA,mortalidad,muerte materna,2011-11-01,0,0,0,2,0,2,2
EL ALTO,mortalidad,muerte materna,2011-11-01,0,2,0,0,0,2,2
LA PAZ,mortalidad,muerte materna,2011-11-01,0,1,0,0,0,1,1
MOROCHATA,mortalidad,muerte materna,2011-11-01,0,0,0,1,0,1,1
PADILLA,mortalidad,muerte materna,2011-11-01,0,1,0,0,0,1,1
SACACA,mortalidad,muerte materna,2011-11-01,0,0,0,1,0,1,1
SAN BUENA VENTURA,mortalidad,muerte materna,2011-11-01,0,1,0,0,0,1,1
SAN IGNACIO,mortalidad,muerte materna,2011-11-01,0,0,0,1,0,1,1
SAN IGNACIO DE VELASCO,mortalidad,muerte materna,2011-11-01,0,0,0,1,0,1,1
SANTA CRUZ DE LA SIERRA,mortalidad,muerte materna,2011-11-01,0,2,0,0,0,2,2
SUCRE,mortalidad,muerte materna,2011-11-01,0,2,0,0,0,2,2
TIPUANI,mortalidad,muerte materna,2011-11-01,0,1,0,0,0,1,1
TRINIDAD,mortalidad,muerte materna,2011-11-01,0,1,0,0,0,1,1
"CAIZA ""D""",mortalidad,muerte materna,2011-12-01,0,0,0,1,0,1,1
CKOCHAS,mortalidad,muerte materna,2011-12-01,0,0,0,1,0,1,1
COCAPATA,mortalidad,muerte materna,2011-12-01,0,0,0,1,0,1,1
COCHABAMBA,mortalidad,muerte materna,2011-12-01,0,2,0,0,0,2,2
COLQUIRI,mortalidad,muerte materna,2011-12-01,0,0,0,2,0,2,2
COTAGAITA,mortalidad,muerte materna,2011-12-01,0,0,0,1,0,1,1
LA PAZ,mortalidad,muerte materna,2011-12-01,0,1,0,0,0,1,1
ORURO,mortalidad,muerte materna,2011-12-01,0,1,0,0,0,1,1
RIBERALTA,mortalidad,muerte materna,2011-12-01,0,1,0,0,0,1,1
SANTA CRUZ DE LA SIERRA,mortalidad,muerte materna,2011-12-01,0,1,0,0,0,1,1
SORATA,mortalidad,muerte materna,2011-12-01,0,0,0,1,0,1,1
TAPACARI,mortalidad,muerte materna,2011-12-01,0,0,0,1,0,1,1
TRINIDAD,mortalidad,muerte materna,2011-12-01,0,1,0,0,0,1,1
