,group,variable,month,Dentro,Dentro,Fuera,Fuera,TOTALES,TOTALES,TOTALES
,,,,MASCULINO,FEMENINO,MASCULINO,FEMENINO,TOTAL-M,TOTAL-F,TOTAL
municipality,,,,,,,,,,
ARAMPAMPA,mortalidad,muerte menor de 1 ano,2011-01-01,0,0,1,0,1,0,1
AZURDUY,mortalidad,muerte menor de 1 ano,2011-01-01,0,0,0,1,0,1,1
BERMEJO,mortalidad,muerte menor de 1 ano,2011-01-01,0,2,0,0,0,2,2
BETANZOS,mortalidad,muerte menor de 1 ano,2011-01-01,0,0,0,1,0,1,1
CARACOLLO,mortalidad,muerte menor de 1 ano,2011-01-01,0,0,0,1,0,1,1
CARANAVI,mortalidad,muerte menor de 1 ano,2011-01-01,0,1,0,0,0,1,1
CHARAÑA,mortalidad,muerte menor de 1 ano,2011-01-01,0,0,1,0,1,0,1
COBIJA,mortalidad,muerte menor de 1 ano,2011-01-01,0,2,0,0,0,2,2
COCHABAMBA,mortalidad,muerte menor de 1 ano,2011-01-01,3,2,0,0,3,2,5
COLQUECHACA,mortalidad,muerte menor de 1 ano,2011-01-01,0,0,2,0,2,0,2
CONCEPCION,mortalidad,muerte menor de 1 ano,2011-01-01,0,0,1,0,1,0,1
COROICO,mortalidad,muerte menor de 1 ano,2011-01-01,1,0,0,0,1,0,1
EL ALTO,mortalidad,muerte menor de 1 ano,2011-01-01,4,6,2,4,6,10,16
EL TORNO,mortalidad,muerte menor de 1 ano,2011-01-01,0,0,0,1,0,1,1
HUANUNI,mortalidad,muerte menor de 1 ano,2011-01-01,0,0,2,1,2,1,3
LA PAZ,mortalidad,muerte menor de 1 ano,2011-01-01,14,6,2,2,16,8,24
LAGUNILLAS,mortalidad,muerte menor de 1 ano,2011-01-01,0,0,0,1,0,1,1
LLALLAGUA,mortalidad,muerte menor de 1 ano,2011-01-01,0,0,1,0,1,0,1
MONTERO,mortalidad,muerte menor de 1 ano,2011-01-01,0,0,1,0,1,0,1
MORO MORO,mortalidad,muerte menor de 1 ano,2011-01-01,0,0,0,1,0,1,1
OCURI,mortalidad,muerte menor de 1 ano,2011-01-01,0,0,1,1,1,1,2
ORURO,mortalidad,muerte menor de 1 ano,2011-01-01,1,0,0,0,1,0,1
POCOATA,mortalidad,muerte menor de 1 ano,2011-01-01,0,0,1,0,1,0,1
POOPO,mortalidad,muerte menor de 1 ano,2011-01-01,1,0,0,0,1,0,1
PUERTO SUAREZ,mortalidad,muerte menor de 1 ano,2011-01-01,0,1,0,0,0,1,1
PUERTO VILLARROEL,mortalidad,muerte menor de 1 ano,2011-01-01,0,0,1,0,1,0,1
QUILLACOLLO,mortalidad,muerte menor de 1 ano,2011-01-01,0,0,1,0,1,0,1
RIBERALTA,mortalidad,muerte menor de 1 ano,2011-01-01,6,2,0,0,6,2,8
ROBORE,mortalidad,muerte menor de 1 ano,2011-01-01,0,0,1,0,1,0,1
SACABA,mortalidad,muerte menor de 1 ano,2011-01-01,0,0,1,0,1,0,1
SAMAIPATA,mortalidad,muerte menor de 1 ano,2011-01-01,0,1,0,0,0,1,1
SAN ANDRES,mortalidad,muerte menor de 1 ano,2011-01-01,0,1,0,0,0,1,1
SAN BUENA VENTURA,mortalidad,muerte menor de 1 ano,2011-01-01,2,0,1,0,3,0,3
SAN IGNACIO DE VELASCO,mortalidad,muerte menor de 1 ano,2011-01-01,1,0,0,0,1,0,1
SANTA CRUZ DE LA SIERRA,mortalidad,muerte menor de 1 ano,2011-01-01,6,5,0,0,6,5,11
SUCRE,mortalidad,muerte menor de 1 ano,2011-01-01,5,6,1,0,6,6,12
TARABUCO,mortalidad,muerte menor de 1 ano,2011-01-01,0,0,2,0,2,0,2
TARATA,mortalidad,muerte menor de 1 ano,2011-01-01,0,0,1,0,1,0,1
TARIJA,mortalidad,muerte menor de 1 ano,2011-01-01,2,1,0,0,2,1,3
TINGUIPAYA,mortalidad,muerte menor de 1 ano,2011-01-01,0,0,1,0,1,0,1
TOMAVE,mortalidad,muerte menor de 1 ano,2011-01-01,0,0,0,1,0,1,1
TRINIDAD,mortalidad,muerte menor de 1 ano,2011-01-01,0,1,0,0,0,1,1
VILLA TUNARI,mortalidad,muerte menor de 1 ano,2011-01-01,0,0,0,1,0,1,1
YACO,mortalidad,muerte menor de 1 ano,2011-01-01,0,0,0,1,0,1,1
YANACACHI,mortalidad,muerte menor de 1 ano,2011-01-01,0,0,1,0,1,0,1
APOLO,mortalidad,muerte menor de 1 ano,2011-02-01,1,0,0,0,1,0,1
BETANZOS,mortalidad,muerte menor de 1 ano,2011-02-01,0,0,2,1,2,1,3
CABEZAS,mortalidad,muerte menor de 1 ano,2011-02-01,0,0,4,0,4,0,4
CAIROMA,mortalidad,muerte menor de 1 ano,2011-02-01,0,1,0,0,0,1,1
CAPINOTA,mortalidad,muerte menor de 1 ano,2011-02-01,0,0,2,0,2,0,2
CHALLAPATA,mortalidad,muerte menor de 1 ano,2011-02-01,0,0,1,0,1,0,1
CHULUMANI (V. DE LA LIBERTAD),mortalidad,muerte menor de 1 ano,2011-02-01,0,1,0,0,0,1,1
COCHABAMBA,mortalidad,muerte menor de 1 ano,2011-02-01,6,7,0,0,6,7,13
COLCAPIRHUA,mortalidad,muerte menor de 1 ano,2011-02-01,0,0,0,2,0,2,2
"COLCHA ""K""",mortalidad,muerte menor de 1 ano,2011-02-01,0,0,1,0,1,0,1
COLLANA,mortalidad,muerte menor de 1 ano,2011-02-01,0,0,0,1,0,1,1
EL ALTO,mortalidad,muerte menor de 1 ano,2011-02-01,6,9,6,9,12,18,30
GUAYARAMERIN,mortalidad,muerte menor de 1 ano,2011-02-01,2,1,0,0,2,1,3
GUTIERREZ,mortalidad,muerte menor de 1 ano,2011-02-01,1,0,1,0,2,0,2
HUMANATA,mortalidad,muerte menor de 1 ano,2011-02-01,0,0,1,0,1,0,1
LA PAZ,mortalidad,muerte menor de 1 ano,2011-02-01,15,16,4,3,19,19,38
MONTERO,mortalidad,muerte menor de 1 ano,2011-02-01,0,0,1,0,1,0,1
ORURO,mortalidad,muerte menor de 1 ano,2011-02-01,2,0,0,0,2,0,2
PATACAMAYA,mortalidad,muerte menor de 1 ano,2011-02-01,0,0,0,1,0,1,1
POCOATA,mortalidad,muerte menor de 1 ano,2011-02-01,0,0,1,0,1,0,1
POTOSI,mortalidad,muerte menor de 1 ano,2011-02-01,3,1,0,0,3,1,4
PUNATA,mortalidad,muerte menor de 1 ano,2011-02-01,0,0,1,0,1,0,1
QUILLACOLLO,mortalidad,muerte menor de 1 ano,2011-02-01,0,0,0,2,0,2,2
QUIME,mortalidad,muerte menor de 1 ano,2011-02-01,0,0,0,1,0,1,1
RIBERALTA,mortalidad,muerte menor de 1 ano,2011-02-01,3,4,0,0,3,4,7
SACABA,mortalidad,muerte menor de 1 ano,2011-02-01,0,0,0,1,0,1,1
SACACA,mortalidad,muerte menor de 1 ano,2011-02-01,0,0,0,1,0,1,1
SAN BUENA VENTURA,mortalidad,muerte menor de 1 ano,2011-02-01,1,0,0,0,1,0,1
SAN IGNACIO DE VELASCO,mortalidad,muerte menor de 1 ano,2011-02-01,3,2,1,0,4,2,6
SAN LUCAS,mortalidad,muerte menor de 1 ano,2011-02-01,1,0,0,0,1,0,1
SANTA CRUZ DE LA SIERRA,mortalidad,muerte menor de 1 ano,2011-02-01,3,6,0,0,3,6,9
SICA SICA (VILLA AROMA),mortalidad,muerte menor de 1 ano,2011-02-01,1,0,0,0,1,0,1
SOPACHUY,mortalidad,muerte menor de 1 ano,2011-02-01,0,0,1,0,1,0,1
SUCRE,mortalidad,muerte menor de 1 ano,2011-02-01,3,3,0,0,3,3,6
TARIJA,mortalidad,muerte menor de 1 ano,2011-02-01,1,4,1,0,2,4,6
TARVITA,mortalidad,muerte menor de 1 ano,2011-02-01,0,0,1,0,1,0,1
TIRAQUE (CBBA),mortalidad,muerte menor de 1 ano,2011-02-01,0,0,1,1,1,1,2
TUPIZA,mortalidad,muerte menor de 1 ano,2011-02-01,0,0,1,0,1,0,1
WALDO BALLIVIAN,mortalidad,muerte menor de 1 ano,2011-02-01,0,0,1,0,1,0,1
YUNCHARA,mortalidad,muerte menor de 1 ano,2011-02-01,0,0,0,1,0,1,1
AYO AYO,mortalidad,muerte menor de 1 ano,2011-03-01,0,0,1,0,1,0,1
CALAMARCA,mortalidad,muerte menor de 1 ano,2011-03-01,0,0,0,2,0,2,2
CARANAVI,mortalidad,muerte menor de 1 ano,2011-03-01,0,1,0,1,0,2,2
COBIJA,mortalidad,muerte menor de 1 ano,2011-03-01,1,0,0,0,1,0,1
COCHABAMBA,mortalidad,muerte menor de 1 ano,2011-03-01,5,6,0,0,5,6,11
COLLANA,mortalidad,muerte menor de 1 ano,2011-03-01,0,0,1,0,1,0,1
COLOMI,mortalidad,muerte menor de 1 ano,2011-03-01,0,0,1,0,1,0,1
COLPA BELGICA,mortalidad,muerte menor de 1 ano,2011-03-01,0,0,1,0,1,0,1
COMARAPA,mortalidad,muerte menor de 1 ano,2011-03-01,0,0,1,0,1,0,1
EL ALTO,mortalidad,muerte menor de 1 ano,2011-03-01,8,2,11,2,19,4,23
GUAYARAMERIN,mortalidad,muerte menor de 1 ano,2011-03-01,1,0,0,0,1,0,1
ICLA,mortalidad,muerte menor de 1 ano,2011-03-01,0,1,0,0,0,1,1
LA PAZ,mortalidad,muerte menor de 1 ano,2011-03-01,6,11,1,1,7,12,19
MONTEAGUDO,mortalidad,muerte menor de 1 ano,2011-03-01,1,0,0,0,1,0,1
ORURO,mortalidad,muerte menor de 1 ano,2011-03-01,1,0,0,0,1,0,1
POTOSI,mortalidad,muerte menor de 1 ano,2011-03-01,5,1,0,0,5,1,6
PUNA,mortalidad,muerte menor de 1 ano,2011-03-01,0,0,1,0,1,0,1
PUNATA,mortalidad,muerte menor de 1 ano,2011-03-01,0,0,0,1,0,1,1
QUILLACOLLO,mortalidad,muerte menor de 1 ano,2011-03-01,0,0,0,2,0,2,2
REYES,mortalidad,muerte menor de 1 ano,2011-03-01,1,0,0,0,1,0,1
RIBERALTA,mortalidad,muerte menor de 1 ano,2011-03-01,1,3,0,0,1,3,4
SACABA,mortalidad,muerte menor de 1 ano,2011-03-01,0,0,1,1,1,1,2
SAN ANTONIO DE LOMERIO,mortalidad,muerte menor de 1 ano,2011-03-01,0,0,1,0,1,0,1
SAN BORJA,mortalidad,muerte menor de 1 ano,2011-03-01,0,0,1,0,1,0,1
SAN BUENA VENTURA,mortalidad,muerte menor de 1 ano,2011-03-01,0,2,0,0,0,2,2
SAN IGNACIO DE VELASCO,mortalidad,muerte menor de 1 ano,2011-03-01,1,1,0,0,1,1,2
SAN PEDRO DE BUENA VISTA,mortalidad,muerte menor de 1 ano,2011-03-01,0,0,0,1,0,1,1
SANTA CRUZ DE LA SIERRA,mortalidad,muerte menor de 1 ano,2011-03-01,11,8,1,0,12,8,20
SANTIAGO DE CALLAPA,mortalidad,muerte menor de 1 ano,2011-03-01,0,0,2,0,2,0,2
SHINAOTA,mortalidad,muerte menor de 1 ano,2011-03-01,2,0,0,0,2,0,2
SUCRE,mortalidad,muerte menor de 1 ano,2011-03-01,5,4,0,0,5,4,9
TARIJA,mortalidad,muerte menor de 1 ano,2011-03-01,3,2,0,0,3,2,5
TINGUIPAYA,mortalidad,muerte menor de 1 ano,2011-03-01,1,0,0,0,1,0,1
VILA VILA,mortalidad,muerte menor de 1 ano,2011-03-01,0,0,0,2,0,2,2
VILLA MONTES,mortalidad,muerte menor de 1 ano,2011-03-01,1,0,0,0,1,0,1
VILLA TUNARI,mortalidad,muerte menor de 1 ano,2011-03-01,0,0,2,0,2,0,2
ACHACACHI,mortalidad,muerte menor de 1 ano,2011-04-01,3,0,0,0,3,0,3
APOLO,mortalidad,muerte menor de 1 ano,2011-04-01,0,0,1,0,1,0,1
ARAMPAMPA,mortalidad,muerte menor de 1 ano,2011-04-01,0,0,1,0,1,0,1
BETANZOS,mortalidad,muerte menor de 1 ano,2011-04-01,0,0,0,1,0,1,1
CALACOTO,mortalidad,muerte menor de 1 ano,2011-04-01,0,1,0,0,0,1,1
CALAMARCA,mortalidad,muerte menor de 1 ano,2011-04-01,0,0,1,0,1,0,1
CAPINOTA,mortalidad,muerte menor de 1 ano,2011-04-01,0,0,0,1,0,1,1
CARANAVI,mortalidad,muerte menor de 1 ano,2011-04-01,1,0,0,1,1,1,2
CHULUMANI (V. DE LA LIBERTAD),mortalidad,muerte menor de 1 ano,2011-04-01,0,1,0,0,0,1,1
CHUMA,mortalidad,muerte menor de 1 ano,2011-04-01,0,0,0,1,0,1,1
COCHABAMBA,mortalidad,muerte menor de 1 ano,2011-04-01,10,10,0,0,10,10,20
COLLANA,mortalidad,muerte menor de 1 ano,2011-04-01,0,0,1,0,1,0,1
COPACABANA,mortalidad,muerte menor de 1 ano,2011-04-01,0,0,0,1,0,1,1
CORIPATA,mortalidad,muerte menor de 1 ano,2011-04-01,1,0,0,0,1,0,1
COROICO,mortalidad,muerte menor de 1 ano,2011-04-01,0,0,1,0,1,0,1
EL ALTO,mortalidad,muerte menor de 1 ano,2011-04-01,8,6,7,3,15,9,24
GUAYARAMERIN,mortalidad,muerte menor de 1 ano,2011-04-01,0,2,0,0,0,2,2
GUTIERREZ,mortalidad,muerte menor de 1 ano,2011-04-01,0,0,1,0,1,0,1
HUANUNI,mortalidad,muerte menor de 1 ano,2011-04-01,0,0,1,0,1,0,1
LA PAZ,mortalidad,muerte menor de 1 ano,2011-04-01,17,10,4,6,21,16,37
MAPIRI,mortalidad,muerte menor de 1 ano,2011-04-01,0,0,1,0,1,0,1
MIZQUE,mortalidad,muerte menor de 1 ano,2011-04-01,0,0,0,1,0,1,1
MOROCHATA,mortalidad,muerte menor de 1 ano,2011-04-01,0,0,0,1,0,1,1
PALOS BLANCOS,mortalidad,muerte menor de 1 ano,2011-04-01,0,1,0,0,0,1,1
POTOSI,mortalidad,muerte menor de 1 ano,2011-04-01,2,0,0,0,2,0,2
RIBERALTA,mortalidad,muerte menor de 1 ano,2011-04-01,5,0,0,0,5,0,5
SACABA,mortalidad,muerte menor de 1 ano,2011-04-01,0,0,1,0,1,0,1
SAN CARLOS,mortalidad,muerte menor de 1 ano,2011-04-01,1,0,0,0,1,0,1
SAN IGNACIO DE VELASCO,mortalidad,muerte menor de 1 ano,2011-04-01,3,1,0,1,3,2,5
SANTA CRUZ DE LA SIERRA,mortalidad,muerte menor de 1 ano,2011-04-01,5,7,0,0,5,7,12
SUCRE,mortalidad,muerte menor de 1 ano,2011-04-01,8,2,0,0,8,2,10
TAPACARI,mortalidad,muerte menor de 1 ano,2011-04-01,0,0,0,1,0,1,1
TARABUCO,mortalidad,muerte menor de 1 ano,2011-04-01,0,0,1,0,1,0,1
TARIJA,mortalidad,muerte menor de 1 ano,2011-04-01,1,1,0,0,1,1,2
VILLA MONTES,mortalidad,muerte menor de 1 ano,2011-04-01,1,0,1,1,2,1,3
VILLA TUNARI,mortalidad,muerte menor de 1 ano,2011-04-01,0,0,0,1,0,1,1
YACUIBA,mortalidad,muerte menor de 1 ano,2011-04-01,1,0,0,0,1,0,1
YOTALA,mortalidad,muerte menor de 1 ano,2011-04-01,0,0,1,0,1,0,1
AYO AYO,mortalidad,muerte menor de 1 ano,2011-05-01,0,0,1,0,1,0,1
CAMIRI,mortalidad,muerte menor de 1 ano,2011-05-01,1,0,0,0,1,0,1
CHALLAPATA,mortalidad,muerte menor de 1 ano,2011-05-01,1,0,1,0,2,0,2
CHARAGUA,mortalidad,muerte menor de 1 ano,2011-05-01,1,1,1,0,2,1,3
CHAYANTA,mortalidad,muerte menor de 1 ano,2011-05-01,0,0,0,1,0,1,1
CHUQUIHUTA AYLLU JUCUMANI,mortalidad,muerte menor de 1 ano,2011-05-01,0,0,1,0,1,0,1
COCHABAMBA,mortalidad,muerte menor de 1 ano,2011-05-01,11,8,1,2,12,10,22
COLQUECHACA,mortalidad,muerte menor de 1 ano,2011-05-01,0,0,1,0,1,0,1
COTAGAITA,mortalidad,muerte menor de 1 ano,2011-05-01,0,0,0,1,0,1,1
CURVA,mortalidad,muerte menor de 1 ano,2011-05-01,0,0,0,1,0,1,1
