,group,variable,month,Dentro,Dentro,Fuera,Fuera,TOTALES,TOTALES,TOTALES
TRINIDAD,mortalidad,muerte rn menor de 7 dias,2011-04-01,3,2,0,0,3,2,5
TUPIZA,mortalidad,muerte rn menor de 7 dias,2011-04-01,0,0,1,0,1,0,1
UYUNI,mortalidad,muerte rn menor de 7 dias,2011-04-01,1,2,0,0,1,2,3
VILLA TUNARI,mortalidad,muerte rn menor de 7 dias,2011-04-01,1,1,0,0,1,1,2
VILLAZON,mortalidad,muerte rn menor de 7 dias,2011-04-01,0,1,1,1,1,2,3
WARNES,mortalidad,muerte rn menor de 7 dias,2011-04-01,3,0,0,0,3,0,3
YACUIBA,mortalidad,muerte rn menor de 7 dias,2011-04-01,0,1,0,0,0,1,1
AYO AYO,mortalidad,muerte rn menor de 7 dias,2011-05-01,0,0,1,0,1,0,1
AYOPAYA (V. DE INDEPENDENCIA),mortalidad,muerte rn menor de 7 dias,2011-05-01,0,0,0,1,0,1,1
CAMIRI,mortalidad,muerte rn menor de 7 dias,2011-05-01,0,0,0,1,0,1,1
CARIPUYO,mortalidad,muerte rn menor de 7 dias,2011-05-01,0,0,0,1,0,1,1
CHALLAPATA,mortalidad,muerte rn menor de 7 dias,2011-05-01,0,0,1,0,1,0,1
CHARAGUA,mortalidad,muerte rn menor de 7 dias,2011-05-01,1,0,2,0,3,0,3
COCHABAMBA,mortalidad,muerte rn menor de 7 dias,2011-05-01,7,2,0,0,7,2,9
"COLCHA ""K""",mortalidad,muerte rn menor de 7 dias,2011-05-01,1,0,0,0,1,0,1
COLQUECHACA,mortalidad,muerte rn menor de 7 dias,2011-05-01,0,0,1,0,1,0,1
CURVA,mortalidad,muerte rn menor de 7 dias,2011-05-01,0,0,0,1,0,1,1
EL ALTO,mortalidad,muerte rn menor de 7 dias,2011-05-01,5,2,0,0,5,2,7
EL PUENTE(TJA),mortalidad,muerte rn menor de 7 dias,2011-05-01,0,0,0,1,0,1,1
GUAYARAMERIN,mortalidad,muerte rn menor de 7 dias,2011-05-01,1,0,0,0,1,0,1
LA PAZ,mortalidad,muerte rn menor de 7 dias,2011-05-01,6,6,1,2,7,8,15
LLALLAGUA,mortalidad,muerte rn menor de 7 dias,2011-05-01,1,0,2,0,3,0,3
MONTERO,mortalidad,muerte rn menor de 7 dias,2011-05-01,0,0,0,1,0,1,1
ORURO,mortalidad,muerte rn menor de 7 dias,2011-05-01,1,2,0,0,1,2,3
PADCAYA,mortalidad,muerte rn menor de 7 dias,2011-05-01,0,1,0,0,0,1,1
POROMA,mortalidad,muerte rn menor de 7 dias,2011-05-01,0,0,2,1,2,1,3
POTOSI,mortalidad,muerte rn menor de 7 dias,2011-05-01,2,1,1,0,3,1,4
PUERTO ACOSTA,mortalidad,muerte rn menor de 7 dias,2011-05-01,0,0,0,1,0,1,1
PUERTO CARABUCO,mortalidad,muerte rn menor de 7 dias,2011-05-01,0,0,0,1,0,1,1
PUNATA,mortalidad,muerte rn menor de 7 dias,2011-05-01,1,0,1,0,2,0,2
RAVELO,mortalidad,muerte rn menor de 7 dias,2011-05-01,0,0,1,0,1,0,1
RIBERALTA,mortalidad,muerte rn menor de 7 dias,2011-05-01,2,3,0,0,2,3,5
SAN AGUSTIN,mortalidad,muerte rn menor de 7 dias,2011-05-01,0,0,0,1,0,1,1
SAN BUENA VENTURA,mortalidad,muerte rn menor de 7 dias,2011-05-01,1,0,0,0,1,0,1
SAN LUCAS,mortalidad,muerte rn menor de 7 dias,2011-05-01,0,0,1,0,1,0,1
SAN PEDRO DE BUENA VISTA,mortalidad,muerte rn menor de 7 dias,2011-05-01,0,0,1,0,1,0,1
SANTA ANA,mortalidad,muerte rn menor de 7 dias,2011-05-01,1,0,0,0,1,0,1
SANTA CRUZ DE LA SIERRA,mortalidad,muerte rn menor de 7 dias,2011-05-01,4,8,0,0,4,8,12
SUCRE,mortalidad,muerte rn menor de 7 dias,2011-05-01,0,5,0,0,0,5,5
TARIJA,mortalidad,muerte rn menor de 7 dias,2011-05-01,2,1,0,0,2,1,3
TINGUIPAYA,mortalidad,muerte rn menor de 7 dias,2011-05-01,0,0,0,2,0,2,2
TORO TORO,mortalidad,muerte rn menor de 7 dias,2011-05-01,0,0,0,1,0,1,1
TRINIDAD,mortalidad,muerte rn menor de 7 dias,2011-05-01,1,0,0,0,1,0,1
TUPIZA,mortalidad,muerte rn menor de 7 dias,2011-05-01,0,1,0,0,0,1,1
UNCIA,mortalidad,muerte rn menor de 7 dias,2011-05-01,0,0,1,1,1,1,2
VILA VILA,mortalidad,muerte rn menor de 7 dias,2011-05-01,0,0,0,1,0,1,1
VILLA MONTES,mortalidad,muerte rn menor de 7 dias,2011-05-01,0,0,1,0,1,0,1
VILLA TUNARI,mortalidad,muerte rn menor de 7 dias,2011-05-01,0,1,0,0,0,1,1
VILLAZON,mortalidad,muerte rn menor de 7 dias,2011-05-01,0,1,1,0,1,1,2
WARNES,mortalidad,muerte rn menor de 7 dias,2011-05-01,1,0,0,0,1,0,1
YACUIBA,mortalidad,muerte rn menor de 7 dias,2011-05-01,1,1,0,0,1,1,2
ANDAMARCA,mortalidad,muerte rn menor de 7 dias,2011-06-01,1,0,0,0,1,0,1
AYO AYO,mortalidad,muerte rn menor de 7 dias,2011-06-01,0,0,0,1,0,1,1
BOLIVAR,mortalidad,muerte rn menor de 7 dias,2011-06-01,0,0,0,1,0,1,1
CABEZAS,mortalidad,muerte rn menor de 7 dias,2011-06-01,0,1,0,0,0,1,1
CKOCHAS,mortalidad,muerte rn menor de 7 dias,2011-06-01,0,0,1,0,1,0,1
COBIJA,mortalidad,muerte rn menor de 7 dias,2011-06-01,1,0,0,0,1,0,1
COCHABAMBA,mortalidad,muerte rn menor de 7 dias,2011-06-01,0,4,0,0,0,4,4
COLQUECHACA,mortalidad,muerte rn menor de 7 dias,2011-06-01,0,0,1,0,1,0,1
EL ALTO,mortalidad,muerte rn menor de 7 dias,2011-06-01,8,4,3,0,11,4,15
HUANUNI,mortalidad,muerte rn menor de 7 dias,2011-06-01,0,0,0,1,0,1,1
ICLA,mortalidad,muerte rn menor de 7 dias,2011-06-01,0,0,1,0,1,0,1
LA PAZ,mortalidad,muerte rn menor de 7 dias,2011-06-01,11,11,2,0,13,11,24
LLALLAGUA,mortalidad,muerte rn menor de 7 dias,2011-06-01,0,0,2,0,2,0,2
MOCOMOCO,mortalidad,muerte rn menor de 7 dias,2011-06-01,0,0,1,1,1,1,2
MONTEAGUDO,mortalidad,muerte rn menor de 7 dias,2011-06-01,1,0,0,0,1,0,1
MONTERO,mortalidad,muerte rn menor de 7 dias,2011-06-01,2,0,0,0,2,0,2
ORURO,mortalidad,muerte rn menor de 7 dias,2011-06-01,3,4,0,0,3,4,7
PALOS BLANCOS,mortalidad,muerte rn menor de 7 dias,2011-06-01,0,1,0,0,0,1,1
POTOSI,mortalidad,muerte rn menor de 7 dias,2011-06-01,1,0,0,0,1,0,1
PUERTO SUAREZ,mortalidad,muerte rn menor de 7 dias,2011-06-01,1,2,0,0,1,2,3
PUERTO VILLARROEL,mortalidad,muerte rn menor de 7 dias,2011-06-01,1,1,2,1,3,2,5
PUNATA,mortalidad,muerte rn menor de 7 dias,2011-06-01,1,1,0,0,1,1,2
QUILLACOLLO,mortalidad,muerte rn menor de 7 dias,2011-06-01,0,0,1,0,1,0,1
RIBERALTA,mortalidad,muerte rn menor de 7 dias,2011-06-01,0,1,0,0,0,1,1
SACABA,mortalidad,muerte rn menor de 7 dias,2011-06-01,0,0,1,0,1,0,1
SAN BUENA VENTURA,mortalidad,muerte rn menor de 7 dias,2011-06-01,2,0,0,0,2,0,2
SANTA ANA,mortalidad,muerte rn menor de 7 dias,2011-06-01,1,0,0,0,1,0,1
SANTA CRUZ DE LA SIERRA,mortalidad,muerte rn menor de 7 dias,2011-06-01,10,9,0,0,10,9,19
SUCRE,mortalidad,muerte rn menor de 7 dias,2011-06-01,3,7,1,0,4,7,11
TARIJA,mortalidad,muerte rn menor de 7 dias,2011-06-01,3,0,0,1,3,1,4
TUPIZA,mortalidad,muerte rn menor de 7 dias,2011-06-01,0,0,0,1,0,1,1
UNCIA,mortalidad,muerte rn menor de 7 dias,2011-06-01,0,0,1,1,1,1,2
UYUNI,mortalidad,muerte rn menor de 7 dias,2011-06-01,1,0,0,0,1,0,1
VILLA MONTES,mortalidad,muerte rn menor de 7 dias,2011-06-01,1,0,1,0,2,0,2
VILLA TUNARI,mortalidad,muerte rn menor de 7 dias,2011-06-01,1,1,0,0,1,1,2
WARNES,mortalidad,muerte rn menor de 7 dias,2011-06-01,1,0,0,0,1,0,1
YACUIBA,mortalidad,muerte rn menor de 7 dias,2011-06-01,0,2,0,0,0,2,2
ACHACACHI,mortalidad,muerte rn menor de 7 dias,2011-07-01,0,1,0,0,0,1,1
ATOCHA,mortalidad,muerte rn menor de 7 dias,2011-07-01,0,1,0,0,0,1,1
BERMEJO,mortalidad,muerte rn menor de 7 dias,2011-07-01,0,0,0,1,0,1,1
CARIPUYO,mortalidad,muerte rn menor de 7 dias,2011-07-01,0,2,1,1,1,3,4
CHAYANTA,mortalidad,muerte rn menor de 7 dias,2011-07-01,0,0,2,0,2,0,2
CHUMA,mortalidad,muerte rn menor de 7 dias,2011-07-01,1,0,1,0,2,0,2
COBIJA,mortalidad,muerte rn menor de 7 dias,2011-07-01,1,1,0,0,1,1,2
COCHABAMBA,mortalidad,muerte rn menor de 7 dias,2011-07-01,7,2,0,1,7,3,10
COLOMI,mortalidad,muerte rn menor de 7 dias,2011-07-01,0,0,1,0,1,0,1
COMARAPA,mortalidad,muerte rn menor de 7 dias,2011-07-01,0,1,0,0,0,1,1
EL ALTO,mortalidad,muerte rn menor de 7 dias,2011-07-01,4,1,0,2,4,3,7
HUANUNI,mortalidad,muerte rn menor de 7 dias,2011-07-01,0,0,1,0,1,0,1
IXIAMAS,mortalidad,muerte rn menor de 7 dias,2011-07-01,1,0,0,0,1,0,1
LA PAZ,mortalidad,muerte rn menor de 7 dias,2011-07-01,9,8,0,0,9,8,17
LLALLAGUA,mortalidad,muerte rn menor de 7 dias,2011-07-01,0,1,0,0,0,1,1
MONTEAGUDO,mortalidad,muerte rn menor de 7 dias,2011-07-01,1,0,0,0,1,0,1
ORURO,mortalidad,muerte rn menor de 7 dias,2011-07-01,4,3,0,0,4,3,7
POTOSI,mortalidad,muerte rn menor de 7 dias,2011-07-01,2,0,0,0,2,0,2
PUERTO VILLARROEL,mortalidad,muerte rn menor de 7 dias,2011-07-01,0,0,0,1,0,1,1
SACABA,mortalidad,muerte rn menor de 7 dias,2011-07-01,1,0,0,0,1,0,1
SAN BORJA,mortalidad,muerte rn menor de 7 dias,2011-07-01,1,0,0,0,1,0,1
SAN IGNACIO DE VELASCO,mortalidad,muerte rn menor de 7 dias,2011-07-01,0,1,0,0,0,1,1
SAN LUCAS,mortalidad,muerte rn menor de 7 dias,2011-07-01,0,0,0,1,0,1,1
SANTA CRUZ DE LA SIERRA,mortalidad,muerte rn menor de 7 dias,2011-07-01,12,8,0,0,12,8,20
SHINAOTA,mortalidad,muerte rn menor de 7 dias,2011-07-01,1,0,0,0,1,0,1
SUCRE,mortalidad,muerte rn menor de 7 dias,2011-07-01,4,2,0,0,4,2,6
TARIJA,mortalidad,muerte rn menor de 7 dias,2011-07-01,1,1,0,0,1,1,2
TORO TORO,mortalidad,muerte rn menor de 7 dias,2011-07-01,0,1,0,0,0,1,1
TRINIDAD,mortalidad,muerte rn menor de 7 dias,2011-07-01,1,1,0,0,1,1,2
