,group,variable,month,Dentro,Dentro,Fuera,Fuera,TOTALES,TOTALES,TOTALES
,,,,MASCULINO,FEMENINO,MASCULINO,FEMENINO,TOTAL-M,TOTAL-F,TOTAL
municipality,,,,,,,,,,
ALCALA,mortalidad,muerte rn menor de 7 dias,2011-01-01,0,1,0,0,0,1,1
CARANAVI,mortalidad,muerte rn menor de 7 dias,2011-01-01,0,1,0,0,0,1,1
CHARAGUA,mortalidad,muerte rn menor de 7 dias,2011-01-01,0,0,1,0,1,0,1
CHARAÑA,mortalidad,muerte rn menor de 7 dias,2011-01-01,0,0,1,0,1,0,1
COBIJA,mortalidad,muerte rn menor de 7 dias,2011-01-01,1,0,0,0,1,0,1
COCHABAMBA,mortalidad,muerte rn menor de 7 dias,2011-01-01,2,1,0,0,2,1,3
COLOMI,mortalidad,muerte rn menor de 7 dias,2011-01-01,0,1,0,0,0,1,1
COLQUECHACA,mortalidad,muerte rn menor de 7 dias,2011-01-01,0,0,0,1,0,1,1
EL ALTO,mortalidad,muerte rn menor de 7 dias,2011-01-01,3,3,2,1,5,4,9
GUAYARAMERIN,mortalidad,muerte rn menor de 7 dias,2011-01-01,0,1,0,0,0,1,1
ICLA,mortalidad,muerte rn menor de 7 dias,2011-01-01,0,0,1,0,1,0,1
LA PAZ,mortalidad,muerte rn menor de 7 dias,2011-01-01,8,5,0,2,8,7,15
LAGUNILLAS,mortalidad,muerte rn menor de 7 dias,2011-01-01,0,0,0,1,0,1,1
LLALLAGUA,mortalidad,muerte rn menor de 7 dias,2011-01-01,0,0,1,0,1,0,1
MONTERO,mortalidad,muerte rn menor de 7 dias,2011-01-01,2,0,0,0,2,0,2
MOROCHATA,mortalidad,muerte rn menor de 7 dias,2011-01-01,0,0,1,0,1,0,1
OCURI,mortalidad,muerte rn menor de 7 dias,2011-01-01,0,0,1,0,1,0,1
ORURO,mortalidad,muerte rn menor de 7 dias,2011-01-01,3,4,0,0,3,4,7
PADILLA,mortalidad,muerte rn menor de 7 dias,2011-01-01,1,0,0,0,1,0,1
POTOSI,mortalidad,muerte rn menor de 7 dias,2011-01-01,2,0,0,0,2,0,2
PUERTO VILLARROEL,mortalidad,muerte rn menor de 7 dias,2011-01-01,0,0,1,0,1,0,1
RIBERALTA,mortalidad,muerte rn menor de 7 dias,2011-01-01,5,1,0,0,5,1,6
ROBORE,mortalidad,muerte rn menor de 7 dias,2011-01-01,0,1,0,0,0,1,1
RURRENABAQUE,mortalidad,muerte rn menor de 7 dias,2011-01-01,0,0,0,1,0,1,1
SABAYA,mortalidad,muerte rn menor de 7 dias,2011-01-01,0,0,0,1,0,1,1
SAN BUENA VENTURA,mortalidad,muerte rn menor de 7 dias,2011-01-01,1,0,0,0,1,0,1
SAN IGNACIO DE VELASCO,mortalidad,muerte rn menor de 7 dias,2011-01-01,1,0,0,0,1,0,1
SAN JAVIER(STC),mortalidad,muerte rn menor de 7 dias,2011-01-01,0,1,0,0,0,1,1
SAN MIGUEL DE VELASCO,mortalidad,muerte rn menor de 7 dias,2011-01-01,0,1,0,0,0,1,1
SANTA CRUZ DE LA SIERRA,mortalidad,muerte rn menor de 7 dias,2011-01-01,9,6,0,0,9,6,15
SANTA ROSA,mortalidad,muerte rn menor de 7 dias,2011-01-01,0,1,0,0,0,1,1
SHINAOTA,mortalidad,muerte rn menor de 7 dias,2011-01-01,0,1,0,0,0,1,1
SUCRE,mortalidad,muerte rn menor de 7 dias,2011-01-01,5,2,0,0,5,2,7
TAPACARI,mortalidad,muerte rn menor de 7 dias,2011-01-01,0,0,1,0,1,0,1
TARABUCO,mortalidad,muerte rn menor de 7 dias,2011-01-01,0,2,0,0,0,2,2
TARIJA,mortalidad,muerte rn menor de 7 dias,2011-01-01,1,1,0,0,1,1,2
TUPIZA,mortalidad,muerte rn menor de 7 dias,2011-01-01,2,0,0,0,2,0,2
VILLA TUNARI,mortalidad,muerte rn menor de 7 dias,2011-01-01,0,0,2,0,2,0,2
YACO,mortalidad,muerte rn menor de 7 dias,2011-01-01,0,0,0,1,0,1,1
YACUIBA,mortalidad,muerte rn menor de 7 dias,2011-01-01,0,1,0,0,0,1,1
YUNCHARA,mortalidad,muerte rn menor de 7 dias,2011-01-01,0,0,1,0,1,0,1
APOLO,mortalidad,muerte rn menor de 7 dias,2011-02-01,1,0,0,0,1,0,1
CAMIRI,mortalidad,muerte rn menor de 7 dias,2011-02-01,0,1,0,0,0,1,1
CAPINOTA,mortalidad,muerte rn menor de 7 dias,2011-02-01,0,0,1,0,1,0,1
CHULUMANI (V. DE LA LIBERTAD),mortalidad,muerte rn menor de 7 dias,2011-02-01,0,1,0,0,0,1,1
COBIJA,mortalidad,muerte rn menor de 7 dias,2011-02-01,0,2,0,0,0,2,2
COCHABAMBA,mortalidad,muerte rn menor de 7 dias,2011-02-01,7,5,1,0,8,5,13
COLQUECHACA,mortalidad,muerte rn menor de 7 dias,2011-02-01,0,1,1,1,1,2,3
CONCEPCION,mortalidad,muerte rn menor de 7 dias,2011-02-01,0,1,0,0,0,1,1
EL ALTO,mortalidad,muerte rn menor de 7 dias,2011-02-01,6,7,1,2,7,9,16
FILADELFIA,mortalidad,muerte rn menor de 7 dias,2011-02-01,0,0,1,0,1,0,1
GUAYARAMERIN,mortalidad,muerte rn menor de 7 dias,2011-02-01,2,1,0,0,2,1,3
GUTIERREZ,mortalidad,muerte rn menor de 7 dias,2011-02-01,1,0,1,0,2,0,2
HUMANATA,mortalidad,muerte rn menor de 7 dias,2011-02-01,0,0,1,0,1,0,1
ICLA,mortalidad,muerte rn menor de 7 dias,2011-02-01,0,0,0,1,0,1,1
LA PAZ,mortalidad,muerte rn menor de 7 dias,2011-02-01,11,9,0,2,11,11,22
MIZQUE,mortalidad,muerte rn menor de 7 dias,2011-02-01,1,0,0,0,1,0,1
MONTERO,mortalidad,muerte rn menor de 7 dias,2011-02-01,1,0,0,1,1,1,2
ORURO,mortalidad,muerte rn menor de 7 dias,2011-02-01,5,2,0,0,5,2,7
POCOATA,mortalidad,muerte rn menor de 7 dias,2011-02-01,0,0,1,0,1,0,1
POTOSI,mortalidad,muerte rn menor de 7 dias,2011-02-01,3,1,0,0,3,1,4
PUNATA,mortalidad,muerte rn menor de 7 dias,2011-02-01,1,0,0,0,1,0,1
QUILLACOLLO,mortalidad,muerte rn menor de 7 dias,2011-02-01,0,0,0,2,0,2,2
RIBERALTA,mortalidad,muerte rn menor de 7 dias,2011-02-01,2,2,0,0,2,2,4
SAMAIPATA,mortalidad,muerte rn menor de 7 dias,2011-02-01,0,0,0,1,0,1,1
SAN BENITO,mortalidad,muerte rn menor de 7 dias,2011-02-01,0,1,0,0,0,1,1
SAN BUENA VENTURA,mortalidad,muerte rn menor de 7 dias,2011-02-01,1,0,0,0,1,0,1
SAN IGNACIO,mortalidad,muerte rn menor de 7 dias,2011-02-01,0,1,0,0,0,1,1
SAN IGNACIO DE VELASCO,mortalidad,muerte rn menor de 7 dias,2011-02-01,3,2,0,0,3,2,5
SANTA CRUZ DE LA SIERRA,mortalidad,muerte rn menor de 7 dias,2011-02-01,9,12,0,0,9,12,21
SICA SICA (VILLA AROMA),mortalidad,muerte rn menor de 7 dias,2011-02-01,1,0,0,0,1,0,1
SUCRE,mortalidad,muerte rn menor de 7 dias,2011-02-01,3,1,0,0,3,1,4
TACOBAMBA,mortalidad,muerte rn menor de 7 dias,2011-02-01,1,0,0,0,1,0,1
TARABUCO,mortalidad,muerte rn menor de 7 dias,2011-02-01,0,1,0,0,0,1,1
TARIJA,mortalidad,muerte rn menor de 7 dias,2011-02-01,0,3,0,0,0,3,3
TRINIDAD,mortalidad,muerte rn menor de 7 dias,2011-02-01,4,0,0,0,4,0,4
UNCIA,mortalidad,muerte rn menor de 7 dias,2011-02-01,1,0,0,2,1,2,3
UYUNI,mortalidad,muerte rn menor de 7 dias,2011-02-01,1,0,0,0,1,0,1
VILLAZON,mortalidad,muerte rn menor de 7 dias,2011-02-01,0,1,0,0,0,1,1
WARNES,mortalidad,muerte rn menor de 7 dias,2011-02-01,0,1,0,0,0,1,1
YUNCHARA,mortalidad,muerte rn menor de 7 dias,2011-02-01,1,0,0,0,1,0,1
CALAMARCA,mortalidad,muerte rn menor de 7 dias,2011-03-01,0,0,0,1,0,1,1
CARACOLLO,mortalidad,muerte rn menor de 7 dias,2011-03-01,0,0,0,1,0,1,1
CARANAVI,mortalidad,muerte rn menor de 7 dias,2011-03-01,0,0,0,1,0,1,1
CHALLAPATA,mortalidad,muerte rn menor de 7 dias,2011-03-01,0,0,1,0,1,0,1
COBIJA,mortalidad,muerte rn menor de 7 dias,2011-03-01,1,2,0,0,1,2,3
COCHABAMBA,mortalidad,muerte rn menor de 7 dias,2011-03-01,3,2,1,0,4,2,6
COLOMI,mortalidad,muerte rn menor de 7 dias,2011-03-01,1,0,0,0,1,0,1
COLQUECHACA,mortalidad,muerte rn menor de 7 dias,2011-03-01,0,0,1,0,1,0,1
EL ALTO,mortalidad,muerte rn menor de 7 dias,2011-03-01,6,2,3,0,9,2,11
GUAYARAMERIN,mortalidad,muerte rn menor de 7 dias,2011-03-01,1,0,0,0,1,0,1
HUAYLLAMARCA,mortalidad,muerte rn menor de 7 dias,2011-03-01,0,1,0,0,0,1,1
LA GUARDIA,mortalidad,muerte rn menor de 7 dias,2011-03-01,1,0,0,0,1,0,1
LA PAZ,mortalidad,muerte rn menor de 7 dias,2011-03-01,2,4,1,0,3,4,7
MINEROS,mortalidad,muerte rn menor de 7 dias,2011-03-01,0,0,1,0,1,0,1
MONTEAGUDO,mortalidad,muerte rn menor de 7 dias,2011-03-01,1,0,0,0,1,0,1
MONTERO,mortalidad,muerte rn menor de 7 dias,2011-03-01,1,0,0,0,1,0,1
MORO MORO,mortalidad,muerte rn menor de 7 dias,2011-03-01,0,0,0,1,0,1,1
ORURO,mortalidad,muerte rn menor de 7 dias,2011-03-01,3,0,0,0,3,0,3
POCOATA,mortalidad,muerte rn menor de 7 dias,2011-03-01,0,0,0,1,0,1,1
POCONA,mortalidad,muerte rn menor de 7 dias,2011-03-01,1,0,0,0,1,0,1
POROMA,mortalidad,muerte rn menor de 7 dias,2011-03-01,0,0,0,2,0,2,2
POTOSI,mortalidad,muerte rn menor de 7 dias,2011-03-01,4,1,0,0,4,1,5
PUERTO VILLARROEL,mortalidad,muerte rn menor de 7 dias,2011-03-01,1,0,1,0,2,0,2
QUILLACOLLO,mortalidad,muerte rn menor de 7 dias,2011-03-01,0,0,1,0,1,0,1
RAVELO,mortalidad,muerte rn menor de 7 dias,2011-03-01,0,0,1,1,1,1,2
RIBERALTA,mortalidad,muerte rn menor de 7 dias,2011-03-01,0,1,0,0,0,1,1
ROBORE,mortalidad,muerte rn menor de 7 dias,2011-03-01,0,1,0,0,0,1,1
RURRENABAQUE,mortalidad,muerte rn menor de 7 dias,2011-03-01,0,1,0,0,0,1,1
SAN BORJA,mortalidad,muerte rn menor de 7 dias,2011-03-01,0,1,0,0,0,1,1
SAN BUENA VENTURA,mortalidad,muerte rn menor de 7 dias,2011-03-01,0,2,0,0,0,2,2
SAN IGNACIO DE VELASCO,mortalidad,muerte rn menor de 7 dias,2011-03-01,0,1,0,0,0,1,1
SAN JULIAN,mortalidad,muerte rn menor de 7 dias,2011-03-01,0,0,0,1,0,1,1
SAN LORENZO(PND),mortalidad,muerte rn menor de 7 dias,2011-03-01,1,0,0,0,1,0,1
SAN PEDRO DE BUENA VISTA,mortalidad,muerte rn menor de 7 dias,2011-03-01,0,0,1,2,1,2,3
SANTA CRUZ DE LA SIERRA,mortalidad,muerte rn menor de 7 dias,2011-03-01,15,6,1,1,16,7,23
SANTIAGO DE CALLAPA,mortalidad,muerte rn menor de 7 dias,2011-03-01,0,0,2,0,2,0,2
SUCRE,mortalidad,muerte rn menor de 7 dias,2011-03-01,3,2,0,0,3,2,5
TAPACARI,mortalidad,muerte rn menor de 7 dias,2011-03-01,0,0,1,0,1,0,1
TARIJA,mortalidad,muerte rn menor de 7 dias,2011-03-01,0,1,0,0,0,1,1
TINGUIPAYA,mortalidad,muerte rn menor de 7 dias,2011-03-01,0,0,0,1,0,1,1
TORO TORO,mortalidad,muerte rn menor de 7 dias,2011-03-01,0,0,0,1,0,1,1
TUPIZA,mortalidad,muerte rn menor de 7 dias,2011-03-01,1,0,0,0,1,0,1
UNCIA,mortalidad,muerte rn menor de 7 dias,2011-03-01,0,0,1,1,1,1,2
UYUNI,mortalidad,muerte rn menor de 7 dias,2011-03-01,0,1,0,1,0,2,2
WARNES,mortalidad,muerte rn menor de 7 dias,2011-03-01,1,2,0,0,1,2,3
ACHACACHI,mortalidad,muerte rn menor de 7 dias,2011-04-01,3,0,0,0,3,0,3
CAMIRI,mortalidad,muerte rn menor de 7 dias,2011-04-01,1,0,0,0,1,0,1
CHUMA,mortalidad,muerte rn menor de 7 dias,2011-04-01,0,0,0,1,0,1,1
COBIJA,mortalidad,muerte rn menor de 7 dias,2011-04-01,0,2,0,0,0,2,2
COCHABAMBA,mortalidad,muerte rn menor de 7 dias,2011-04-01,8,6,0,0,8,6,14
COLCAPIRHUA,mortalidad,muerte rn menor de 7 dias,2011-04-01,0,0,0,1,0,1,1
COLLANA,mortalidad,muerte rn menor de 7 dias,2011-04-01,0,0,1,0,1,0,1
COPACABANA,mortalidad,muerte rn menor de 7 dias,2011-04-01,0,0,0,1,0,1,1
CORIPATA,mortalidad,muerte rn menor de 7 dias,2011-04-01,1,0,0,0,1,0,1
COROICO,mortalidad,muerte rn menor de 7 dias,2011-04-01,0,0,1,0,1,0,1
EL ALTO,mortalidad,muerte rn menor de 7 dias,2011-04-01,5,6,4,0,9,6,15
GUAYARAMERIN,mortalidad,muerte rn menor de 7 dias,2011-04-01,0,1,0,0,0,1,1
LA PAZ,mortalidad,muerte rn menor de 7 dias,2011-04-01,7,6,3,3,10,9,19
LLALLAGUA,mortalidad,muerte rn menor de 7 dias,2011-04-01,0,1,0,0,0,1,1
MAGDALENA,mortalidad,muerte rn menor de 7 dias,2011-04-01,1,1,0,0,1,1,2
MAPIRI,mortalidad,muerte rn menor de 7 dias,2011-04-01,0,0,1,0,1,0,1
MONTEAGUDO,mortalidad,muerte rn menor de 7 dias,2011-04-01,0,1,0,0,0,1,1
MONTERO,mortalidad,muerte rn menor de 7 dias,2011-04-01,0,1,0,1,0,2,2
ORURO,mortalidad,muerte rn menor de 7 dias,2011-04-01,0,1,0,0,0,1,1
PALOS BLANCOS,mortalidad,muerte rn menor de 7 dias,2011-04-01,0,1,0,0,0,1,1
POCOATA,mortalidad,muerte rn menor de 7 dias,2011-04-01,1,0,0,0,1,0,1
POTOSI,mortalidad,muerte rn menor de 7 dias,2011-04-01,2,2,0,0,2,2,4
PUNATA,mortalidad,muerte rn menor de 7 dias,2011-04-01,0,0,1,0,1,0,1
QUILLACOLLO,mortalidad,muerte rn menor de 7 dias,2011-04-01,0,0,0,1,0,1,1
REYES,mortalidad,muerte rn menor de 7 dias,2011-04-01,0,0,0,1,0,1,1
RIBERALTA,mortalidad,muerte rn menor de 7 dias,2011-04-01,3,0,0,0,3,0,3
RURRENABAQUE,mortalidad,muerte rn menor de 7 dias,2011-04-01,1,0,0,0,1,0,1
SAN IGNACIO DE VELASCO,mortalidad,muerte rn menor de 7 dias,2011-04-01,3,1,0,0,3,1,4
SAN JUAN DE YAPACANI,mortalidad,muerte rn menor de 7 dias,2011-04-01,0,0,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,mortalidad,muerte rn menor de 7 dias,2011-04-01,4,3,0,0,4,3,7
SUCRE,mortalidad,muerte rn menor de 7 dias,2011-04-01,7,3,0,0,7,3,10
TACOPAYA,mortalidad,muerte rn menor de 7 dias,2011-04-01,0,0,0,1,0,1,1
TINGUIPAYA,mortalidad,muerte rn menor de 7 dias,2011-04-01,0,0,0,1,0,1,1
TIQUIPAYA,mortalidad,muerte rn menor de 7 dias,2011-04-01,0,0,0,1,0,1,1
TOMINA,mortalidad,muerte rn menor de 7 dias,2011-04-01,0,0,0,1,0,1,1
TOTORA(ORR),mortalidad,muerte rn menor de 7 dias,2011-04-01,0,0,1,0,1,0,1
