,group,variable,month,Dentro,Dentro,Fuera,Fuera,TOTALES,TOTALES,TOTALES
AYO AYO,mortalidad,otras muertes en mayores de 5 anos,2011-02-01,0,0,0,3,0,3,3
BATALLAS,mortalidad,otras muertes en mayores de 5 anos,2011-02-01,0,0,1,0,1,0,1
BELEN DE URMIRI,mortalidad,otras muertes en mayores de 5 anos,2011-02-01,0,0,0,1,0,1,1
BERMEJO,mortalidad,otras muertes en mayores de 5 anos,2011-02-01,1,0,2,0,3,0,3
BETANZOS,mortalidad,otras muertes en mayores de 5 anos,2011-02-01,0,0,5,3,5,3,8
BUENA VISTA,mortalidad,otras muertes en mayores de 5 anos,2011-02-01,0,0,1,0,1,0,1
CAIROMA,mortalidad,otras muertes en mayores de 5 anos,2011-02-01,0,0,1,0,1,0,1
CALACOTO,mortalidad,otras muertes en mayores de 5 anos,2011-02-01,0,0,0,1,0,1,1
CALAMARCA,mortalidad,otras muertes en mayores de 5 anos,2011-02-01,0,0,3,3,3,3,6
CAMIRI,mortalidad,otras muertes en mayores de 5 anos,2011-02-01,2,1,1,3,3,4,7
CARACOLLO,mortalidad,otras muertes en mayores de 5 anos,2011-02-01,0,0,2,2,2,2,4
CARANAVI,mortalidad,otras muertes en mayores de 5 anos,2011-02-01,0,1,0,1,0,2,2
CHALLAPATA,mortalidad,otras muertes en mayores de 5 anos,2011-02-01,1,0,1,3,2,3,5
CHARAGUA,mortalidad,otras muertes en mayores de 5 anos,2011-02-01,2,0,1,1,3,1,4
CHARAÑA,mortalidad,otras muertes en mayores de 5 anos,2011-02-01,0,0,0,1,0,1,1
CHAYANTA,mortalidad,otras muertes en mayores de 5 anos,2011-02-01,0,0,0,2,0,2,2
CHIMORE,mortalidad,otras muertes en mayores de 5 anos,2011-02-01,0,0,1,1,1,1,2
CHULUMANI (V. DE LA LIBERTAD),mortalidad,otras muertes en mayores de 5 anos,2011-02-01,2,2,2,1,4,3,7
COBIJA,mortalidad,otras muertes en mayores de 5 anos,2011-02-01,1,2,0,0,1,2,3
COCHABAMBA,mortalidad,otras muertes en mayores de 5 anos,2011-02-01,10,14,4,4,14,18,32
COLCAPIRHUA,mortalidad,otras muertes en mayores de 5 anos,2011-02-01,0,1,0,0,0,1,1
"COLCHA ""K""",mortalidad,otras muertes en mayores de 5 anos,2011-02-01,0,0,0,1,0,1,1
COLOMI,mortalidad,otras muertes en mayores de 5 anos,2011-02-01,0,0,9,4,9,4,13
COLPA BELGICA,mortalidad,otras muertes en mayores de 5 anos,2011-02-01,0,0,2,0,2,0,2
COLQUECHACA,mortalidad,otras muertes en mayores de 5 anos,2011-02-01,0,0,3,3,3,3,6
COLQUENCHA,mortalidad,otras muertes en mayores de 5 anos,2011-02-01,0,0,1,0,1,0,1
COMARAPA,mortalidad,otras muertes en mayores de 5 anos,2011-02-01,0,0,3,0,3,0,3
CONCEPCION,mortalidad,otras muertes en mayores de 5 anos,2011-02-01,0,0,0,1,0,1,1
COPACABANA,mortalidad,otras muertes en mayores de 5 anos,2011-02-01,0,0,3,3,3,3,6
CORIPATA,mortalidad,otras muertes en mayores de 5 anos,2011-02-01,0,0,3,0,3,0,3
CORO CORO,mortalidad,otras muertes en mayores de 5 anos,2011-02-01,0,0,1,0,1,0,1
COROICO,mortalidad,otras muertes en mayores de 5 anos,2011-02-01,0,0,1,0,1,0,1
COTAGAITA,mortalidad,otras muertes en mayores de 5 anos,2011-02-01,0,0,3,4,3,4,7
COTOCA,mortalidad,otras muertes en mayores de 5 anos,2011-02-01,0,0,3,0,3,0,3
CUATRO CAÑADAS,mortalidad,otras muertes en mayores de 5 anos,2011-02-01,1,0,0,0,1,0,1
CUEVO,mortalidad,otras muertes en mayores de 5 anos,2011-02-01,0,0,3,1,3,1,4
CURVA,mortalidad,otras muertes en mayores de 5 anos,2011-02-01,0,0,2,0,2,0,2
EL ALTO,mortalidad,otras muertes en mayores de 5 anos,2011-02-01,12,14,43,51,55,65,120
EL PUENTE(STC),mortalidad,otras muertes en mayores de 5 anos,2011-02-01,0,0,1,0,1,0,1
EL TORNO,mortalidad,otras muertes en mayores de 5 anos,2011-02-01,6,1,1,0,7,1,8
ENTRE RIOS TRJ,mortalidad,otras muertes en mayores de 5 anos,2011-02-01,0,0,3,1,3,1,4
ESCOMA,mortalidad,otras muertes en mayores de 5 anos,2011-02-01,1,0,0,1,1,1,2
EUCALIPTUS,mortalidad,otras muertes en mayores de 5 anos,2011-02-01,0,0,2,2,2,2,4
FERNANDEZ ALONSO,mortalidad,otras muertes en mayores de 5 anos,2011-02-01,0,0,0,1,0,1,1
GRAL. J.J. PEREZ (CHARAZANI),mortalidad,otras muertes en mayores de 5 anos,2011-02-01,0,0,5,0,5,0,5
GUANAY,mortalidad,otras muertes en mayores de 5 anos,2011-02-01,0,0,1,0,1,0,1
GUAYARAMERIN,mortalidad,otras muertes en mayores de 5 anos,2011-02-01,3,0,1,3,4,3,7
HUANUNI,mortalidad,otras muertes en mayores de 5 anos,2011-02-01,0,0,5,1,5,1,6
ICLA,mortalidad,otras muertes en mayores de 5 anos,2011-02-01,0,0,0,1,0,1,1
IRUPANA (VILLA DE LANZA),mortalidad,otras muertes en mayores de 5 anos,2011-02-01,1,0,0,0,1,0,1
JESUS DE MACHACA,mortalidad,otras muertes en mayores de 5 anos,2011-02-01,0,0,1,0,1,0,1
LA ASUNTA,mortalidad,otras muertes en mayores de 5 anos,2011-02-01,0,0,5,2,5,2,7
LA GUARDIA,mortalidad,otras muertes en mayores de 5 anos,2011-02-01,0,1,1,2,1,3,4
LA PAZ,mortalidad,otras muertes en mayores de 5 anos,2011-02-01,101,81,59,47,160,128,288
LAGUNILLAS,mortalidad,otras muertes en mayores de 5 anos,2011-02-01,0,0,1,0,1,0,1
LICOMA PAMPA,mortalidad,otras muertes en mayores de 5 anos,2011-02-01,1,0,0,0,1,0,1
LLALLAGUA,mortalidad,otras muertes en mayores de 5 anos,2011-02-01,0,3,4,2,4,5,9
MACHARETI,mortalidad,otras muertes en mayores de 5 anos,2011-02-01,0,0,0,2,0,2,2
MAIRANA,mortalidad,otras muertes en mayores de 5 anos,2011-02-01,1,0,2,2,3,2,5
MIZQUE,mortalidad,otras muertes en mayores de 5 anos,2011-02-01,0,0,2,0,2,0,2
MOCOMOCO,mortalidad,otras muertes en mayores de 5 anos,2011-02-01,0,0,1,1,1,1,2
MONTEAGUDO,mortalidad,otras muertes en mayores de 5 anos,2011-02-01,1,0,3,3,4,3,7
MONTERO,mortalidad,otras muertes en mayores de 5 anos,2011-02-01,0,1,3,1,3,2,5
NAZACARA DE PACAJES,mortalidad,otras muertes en mayores de 5 anos,2011-02-01,0,0,0,1,0,1,1
OMEREQUE,mortalidad,otras muertes en mayores de 5 anos,2011-02-01,0,0,0,1,0,1,1
ORURO,mortalidad,otras muertes en mayores de 5 anos,2011-02-01,12,7,1,0,13,7,20
PADCAYA,mortalidad,otras muertes en mayores de 5 anos,2011-02-01,0,0,0,1,0,1,1
PADILLA,mortalidad,otras muertes en mayores de 5 anos,2011-02-01,0,0,1,1,1,1,2
PAILON,mortalidad,otras muertes en mayores de 5 anos,2011-02-01,0,0,0,1,0,1,1
PALOS BLANCOS,mortalidad,otras muertes en mayores de 5 anos,2011-02-01,0,0,2,0,2,0,2
PAPEL PAMPA,mortalidad,otras muertes en mayores de 5 anos,2011-02-01,0,0,1,0,1,0,1
PASORAPA,mortalidad,otras muertes en mayores de 5 anos,2011-02-01,0,0,1,0,1,0,1
PATACAMAYA,mortalidad,otras muertes en mayores de 5 anos,2011-02-01,0,0,0,2,0,2,2
PELECHUCO,mortalidad,otras muertes en mayores de 5 anos,2011-02-01,0,0,1,0,1,0,1
POCONA,mortalidad,otras muertes en mayores de 5 anos,2011-02-01,0,0,0,1,0,1,1
PORTACHUELO,mortalidad,otras muertes en mayores de 5 anos,2011-02-01,1,0,0,1,1,1,2
POTOSI,mortalidad,otras muertes en mayores de 5 anos,2011-02-01,23,15,1,0,24,15,39
PUCARANI,mortalidad,otras muertes en mayores de 5 anos,2011-02-01,0,0,4,6,4,6,10
PUERTO CARABUCO,mortalidad,otras muertes en mayores de 5 anos,2011-02-01,0,0,1,4,1,4,5
PUERTO PEREZ,mortalidad,otras muertes en mayores de 5 anos,2011-02-01,0,0,1,0,1,0,1
PUERTO RICO,mortalidad,otras muertes en mayores de 5 anos,2011-02-01,0,0,0,1,0,1,1
PUERTO SUAREZ,mortalidad,otras muertes en mayores de 5 anos,2011-02-01,1,0,1,0,2,0,2
PUERTO VILLARROEL,mortalidad,otras muertes en mayores de 5 anos,2011-02-01,3,0,4,0,7,0,7
PUNA,mortalidad,otras muertes en mayores de 5 anos,2011-02-01,0,0,1,1,1,1,2
PUNATA,mortalidad,otras muertes en mayores de 5 anos,2011-02-01,2,1,8,10,10,11,21
QUILLACOLLO,mortalidad,otras muertes en mayores de 5 anos,2011-02-01,0,0,8,4,8,4,12
QUIME,mortalidad,otras muertes en mayores de 5 anos,2011-02-01,1,0,3,1,4,1,5
RIBERALTA,mortalidad,otras muertes en mayores de 5 anos,2011-02-01,8,5,1,2,9,7,16
ROBORE,mortalidad,otras muertes en mayores de 5 anos,2011-02-01,1,1,0,0,1,1,2
RURRENABAQUE,mortalidad,otras muertes en mayores de 5 anos,2011-02-01,1,3,0,0,1,3,4
SACABA,mortalidad,otras muertes en mayores de 5 anos,2011-02-01,0,0,6,7,6,7,13
SACACA,mortalidad,otras muertes en mayores de 5 anos,2011-02-01,0,0,1,1,1,1,2
SAMAIPATA,mortalidad,otras muertes en mayores de 5 anos,2011-02-01,3,0,3,2,6,2,8
SAN ANDRES DE MACHACA,mortalidad,otras muertes en mayores de 5 anos,2011-02-01,0,0,1,0,1,0,1
SAN BORJA,mortalidad,otras muertes en mayores de 5 anos,2011-02-01,2,1,0,0,2,1,3
SAN BUENA VENTURA,mortalidad,otras muertes en mayores de 5 anos,2011-02-01,0,0,2,0,2,0,2
SAN CARLOS,mortalidad,otras muertes en mayores de 5 anos,2011-02-01,0,0,1,2,1,2,3
SAN IGNACIO,mortalidad,otras muertes en mayores de 5 anos,2011-02-01,2,0,0,0,2,0,2
SAN IGNACIO DE VELASCO,mortalidad,otras muertes en mayores de 5 anos,2011-02-01,1,2,3,3,4,5,9
SAN JAVIER(STC),mortalidad,otras muertes en mayores de 5 anos,2011-02-01,1,0,0,0,1,0,1
SAN JOSE DE CHIQUITOS,mortalidad,otras muertes en mayores de 5 anos,2011-02-01,0,0,1,0,1,0,1
SAN JULIAN,mortalidad,otras muertes en mayores de 5 anos,2011-02-01,0,0,1,0,1,0,1
SAN LUCAS,mortalidad,otras muertes en mayores de 5 anos,2011-02-01,0,0,0,1,0,1,1
SAN MIGUEL DE VELASCO,mortalidad,otras muertes en mayores de 5 anos,2011-02-01,0,0,2,1,2,1,3
SAN PEDRO,mortalidad,otras muertes en mayores de 5 anos,2011-02-01,0,0,0,2,0,2,2
SAN PEDRO DE BUENA VISTA,mortalidad,otras muertes en mayores de 5 anos,2011-02-01,0,0,1,0,1,0,1
SAN PEDRO DE CURAHUARA,mortalidad,otras muertes en mayores de 5 anos,2011-02-01,0,0,1,0,1,0,1
SAN PEDRO DE TIQUINA,mortalidad,otras muertes en mayores de 5 anos,2011-02-01,0,0,1,2,1,2,3
SANTA ANA,mortalidad,otras muertes en mayores de 5 anos,2011-02-01,1,0,0,0,1,0,1
SANTA CRUZ DE LA SIERRA,mortalidad,otras muertes en mayores de 5 anos,2011-02-01,129,106,6,7,135,113,248
