,group,variable,month,Dentro,Dentro,Fuera,Fuera,TOTALES,TOTALES,TOTALES
,,,,MASCULINO,FEMENINO,MASCULINO,FEMENINO,TOTAL-M,TOTAL-F,TOTAL
municipality,,,,,,,,,,
ACACIO,mortalidad,otras muertes en mayores de 5 anos,2011-01-01,0,0,0,1,0,1,1
ACHACACHI,mortalidad,otras muertes en mayores de 5 anos,2011-01-01,0,0,3,2,3,2,5
ALALAY,mortalidad,otras muertes en mayores de 5 anos,2011-01-01,0,0,1,0,1,0,1
ALCALA,mortalidad,otras muertes en mayores de 5 anos,2011-01-01,0,0,1,1,1,1,2
ALTO BENI,mortalidad,otras muertes en mayores de 5 anos,2011-01-01,0,0,1,0,1,0,1
ANDAMARCA,mortalidad,otras muertes en mayores de 5 anos,2011-01-01,0,0,1,1,1,1,2
APOLO,mortalidad,otras muertes en mayores de 5 anos,2011-01-01,0,0,1,2,1,2,3
ASCENCION DE GUARAYOS,mortalidad,otras muertes en mayores de 5 anos,2011-01-01,1,0,0,0,1,0,1
AYATA,mortalidad,otras muertes en mayores de 5 anos,2011-01-01,0,0,0,1,0,1,1
AYO AYO,mortalidad,otras muertes en mayores de 5 anos,2011-01-01,0,0,1,2,1,2,3
BATALLAS,mortalidad,otras muertes en mayores de 5 anos,2011-01-01,0,0,1,0,1,0,1
BERMEJO,mortalidad,otras muertes en mayores de 5 anos,2011-01-01,1,2,0,0,1,2,3
BETANZOS,mortalidad,otras muertes en mayores de 5 anos,2011-01-01,0,0,6,0,6,0,6
BOYUIBE,mortalidad,otras muertes en mayores de 5 anos,2011-01-01,0,0,0,1,0,1,1
CAIROMA,mortalidad,otras muertes en mayores de 5 anos,2011-01-01,1,0,1,1,2,1,3
"CAIZA ""D""",mortalidad,otras muertes en mayores de 5 anos,2011-01-01,0,0,0,1,0,1,1
CAJUATA,mortalidad,otras muertes en mayores de 5 anos,2011-01-01,0,0,1,2,1,2,3
CALACOTO,mortalidad,otras muertes en mayores de 5 anos,2011-01-01,0,0,0,1,0,1,1
CALAMARCA,mortalidad,otras muertes en mayores de 5 anos,2011-01-01,0,0,1,0,1,0,1
CAMARGO,mortalidad,otras muertes en mayores de 5 anos,2011-01-01,0,0,1,1,1,1,2
CAMIRI,mortalidad,otras muertes en mayores de 5 anos,2011-01-01,3,1,3,4,6,5,11
CAPINOTA,mortalidad,otras muertes en mayores de 5 anos,2011-01-01,0,0,1,1,1,1,2
CARACOLLO,mortalidad,otras muertes en mayores de 5 anos,2011-01-01,0,0,3,3,3,3,6
CARANAVI,mortalidad,otras muertes en mayores de 5 anos,2011-01-01,1,0,2,1,3,1,4
CHACARILLA,mortalidad,otras muertes en mayores de 5 anos,2011-01-01,0,0,1,0,1,0,1
CHALLAPATA,mortalidad,otras muertes en mayores de 5 anos,2011-01-01,1,0,8,7,9,7,16
CHARAGUA,mortalidad,otras muertes en mayores de 5 anos,2011-01-01,2,3,0,1,2,4,6
CHULUMANI (V. DE LA LIBERTAD),mortalidad,otras muertes en mayores de 5 anos,2011-01-01,1,0,2,0,3,0,3
CHUMA,mortalidad,otras muertes en mayores de 5 anos,2011-01-01,0,0,1,0,1,0,1
COBIJA,mortalidad,otras muertes en mayores de 5 anos,2011-01-01,0,1,0,0,0,1,1
COCHABAMBA,mortalidad,otras muertes en mayores de 5 anos,2011-01-01,22,12,4,9,26,21,47
COLCAPIRHUA,mortalidad,otras muertes en mayores de 5 anos,2011-01-01,1,0,0,0,1,0,1
"COLCHA ""K""",mortalidad,otras muertes en mayores de 5 anos,2011-01-01,0,0,1,0,1,0,1
COLLANA,mortalidad,otras muertes en mayores de 5 anos,2011-01-01,0,0,0,2,0,2,2
COLOMI,mortalidad,otras muertes en mayores de 5 anos,2011-01-01,0,0,1,3,1,3,4
COLPA BELGICA,mortalidad,otras muertes en mayores de 5 anos,2011-01-01,0,0,1,4,1,4,5
COLQUENCHA,mortalidad,otras muertes en mayores de 5 anos,2011-01-01,0,0,1,0,1,0,1
COMANCHE,mortalidad,otras muertes en mayores de 5 anos,2011-01-01,0,0,1,0,1,0,1
COMARAPA,mortalidad,otras muertes en mayores de 5 anos,2011-01-01,0,0,1,0,1,0,1
CONCEPCION,mortalidad,otras muertes en mayores de 5 anos,2011-01-01,0,1,1,0,1,1,2
COPACABANA,mortalidad,otras muertes en mayores de 5 anos,2011-01-01,0,0,6,3,6,3,9
CORIPATA,mortalidad,otras muertes en mayores de 5 anos,2011-01-01,0,0,0,3,0,3,3
CORO CORO,mortalidad,otras muertes en mayores de 5 anos,2011-01-01,0,0,0,2,0,2,2
COROICO,mortalidad,otras muertes en mayores de 5 anos,2011-01-01,2,1,2,2,4,3,7
CORQUE,mortalidad,otras muertes en mayores de 5 anos,2011-01-01,0,0,1,0,1,0,1
COTOCA,mortalidad,otras muertes en mayores de 5 anos,2011-01-01,0,0,1,1,1,1,2
DESAGUADERO,mortalidad,otras muertes en mayores de 5 anos,2011-01-01,0,0,1,0,1,0,1
EL ALTO,mortalidad,otras muertes en mayores de 5 anos,2011-01-01,11,8,23,34,34,42,76
EL TORNO,mortalidad,otras muertes en mayores de 5 anos,2011-01-01,4,0,0,2,4,2,6
EL VILLAR,mortalidad,otras muertes en mayores de 5 anos,2011-01-01,0,0,1,1,1,1,2
ENTRE RIOS TRJ,mortalidad,otras muertes en mayores de 5 anos,2011-01-01,0,1,0,0,0,1,1
ENTRE RIOS CBBA,mortalidad,otras muertes en mayores de 5 anos,2011-01-01,0,0,0,1,0,1,1
EUCALIPTUS,mortalidad,otras muertes en mayores de 5 anos,2011-01-01,0,0,1,0,1,0,1
GRAL. J.J. PEREZ (CHARAZANI),mortalidad,otras muertes en mayores de 5 anos,2011-01-01,0,0,0,1,0,1,1
GUANAY,mortalidad,otras muertes en mayores de 5 anos,2011-01-01,0,0,1,0,1,0,1
GUAQUI,mortalidad,otras muertes en mayores de 5 anos,2011-01-01,0,0,2,3,2,3,5
GUAYARAMERIN,mortalidad,otras muertes en mayores de 5 anos,2011-01-01,4,0,1,1,5,1,6
HUANUNI,mortalidad,otras muertes en mayores de 5 anos,2011-01-01,0,0,2,3,2,3,5
HUMANATA,mortalidad,otras muertes en mayores de 5 anos,2011-01-01,0,0,1,0,1,0,1
ICHOCA,mortalidad,otras muertes en mayores de 5 anos,2011-01-01,0,0,0,1,0,1,1
ICLA,mortalidad,otras muertes en mayores de 5 anos,2011-01-01,0,0,0,1,0,1,1
INGAVI (HUMAITA),mortalidad,otras muertes en mayores de 5 anos,2011-01-01,0,0,1,0,1,0,1
INQUISIVI,mortalidad,otras muertes en mayores de 5 anos,2011-01-01,0,0,1,0,1,0,1
IRUPANA (VILLA DE LANZA),mortalidad,otras muertes en mayores de 5 anos,2011-01-01,0,0,1,0,1,0,1
JESUS DE MACHACA,mortalidad,otras muertes en mayores de 5 anos,2011-01-01,0,0,4,1,4,1,5
LA ASUNTA,mortalidad,otras muertes en mayores de 5 anos,2011-01-01,0,2,2,5,2,7,9
LA GUARDIA,mortalidad,otras muertes en mayores de 5 anos,2011-01-01,0,0,0,1,0,1,1
LA PAZ,mortalidad,otras muertes en mayores de 5 anos,2011-01-01,89,95,33,47,122,142,264
LAGUNILLAS,mortalidad,otras muertes en mayores de 5 anos,2011-01-01,0,0,2,0,2,0,2
LAJA,mortalidad,otras muertes en mayores de 5 anos,2011-01-01,0,0,0,2,0,2,2
LLALLAGUA,mortalidad,otras muertes en mayores de 5 anos,2011-01-01,0,0,0,4,0,4,4
MACHARETI,mortalidad,otras muertes en mayores de 5 anos,2011-01-01,0,0,0,1,0,1,1
MAIRANA,mortalidad,otras muertes en mayores de 5 anos,2011-01-01,0,1,0,0,0,1,1
MAPIRI,mortalidad,otras muertes en mayores de 5 anos,2011-01-01,0,0,2,0,2,0,2
MINEROS,mortalidad,otras muertes en mayores de 5 anos,2011-01-01,0,0,1,0,1,0,1
MOCOMOCO,mortalidad,otras muertes en mayores de 5 anos,2011-01-01,0,0,0,2,0,2,2
MONTEAGUDO,mortalidad,otras muertes en mayores de 5 anos,2011-01-01,1,2,3,1,4,3,7
MONTERO,mortalidad,otras muertes en mayores de 5 anos,2011-01-01,5,0,5,6,10,6,16
MOROCHATA,mortalidad,otras muertes en mayores de 5 anos,2011-01-01,0,0,3,1,3,1,4
OKINAWA,mortalidad,otras muertes en mayores de 5 anos,2011-01-01,0,0,1,0,1,0,1
ORURO,mortalidad,otras muertes en mayores de 5 anos,2011-01-01,11,12,1,0,12,12,24
PADILLA,mortalidad,otras muertes en mayores de 5 anos,2011-01-01,0,0,1,2,1,2,3
PALOS BLANCOS,mortalidad,otras muertes en mayores de 5 anos,2011-01-01,0,0,5,0,5,0,5
PAMPA GRANDE,mortalidad,otras muertes en mayores de 5 anos,2011-01-01,0,0,3,0,3,0,3
PASORAPA,mortalidad,otras muertes en mayores de 5 anos,2011-01-01,0,0,1,0,1,0,1
PATACAMAYA,mortalidad,otras muertes en mayores de 5 anos,2011-01-01,0,0,1,3,1,3,4
PELECHUCO,mortalidad,otras muertes en mayores de 5 anos,2011-01-01,0,0,2,0,2,0,2
POCOATA,mortalidad,otras muertes en mayores de 5 anos,2011-01-01,0,0,1,1,1,1,2
PORONGO,mortalidad,otras muertes en mayores de 5 anos,2011-01-01,0,0,1,0,1,0,1
PORTACHUELO,mortalidad,otras muertes en mayores de 5 anos,2011-01-01,2,0,0,0,2,0,2
POTOSI,mortalidad,otras muertes en mayores de 5 anos,2011-01-01,12,14,1,0,13,14,27
PRESTO,mortalidad,otras muertes en mayores de 5 anos,2011-01-01,1,0,0,0,1,0,1
PUCARANI,mortalidad,otras muertes en mayores de 5 anos,2011-01-01,0,0,4,0,4,0,4
PUERTO CARABUCO,mortalidad,otras muertes en mayores de 5 anos,2011-01-01,0,0,0,3,0,3,3
PUERTO VILLARROEL,mortalidad,otras muertes en mayores de 5 anos,2011-01-01,2,0,1,0,3,0,3
PUNATA,mortalidad,otras muertes en mayores de 5 anos,2011-01-01,0,0,4,3,4,3,7
QUILLACOLLO,mortalidad,otras muertes en mayores de 5 anos,2011-01-01,0,0,8,2,8,2,10
QUIME,mortalidad,otras muertes en mayores de 5 anos,2011-01-01,0,0,0,2,0,2,2
RAVELO,mortalidad,otras muertes en mayores de 5 anos,2011-01-01,0,0,1,0,1,0,1
RIBERALTA,mortalidad,otras muertes en mayores de 5 anos,2011-01-01,13,3,5,1,18,4,22
ROBORE,mortalidad,otras muertes en mayores de 5 anos,2011-01-01,1,1,2,2,3,3,6
RURRENABAQUE,mortalidad,otras muertes en mayores de 5 anos,2011-01-01,2,0,0,0,2,0,2
SACABA,mortalidad,otras muertes en mayores de 5 anos,2011-01-01,0,0,6,9,6,9,15
SAIPINA,mortalidad,otras muertes en mayores de 5 anos,2011-01-01,0,0,1,0,1,0,1
SAMAIPATA,mortalidad,otras muertes en mayores de 5 anos,2011-01-01,0,0,0,1,0,1,1
SAN AGUSTIN,mortalidad,otras muertes en mayores de 5 anos,2011-01-01,0,0,0,1,0,1,1
SAN BORJA,mortalidad,otras muertes en mayores de 5 anos,2011-01-01,1,0,0,0,1,0,1
SAN BUENA VENTURA,mortalidad,otras muertes en mayores de 5 anos,2011-01-01,1,0,0,0,1,0,1
SAN CARLOS,mortalidad,otras muertes en mayores de 5 anos,2011-01-01,0,1,0,1,0,2,2
SAN IGNACIO DE VELASCO,mortalidad,otras muertes en mayores de 5 anos,2011-01-01,2,1,4,1,6,2,8
SAN JOSE DE CHIQUITOS,mortalidad,otras muertes en mayores de 5 anos,2011-01-01,0,0,2,0,2,0,2
SAN LUCAS,mortalidad,otras muertes en mayores de 5 anos,2011-01-01,0,0,2,2,2,2,4
SAN PABLO DE LIPEZ,mortalidad,otras muertes en mayores de 5 anos,2011-01-01,0,0,0,2,0,2,2
SAN PEDRO,mortalidad,otras muertes en mayores de 5 anos,2011-01-01,0,0,1,2,1,2,3
SAN PEDRO DE TIQUINA,mortalidad,otras muertes en mayores de 5 anos,2011-01-01,0,0,0,1,0,1,1
SANTA ANA,mortalidad,otras muertes en mayores de 5 anos,2011-01-01,1,1,0,0,1,1,2
SANTA CRUZ DE LA SIERRA,mortalidad,otras muertes en mayores de 5 anos,2011-01-01,49,38,2,3,51,41,92
SANTIAGO DE MACHACA,mortalidad,otras muertes en mayores de 5 anos,2011-01-01,0,0,1,0,1,0,1
SHINAOTA,mortalidad,otras muertes en mayores de 5 anos,2011-01-01,0,0,0,1,0,1,1
SICA SICA (VILLA AROMA),mortalidad,otras muertes en mayores de 5 anos,2011-01-01,0,0,1,2,1,2,3
SUCRE,mortalidad,otras muertes en mayores de 5 anos,2011-01-01,20,17,9,6,29,23,52
TARABUCO,mortalidad,otras muertes en mayores de 5 anos,2011-01-01,1,0,3,3,4,3,7
TARATA,mortalidad,otras muertes en mayores de 5 anos,2011-01-01,0,0,0,1,0,1,1
TARIJA,mortalidad,otras muertes en mayores de 5 anos,2011-01-01,23,20,7,2,30,22,52
TARVITA,mortalidad,otras muertes en mayores de 5 anos,2011-01-01,0,0,1,0,1,0,1
TINGUIPAYA,mortalidad,otras muertes en mayores de 5 anos,2011-01-01,0,0,0,1,0,1,1
TIPUANI,mortalidad,otras muertes en mayores de 5 anos,2011-01-01,0,0,3,1,3,1,4
TOLEDO,mortalidad,otras muertes en mayores de 5 anos,2011-01-01,0,0,1,1,1,1,2
TOMINA,mortalidad,otras muertes en mayores de 5 anos,2011-01-01,0,0,1,0,1,0,1
TRINIDAD,mortalidad,otras muertes en mayores de 5 anos,2011-01-01,20,11,10,4,30,15,45
TUPIZA,mortalidad,otras muertes en mayores de 5 anos,2011-01-01,1,0,1,2,2,2,4
TURCO,mortalidad,otras muertes en mayores de 5 anos,2011-01-01,0,0,1,1,1,1,2
UMALA,mortalidad,otras muertes en mayores de 5 anos,2011-01-01,0,0,1,2,1,2,3
UYUNI,mortalidad,otras muertes en mayores de 5 anos,2011-01-01,0,0,3,2,3,2,5
VIACHA,mortalidad,otras muertes en mayores de 5 anos,2011-01-01,0,0,1,1,1,1,2
VILLA MONTES,mortalidad,otras muertes en mayores de 5 anos,2011-01-01,1,1,5,2,6,3,9
VILLA SERRANO,mortalidad,otras muertes en mayores de 5 anos,2011-01-01,0,0,0,1,0,1,1
VILLA TUNARI,mortalidad,otras muertes en mayores de 5 anos,2011-01-01,0,0,4,2,4,2,6
VILLAZON,mortalidad,otras muertes en mayores de 5 anos,2011-01-01,1,1,1,1,2,2,4
WALDO BALLIVIAN,mortalidad,otras muertes en mayores de 5 anos,2011-01-01,0,0,0,1,0,1,1
WARNES,mortalidad,otras muertes en mayores de 5 anos,2011-01-01,0,1,0,0,0,1,1
YACUIBA,mortalidad,otras muertes en mayores de 5 anos,2011-01-01,8,3,1,1,9,4,13
YAMPARAEZ,mortalidad,otras muertes en mayores de 5 anos,2011-01-01,0,0,0,1,0,1,1
YOCALLA,mortalidad,otras muertes en mayores de 5 anos,2011-01-01,0,0,0,3,0,3,3
ACACIO,mortalidad,otras muertes en mayores de 5 anos,2011-02-01,0,0,0,1,0,1,1
ACHACACHI,mortalidad,otras muertes en mayores de 5 anos,2011-02-01,0,0,1,3,1,3,4
ACHOCALLA,mortalidad,otras muertes en mayores de 5 anos,2011-02-01,0,0,1,0,1,0,1
ALALAY,mortalidad,otras muertes en mayores de 5 anos,2011-02-01,0,0,1,0,1,0,1
ALTO BENI,mortalidad,otras muertes en mayores de 5 anos,2011-02-01,0,0,1,0,1,0,1
ANCORAIMES,mortalidad,otras muertes en mayores de 5 anos,2011-02-01,0,0,2,0,2,0,2
ANDAMARCA,mortalidad,otras muertes en mayores de 5 anos,2011-02-01,0,0,0,1,0,1,1
ANZALDO,mortalidad,otras muertes en mayores de 5 anos,2011-02-01,0,0,0,1,0,1,1
APOLO,mortalidad,otras muertes en mayores de 5 anos,2011-02-01,0,0,0,1,0,1,1
ARAMPAMPA,mortalidad,otras muertes en mayores de 5 anos,2011-02-01,0,0,2,0,2,0,2
ASCENCION DE GUARAYOS,mortalidad,otras muertes en mayores de 5 anos,2011-02-01,1,0,0,0,1,0,1
AYATA,mortalidad,otras muertes en mayores de 5 anos,2011-02-01,0,0,0,1,0,1,1
