,group,variable,month,< de 1 año,< de 1 año,1 a 4 años,1 a 4 años,5 a 9 años,5 a 9 años,10 a 20 años,10 a 20 años,21 a 59 años,21 a 59 años,60 y más,60 y más,TOTALES,TOTALES,TOTALES
COCHABAMBA,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2009-01-01,2,0,9,10,12,6,45,33,249,123,17,14,334,186,520
COLCAPIRHUA,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2009-01-01,0,0,0,0,5,1,2,4,5,3,0,0,12,8,20
COLOMI,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2009-01-01,0,0,0,0,0,0,3,1,15,4,2,2,20,7,27
COLQUENCHA,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2009-01-01,0,0,2,0,0,0,0,0,0,1,0,2,2,3,5
COMBAYA,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2009-01-01,0,0,0,0,0,0,0,1,0,2,0,0,0,3,3
COPACABANA,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2009-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
CORIPATA,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2009-01-01,0,0,0,0,0,0,1,1,1,2,0,2,2,5,7
COROICO,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2009-01-01,0,0,0,0,2,0,1,2,6,2,1,2,10,6,16
COTOCA,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2009-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
DESAGUADERO,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2009-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
EL ALTO,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2009-01-01,2,1,1,3,7,1,20,10,52,27,2,2,84,44,128
EL TORNO,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2009-01-01,0,0,0,0,0,0,0,1,2,1,0,0,2,2,4
EUCALIPTUS,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2009-01-01,0,0,0,0,0,0,0,1,3,3,0,0,3,4,7
GENERAL SAAVEDRA,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2009-01-01,0,0,0,0,0,0,0,1,0,1,0,0,0,2,2
GUAYARAMERIN,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2009-01-01,0,0,0,0,0,0,0,5,1,0,0,0,1,5,6
HUANUNI,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2009-01-01,0,0,0,0,0,0,1,3,0,3,1,0,2,6,8
ICLA,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2009-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
IRUPANA (VILLA DE LANZA),violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2009-01-01,0,0,9,5,7,2,11,6,16,17,3,2,46,32,78
IXIAMAS,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2009-01-01,1,0,1,0,2,0,2,0,3,1,0,0,9,1,10
JESUS DE MACHACA,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2009-01-01,0,0,0,0,0,0,0,0,2,0,0,4,2,4,6
LA ASUNTA,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2009-01-01,0,0,0,1,0,1,3,1,3,4,0,0,6,7,13
LA GUARDIA,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2009-01-01,0,0,0,0,0,0,1,0,2,1,0,0,3,1,4
LA PAZ,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2009-01-01,0,0,1,0,0,0,0,3,4,3,0,0,5,6,11
LAJA,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2009-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
LURIBAY,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2009-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
MAGDALENA,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2009-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
MECAPACA,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2009-01-01,1,1,0,1,0,1,8,1,1,6,0,0,10,10,20
MINEROS,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2009-01-01,0,0,1,0,0,0,2,0,4,0,0,0,7,0,7
MIZQUE,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2009-01-01,0,0,0,0,0,0,0,0,0,2,1,0,1,2,3
MOJOCOYA,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2009-01-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
MONTERO,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2009-01-01,0,0,0,0,0,0,7,2,15,3,0,0,22,5,27
MOROCHATA,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2009-01-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
OMEREQUE,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2009-01-01,0,0,0,0,1,0,1,0,1,0,0,0,3,0,3
ORURO,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2009-01-01,7,4,24,21,12,11,51,15,152,79,15,12,261,142,403
PATACAMAYA,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2009-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
POTOSI,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2009-01-01,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
PUCARANI,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2009-01-01,0,1,0,0,0,0,0,0,0,0,0,2,0,3,3
PUERTO ACOSTA,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2009-01-01,0,0,0,0,0,0,0,0,3,0,0,1,3,1,4
PUERTO PEREZ,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2009-01-01,0,0,1,1,0,0,1,0,2,1,1,0,5,2,7
PUERTO SUAREZ,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2009-01-01,0,0,0,0,0,0,1,0,0,1,0,0,1,1,2
PUERTO VILLARROEL,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2009-01-01,0,0,0,0,0,0,1,1,1,1,0,0,2,2,4
PUNATA,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2009-01-01,0,0,5,4,4,3,14,8,30,16,5,7,58,38,96
QUILLACOLLO,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2009-01-01,0,0,0,0,0,0,3,3,1,2,1,0,5,5,10
RURRENABAQUE,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2009-01-01,0,0,0,0,0,0,3,1,7,2,0,0,10,3,13
SACABA,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2009-01-01,2,2,16,9,20,12,29,16,53,43,11,3,131,85,216
SACACA,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2009-01-01,0,0,0,0,0,0,0,0,1,0,2,0,3,0,3
SAMAIPATA,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2009-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
SAN BENITO,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2009-01-01,0,0,1,1,3,2,4,4,2,2,2,0,12,9,21
SAN BORJA,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2009-01-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
SAN IGNACIO DE VELASCO,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2009-01-01,0,0,2,3,1,1,1,2,13,5,1,0,18,11,29
SAN MATIAS,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2009-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
SAN MIGUEL DE VELASCO,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2009-01-01,0,0,6,1,1,2,7,2,8,1,2,2,24,8,32
SAN PEDRO,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2009-01-01,0,0,2,1,0,0,1,0,1,4,1,0,5,5,10
SAN PEDRO(PND),violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2009-01-01,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
SANTA CRUZ DE LA SIERRA,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2009-01-01,0,0,0,0,0,0,0,1,1,0,0,0,1,1,2
SAPAHAQUI,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2009-01-01,0,0,0,0,0,0,3,3,4,2,2,0,9,5,14
SIPE SIPE,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2009-01-01,0,0,4,1,0,0,1,0,5,0,0,1,10,2,12
SORATA,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2009-01-01,0,0,0,0,0,0,1,1,6,4,0,2,7,7,14
SUCRE,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2009-01-01,3,5,49,36,39,17,54,37,98,55,12,6,255,156,411
TACACOMA,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2009-01-01,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
TACOPAYA,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2009-01-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
TARABUCO,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2009-01-01,0,0,0,0,0,0,0,2,1,0,0,0,1,2,3
TARIJA,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2009-01-01,0,0,0,0,0,0,6,0,10,1,0,0,16,1,17
TIRAQUE (CBBA),violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2009-01-01,0,0,1,1,0,0,5,0,3,4,0,1,9,6,15
TITO YUPANQUI (PARQUIPUJIO),violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2009-01-01,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
TOLEDO,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2009-01-01,0,0,0,1,0,1,0,2,3,5,1,0,4,9,13
TRINIDAD,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2009-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
TUPIZA,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2009-01-01,0,0,0,0,0,1,0,2,0,5,0,0,0,8,8
TURCO,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2009-01-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
URIONDO (A. CONCEPCION),violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2009-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
VACAS,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2009-01-01,0,0,1,3,1,0,2,2,7,10,5,1,16,16,32
VALLEGRANDE,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2009-01-01,0,0,0,0,0,0,0,1,1,1,0,0,1,2,3
VILA VILA,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2009-01-01,0,0,2,0,0,0,0,0,0,1,0,0,2,1,3
VILLA MONTES,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2009-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
VILLA RIVERO,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2009-01-01,0,0,2,0,0,2,0,1,5,4,0,2,7,9,16
VILLAZON,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2009-01-01,0,0,0,0,0,1,0,0,0,2,0,0,0,3,3
VINTO,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2009-01-01,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
WALDO BALLIVIAN,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2009-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
WARNES,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2009-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
YOTALA,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2009-01-01,0,0,0,0,0,0,2,0,0,0,0,0,2,0,2
YUNCHARA,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2009-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
ACHACACHI,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2009-02-01,0,0,1,1,0,0,1,3,2,2,1,5,5,11,16
ALALAY,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2009-02-01,0,0,0,0,0,0,0,0,2,1,0,0,2,1,3
ANCORAIMES,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2009-02-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
ANDAMARCA,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2009-02-01,0,0,0,0,1,0,1,1,8,2,2,1,12,4,16
ARANI,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2009-02-01,0,0,3,0,1,1,2,1,9,3,1,1,16,6,22
ASCENCION DE GUARAYOS,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2009-02-01,0,0,0,0,0,0,0,1,6,0,2,0,8,1,9
AYOPAYA (V. DE INDEPENDENCIA),violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2009-02-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
BELEN DE ANDAMARCA,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2009-02-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
BERMEJO,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2009-02-01,0,0,0,0,1,0,0,0,5,1,0,0,6,1,7
BETANZOS,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2009-02-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
CAJUATA,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2009-02-01,0,0,0,0,0,0,1,0,1,0,0,0,2,0,2
CALAMARCA,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2009-02-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
CAMARGO,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2009-02-01,0,0,0,0,0,0,0,0,1,0,0,1,1,1,2
CAMIRI,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2009-02-01,0,0,0,0,0,1,0,0,1,0,0,0,1,1,2
CARACOLLO,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2009-02-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
CARANAVI,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2009-02-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
CHALLAPATA,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2009-02-01,0,1,0,0,0,0,1,2,8,4,1,0,10,7,17
CHIMORE,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2009-02-01,0,0,1,1,0,0,0,1,0,1,0,1,1,4,5
CHUMA,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2009-02-01,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2
CLIZA,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2009-02-01,0,0,0,0,0,0,3,0,4,1,0,0,7,1,8
COCHABAMBA,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2009-02-01,5,1,12,10,6,1,78,33,231,103,22,10,354,158,512
COLCAPIRHUA,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2009-02-01,0,1,0,2,10,3,8,6,9,6,1,1,28,19,47
COLLANA,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2009-02-01,0,0,0,0,1,0,4,0,3,4,7,0,15,4,19
COLOMI,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2009-02-01,0,0,0,0,1,0,2,2,5,2,0,0,8,4,12
COLQUECHACA,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2009-02-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
COLQUENCHA,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2009-02-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
COLQUIRI,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2009-02-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
CORIPATA,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2009-02-01,1,0,1,1,0,0,1,0,3,0,1,1,7,2,9
COROICO,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2009-02-01,0,0,0,0,0,0,1,0,6,9,2,0,9,9,18
DESAGUADERO,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2009-02-01,0,0,0,0,0,0,0,0,1,1,0,0,1,1,2
EL ALTO,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2009-02-01,0,1,3,7,7,5,30,8,77,35,4,4,121,60,181
ENTRE RIOS,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2009-02-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
FERNANDEZ ALONSO,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2009-02-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
GUAYARAMERIN,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2009-02-01,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3
HUANUNI,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2009-02-01,0,0,0,0,0,0,6,0,4,3,0,0,10,3,13
INCAHUASI,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2009-02-01,0,0,1,0,2,0,0,0,2,3,3,2,8,5,13
INQUISIVI,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2009-02-01,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
IRUPANA (VILLA DE LANZA),violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2009-02-01,0,0,5,10,7,3,11,4,11,17,4,4,38,38,76
IXIAMAS,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2009-02-01,0,0,3,1,1,1,2,5,12,5,0,0,18,12,30
JESUS DE MACHACA,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2009-02-01,0,0,0,0,0,0,0,0,1,4,0,3,1,7,8
LA ASUNTA,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2009-02-01,0,0,1,2,0,0,0,3,6,7,1,0,8,12,20
LA GUARDIA,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2009-02-01,0,0,0,0,0,0,0,0,2,0,0,0,2,0,2
LA PAZ,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2009-02-01,0,0,0,0,1,0,1,1,2,2,0,0,4,3,7
LAJA,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2009-02-01,0,0,0,0,0,0,0,1,1,1,0,0,1,2,3
LLALLAGUA,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2009-02-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
LLICA,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2009-02-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
MAIRANA,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2009-02-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
MECAPACA,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2009-02-01,1,1,2,0,1,1,4,2,9,4,0,0,17,8,25
MINEROS,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2009-02-01,0,0,0,0,1,0,2,0,5,3,0,0,8,3,11
MIZQUE,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2009-02-01,0,0,0,0,0,0,1,1,4,5,0,0,5,6,11
MOCOMOCO,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2009-02-01,0,0,0,0,0,0,0,1,1,0,0,0,1,1,2
MOJOCOYA,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2009-02-01,0,0,0,0,0,0,1,0,1,0,0,0,2,0,2
MONTEAGUDO,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2009-02-01,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3
MONTERO,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2009-02-01,0,0,0,0,0,0,5,0,20,12,1,0,26,12,38
MOROCHATA,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2009-02-01,0,0,0,0,0,0,0,2,6,1,0,0,6,3,9
OCURI,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2009-02-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
ORURO,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2009-02-01,2,2,22,18,22,8,44,25,218,80,20,8,328,141,469
PALCA,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2009-02-01,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3
PALOS BLANCOS,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2009-02-01,0,0,0,0,0,0,0,0,0,1,1,0,1,1,2
PATACAMAYA,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2009-02-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
PELECHUCO,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2009-02-01,0,0,2,0,0,1,1,0,2,1,1,0,6,2,8
POTOSI,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2009-02-01,0,0,0,0,0,0,0,0,1,0,1,0,2,0,2
PUCARANI,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2009-02-01,0,0,0,0,1,1,1,3,5,0,3,0,10,4,14
PUERTO CARABUCO,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2009-02-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
PUERTO PEREZ,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2009-02-01,0,0,0,0,0,0,0,2,3,5,0,1,3,8,11
PUERTO SUAREZ,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2009-02-01,0,0,0,0,0,0,1,0,2,0,0,0,3,0,3
