,group,variable,month,< de 1 año,< de 1 año,1 a 4 años,1 a 4 años,5 a 9 años,5 a 9 años,10 a 20 años,10 a 20 años,21 a 59 años,21 a 59 años,60 y más,60 y más,TOTALES,TOTALES,TOTALES
COLOMI,violencia  intrafamiliar,intrafamiliar/domestica,2009-01-01,0,0,0,0,0,0,1,2,0,1,0,0,1,3,4
COLQUENCHA,violencia  intrafamiliar,intrafamiliar/domestica,2009-01-01,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3
COLQUIRI,violencia  intrafamiliar,intrafamiliar/domestica,2009-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
COMBAYA,violencia  intrafamiliar,intrafamiliar/domestica,2009-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
CORIPATA,violencia  intrafamiliar,intrafamiliar/domestica,2009-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
COROICO,violencia  intrafamiliar,intrafamiliar/domestica,2009-01-01,0,0,0,0,0,0,0,0,1,4,0,1,1,5,6
CORQUE,violencia  intrafamiliar,intrafamiliar/domestica,2009-01-01,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2
CUATRO CAÑADAS,violencia  intrafamiliar,intrafamiliar/domestica,2009-01-01,0,0,0,0,0,0,1,0,2,1,0,0,3,1,4
CURAHUARA DE CARANGAS,violencia  intrafamiliar,intrafamiliar/domestica,2009-01-01,0,0,0,0,0,0,2,1,1,0,0,0,3,1,4
EL ALTO,violencia  intrafamiliar,intrafamiliar/domestica,2009-01-01,0,1,0,0,0,0,1,5,3,58,0,1,4,65,69
EL TORNO,violencia  intrafamiliar,intrafamiliar/domestica,2009-01-01,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
EUCALIPTUS,violencia  intrafamiliar,intrafamiliar/domestica,2009-01-01,0,0,0,0,0,0,0,1,1,0,0,0,1,1,2
GUAYARAMERIN,violencia  intrafamiliar,intrafamiliar/domestica,2009-01-01,0,0,0,0,0,0,0,1,0,1,0,0,0,2,2
HUANUNI,violencia  intrafamiliar,intrafamiliar/domestica,2009-01-01,0,1,0,0,0,0,0,0,3,2,0,0,3,3,6
ICLA,violencia  intrafamiliar,intrafamiliar/domestica,2009-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
INCAHUASI,violencia  intrafamiliar,intrafamiliar/domestica,2009-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
IRUPANA (VILLA DE LANZA),violencia  intrafamiliar,intrafamiliar/domestica,2009-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
JESUS DE MACHACA,violencia  intrafamiliar,intrafamiliar/domestica,2009-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
LA GUARDIA,violencia  intrafamiliar,intrafamiliar/domestica,2009-01-01,0,0,0,0,0,0,0,2,0,6,0,0,0,8,8
LA PAZ,violencia  intrafamiliar,intrafamiliar/domestica,2009-01-01,0,0,1,1,0,1,0,6,2,27,1,4,4,39,43
LURIBAY,violencia  intrafamiliar,intrafamiliar/domestica,2009-01-01,0,0,0,0,0,0,1,1,0,0,0,0,1,1,2
MAGDALENA,violencia  intrafamiliar,intrafamiliar/domestica,2009-01-01,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3
MAIRANA,violencia  intrafamiliar,intrafamiliar/domestica,2009-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
MAPIRI,violencia  intrafamiliar,intrafamiliar/domestica,2009-01-01,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
MECAPACA,violencia  intrafamiliar,intrafamiliar/domestica,2009-01-01,0,0,1,2,3,3,2,3,7,7,0,0,13,15,28
MIZQUE,violencia  intrafamiliar,intrafamiliar/domestica,2009-01-01,0,0,0,0,0,0,0,1,0,5,0,0,0,6,6
MONTEAGUDO,violencia  intrafamiliar,intrafamiliar/domestica,2009-01-01,0,0,0,0,0,0,1,0,2,3,0,0,3,3,6
MONTERO,violencia  intrafamiliar,intrafamiliar/domestica,2009-01-01,0,0,0,0,0,0,0,1,0,6,0,0,0,7,7
MOROCHATA,violencia  intrafamiliar,intrafamiliar/domestica,2009-01-01,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2
OMEREQUE,violencia  intrafamiliar,intrafamiliar/domestica,2009-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
ORURO,violencia  intrafamiliar,intrafamiliar/domestica,2009-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
PADILLA,violencia  intrafamiliar,intrafamiliar/domestica,2009-01-01,0,0,0,0,0,0,0,0,1,1,0,0,1,1,2
PORTACHUELO,violencia  intrafamiliar,intrafamiliar/domestica,2009-01-01,0,0,0,0,0,0,0,1,0,1,0,0,0,2,2
POTOSI,violencia  intrafamiliar,intrafamiliar/domestica,2009-01-01,0,0,0,0,0,0,0,3,0,2,0,0,0,5,5
PUCARANI,violencia  intrafamiliar,intrafamiliar/domestica,2009-01-01,0,0,0,0,0,0,0,0,1,2,0,0,1,2,3
PUERTO ACOSTA,violencia  intrafamiliar,intrafamiliar/domestica,2009-01-01,0,0,0,0,0,0,0,1,0,1,0,0,0,2,2
PUERTO CARABUCO,violencia  intrafamiliar,intrafamiliar/domestica,2009-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
PUERTO PEREZ,violencia  intrafamiliar,intrafamiliar/domestica,2009-01-01,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
PUERTO QUIJARRO,violencia  intrafamiliar,intrafamiliar/domestica,2009-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
PUNA,violencia  intrafamiliar,intrafamiliar/domestica,2009-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
PUNATA,violencia  intrafamiliar,intrafamiliar/domestica,2009-01-01,0,0,0,0,0,1,0,0,0,8,0,1,0,10,10
QUILLACOLLO,violencia  intrafamiliar,intrafamiliar/domestica,2009-01-01,1,0,0,0,0,0,4,2,12,41,1,0,18,43,61
RIBERALTA,violencia  intrafamiliar,intrafamiliar/domestica,2009-01-01,0,0,0,0,0,0,0,0,1,1,0,0,1,1,2
ROBORE,violencia  intrafamiliar,intrafamiliar/domestica,2009-01-01,0,0,0,0,0,0,0,0,2,0,0,0,2,0,2
RURRENABAQUE,violencia  intrafamiliar,intrafamiliar/domestica,2009-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
SACABA,violencia  intrafamiliar,intrafamiliar/domestica,2009-01-01,0,0,0,0,0,0,0,0,1,8,0,0,1,8,9
SAN BENITO,violencia  intrafamiliar,intrafamiliar/domestica,2009-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
SAN BUENA VENTURA,violencia  intrafamiliar,intrafamiliar/domestica,2009-01-01,0,0,0,0,0,0,0,0,2,0,0,0,2,0,2
SAN CARLOS,violencia  intrafamiliar,intrafamiliar/domestica,2009-01-01,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2
SAN LUCAS,violencia  intrafamiliar,intrafamiliar/domestica,2009-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
SAN MATIAS,violencia  intrafamiliar,intrafamiliar/domestica,2009-01-01,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2
SANTA ANA,violencia  intrafamiliar,intrafamiliar/domestica,2009-01-01,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2
SANTA CRUZ DE LA SIERRA,violencia  intrafamiliar,intrafamiliar/domestica,2009-01-01,0,0,0,0,1,0,1,1,0,4,0,0,2,5,7
SANTA ROSA DEL SARA,violencia  intrafamiliar,intrafamiliar/domestica,2009-01-01,0,0,0,0,0,0,0,1,0,1,0,0,0,2,2
SICA SICA (VILLA AROMA),violencia  intrafamiliar,intrafamiliar/domestica,2009-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
SIPE SIPE,violencia  intrafamiliar,intrafamiliar/domestica,2009-01-01,0,0,0,1,1,1,0,0,2,3,0,0,3,5,8
SORATA,violencia  intrafamiliar,intrafamiliar/domestica,2009-01-01,0,0,0,0,0,0,1,0,0,1,0,0,1,1,2
SUCRE,violencia  intrafamiliar,intrafamiliar/domestica,2009-01-01,0,0,0,0,0,1,0,0,0,1,0,0,0,2,2
TARABUCO,violencia  intrafamiliar,intrafamiliar/domestica,2009-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
TARIJA,violencia  intrafamiliar,intrafamiliar/domestica,2009-01-01,0,0,0,0,0,2,0,0,0,1,0,0,0,3,3
TIAWANACU,violencia  intrafamiliar,intrafamiliar/domestica,2009-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
TIPUANI,violencia  intrafamiliar,intrafamiliar/domestica,2009-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
TIRAQUE (CBBA),violencia  intrafamiliar,intrafamiliar/domestica,2009-01-01,0,0,0,0,0,0,0,15,0,7,0,0,0,22,22
TITO YUPANQUI (PARQUIPUJIO),violencia  intrafamiliar,intrafamiliar/domestica,2009-01-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
TOTORA(ORR),violencia  intrafamiliar,intrafamiliar/domestica,2009-01-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
TUPIZA,violencia  intrafamiliar,intrafamiliar/domestica,2009-01-01,0,0,0,0,0,0,0,0,2,3,0,0,2,3,5
TURCO,violencia  intrafamiliar,intrafamiliar/domestica,2009-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
UNCIA,violencia  intrafamiliar,intrafamiliar/domestica,2009-01-01,0,0,0,0,0,0,0,1,0,1,0,0,0,2,2
VACAS,violencia  intrafamiliar,intrafamiliar/domestica,2009-01-01,0,0,0,0,0,0,1,0,0,4,0,0,1,4,5
VALLEGRANDE,violencia  intrafamiliar,intrafamiliar/domestica,2009-01-01,0,0,0,0,0,0,2,0,0,0,0,0,2,0,2
VILA VILA,violencia  intrafamiliar,intrafamiliar/domestica,2009-01-01,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2
VILLA MONTES,violencia  intrafamiliar,intrafamiliar/domestica,2009-01-01,0,0,0,0,0,0,0,0,4,1,0,0,4,1,5
VILLA TUNARI,violencia  intrafamiliar,intrafamiliar/domestica,2009-01-01,0,0,0,0,0,0,0,1,1,5,0,0,1,6,7
VILLA VACA GUZMAN (MUYUPAMPA),violencia  intrafamiliar,intrafamiliar/domestica,2009-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
VILLAZON,violencia  intrafamiliar,intrafamiliar/domestica,2009-01-01,0,0,0,0,0,0,1,0,0,4,0,0,1,4,5
YUNCHARA,violencia  intrafamiliar,intrafamiliar/domestica,2009-01-01,0,0,0,0,0,0,0,0,1,1,0,0,1,1,2
ZUDAÑEZ,violencia  intrafamiliar,intrafamiliar/domestica,2009-01-01,0,0,0,0,0,0,0,1,1,0,0,0,1,1,2
ACHACACHI,violencia  intrafamiliar,intrafamiliar/domestica,2009-02-01,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2
ANCORAIMES,violencia  intrafamiliar,intrafamiliar/domestica,2009-02-01,0,0,0,0,0,0,0,0,1,3,0,0,1,3,4
ANDAMARCA,violencia  intrafamiliar,intrafamiliar/domestica,2009-02-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
ARANI,violencia  intrafamiliar,intrafamiliar/domestica,2009-02-01,0,0,0,0,0,0,0,1,0,2,0,0,0,3,3
ARQUE,violencia  intrafamiliar,intrafamiliar/domestica,2009-02-01,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2
ATOCHA,violencia  intrafamiliar,intrafamiliar/domestica,2009-02-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
AYOPAYA (V. DE INDEPENDENCIA),violencia  intrafamiliar,intrafamiliar/domestica,2009-02-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
BERMEJO,violencia  intrafamiliar,intrafamiliar/domestica,2009-02-01,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3
BETANZOS,violencia  intrafamiliar,intrafamiliar/domestica,2009-02-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
"CAIZA ""D""",violencia  intrafamiliar,intrafamiliar/domestica,2009-02-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
CAJUATA,violencia  intrafamiliar,intrafamiliar/domestica,2009-02-01,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
CALAMARCA,violencia  intrafamiliar,intrafamiliar/domestica,2009-02-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
CAMARGO,violencia  intrafamiliar,intrafamiliar/domestica,2009-02-01,0,0,0,0,0,0,0,0,1,4,0,1,1,5,6
CAMIRI,violencia  intrafamiliar,intrafamiliar/domestica,2009-02-01,0,0,0,0,0,0,0,1,1,1,0,0,1,2,3
CARACOLLO,violencia  intrafamiliar,intrafamiliar/domestica,2009-02-01,0,0,0,0,0,0,0,1,0,2,0,0,0,3,3
CARANAVI,violencia  intrafamiliar,intrafamiliar/domestica,2009-02-01,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2
CARAPARI,violencia  intrafamiliar,intrafamiliar/domestica,2009-02-01,0,0,0,0,0,0,0,0,1,2,0,0,1,2,3
CARMEN RIVERO TORREZ,violencia  intrafamiliar,intrafamiliar/domestica,2009-02-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
CHALLAPATA,violencia  intrafamiliar,intrafamiliar/domestica,2009-02-01,0,0,0,0,0,0,1,0,1,1,0,0,2,1,3
CHULUMANI (V. DE LA LIBERTAD),violencia  intrafamiliar,intrafamiliar/domestica,2009-02-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
CLIZA,violencia  intrafamiliar,intrafamiliar/domestica,2009-02-01,0,0,0,0,0,0,0,1,0,9,0,0,0,10,10
COCHABAMBA,violencia  intrafamiliar,intrafamiliar/domestica,2009-02-01,0,0,0,0,1,0,0,2,0,5,0,0,1,7,8
COLCAPIRHUA,violencia  intrafamiliar,intrafamiliar/domestica,2009-02-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
COLOMI,violencia  intrafamiliar,intrafamiliar/domestica,2009-02-01,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3
COLQUECHACA,violencia  intrafamiliar,intrafamiliar/domestica,2009-02-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
COLQUENCHA,violencia  intrafamiliar,intrafamiliar/domestica,2009-02-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
COMARAPA,violencia  intrafamiliar,intrafamiliar/domestica,2009-02-01,0,0,0,0,0,0,0,1,0,1,0,0,0,2,2
CONCEPCION,violencia  intrafamiliar,intrafamiliar/domestica,2009-02-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
COPACABANA,violencia  intrafamiliar,intrafamiliar/domestica,2009-02-01,0,0,0,0,0,0,0,0,1,1,0,0,1,1,2
CORIPATA,violencia  intrafamiliar,intrafamiliar/domestica,2009-02-01,0,0,0,0,0,0,0,0,1,2,0,0,1,2,3
COROICO,violencia  intrafamiliar,intrafamiliar/domestica,2009-02-01,0,0,0,0,0,0,0,0,1,3,0,0,1,3,4
CORQUE,violencia  intrafamiliar,intrafamiliar/domestica,2009-02-01,0,0,0,0,0,0,0,0,1,2,0,2,1,4,5
CURAHUARA DE CARANGAS,violencia  intrafamiliar,intrafamiliar/domestica,2009-02-01,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3
EL ALTO,violencia  intrafamiliar,intrafamiliar/domestica,2009-02-01,1,3,0,0,1,0,2,25,2,71,1,0,7,99,106
ENTRE RIOS,violencia  intrafamiliar,intrafamiliar/domestica,2009-02-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
GUANAY,violencia  intrafamiliar,intrafamiliar/domestica,2009-02-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
GUAYARAMERIN,violencia  intrafamiliar,intrafamiliar/domestica,2009-02-01,0,0,0,0,1,2,0,1,0,0,0,0,1,3,4
HUACARETA,violencia  intrafamiliar,intrafamiliar/domestica,2009-02-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
HUANUNI,violencia  intrafamiliar,intrafamiliar/domestica,2009-02-01,0,0,0,0,0,0,0,0,0,9,0,0,0,9,9
ICLA,violencia  intrafamiliar,intrafamiliar/domestica,2009-02-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
INCAHUASI,violencia  intrafamiliar,intrafamiliar/domestica,2009-02-01,0,0,0,0,0,0,0,0,0,1,0,1,0,2,2
INQUISIVI,violencia  intrafamiliar,intrafamiliar/domestica,2009-02-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
IRUPANA (VILLA DE LANZA),violencia  intrafamiliar,intrafamiliar/domestica,2009-02-01,0,0,0,0,0,0,0,1,0,1,0,0,0,2,2
JESUS DE MACHACA,violencia  intrafamiliar,intrafamiliar/domestica,2009-02-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
LA GUARDIA,violencia  intrafamiliar,intrafamiliar/domestica,2009-02-01,0,0,0,0,0,0,0,1,0,4,0,0,0,5,5
LA PAZ,violencia  intrafamiliar,intrafamiliar/domestica,2009-02-01,0,0,1,0,1,2,0,6,4,25,1,3,7,36,43
LLALLAGUA,violencia  intrafamiliar,intrafamiliar/domestica,2009-02-01,0,0,0,0,0,0,0,0,2,6,0,0,2,6,8
LLICA,violencia  intrafamiliar,intrafamiliar/domestica,2009-02-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
LURIBAY,violencia  intrafamiliar,intrafamiliar/domestica,2009-02-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
MAGDALENA,violencia  intrafamiliar,intrafamiliar/domestica,2009-02-01,0,0,0,0,0,0,0,0,0,7,0,0,0,7,7
MAPIRI,violencia  intrafamiliar,intrafamiliar/domestica,2009-02-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
MECAPACA,violencia  intrafamiliar,intrafamiliar/domestica,2009-02-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
MINEROS,violencia  intrafamiliar,intrafamiliar/domestica,2009-02-01,0,0,0,0,1,0,0,1,0,0,0,0,1,1,2
MIZQUE,violencia  intrafamiliar,intrafamiliar/domestica,2009-02-01,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3
MOJOCOYA,violencia  intrafamiliar,intrafamiliar/domestica,2009-02-01,0,0,0,0,0,0,0,0,1,1,0,0,1,1,2
MONTEAGUDO,violencia  intrafamiliar,intrafamiliar/domestica,2009-02-01,0,0,0,0,0,0,0,0,3,5,0,0,3,5,8
MONTERO,violencia  intrafamiliar,intrafamiliar/domestica,2009-02-01,0,0,0,0,0,0,0,1,1,2,0,0,1,3,4
MOROCHATA,violencia  intrafamiliar,intrafamiliar/domestica,2009-02-01,0,0,0,0,1,0,0,1,1,1,0,0,2,2,4
OCURI,violencia  intrafamiliar,intrafamiliar/domestica,2009-02-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
OMEREQUE,violencia  intrafamiliar,intrafamiliar/domestica,2009-02-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
ORURO,violencia  intrafamiliar,intrafamiliar/domestica,2009-02-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
PADCAYA,violencia  intrafamiliar,intrafamiliar/domestica,2009-02-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
PAILON,violencia  intrafamiliar,intrafamiliar/domestica,2009-02-01,0,0,0,0,0,1,0,0,4,1,0,0,4,2,6
PALOS BLANCOS,violencia  intrafamiliar,intrafamiliar/domestica,2009-02-01,0,0,0,0,0,0,0,0,0,5,0,0,0,5,5
PAZÑA,violencia  intrafamiliar,intrafamiliar/domestica,2009-02-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
POJO (CBBA),violencia  intrafamiliar,intrafamiliar/domestica,2009-02-01,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
PORTACHUELO,violencia  intrafamiliar,intrafamiliar/domestica,2009-02-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
POTOSI,violencia  intrafamiliar,intrafamiliar/domestica,2009-02-01,0,0,0,0,0,0,0,0,0,5,0,0,0,5,5
PUCARANI,violencia  intrafamiliar,intrafamiliar/domestica,2009-02-01,0,0,0,0,0,0,0,0,0,2,1,0,1,2,3
PUERTO ACOSTA,violencia  intrafamiliar,intrafamiliar/domestica,2009-02-01,0,0,0,0,0,0,0,0,1,2,0,0,1,2,3
PUERTO QUIJARRO,violencia  intrafamiliar,intrafamiliar/domestica,2009-02-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
PUERTO SUAREZ,violencia  intrafamiliar,intrafamiliar/domestica,2009-02-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
PUNATA,violencia  intrafamiliar,intrafamiliar/domestica,2009-02-01,0,0,0,0,0,0,0,0,0,7,0,0,0,7,7
QUILLACOLLO,violencia  intrafamiliar,intrafamiliar/domestica,2009-02-01,0,0,0,0,0,1,1,0,0,44,0,1,1,46,47
RURRENABAQUE,violencia  intrafamiliar,intrafamiliar/domestica,2009-02-01,1,0,0,0,0,0,0,1,0,0,0,0,1,1,2
SABAYA,violencia  intrafamiliar,intrafamiliar/domestica,2009-02-01,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2
SACABA,violencia  intrafamiliar,intrafamiliar/domestica,2009-02-01,0,0,0,0,0,0,1,0,4,10,0,0,5,10,15
SACACA,violencia  intrafamiliar,intrafamiliar/domestica,2009-02-01,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2
SAMAIPATA,violencia  intrafamiliar,intrafamiliar/domestica,2009-02-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
SAN BENITO,violencia  intrafamiliar,intrafamiliar/domestica,2009-02-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
SAN BUENA VENTURA,violencia  intrafamiliar,intrafamiliar/domestica,2009-02-01,0,0,0,0,1,0,0,2,0,1,0,0,1,3,4
SAN CARLOS,violencia  intrafamiliar,intrafamiliar/domestica,2009-02-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
SAN IGNACIO DE VELASCO,violencia  intrafamiliar,intrafamiliar/domestica,2009-02-01,0,0,0,0,0,1,1,1,0,1,0,0,1,3,4
SAN JUAN DE YAPACANI,violencia  intrafamiliar,intrafamiliar/domestica,2009-02-01,0,0,0,0,0,0,0,1,0,1,0,0,0,2,2
SAN PEDRO,violencia  intrafamiliar,intrafamiliar/domestica,2009-02-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
SAN PEDRO(PND),violencia  intrafamiliar,intrafamiliar/domestica,2009-02-01,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
SANTA ANA,violencia  intrafamiliar,intrafamiliar/domestica,2009-02-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
SANTA CRUZ DE LA SIERRA,violencia  intrafamiliar,intrafamiliar/domestica,2009-02-01,0,0,0,0,0,0,0,1,0,0,0,1,0,2,2
SANTA ROSA,violencia  intrafamiliar,intrafamiliar/domestica,2009-02-01,0,0,0,0,0,0,0,1,0,2,0,0,0,3,3
SANTA ROSA DEL SARA,violencia  intrafamiliar,intrafamiliar/domestica,2009-02-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
SICA SICA (VILLA AROMA),violencia  intrafamiliar,intrafamiliar/domestica,2009-02-01,0,0,0,0,0,0,0,1,0,2,0,1,0,4,4
SIPE SIPE,violencia  intrafamiliar,intrafamiliar/domestica,2009-02-01,0,0,0,0,0,0,0,2,0,6,0,1,0,9,9
SOPACHUY,violencia  intrafamiliar,intrafamiliar/domestica,2009-02-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
SORATA,violencia  intrafamiliar,intrafamiliar/domestica,2009-02-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
SUCRE,violencia  intrafamiliar,intrafamiliar/domestica,2009-02-01,2,0,0,0,0,0,0,0,0,2,0,0,2,2,4
TARATA,violencia  intrafamiliar,intrafamiliar/domestica,2009-02-01,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2
TARIJA,violencia  intrafamiliar,intrafamiliar/domestica,2009-02-01,0,0,3,0,0,0,1,0,0,2,0,0,4,2,6
TARVITA,violencia  intrafamiliar,intrafamiliar/domestica,2009-02-01,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2
