,group,variable,month,< de 1 año,< de 1 año,1 a 4 años,1 a 4 años,5 a 9 años,5 a 9 años,10 a 20 años,10 a 20 años,21 a 59 años,21 a 59 años,60 y más,60 y más,TOTALES,TOTALES,TOTALES
CUATRO CAÑADAS,"violencia, hechos de transito y accidentes",hechos de transito,2012-01-01,0,0,0,0,0,0,2,0,2,0,0,0,4,0,4
DESAGUADERO,"violencia, hechos de transito y accidentes",hechos de transito,2012-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
EL ALTO,"violencia, hechos de transito y accidentes",hechos de transito,2012-01-01,0,4,4,4,3,2,12,16,60,46,9,11,88,83,171
EL PUENTE(STC),"violencia, hechos de transito y accidentes",hechos de transito,2012-01-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
EL PUENTE(TJA),"violencia, hechos de transito y accidentes",hechos de transito,2012-01-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
EL TORNO,"violencia, hechos de transito y accidentes",hechos de transito,2012-01-01,0,0,0,0,0,0,2,0,3,1,0,0,5,1,6
ENTRE RIOS TRJ,"violencia, hechos de transito y accidentes",hechos de transito,2012-01-01,0,0,0,0,0,0,0,0,5,0,0,0,5,0,5
ENTRE RIOS CBBA,"violencia, hechos de transito y accidentes",hechos de transito,2012-01-01,0,0,0,0,0,2,5,1,4,0,0,0,9,3,12
ESCOMA,"violencia, hechos de transito y accidentes",hechos de transito,2012-01-01,0,0,0,0,1,1,0,4,5,4,0,0,6,9,15
EUCALIPTUS,"violencia, hechos de transito y accidentes",hechos de transito,2012-01-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
EUREKA (SANTOS MERCADO),"violencia, hechos de transito y accidentes",hechos de transito,2012-01-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
FERNANDEZ ALONSO,"violencia, hechos de transito y accidentes",hechos de transito,2012-01-01,0,0,1,0,0,0,0,0,1,0,2,2,4,2,6
GENERAL SAAVEDRA,"violencia, hechos de transito y accidentes",hechos de transito,2012-01-01,0,0,0,0,0,0,0,0,1,1,0,0,1,1,2
HUANUNI,"violencia, hechos de transito y accidentes",hechos de transito,2012-01-01,0,0,0,0,0,1,0,1,11,4,0,0,11,6,17
IRUPANA (VILLA DE LANZA),"violencia, hechos de transito y accidentes",hechos de transito,2012-01-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
JESUS DE MACHACA,"violencia, hechos de transito y accidentes",hechos de transito,2012-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
LA ASUNTA,"violencia, hechos de transito y accidentes",hechos de transito,2012-01-01,0,0,0,0,1,0,0,1,0,0,0,0,1,1,2
LA GUARDIA,"violencia, hechos de transito y accidentes",hechos de transito,2012-01-01,1,0,2,1,1,0,1,2,5,3,1,0,11,6,17
LA PAZ,"violencia, hechos de transito y accidentes",hechos de transito,2012-01-01,2,0,1,2,1,1,3,5,23,17,4,3,34,28,62
LAJA,"violencia, hechos de transito y accidentes",hechos de transito,2012-01-01,0,0,0,0,0,1,0,0,1,3,0,0,1,4,5
LLALLAGUA,"violencia, hechos de transito y accidentes",hechos de transito,2012-01-01,0,0,0,0,0,0,0,2,4,1,0,0,4,3,7
MAIRANA,"violencia, hechos de transito y accidentes",hechos de transito,2012-01-01,0,0,0,0,0,0,1,0,4,0,0,0,5,0,5
MAPIRI,"violencia, hechos de transito y accidentes",hechos de transito,2012-01-01,0,0,0,0,0,0,2,1,0,0,0,0,2,1,3
MINEROS,"violencia, hechos de transito y accidentes",hechos de transito,2012-01-01,0,0,0,0,0,0,4,1,7,3,0,0,11,4,15
MONTEAGUDO,"violencia, hechos de transito y accidentes",hechos de transito,2012-01-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
MONTERO,"violencia, hechos de transito y accidentes",hechos de transito,2012-01-01,0,0,3,0,2,8,18,13,28,14,0,0,51,35,86
ORURO,"violencia, hechos de transito y accidentes",hechos de transito,2012-01-01,0,0,0,0,0,0,1,2,12,6,6,0,19,8,27
PAMPA GRANDE,"violencia, hechos de transito y accidentes",hechos de transito,2012-01-01,0,0,0,0,0,0,2,0,0,0,0,0,2,0,2
PATACAMAYA,"violencia, hechos de transito y accidentes",hechos de transito,2012-01-01,0,0,2,0,0,0,2,0,4,3,2,1,10,4,14
PAZÑA,"violencia, hechos de transito y accidentes",hechos de transito,2012-01-01,0,0,0,0,0,0,0,0,1,1,0,0,1,1,2
POCONA,"violencia, hechos de transito y accidentes",hechos de transito,2012-01-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
PORTACHUELO,"violencia, hechos de transito y accidentes",hechos de transito,2012-01-01,0,0,0,0,0,0,1,1,7,2,0,0,8,3,11
PUERTO QUIJARRO,"violencia, hechos de transito y accidentes",hechos de transito,2012-01-01,0,0,1,0,0,1,0,0,0,0,0,0,1,1,2
PUERTO SUAREZ,"violencia, hechos de transito y accidentes",hechos de transito,2012-01-01,0,0,1,0,2,3,1,4,17,3,0,0,21,10,31
PUERTO VILLARROEL,"violencia, hechos de transito y accidentes",hechos de transito,2012-01-01,0,0,0,0,0,0,2,1,2,0,1,0,5,1,6
PUNA,"violencia, hechos de transito y accidentes",hechos de transito,2012-01-01,0,0,0,0,0,0,0,0,0,2,2,0,2,2,4
QUILLACOLLO,"violencia, hechos de transito y accidentes",hechos de transito,2012-01-01,0,0,0,0,0,0,0,1,1,5,0,2,1,8,9
RIBERALTA,"violencia, hechos de transito y accidentes",hechos de transito,2012-01-01,0,0,2,1,3,2,9,1,11,5,3,5,28,14,42
ROBORE,"violencia, hechos de transito y accidentes",hechos de transito,2012-01-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
RURRENABAQUE,"violencia, hechos de transito y accidentes",hechos de transito,2012-01-01,0,0,0,0,0,0,2,1,0,0,0,0,2,1,3
SACABA,"violencia, hechos de transito y accidentes",hechos de transito,2012-01-01,0,0,0,0,0,0,1,0,6,4,0,0,7,4,11
SAMAIPATA,"violencia, hechos de transito y accidentes",hechos de transito,2012-01-01,0,0,0,0,0,0,0,1,1,0,0,0,1,1,2
SAN BENITO,"violencia, hechos de transito y accidentes",hechos de transito,2012-01-01,0,0,0,0,0,0,0,0,3,2,0,0,3,2,5
SAN BORJA,"violencia, hechos de transito y accidentes",hechos de transito,2012-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
SAN IGNACIO,"violencia, hechos de transito y accidentes",hechos de transito,2012-01-01,0,0,0,1,0,0,1,1,2,1,0,0,3,3,6
SAN IGNACIO DE VELASCO,"violencia, hechos de transito y accidentes",hechos de transito,2012-01-01,0,0,0,0,0,1,3,4,6,3,1,0,10,8,18
SAN JULIAN,"violencia, hechos de transito y accidentes",hechos de transito,2012-01-01,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3
SAN MATIAS,"violencia, hechos de transito y accidentes",hechos de transito,2012-01-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
SAN MIGUEL DE VELASCO,"violencia, hechos de transito y accidentes",hechos de transito,2012-01-01,0,0,0,0,0,0,0,0,2,2,0,0,2,2,4
SAN PEDRO,"violencia, hechos de transito y accidentes",hechos de transito,2012-01-01,0,0,0,0,0,0,1,1,2,1,0,0,3,2,5
SANTA ANA,"violencia, hechos de transito y accidentes",hechos de transito,2012-01-01,0,0,0,0,0,0,0,0,2,0,0,0,2,0,2
SANTA CRUZ DE LA SIERRA,"violencia, hechos de transito y accidentes",hechos de transito,2012-01-01,0,0,2,2,5,8,40,21,120,44,15,2,182,77,259
SANTA ROSA DEL SARA,"violencia, hechos de transito y accidentes",hechos de transito,2012-01-01,0,0,0,0,0,1,0,1,2,1,0,0,2,3,5
SANTIAGO DE CALLAPA,"violencia, hechos de transito y accidentes",hechos de transito,2012-01-01,0,0,0,0,0,0,0,0,0,1,0,1,0,2,2
SAPAHAQUI,"violencia, hechos de transito y accidentes",hechos de transito,2012-01-01,0,0,0,0,0,0,0,0,1,1,0,0,1,1,2
SHINAOTA,"violencia, hechos de transito y accidentes",hechos de transito,2012-01-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
SICA SICA (VILLA AROMA),"violencia, hechos de transito y accidentes",hechos de transito,2012-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
SORACACHI,"violencia, hechos de transito y accidentes",hechos de transito,2012-01-01,0,0,0,0,0,1,0,0,2,3,1,0,3,4,7
SORATA,"violencia, hechos de transito y accidentes",hechos de transito,2012-01-01,0,0,0,0,0,0,0,2,1,1,0,0,1,3,4
SUCRE,"violencia, hechos de transito y accidentes",hechos de transito,2012-01-01,0,0,2,2,6,3,7,8,15,4,4,0,34,17,51
TAPACARI,"violencia, hechos de transito y accidentes",hechos de transito,2012-01-01,0,0,0,0,0,0,0,0,2,2,0,0,2,2,4
TARIJA,"violencia, hechos de transito y accidentes",hechos de transito,2012-01-01,0,0,1,0,1,3,13,4,49,34,9,1,73,42,115
TIPUANI,"violencia, hechos de transito y accidentes",hechos de transito,2012-01-01,0,0,2,0,0,0,0,0,0,0,0,0,2,0,2
TIQUIPAYA,"violencia, hechos de transito y accidentes",hechos de transito,2012-01-01,0,0,0,0,0,0,2,0,0,0,0,0,2,0,2
TOLATA,"violencia, hechos de transito y accidentes",hechos de transito,2012-01-01,0,0,0,0,1,0,0,1,2,0,0,0,3,1,4
TOLEDO,"violencia, hechos de transito y accidentes",hechos de transito,2012-01-01,0,0,0,0,0,0,0,0,5,0,0,0,5,0,5
TUPIZA,"violencia, hechos de transito y accidentes",hechos de transito,2012-01-01,0,0,1,0,0,0,1,1,6,4,0,0,8,5,13
TURCO,"violencia, hechos de transito y accidentes",hechos de transito,2012-01-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
VALLEGRANDE,"violencia, hechos de transito y accidentes",hechos de transito,2012-01-01,0,0,0,0,0,0,1,1,3,0,0,0,4,1,5
VILLA TUNARI,"violencia, hechos de transito y accidentes",hechos de transito,2012-01-01,0,0,0,0,1,0,0,2,6,4,1,0,8,6,14
VILLA VACA GUZMAN (MUYUPAMPA),"violencia, hechos de transito y accidentes",hechos de transito,2012-01-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
WARNES,"violencia, hechos de transito y accidentes",hechos de transito,2012-01-01,0,0,0,1,0,0,4,3,12,4,2,0,18,8,26
YAPACANI,"violencia, hechos de transito y accidentes",hechos de transito,2012-01-01,0,0,1,0,1,0,4,3,6,3,0,0,12,6,18
YOTALA,"violencia, hechos de transito y accidentes",hechos de transito,2012-01-01,0,0,0,0,0,0,0,0,1,2,2,1,3,3,6
ZUDAÑEZ,"violencia, hechos de transito y accidentes",hechos de transito,2012-01-01,0,0,0,0,1,0,0,0,1,2,0,0,2,2,4
ACHACACHI,"violencia, hechos de transito y accidentes",hechos de transito,2012-02-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
ANCORAIMES,"violencia, hechos de transito y accidentes",hechos de transito,2012-02-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
ASCENCION DE GUARAYOS,"violencia, hechos de transito y accidentes",hechos de transito,2012-02-01,0,0,0,1,0,0,2,2,11,8,0,1,13,12,25
BERMEJO,"violencia, hechos de transito y accidentes",hechos de transito,2012-02-01,0,0,1,0,0,2,9,4,12,6,0,0,22,12,34
CABEZAS,"violencia, hechos de transito y accidentes",hechos de transito,2012-02-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
CAJUATA,"violencia, hechos de transito y accidentes",hechos de transito,2012-02-01,0,0,0,0,0,0,2,4,5,3,0,0,7,7,14
CALAMARCA,"violencia, hechos de transito y accidentes",hechos de transito,2012-02-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
CAMIRI,"violencia, hechos de transito y accidentes",hechos de transito,2012-02-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
CARAPARI,"violencia, hechos de transito y accidentes",hechos de transito,2012-02-01,0,0,0,0,1,0,0,0,1,0,0,0,2,0,2
CHALLAPATA,"violencia, hechos de transito y accidentes",hechos de transito,2012-02-01,0,0,1,1,0,0,2,0,2,1,1,0,6,2,8
CHAYANTA,"violencia, hechos de transito y accidentes",hechos de transito,2012-02-01,0,0,0,0,2,0,0,0,2,5,0,0,4,5,9
CHIMORE,"violencia, hechos de transito y accidentes",hechos de transito,2012-02-01,0,0,0,0,3,0,2,1,7,0,0,0,12,1,13
CHULUMANI (V. DE LA LIBERTAD),"violencia, hechos de transito y accidentes",hechos de transito,2012-02-01,0,0,0,0,0,0,2,0,3,2,0,0,5,2,7
CHUQUIHUTA AYLLU JUCUMANI,"violencia, hechos de transito y accidentes",hechos de transito,2012-02-01,1,0,0,0,0,0,0,0,2,2,0,0,3,2,5
COBIJA,"violencia, hechos de transito y accidentes",hechos de transito,2012-02-01,0,0,0,0,0,0,7,0,9,2,0,0,16,2,18
COCHABAMBA,"violencia, hechos de transito y accidentes",hechos de transito,2012-02-01,0,0,2,1,4,0,4,7,33,11,3,2,46,21,67
COLOMI,"violencia, hechos de transito y accidentes",hechos de transito,2012-02-01,0,0,0,0,1,0,5,2,7,6,4,0,17,8,25
COLQUECHACA,"violencia, hechos de transito y accidentes",hechos de transito,2012-02-01,0,0,0,0,0,1,1,2,8,3,0,3,9,9,18
COMARAPA,"violencia, hechos de transito y accidentes",hechos de transito,2012-02-01,0,1,0,0,0,1,2,0,6,5,0,0,8,7,15
CONCEPCION,"violencia, hechos de transito y accidentes",hechos de transito,2012-02-01,0,0,0,0,0,0,1,0,1,0,0,1,2,1,3
COTAGAITA,"violencia, hechos de transito y accidentes",hechos de transito,2012-02-01,0,0,0,0,0,0,0,0,3,1,0,0,3,1,4
COTOCA,"violencia, hechos de transito y accidentes",hechos de transito,2012-02-01,0,0,1,0,0,1,1,0,5,11,0,0,7,12,19
CUATRO CAÑADAS,"violencia, hechos de transito y accidentes",hechos de transito,2012-02-01,0,0,0,1,0,1,1,3,3,3,0,0,4,8,12
DESAGUADERO,"violencia, hechos de transito y accidentes",hechos de transito,2012-02-01,0,0,0,0,0,0,2,0,1,0,0,0,3,0,3
EL ALTO,"violencia, hechos de transito y accidentes",hechos de transito,2012-02-01,1,2,7,8,4,11,20,29,109,91,18,11,159,152,311
EL PUENTE(STC),"violencia, hechos de transito y accidentes",hechos de transito,2012-02-01,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
EL TORNO,"violencia, hechos de transito y accidentes",hechos de transito,2012-02-01,0,0,0,0,0,0,2,1,4,0,0,0,6,1,7
ENTRE RIOS TRJ,"violencia, hechos de transito y accidentes",hechos de transito,2012-02-01,0,0,0,0,0,0,1,0,4,1,0,0,5,1,6
ENTRE RIOS CBBA,"violencia, hechos de transito y accidentes",hechos de transito,2012-02-01,0,0,0,0,0,1,5,1,15,3,2,0,22,5,27
ESCOMA,"violencia, hechos de transito y accidentes",hechos de transito,2012-02-01,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
GUAYARAMERIN,"violencia, hechos de transito y accidentes",hechos de transito,2012-02-01,0,0,0,0,0,0,2,0,0,0,0,0,2,0,2
HUACHACALLA,"violencia, hechos de transito y accidentes",hechos de transito,2012-02-01,0,0,0,0,0,0,0,1,2,5,0,0,2,6,8
HUANUNI,"violencia, hechos de transito y accidentes",hechos de transito,2012-02-01,0,0,1,0,1,2,2,1,5,0,0,0,9,3,12
IRUPANA (VILLA DE LANZA),"violencia, hechos de transito y accidentes",hechos de transito,2012-02-01,0,0,1,0,0,0,0,1,4,6,6,1,11,8,19
LA GUARDIA,"violencia, hechos de transito y accidentes",hechos de transito,2012-02-01,0,0,1,1,1,0,4,2,4,1,0,1,10,5,15
LA PAZ,"violencia, hechos de transito y accidentes",hechos de transito,2012-02-01,1,0,2,0,0,3,12,4,12,7,5,3,32,17,49
LAJA,"violencia, hechos de transito y accidentes",hechos de transito,2012-02-01,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2
LLALLAGUA,"violencia, hechos de transito y accidentes",hechos de transito,2012-02-01,1,0,1,0,4,0,1,1,4,8,0,0,11,9,20
MAIRANA,"violencia, hechos de transito y accidentes",hechos de transito,2012-02-01,0,0,1,1,2,0,5,0,11,4,0,0,19,5,24
MAPIRI,"violencia, hechos de transito y accidentes",hechos de transito,2012-02-01,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
MINEROS,"violencia, hechos de transito y accidentes",hechos de transito,2012-02-01,0,0,0,0,1,1,0,2,11,1,2,0,14,4,18
MONTEAGUDO,"violencia, hechos de transito y accidentes",hechos de transito,2012-02-01,0,0,0,0,0,0,0,0,1,1,0,0,1,1,2
MONTERO,"violencia, hechos de transito y accidentes",hechos de transito,2012-02-01,0,0,1,0,3,1,15,9,34,10,4,2,57,22,79
MOROCHATA,"violencia, hechos de transito y accidentes",hechos de transito,2012-02-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
ORURO,"violencia, hechos de transito y accidentes",hechos de transito,2012-02-01,0,1,2,1,1,2,2,9,17,2,0,2,22,17,39
PADCAYA,"violencia, hechos de transito y accidentes",hechos de transito,2012-02-01,0,0,0,0,0,0,0,0,2,5,0,1,2,6,8
PADILLA,"violencia, hechos de transito y accidentes",hechos de transito,2012-02-01,0,0,0,0,1,0,5,4,9,5,0,0,15,9,24
PALOS BLANCOS,"violencia, hechos de transito y accidentes",hechos de transito,2012-02-01,0,0,2,0,1,0,1,0,0,1,0,0,4,1,5
PATACAMAYA,"violencia, hechos de transito y accidentes",hechos de transito,2012-02-01,0,1,1,0,4,0,6,2,16,30,26,5,53,38,91
PAZÑA,"violencia, hechos de transito y accidentes",hechos de transito,2012-02-01,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
PELECHUCO,"violencia, hechos de transito y accidentes",hechos de transito,2012-02-01,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3
PORTACHUELO,"violencia, hechos de transito y accidentes",hechos de transito,2012-02-01,0,0,0,0,0,0,5,0,7,0,0,0,12,0,12
PUERTO SUAREZ,"violencia, hechos de transito y accidentes",hechos de transito,2012-02-01,0,0,0,0,1,0,2,1,13,6,0,0,16,7,23
PUERTO VILLARROEL,"violencia, hechos de transito y accidentes",hechos de transito,2012-02-01,0,0,0,0,0,0,2,1,2,1,0,0,4,2,6
PUNATA,"violencia, hechos de transito y accidentes",hechos de transito,2012-02-01,0,0,0,0,0,0,3,4,2,2,0,0,5,6,11
QUIME,"violencia, hechos de transito y accidentes",hechos de transito,2012-02-01,0,0,0,0,0,0,1,0,2,0,0,0,3,0,3
RIBERALTA,"violencia, hechos de transito y accidentes",hechos de transito,2012-02-01,0,0,1,2,4,4,11,8,13,16,6,1,35,31,66
ROBORE,"violencia, hechos de transito y accidentes",hechos de transito,2012-02-01,0,0,0,0,0,0,0,1,4,0,0,0,4,1,5
RURRENABAQUE,"violencia, hechos de transito y accidentes",hechos de transito,2012-02-01,1,2,0,0,1,0,4,0,3,3,0,0,9,5,14
SACABA,"violencia, hechos de transito y accidentes",hechos de transito,2012-02-01,0,0,2,0,1,0,4,3,9,3,1,0,17,6,23
SAMAIPATA,"violencia, hechos de transito y accidentes",hechos de transito,2012-02-01,0,1,0,0,0,0,2,0,1,2,0,0,3,3,6
SAN BENITO,"violencia, hechos de transito y accidentes",hechos de transito,2012-02-01,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
SAN BORJA,"violencia, hechos de transito y accidentes",hechos de transito,2012-02-01,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
SAN CARLOS,"violencia, hechos de transito y accidentes",hechos de transito,2012-02-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
SAN IGNACIO,"violencia, hechos de transito y accidentes",hechos de transito,2012-02-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
SAN IGNACIO DE VELASCO,"violencia, hechos de transito y accidentes",hechos de transito,2012-02-01,0,0,1,0,2,0,5,1,8,7,0,0,16,8,24
SAN JUAN DE YAPACANI,"violencia, hechos de transito y accidentes",hechos de transito,2012-02-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
SAN JULIAN,"violencia, hechos de transito y accidentes",hechos de transito,2012-02-01,0,0,0,0,0,0,0,1,5,1,0,0,5,2,7
SAN LUCAS,"violencia, hechos de transito y accidentes",hechos de transito,2012-02-01,0,0,0,0,1,0,1,3,7,10,2,0,11,13,24
SAN MATIAS,"violencia, hechos de transito y accidentes",hechos de transito,2012-02-01,0,0,0,0,0,0,0,0,1,1,0,0,1,1,2
SAN MIGUEL DE VELASCO,"violencia, hechos de transito y accidentes",hechos de transito,2012-02-01,0,0,0,0,0,0,0,1,2,1,0,0,2,2,4
SAN PEDRO,"violencia, hechos de transito y accidentes",hechos de transito,2012-02-01,0,0,0,0,0,0,1,2,8,5,0,1,9,8,17
SANTA ANA,"violencia, hechos de transito y accidentes",hechos de transito,2012-02-01,0,0,0,0,0,0,4,0,0,0,0,0,4,0,4
SANTA CRUZ DE LA SIERRA,"violencia, hechos de transito y accidentes",hechos de transito,2012-02-01,0,0,2,2,7,13,64,33,177,62,11,9,261,119,380
SANTA ROSA DEL SARA,"violencia, hechos de transito y accidentes",hechos de transito,2012-02-01,0,0,0,0,0,0,0,2,1,0,1,0,2,2,4
SANTUARIO DE QUILLACAS,"violencia, hechos de transito y accidentes",hechos de transito,2012-02-01,0,0,0,0,0,0,0,0,2,1,0,0,2,1,3
SUCRE,"violencia, hechos de transito y accidentes",hechos de transito,2012-02-01,0,0,4,5,7,3,4,8,13,13,1,3,29,32,61
TARABUCO,"violencia, hechos de transito y accidentes",hechos de transito,2012-02-01,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3
TARATA,"violencia, hechos de transito y accidentes",hechos de transito,2012-02-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
TARIJA,"violencia, hechos de transito y accidentes",hechos de transito,2012-02-01,0,0,1,1,3,2,21,10,43,23,4,1,72,37,109
TIAWANACU,"violencia, hechos de transito y accidentes",hechos de transito,2012-02-01,0,0,0,0,0,0,0,0,2,0,0,0,2,0,2
TIQUIPAYA,"violencia, hechos de transito y accidentes",hechos de transito,2012-02-01,0,0,0,0,0,1,0,0,0,1,1,0,1,2,3
TOLATA,"violencia, hechos de transito y accidentes",hechos de transito,2012-02-01,0,0,0,0,0,0,1,1,0,0,0,0,1,1,2
TOLEDO,"violencia, hechos de transito y accidentes",hechos de transito,2012-02-01,0,0,0,0,0,0,2,0,0,0,0,0,2,0,2
TORO TORO,"violencia, hechos de transito y accidentes",hechos de transito,2012-02-01,0,0,0,0,0,0,1,0,1,0,0,0,2,0,2
TOTORA(CBBA),"violencia, hechos de transito y accidentes",hechos de transito,2012-02-01,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
TRINIDAD,"violencia, hechos de transito y accidentes",hechos de transito,2012-02-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
TUPIZA,"violencia, hechos de transito y accidentes",hechos de transito,2012-02-01,0,0,1,2,1,3,2,4,14,12,1,1,19,22,41
UMALA,"violencia, hechos de transito y accidentes",hechos de transito,2012-02-01,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
URUBICHA,"violencia, hechos de transito y accidentes",hechos de transito,2012-02-01,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
VALLEGRANDE,"violencia, hechos de transito y accidentes",hechos de transito,2012-02-01,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
VILLA RIVERO,"violencia, hechos de transito y accidentes",hechos de transito,2012-02-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
VILLA SERRANO,"violencia, hechos de transito y accidentes",hechos de transito,2012-02-01,1,0,0,0,0,0,0,1,6,1,0,0,7,2,9
VILLA TUNARI,"violencia, hechos de transito y accidentes",hechos de transito,2012-02-01,0,0,0,2,1,4,6,5,14,5,1,0,22,16,38
VILLA VACA GUZMAN (MUYUPAMPA),"violencia, hechos de transito y accidentes",hechos de transito,2012-02-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
VILLAZON,"violencia, hechos de transito y accidentes",hechos de transito,2012-02-01,0,0,0,0,1,1,7,0,10,3,0,0,18,4,22
VINTO,"violencia, hechos de transito y accidentes",hechos de transito,2012-02-01,0,0,0,0,0,1,6,3,6,6,10,0,22,10,32
WARNES,"violencia, hechos de transito y accidentes",hechos de transito,2012-02-01,0,0,1,0,1,1,1,6,14,12,1,0,18,19,37
YACUIBA,"violencia, hechos de transito y accidentes",hechos de transito,2012-02-01,0,0,1,1,1,0,1,0,6,1,0,0,9,2,11
