,group,variable,month,< de 1 año,< de 1 año,1 a 4 años,1 a 4 años,5 a 9 años,5 a 9 años,10 a 20 años,10 a 20 años,21 a 59 años,21 a 59 años,60 y más,60 y más,TOTALES,TOTALES,TOTALES
COLOMI,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2012-01-01,0,0,0,0,0,0,1,0,3,2,0,0,4,2,6
COMARAPA,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2012-01-01,0,0,0,0,0,0,1,2,1,0,0,0,2,2,4
CORIPATA,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2012-01-01,1,1,10,4,1,3,11,7,17,7,3,6,43,28,71
COROICO,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2012-01-01,0,0,0,0,0,0,4,2,8,2,4,1,16,5,21
COTOCA,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2012-01-01,0,0,0,0,0,0,0,1,1,1,0,0,1,2,3
EL ALTO,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2012-01-01,1,1,1,4,4,1,9,6,14,14,1,1,30,27,57
EL PUENTE(STC),"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2012-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
ENTRE RIOS TRJ,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2012-01-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
ENTRE RIOS CBBA,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2012-01-01,0,0,0,0,0,0,0,1,1,0,0,0,1,1,2
GUAQUI,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2012-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
GUAYARAMERIN,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2012-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
GUTIERREZ,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2012-01-01,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
HUANUNI,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2012-01-01,0,0,0,0,0,0,5,2,9,2,0,0,14,4,18
HUARINA,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2012-01-01,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
ICLA,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2012-01-01,0,0,0,0,0,0,1,0,2,0,0,0,3,0,3
IRUPANA (VILLA DE LANZA),"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2012-01-01,0,1,0,0,0,0,1,1,1,0,0,1,2,3,5
JESUS DE MACHACA,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2012-01-01,0,0,0,0,0,0,1,0,1,0,0,0,2,0,2
LA ASUNTA,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2012-01-01,1,2,2,0,0,1,2,2,2,10,0,0,7,15,22
LA GUARDIA,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2012-01-01,0,0,0,0,0,1,0,0,3,2,0,0,3,3,6
LA PAZ,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2012-01-01,1,1,1,2,3,1,0,4,4,20,1,0,10,28,38
LAJA,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2012-01-01,0,0,0,2,0,0,2,0,3,2,1,1,6,5,11
LLALLAGUA,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2012-01-01,0,0,0,0,0,0,1,0,1,0,0,0,2,0,2
MAPIRI,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2012-01-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
MECAPACA,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2012-01-01,0,0,0,0,0,0,0,1,5,3,1,0,6,4,10
MINEROS,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2012-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
MIZQUE,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2012-01-01,0,0,0,0,0,0,1,1,0,0,0,0,1,1,2
MOJOCOYA,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2012-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
MONTEAGUDO,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2012-01-01,0,0,0,0,0,0,0,1,0,1,0,0,0,2,2
MONTERO,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2012-01-01,0,0,0,0,0,0,2,1,16,2,0,0,18,3,21
MOROCHATA,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2012-01-01,0,0,0,0,0,0,0,0,2,2,1,0,3,2,5
ORURO,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2012-01-01,0,0,0,0,0,0,2,0,8,4,3,2,13,6,19
PAILON,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2012-01-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
PAMPA GRANDE,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2012-01-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
PATACAMAYA,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2012-01-01,0,0,0,0,0,1,0,1,0,4,0,0,0,6,6
PAZÑA,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2012-01-01,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
POCONA,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2012-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
POJO (CBBA),"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2012-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
POOPO,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2012-01-01,0,0,0,0,0,0,1,1,0,0,0,0,1,1,2
PORTACHUELO,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2012-01-01,0,0,0,0,0,0,0,0,2,1,0,0,2,1,3
POTOSI,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2012-01-01,0,0,0,0,0,0,2,3,2,7,1,0,5,10,15
PUCARA,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2012-01-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
PUERTO PEREZ,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2012-01-01,0,0,0,3,1,0,2,0,1,1,2,1,6,5,11
PUERTO SILES,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2012-01-01,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
PUERTO SUAREZ,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2012-01-01,0,0,0,1,0,0,1,0,2,4,0,0,3,5,8
PUERTO VILLARROEL,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2012-01-01,0,0,1,0,0,0,0,0,1,2,0,0,2,2,4
PUNATA,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2012-01-01,0,0,0,0,0,0,0,0,2,1,1,1,3,2,5
RURRENABAQUE,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2012-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
SACABA,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2012-01-01,0,0,0,0,0,0,0,0,2,1,1,0,3,1,4
SAMAIPATA,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2012-01-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
SAN BENITO,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2012-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
SAN BUENA VENTURA,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2012-01-01,0,0,0,0,0,0,2,0,2,1,0,0,4,1,5
SAN CARLOS,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2012-01-01,0,0,0,0,0,0,0,0,0,4,1,1,1,5,6
SAN IGNACIO DE VELASCO,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2012-01-01,0,0,0,0,0,0,0,1,0,1,0,0,0,2,2
SAN MATIAS,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2012-01-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
SAN PEDRO,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2012-01-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
SANTA ANA,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2012-01-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
SANTA CRUZ DE LA SIERRA,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2012-01-01,0,0,0,0,0,2,14,5,69,16,0,3,83,26,109
SICA SICA (VILLA AROMA),"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2012-01-01,0,0,1,0,0,0,1,0,3,3,4,5,9,8,17
SIPE SIPE,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2012-01-01,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
SORATA,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2012-01-01,0,0,0,0,0,0,0,0,0,2,0,1,0,3,3
SUCRE,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2012-01-01,0,0,0,0,1,0,2,1,26,12,0,0,29,13,42
TACACOMA,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2012-01-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
TARABUCO,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2012-01-01,0,0,0,0,0,0,0,0,1,1,0,1,1,2,3
TARIJA,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2012-01-01,0,0,0,0,0,0,11,8,70,39,0,0,81,47,128
TARVITA,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2012-01-01,0,0,0,0,0,0,0,0,1,2,0,0,1,2,3
TIAWANACU,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2012-01-01,0,0,0,0,1,0,2,1,3,1,2,0,8,2,10
TIQUIPAYA,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2012-01-01,0,0,0,1,0,0,0,0,0,1,0,0,0,2,2
TITO YUPANQUI (PARQUIPUJIO),"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2012-01-01,0,0,1,0,0,0,1,0,0,1,0,2,2,3,5
TORO TORO,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2012-01-01,0,0,0,0,0,0,0,1,1,1,0,0,1,2,3
TOTORA(ORR),"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2012-01-01,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
TUPIZA,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2012-01-01,0,0,0,0,0,0,0,0,1,1,0,0,1,1,2
TURCO,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2012-01-01,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
UMALA,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2012-01-01,0,0,0,0,0,0,0,1,1,0,0,0,1,1,2
URIONDO (A. CONCEPCION),"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2012-01-01,0,0,0,0,0,0,1,0,0,1,0,0,1,1,2
VACAS,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2012-01-01,0,0,0,0,0,0,0,0,3,2,4,0,7,2,9
VALLEGRANDE,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2012-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
VILLA RIVERO,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2012-01-01,0,0,0,0,1,0,0,0,2,0,0,0,3,0,3
VILLA SERRANO,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2012-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
VILLA TUNARI,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2012-01-01,2,0,1,0,0,1,0,1,1,0,0,0,4,2,6
VILLAZON,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2012-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
WARNES,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2012-01-01,0,0,0,0,0,0,1,1,0,2,0,0,1,3,4
YACUIBA,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2012-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
YANACACHI,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2012-01-01,1,0,1,1,2,1,5,1,16,4,2,1,27,8,35
YAPACANI,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2012-01-01,0,0,0,0,0,0,1,1,3,1,0,0,4,2,6
ACHACACHI,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2012-02-01,0,0,0,0,0,0,0,0,2,1,1,0,3,1,4
ALTO BENI,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2012-02-01,0,0,0,0,0,0,0,0,0,1,1,0,1,1,2
ARANI,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2012-02-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
ASCENCION DE GUARAYOS,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2012-02-01,0,0,0,0,0,0,0,0,1,1,1,0,2,1,3
AYO AYO,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2012-02-01,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
AYOPAYA (V. DE INDEPENDENCIA),"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2012-02-01,0,0,0,0,1,0,0,1,0,0,0,0,1,1,2
BERMEJO,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2012-02-01,0,0,0,0,0,0,2,1,2,4,0,0,4,5,9
BETANZOS,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2012-02-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
CALAMARCA,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2012-02-01,0,0,2,4,0,0,0,0,0,3,0,0,2,7,9
CAMARGO,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2012-02-01,0,0,0,0,0,0,1,0,1,2,0,0,2,2,4
CAQUIAVIRI,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2012-02-01,0,1,0,0,0,0,0,0,0,0,1,0,1,1,2
CHALLAPATA,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2012-02-01,0,0,0,0,0,0,0,0,1,3,1,0,2,3,5
CHAYANTA,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2012-02-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
CHULUMANI (V. DE LA LIBERTAD),"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2012-02-01,2,1,10,10,5,8,15,6,44,36,12,6,88,67,155
CHUMA,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2012-02-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
COCHABAMBA,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2012-02-01,0,0,2,2,3,1,109,38,309,174,44,44,467,259,726
COLCAPIRHUA,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2012-02-01,2,0,9,5,10,1,11,19,30,23,2,7,64,55,119
COLOMI,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2012-02-01,0,0,0,0,0,0,1,1,4,2,0,0,5,3,8
COMARAPA,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2012-02-01,0,0,0,0,0,1,0,1,0,0,0,0,0,2,2
COROICO,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2012-02-01,0,0,1,0,0,0,0,0,3,1,0,0,4,1,5
CUATRO CAÑADAS,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2012-02-01,0,0,0,0,0,0,0,0,0,1,2,0,2,1,3
EL ALTO,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2012-02-01,0,0,0,1,2,0,5,5,35,7,3,0,45,13,58
EL TORNO,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2012-02-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
ENTRE RIOS TRJ,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2012-02-01,0,0,0,0,0,0,0,0,1,1,0,0,1,1,2
EUCALIPTUS,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2012-02-01,0,0,0,0,0,0,0,1,1,0,0,0,1,1,2
GUAQUI,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2012-02-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
GUAYARAMERIN,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2012-02-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
HUANUNI,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2012-02-01,0,0,0,0,0,0,10,0,16,7,1,0,27,7,34
ICLA,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2012-02-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
IRUPANA (VILLA DE LANZA),"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2012-02-01,1,0,0,0,0,0,2,0,1,2,0,0,4,2,6
JESUS DE MACHACA,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2012-02-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
LA GUARDIA,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2012-02-01,0,0,0,0,1,0,0,0,1,0,0,0,2,0,2
LA PAZ,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2012-02-01,1,0,2,1,2,0,0,4,4,11,2,3,11,19,30
LAJA,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2012-02-01,0,0,0,0,1,0,2,1,3,3,3,0,9,4,13
MAIRANA,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2012-02-01,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
MECAPACA,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2012-02-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
MIZQUE,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2012-02-01,0,1,1,0,0,1,0,1,1,1,0,0,2,4,6
MOCOMOCO,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2012-02-01,0,0,0,0,0,0,0,0,2,0,0,0,2,0,2
MOJOCOYA,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2012-02-01,0,0,0,0,0,0,2,1,1,2,0,0,3,3,6
MONTEAGUDO,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2012-02-01,0,0,0,0,0,1,0,1,0,2,0,0,0,4,4
MONTERO,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2012-02-01,0,0,0,0,0,0,6,3,17,9,1,1,24,13,37
MORO MORO,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2012-02-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
MOROCHATA,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2012-02-01,0,0,0,0,0,0,2,2,2,1,0,0,4,3,7
ORURO,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2012-02-01,0,0,0,0,0,0,2,0,12,15,3,2,17,17,34
PADCAYA,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2012-02-01,0,0,1,0,0,0,0,0,0,1,0,0,1,1,2
PALCA,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2012-02-01,0,0,0,1,0,1,0,1,7,3,1,0,8,6,14
PATACAMAYA,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2012-02-01,0,0,0,0,0,0,3,1,4,2,1,0,8,3,11
POCONA,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2012-02-01,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2
PORTACHUELO,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2012-02-01,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2
POSTRER VALLE,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2012-02-01,0,0,0,0,0,0,0,0,2,0,0,0,2,0,2
POTOSI,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2012-02-01,0,0,0,0,2,0,2,4,7,3,0,1,11,8,19
PUCARANI,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2012-02-01,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4
PUERTO ACOSTA,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2012-02-01,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3
PUERTO PEREZ,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2012-02-01,0,0,0,1,0,0,0,0,0,3,1,0,1,4,5
PUERTO QUIJARRO,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2012-02-01,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3
PUERTO SUAREZ,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2012-02-01,0,0,0,2,0,0,1,0,3,1,0,0,4,3,7
PUERTO VILLARROEL,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2012-02-01,0,0,0,0,0,0,0,2,1,1,0,0,1,3,4
PUNATA,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2012-02-01,0,0,0,0,0,0,0,1,2,1,0,1,2,3,5
SACABA,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2012-02-01,0,0,0,0,0,0,2,2,1,2,0,0,3,4,7
SAMAIPATA,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2012-02-01,0,0,0,0,0,0,1,0,2,0,0,0,3,0,3
SAN ANDRES DE MACHACA,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2012-02-01,0,1,1,0,0,0,0,0,0,0,0,0,1,1,2
SAN BENITO,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2012-02-01,0,0,4,1,3,3,6,2,5,5,1,3,19,14,33
SAN BORJA,"violencia, hechos de transito y accidentes","otras violencias (accidentes, agresiones, leer in",2012-02-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
