municipality,group,variable,month,TOTAL
MONTERO,eventos - notificacion inmediata parte ii,otros de excepcion,2023-01-01,4.0
SACABA,eventos - notificacion inmediata parte ii,otros de excepcion,2023-01-01,1.0
VALLEGRANDE,eventos - notificacion inmediata parte ii,otros de excepcion,2023-02-01,1.0
GENERAL SAAVEDRA,eventos - notificacion inmediata parte ii,otros de excepcion,2023-04-01,2.0
CORIPATA,eventos - notificacion inmediata parte ii,otros de excepcion,2023-06-01,1.0
PUERTO ACOSTA,eventos - notificacion inmediata parte ii,otros de excepcion,2023-07-01,1.0
VILLA MONTES,eventos - notificacion inmediata parte ii,otros de excepcion,2023-07-01,1.0
CHAYANTA,eventos - notificacion inmediata parte ii,otros de excepcion,2023-08-01,1.0
VILLA TUNARI,eventos - notificacion inmediata parte ii,otros de excepcion,2023-08-01,5.0
CHALLAPATA,eventos - notificacion inmediata parte ii,otros de excepcion,2023-09-01,201.0
LAGUNILLAS,eventos - notificacion inmediata parte ii,otros de excepcion,2023-09-01,645.0
MIZQUE,eventos - notificacion inmediata parte ii,otros de excepcion,2023-09-01,311.0
ROBORE,eventos - notificacion inmediata parte ii,otros de excepcion,2023-09-01,14.0
SANTUARIO DE QUILLACAS,eventos - notificacion inmediata parte ii,otros de excepcion,2023-09-01,1473.0
CURAHUARA DE CARANGAS,eventos - notificacion inmediata parte ii,otros de excepcion,2023-10-01,1.0
LAGUNILLAS,eventos - notificacion inmediata parte ii,otros de excepcion,2023-10-01,355.0
TOTORA(ORR),eventos - notificacion inmediata parte ii,otros de excepcion,2023-10-01,1.0
VILA VILA,eventos - notificacion inmediata parte ii,otros de excepcion,2023-10-01,1877.0
SUCRE,eventos - notificacion inmediata parte ii,otros de excepcion,2023-11-01,3.0
LAS CARRERAS,eventos - notificacion inmediata parte ii,otros de excepcion,2023-12-01,2.0
PUERTO ACOSTA,eventos - notificacion inmediata parte ii,otros de excepcion,2023-12-01,1.0
