,group,variable,month,< de 1 año,< de 1 año,1 a menor de 2 años,1 a menor de 2 años,2 a menor de 5 años,2 a menor de 5 años,TOTALES,TOTALES,TOTALES
SANTA CRUZ DE LA SIERRA,talla para la edad (t/e),talla baja (tb),2008-02-01,0,0,1,1,0,0,1,1,2
SANTIAGO DE CALLAPA,talla para la edad (t/e),talla baja (tb),2008-02-01,3,3,2,2,6,5,11,10,21
SANTIAGO DE HUARI,talla para la edad (t/e),talla baja (tb),2008-02-01,4,2,7,6,22,22,33,30,63
SANTIAGO DE MACHACA,talla para la edad (t/e),talla baja (tb),2008-02-01,3,5,2,4,7,4,12,13,25
SANTIVAÑES,talla para la edad (t/e),talla baja (tb),2008-02-01,0,0,0,0,2,0,2,0,2
SAPAHAQUI,talla para la edad (t/e),talla baja (tb),2008-02-01,6,2,12,12,29,18,47,32,79
SICA SICA (VILLA AROMA),talla para la edad (t/e),talla baja (tb),2008-02-01,4,4,7,4,4,3,15,11,26
SORACACHI,talla para la edad (t/e),talla baja (tb),2008-02-01,5,4,10,3,22,16,37,23,60
SUCRE,talla para la edad (t/e),talla baja (tb),2008-02-01,1,2,5,6,16,5,22,13,35
TACOPAYA,talla para la edad (t/e),talla baja (tb),2008-02-01,3,6,4,6,10,14,17,26,43
TAHUA,talla para la edad (t/e),talla baja (tb),2008-02-01,0,0,1,1,1,0,2,1,3
TAPACARI,talla para la edad (t/e),talla baja (tb),2008-02-01,0,0,7,12,0,0,7,12,19
TARACO,talla para la edad (t/e),talla baja (tb),2008-02-01,4,1,4,2,1,5,9,8,17
TARATA,talla para la edad (t/e),talla baja (tb),2008-02-01,4,3,5,4,1,1,10,8,18
TARIJA,talla para la edad (t/e),talla baja (tb),2008-02-01,5,3,1,2,9,4,15,9,24
TARVITA,talla para la edad (t/e),talla baja (tb),2008-02-01,42,19,46,45,91,96,179,160,339
TIAWANACU,talla para la edad (t/e),talla baja (tb),2008-02-01,0,1,1,0,0,0,1,1,2
TINGUIPAYA,talla para la edad (t/e),talla baja (tb),2008-02-01,4,3,0,1,13,12,17,16,33
TIQUIPAYA,talla para la edad (t/e),talla baja (tb),2008-02-01,0,0,0,1,0,0,0,1,1
TIRAQUE (CBBA),talla para la edad (t/e),talla baja (tb),2008-02-01,6,4,4,4,10,10,20,18,38
TITO YUPANQUI (PARQUIPUJIO),talla para la edad (t/e),talla baja (tb),2008-02-01,3,1,3,2,7,6,13,9,22
TOCO,talla para la edad (t/e),talla baja (tb),2008-02-01,0,0,1,1,1,0,2,1,3
TODOS SANTOS,talla para la edad (t/e),talla baja (tb),2008-02-01,0,0,0,0,1,0,1,0,1
TOLEDO,talla para la edad (t/e),talla baja (tb),2008-02-01,0,0,0,0,2,1,2,1,3
TORO TORO,talla para la edad (t/e),talla baja (tb),2008-02-01,5,6,11,13,7,13,23,32,55
TOTORA(CBBA),talla para la edad (t/e),talla baja (tb),2008-02-01,0,0,1,0,0,0,1,0,1
TOTORA(ORR),talla para la edad (t/e),talla baja (tb),2008-02-01,1,2,3,3,2,4,6,9,15
TRINIDAD,talla para la edad (t/e),talla baja (tb),2008-02-01,1,1,0,5,3,2,4,8,12
TUPIZA,talla para la edad (t/e),talla baja (tb),2008-02-01,9,7,15,12,43,43,67,62,129
TURCO,talla para la edad (t/e),talla baja (tb),2008-02-01,3,2,9,2,2,4,14,8,22
UNCIA,talla para la edad (t/e),talla baja (tb),2008-02-01,3,4,6,6,19,22,28,32,60
UYUNI,talla para la edad (t/e),talla baja (tb),2008-02-01,0,0,0,1,2,0,2,1,3
VACAS,talla para la edad (t/e),talla baja (tb),2008-02-01,3,4,8,2,6,2,17,8,25
VALLEGRANDE,talla para la edad (t/e),talla baja (tb),2008-02-01,0,0,0,1,0,0,0,1,1
VIACHA,talla para la edad (t/e),talla baja (tb),2008-02-01,22,22,12,13,12,12,46,47,93
VILLA SERRANO,talla para la edad (t/e),talla baja (tb),2008-02-01,7,8,14,13,51,37,72,58,130
VILLA TUNARI,talla para la edad (t/e),talla baja (tb),2008-02-01,5,1,22,18,32,20,59,39,98
VITICHI,talla para la edad (t/e),talla baja (tb),2008-02-01,10,11,9,8,19,21,38,40,78
YACO,talla para la edad (t/e),talla baja (tb),2008-02-01,0,0,1,0,0,1,1,1,2
YACUIBA,talla para la edad (t/e),talla baja (tb),2008-02-01,2,4,10,9,9,11,21,24,45
YAMPARAEZ,talla para la edad (t/e),talla baja (tb),2008-02-01,7,15,31,21,77,71,115,107,222
YANACACHI,talla para la edad (t/e),talla baja (tb),2008-02-01,0,0,1,0,2,0,3,0,3
YOTALA,talla para la edad (t/e),talla baja (tb),2008-02-01,10,1,21,15,41,53,72,69,141
YUNCHARA,talla para la edad (t/e),talla baja (tb),2008-02-01,5,5,5,8,16,13,26,26,52
ACHACACHI,talla para la edad (t/e),talla baja (tb),2008-03-01,14,10,6,6,3,8,23,24,47
ACHOCALLA,talla para la edad (t/e),talla baja (tb),2008-03-01,0,0,1,0,3,1,4,1,5
ALALAY,talla para la edad (t/e),talla baja (tb),2008-03-01,7,6,15,6,21,10,43,22,65
ANDAMARCA,talla para la edad (t/e),talla baja (tb),2008-03-01,1,2,0,0,1,1,2,3,5
ANTEQUERA,talla para la edad (t/e),talla baja (tb),2008-03-01,13,2,8,3,10,17,31,22,53
ANZALDO,talla para la edad (t/e),talla baja (tb),2008-03-01,1,3,3,3,4,4,8,10,18
APOLO,talla para la edad (t/e),talla baja (tb),2008-03-01,6,5,15,10,47,32,68,47,115
ARAMPAMPA,talla para la edad (t/e),talla baja (tb),2008-03-01,11,4,11,7,12,7,34,18,52
ARBIETO,talla para la edad (t/e),talla baja (tb),2008-03-01,5,3,6,2,4,5,15,10,25
ARQUE,talla para la edad (t/e),talla baja (tb),2008-03-01,16,6,15,10,34,35,65,51,116
ATOCHA,talla para la edad (t/e),talla baja (tb),2008-03-01,10,6,11,13,18,21,39,40,79
AUCAPATA,talla para la edad (t/e),talla baja (tb),2008-03-01,1,3,7,7,7,2,15,12,27
AYATA,talla para la edad (t/e),talla baja (tb),2008-03-01,7,5,13,5,26,18,46,28,74
AYOPAYA (V. DE INDEPENDENCIA),talla para la edad (t/e),talla baja (tb),2008-03-01,11,6,10,14,15,19,36,39,75
BATALLAS,talla para la edad (t/e),talla baja (tb),2008-03-01,12,2,10,7,15,11,37,20,57
BAURES,talla para la edad (t/e),talla baja (tb),2008-03-01,3,3,4,4,4,9,11,16,27
BELEN DE ANDAMARCA,talla para la edad (t/e),talla baja (tb),2008-03-01,0,0,1,0,0,0,1,0,1
BERMEJO,talla para la edad (t/e),talla baja (tb),2008-03-01,0,0,3,1,1,0,4,1,5
BETANZOS,talla para la edad (t/e),talla baja (tb),2008-03-01,17,7,32,23,37,27,86,57,143
BOLIVAR,talla para la edad (t/e),talla baja (tb),2008-03-01,14,8,21,7,15,17,50,32,82
CAIROMA,talla para la edad (t/e),talla baja (tb),2008-03-01,13,8,11,9,24,26,48,43,91
CALACOTO,talla para la edad (t/e),talla baja (tb),2008-03-01,5,5,8,7,18,12,31,24,55
CALAMARCA,talla para la edad (t/e),talla baja (tb),2008-03-01,15,12,25,19,43,40,83,71,154
CAMARGO,talla para la edad (t/e),talla baja (tb),2008-03-01,15,11,23,14,42,54,80,79,159
CAMATAQUI (C. VILLA ABECIA),talla para la edad (t/e),talla baja (tb),2008-03-01,4,3,12,8,23,11,39,22,61
CAPINOTA,talla para la edad (t/e),talla baja (tb),2008-03-01,3,7,6,9,11,16,20,32,52
CAQUIAVIRI,talla para la edad (t/e),talla baja (tb),2008-03-01,2,1,2,4,2,10,6,15,21
CARACOLLO,talla para la edad (t/e),talla baja (tb),2008-03-01,9,10,13,13,8,20,30,43,73
CARIPUYO,talla para la edad (t/e),talla baja (tb),2008-03-01,33,20,45,31,82,88,160,139,299
CARMEN RIVERO TORREZ,talla para la edad (t/e),talla baja (tb),2008-03-01,0,0,1,2,1,1,2,3,5
CATACORA,talla para la edad (t/e),talla baja (tb),2008-03-01,2,2,1,3,8,3,11,8,19
CHALLAPATA,talla para la edad (t/e),talla baja (tb),2008-03-01,25,25,35,31,67,69,127,125,252
CHAYANTA,talla para la edad (t/e),talla baja (tb),2008-03-01,0,0,4,4,18,11,22,15,37
CHOQUE COTA,talla para la edad (t/e),talla baja (tb),2008-03-01,0,0,0,0,2,0,2,0,2
CHUMA,talla para la edad (t/e),talla baja (tb),2008-03-01,20,7,18,9,26,21,64,37,101
CLIZA,talla para la edad (t/e),talla baja (tb),2008-03-01,4,1,13,6,12,10,29,17,46
COBIJA,talla para la edad (t/e),talla baja (tb),2008-03-01,6,1,5,1,2,4,13,6,19
COIPASA,talla para la edad (t/e),talla baja (tb),2008-03-01,0,0,0,0,0,1,0,1,1
COLCAPIRHUA,talla para la edad (t/e),talla baja (tb),2008-03-01,0,0,1,0,0,0,1,0,1
"COLCHA ""K""",talla para la edad (t/e),talla baja (tb),2008-03-01,1,2,1,0,4,1,6,3,9
COLLANA,talla para la edad (t/e),talla baja (tb),2008-03-01,0,0,2,1,0,0,2,1,3
COLOMI,talla para la edad (t/e),talla baja (tb),2008-03-01,9,7,16,10,30,35,55,52,107
COLQUENCHA,talla para la edad (t/e),talla baja (tb),2008-03-01,3,3,6,8,12,16,21,27,48
COLQUIRI,talla para la edad (t/e),talla baja (tb),2008-03-01,0,3,0,1,2,3,2,7,9
COPACABANA,talla para la edad (t/e),talla baja (tb),2008-03-01,9,6,4,7,10,9,23,22,45
CORIPATA,talla para la edad (t/e),talla baja (tb),2008-03-01,8,2,11,6,8,11,27,19,46
CORO CORO,talla para la edad (t/e),talla baja (tb),2008-03-01,5,3,18,7,15,10,38,20,58
COROICO,talla para la edad (t/e),talla baja (tb),2008-03-01,7,11,11,12,16,20,34,43,77
CORQUE,talla para la edad (t/e),talla baja (tb),2008-03-01,2,4,1,2,4,6,7,12,19
COTAGAITA,talla para la edad (t/e),talla baja (tb),2008-03-01,3,1,10,12,19,19,32,32,64
CULPINA,talla para la edad (t/e),talla baja (tb),2008-03-01,8,9,16,18,29,31,53,58,111
CURAHUARA DE CARANGAS,talla para la edad (t/e),talla baja (tb),2008-03-01,7,7,10,2,2,5,19,14,33
CURVA,talla para la edad (t/e),talla baja (tb),2008-03-01,0,1,4,6,3,4,7,11,18
DESAGUADERO,talla para la edad (t/e),talla baja (tb),2008-03-01,2,4,2,3,4,5,8,12,20
EL ALTO,talla para la edad (t/e),talla baja (tb),2008-03-01,259,208,294,235,315,340,868,783,1651
EL CHORO,talla para la edad (t/e),talla baja (tb),2008-03-01,1,0,1,3,4,2,6,5,11
EL PUENTE(TJA),talla para la edad (t/e),talla baja (tb),2008-03-01,7,7,9,6,21,20,37,33,70
EL VILLAR,talla para la edad (t/e),talla baja (tb),2008-03-01,3,0,6,2,14,13,23,15,38
ENTRE RIOS,talla para la edad (t/e),talla baja (tb),2008-03-01,4,3,11,13,10,12,25,28,53
ENTRE RIOS,talla para la edad (t/e),talla baja (tb),2008-03-01,4,0,3,3,8,6,15,9,24
EUCALIPTUS,talla para la edad (t/e),talla baja (tb),2008-03-01,5,1,2,5,4,17,11,23,34
GRAL. J.J. PEREZ (CHARAZANI),talla para la edad (t/e),talla baja (tb),2008-03-01,7,9,15,18,33,29,55,56,111
GUAQUI,talla para la edad (t/e),talla baja (tb),2008-03-01,4,5,4,3,5,7,13,15,28
GUTIERREZ,talla para la edad (t/e),talla baja (tb),2008-03-01,0,0,4,4,0,0,4,4,8
HUACARETA,talla para la edad (t/e),talla baja (tb),2008-03-01,2,0,0,1,1,2,3,3,6
HUACHACALLA,talla para la edad (t/e),talla baja (tb),2008-03-01,0,0,0,0,1,0,1,0,1
HUANUNI,talla para la edad (t/e),talla baja (tb),2008-03-01,2,1,1,0,0,0,3,1,4
HUARACAJE,talla para la edad (t/e),talla baja (tb),2008-03-01,1,0,1,1,2,0,4,1,5
HUAYLLAMARCA,talla para la edad (t/e),talla baja (tb),2008-03-01,1,1,7,2,5,3,13,6,19
ICLA,talla para la edad (t/e),talla baja (tb),2008-03-01,15,19,53,43,130,126,198,188,386
INCAHUASI,talla para la edad (t/e),talla baja (tb),2008-03-01,57,49,106,93,173,164,336,306,642
INQUISIVI,talla para la edad (t/e),talla baja (tb),2008-03-01,9,2,13,9,23,19,45,30,75
IXIAMAS,talla para la edad (t/e),talla baja (tb),2008-03-01,1,2,3,3,6,6,10,11,21
JESUS DE MACHACA,talla para la edad (t/e),talla baja (tb),2008-03-01,14,17,20,18,38,28,72,63,135
LA PAZ,talla para la edad (t/e),talla baja (tb),2008-03-01,123,92,106,102,135,108,364,302,666
LAJA,talla para la edad (t/e),talla baja (tb),2008-03-01,9,7,4,9,11,7,24,23,47
LAS CARRERAS,talla para la edad (t/e),talla baja (tb),2008-03-01,0,1,2,0,9,10,11,11,22
LICOMA PAMPA,talla para la edad (t/e),talla baja (tb),2008-03-01,1,0,1,0,2,2,4,2,6
LLALLAGUA,talla para la edad (t/e),talla baja (tb),2008-03-01,6,15,19,8,33,30,58,53,111
LLICA,talla para la edad (t/e),talla baja (tb),2008-03-01,1,2,3,3,6,5,10,10,20
LORETO,talla para la edad (t/e),talla baja (tb),2008-03-01,0,0,0,0,0,2,0,2,2
LURIBAY,talla para la edad (t/e),talla baja (tb),2008-03-01,5,5,5,4,16,5,26,14,40
MACHACAMARCA,talla para la edad (t/e),talla baja (tb),2008-03-01,2,2,3,2,7,6,12,10,22
MAGDALENA,talla para la edad (t/e),talla baja (tb),2008-03-01,0,0,0,0,1,0,1,0,1
MALLA,talla para la edad (t/e),talla baja (tb),2008-03-01,6,3,5,7,15,17,26,27,53
MIZQUE,talla para la edad (t/e),talla baja (tb),2008-03-01,3,3,6,5,7,18,16,26,42
MOCOMOCO,talla para la edad (t/e),talla baja (tb),2008-03-01,16,9,12,18,31,24,59,51,110
MOJINETE,talla para la edad (t/e),talla baja (tb),2008-03-01,0,0,1,0,1,0,2,0,2
MOJOCOYA,talla para la edad (t/e),talla baja (tb),2008-03-01,0,0,2,1,2,3,4,4,8
MORO MORO,talla para la edad (t/e),talla baja (tb),2008-03-01,2,1,4,3,3,4,9,8,17
MOROCHATA,talla para la edad (t/e),talla baja (tb),2008-03-01,11,9,12,12,18,19,41,40,81
NAZACARA DE PACAJES,talla para la edad (t/e),talla baja (tb),2008-03-01,0,0,1,0,0,0,1,0,1
OCURI,talla para la edad (t/e),talla baja (tb),2008-03-01,19,11,19,9,28,28,66,48,114
OMEREQUE,talla para la edad (t/e),talla baja (tb),2008-03-01,0,0,1,0,0,0,1,0,1
ORURO,talla para la edad (t/e),talla baja (tb),2008-03-01,66,48,89,46,66,58,221,152,373
PADCAYA,talla para la edad (t/e),talla baja (tb),2008-03-01,0,0,3,3,4,3,7,6,13
PADILLA,talla para la edad (t/e),talla baja (tb),2008-03-01,6,5,28,27,56,41,90,73,163
PALCA,talla para la edad (t/e),talla baja (tb),2008-03-01,0,0,1,0,0,1,1,1,2
PAMPA AULLAGAS,talla para la edad (t/e),talla baja (tb),2008-03-01,4,2,9,7,10,8,23,17,40
PAPEL PAMPA,talla para la edad (t/e),talla baja (tb),2008-03-01,0,1,0,0,0,0,0,1,1
PASORAPA,talla para la edad (t/e),talla baja (tb),2008-03-01,0,1,0,1,6,5,6,7,13
PATACAMAYA,talla para la edad (t/e),talla baja (tb),2008-03-01,0,0,1,5,1,2,2,7,9
PAZÑA,talla para la edad (t/e),talla baja (tb),2008-03-01,7,2,11,11,10,7,28,20,48
PELECHUCO,talla para la edad (t/e),talla baja (tb),2008-03-01,9,5,7,9,2,11,18,25,43
POCOATA,talla para la edad (t/e),talla baja (tb),2008-03-01,6,11,1,2,4,3,11,16,27
POCONA,talla para la edad (t/e),talla baja (tb),2008-03-01,5,8,2,2,1,2,8,12,20
POJO (CBBA),talla para la edad (t/e),talla baja (tb),2008-03-01,0,0,1,3,2,1,3,4,7
POOPO,talla para la edad (t/e),talla baja (tb),2008-03-01,3,2,4,3,7,4,14,9,23
POROMA,talla para la edad (t/e),talla baja (tb),2008-03-01,20,14,28,28,56,50,104,92,196
PORTACHUELO,talla para la edad (t/e),talla baja (tb),2008-03-01,5,3,3,3,5,6,13,12,25
PORVENIR,talla para la edad (t/e),talla baja (tb),2008-03-01,2,3,2,1,3,4,7,8,15
POTOSI,talla para la edad (t/e),talla baja (tb),2008-03-01,31,34,15,12,16,6,62,52,114
PRESTO,talla para la edad (t/e),talla baja (tb),2008-03-01,11,10,30,106,70,62,111,178,289
PUCARANI,talla para la edad (t/e),talla baja (tb),2008-03-01,3,4,0,1,1,2,4,7,11
PUERTO CARABUCO,talla para la edad (t/e),talla baja (tb),2008-03-01,14,13,11,12,26,23,51,48,99
PUERTO PEREZ,talla para la edad (t/e),talla baja (tb),2008-03-01,0,0,2,1,3,4,5,5,10
PUERTO VILLARROEL,talla para la edad (t/e),talla baja (tb),2008-03-01,22,8,30,23,34,18,86,49,135
PUNA,talla para la edad (t/e),talla baja (tb),2008-03-01,0,1,2,2,0,2,2,5,7
PUNATA,talla para la edad (t/e),talla baja (tb),2008-03-01,2,1,5,1,7,2,14,4,18
QUILLACOLLO,talla para la edad (t/e),talla baja (tb),2008-03-01,12,5,7,14,32,36,51,55,106
QUIME,talla para la edad (t/e),talla baja (tb),2008-03-01,0,1,15,4,41,25,56,30,86
RIBERALTA,talla para la edad (t/e),talla baja (tb),2008-03-01,3,4,11,6,7,5,21,15,36
SABAYA,talla para la edad (t/e),talla baja (tb),2008-03-01,1,1,1,0,3,6,5,7,12
SACABA,talla para la edad (t/e),talla baja (tb),2008-03-01,7,9,22,21,31,28,60,58,118
SACABAMBA,talla para la edad (t/e),talla baja (tb),2008-03-01,0,1,0,0,2,0,2,1,3
SACACA,talla para la edad (t/e),talla baja (tb),2008-03-01,27,26,42,46,38,44,107,116,223
SALINAS DE GARCI MENDOZA,talla para la edad (t/e),talla baja (tb),2008-03-01,1,0,12,6,16,20,29,26,55
SAN AGUSTIN,talla para la edad (t/e),talla baja (tb),2008-03-01,0,0,1,0,0,0,1,0,1
SAN ANTONIO DE ESMORUCO,talla para la edad (t/e),talla baja (tb),2008-03-01,1,1,1,0,0,0,2,1,3
SAN BORJA,talla para la edad (t/e),talla baja (tb),2008-03-01,5,9,14,12,24,28,43,49,92
SAN IGNACIO,talla para la edad (t/e),talla baja (tb),2008-03-01,5,2,1,4,1,1,7,7,14
SAN IGNACIO DE VELASCO,talla para la edad (t/e),talla baja (tb),2008-03-01,0,0,2,0,2,5,4,5,9
SAN LORENZO(TJA),talla para la edad (t/e),talla baja (tb),2008-03-01,4,1,3,9,14,11,21,21,42
SAN LUCAS,talla para la edad (t/e),talla baja (tb),2008-03-01,61,31,67,83,168,178,296,292,588
SAN MIGUEL DE VELASCO,talla para la edad (t/e),talla baja (tb),2008-03-01,0,1,2,0,0,1,2,2,4
SAN PABLO DE LIPEZ,talla para la edad (t/e),talla baja (tb),2008-03-01,4,2,6,1,9,5,19,8,27
SAN PEDRO DE BUENA VISTA,talla para la edad (t/e),talla baja (tb),2008-03-01,1,2,0,0,5,4,6,6,12
SAN PEDRO DE CURAHUARA,talla para la edad (t/e),talla baja (tb),2008-03-01,3,6,4,3,6,2,13,11,24
SAN PEDRO DE QUEMES,talla para la edad (t/e),talla baja (tb),2008-03-01,2,0,1,0,0,1,3,1,4
SAN PEDRO DE TIQUINA,talla para la edad (t/e),talla baja (tb),2008-03-01,1,2,1,0,3,0,5,2,7
SANTA ANA,talla para la edad (t/e),talla baja (tb),2008-03-01,0,0,2,3,0,0,2,3,5
SANTA CRUZ DE LA SIERRA,talla para la edad (t/e),talla baja (tb),2008-03-01,1,0,0,0,0,0,1,0,1
SANTIAGO DE CALLAPA,talla para la edad (t/e),talla baja (tb),2008-03-01,3,2,2,1,1,1,6,4,10
SANTIAGO DE HUARI,talla para la edad (t/e),talla baja (tb),2008-03-01,6,5,19,11,40,32,65,48,113
SANTIAGO DE MACHACA,talla para la edad (t/e),talla baja (tb),2008-03-01,4,1,2,2,6,2,12,5,17
SANTIVAÑES,talla para la edad (t/e),talla baja (tb),2008-03-01,1,1,0,1,3,4,4,6,10
SANTUARIO DE QUILLACAS,talla para la edad (t/e),talla baja (tb),2008-03-01,8,10,11,5,34,21,53,36,89
SAPAHAQUI,talla para la edad (t/e),talla baja (tb),2008-03-01,9,5,16,12,34,27,59,44,103
SICA SICA (VILLA AROMA),talla para la edad (t/e),talla baja (tb),2008-03-01,3,5,11,4,6,5,20,14,34
SOPACHUY,talla para la edad (t/e),talla baja (tb),2008-03-01,15,11,45,31,68,80,128,122,250
SORACACHI,talla para la edad (t/e),talla baja (tb),2008-03-01,5,9,2,10,16,17,23,36,59
SUCRE,talla para la edad (t/e),talla baja (tb),2008-03-01,5,3,12,14,32,28,49,45,94
TACACHI,talla para la edad (t/e),talla baja (tb),2008-03-01,0,1,1,2,2,0,3,3,6
TACACOMA,talla para la edad (t/e),talla baja (tb),2008-03-01,2,0,0,0,0,0,2,0,2
TACOPAYA,talla para la edad (t/e),talla baja (tb),2008-03-01,1,1,0,0,6,4,7,5,12
TAHUA,talla para la edad (t/e),talla baja (tb),2008-03-01,0,2,1,1,0,0,1,3,4
TAPACARI,talla para la edad (t/e),talla baja (tb),2008-03-01,17,7,17,12,18,16,52,35,87
TARABUCO,talla para la edad (t/e),talla baja (tb),2008-03-01,11,9,18,14,33,3,62,26,88
TARACO,talla para la edad (t/e),talla baja (tb),2008-03-01,2,2,0,1,2,3,4,6,10
TARATA,talla para la edad (t/e),talla baja (tb),2008-03-01,4,0,10,1,3,5,17,6,23
TARIJA,talla para la edad (t/e),talla baja (tb),2008-03-01,1,1,0,0,1,0,2,1,3
TARVITA,talla para la edad (t/e),talla baja (tb),2008-03-01,57,41,73,70,180,158,310,269,579
TIAWANACU,talla para la edad (t/e),talla baja (tb),2008-03-01,1,1,3,1,2,4,6,6,12
TINGUIPAYA,talla para la edad (t/e),talla baja (tb),2008-03-01,7,8,7,6,9,10,23,24,47
TIQUIPAYA,talla para la edad (t/e),talla baja (tb),2008-03-01,3,6,7,4,11,13,21,23,44
TIRAQUE (CBBA),talla para la edad (t/e),talla baja (tb),2008-03-01,8,5,8,6,8,10,24,21,45
TITO YUPANQUI (PARQUIPUJIO),talla para la edad (t/e),talla baja (tb),2008-03-01,0,0,0,1,1,2,1,3,4
TOCO,talla para la edad (t/e),talla baja (tb),2008-03-01,2,1,0,4,3,0,5,5,10
TODOS SANTOS,talla para la edad (t/e),talla baja (tb),2008-03-01,0,0,1,0,3,1,4,1,5
TOLEDO,talla para la edad (t/e),talla baja (tb),2008-03-01,0,0,0,1,1,0,1,1,2
TOMAVE,talla para la edad (t/e),talla baja (tb),2008-03-01,3,3,2,2,1,3,6,8,14
TORO TORO,talla para la edad (t/e),talla baja (tb),2008-03-01,21,26,48,41,77,70,146,137,283
TOTORA(CBBA),talla para la edad (t/e),talla baja (tb),2008-03-01,0,0,0,0,1,0,1,0,1
TOTORA(ORR),talla para la edad (t/e),talla baja (tb),2008-03-01,3,0,2,1,2,1,7,2,9
TRINIDAD,talla para la edad (t/e),talla baja (tb),2008-03-01,5,8,7,4,2,2,14,14,28
TUPIZA,talla para la edad (t/e),talla baja (tb),2008-03-01,14,14,21,14,34,31,69,59,128
TURCO,talla para la edad (t/e),talla baja (tb),2008-03-01,1,0,7,2,5,7,13,9,22
UMALA,talla para la edad (t/e),talla baja (tb),2008-03-01,0,1,4,1,3,4,7,6,13
UNCIA,talla para la edad (t/e),talla baja (tb),2008-03-01,7,7,4,14,23,19,34,40,74
UYUNI,talla para la edad (t/e),talla baja (tb),2008-03-01,0,0,0,2,1,0,1,2,3
VACAS,talla para la edad (t/e),talla baja (tb),2008-03-01,3,6,6,11,15,11,24,28,52
VIACHA,talla para la edad (t/e),talla baja (tb),2008-03-01,3,10,4,3,5,6,12,19,31
VILA VILA,talla para la edad (t/e),talla baja (tb),2008-03-01,1,3,6,3,4,6,11,12,23
VILLA RIVERO,talla para la edad (t/e),talla baja (tb),2008-03-01,5,0,0,0,0,3,5,3,8
VILLA SERRANO,talla para la edad (t/e),talla baja (tb),2008-03-01,8,8,9,12,36,32,53,52,105
VILLA TUNARI,talla para la edad (t/e),talla baja (tb),2008-03-01,16,35,50,44,77,61,143,140,283
VITICHI,talla para la edad (t/e),talla baja (tb),2008-03-01,8,9,6,8,19,23,33,40,73
YACO,talla para la edad (t/e),talla baja (tb),2008-03-01,0,5,3,2,3,5,6,12,18
YACUIBA,talla para la edad (t/e),talla baja (tb),2008-03-01,10,7,8,8,8,16,26,31,57
YAMPARAEZ,talla para la edad (t/e),talla baja (tb),2008-03-01,20,15,46,29,114,114,180,158,338
YANACACHI,talla para la edad (t/e),talla baja (tb),2008-03-01,0,1,1,0,1,4,2,5,7
YOCALLA,talla para la edad (t/e),talla baja (tb),2008-03-01,1,1,3,2,2,5,6,8,14
YOTALA,talla para la edad (t/e),talla baja (tb),2008-03-01,9,2,22,14,41,41,72,57,129
YUNCHARA,talla para la edad (t/e),talla baja (tb),2008-03-01,4,5,1,3,18,22,23,30,53
ACHACACHI,talla para la edad (t/e),talla baja (tb),2008-04-01,12,12,8,9,18,24,38,45,83
ACHOCALLA,talla para la edad (t/e),talla baja (tb),2008-04-01,3,1,2,2,0,3,5,6,11
AIQUILE,talla para la edad (t/e),talla baja (tb),2008-04-01,3,1,5,4,9,7,17,12,29
ALALAY,talla para la edad (t/e),talla baja (tb),2008-04-01,13,6,16,7,31,43,60,56,116
ALCALA,talla para la edad (t/e),talla baja (tb),2008-04-01,0,1,10,7,27,18,37,26,63
ANDAMARCA,talla para la edad (t/e),talla baja (tb),2008-04-01,1,2,1,0,0,0,2,2,4
ANTEQUERA,talla para la edad (t/e),talla baja (tb),2008-04-01,11,6,14,10,28,25,53,41,94
ANZALDO,talla para la edad (t/e),talla baja (tb),2008-04-01,0,3,4,2,6,4,10,9,19
APOLO,talla para la edad (t/e),talla baja (tb),2008-04-01,2,12,8,7,30,25,40,44,84
ARAMPAMPA,talla para la edad (t/e),talla baja (tb),2008-04-01,13,4,16,17,29,28,58,49,107
ARANI,talla para la edad (t/e),talla baja (tb),2008-04-01,1,3,0,2,5,8,6,13,19
ARBIETO,talla para la edad (t/e),talla baja (tb),2008-04-01,1,2,6,9,10,15,17,26,43
ARQUE,talla para la edad (t/e),talla baja (tb),2008-04-01,19,9,25,21,67,45,111,75,186
ASCENCION DE GUARAYOS,talla para la edad (t/e),talla baja (tb),2008-04-01,0,0,22,27,30,21,52,48,100
ATOCHA,talla para la edad (t/e),talla baja (tb),2008-04-01,10,10,5,5,12,10,27,25,52
AUCAPATA,talla para la edad (t/e),talla baja (tb),2008-04-01,4,4,13,5,3,5,20,14,34
AYATA,talla para la edad (t/e),talla baja (tb),2008-04-01,6,8,34,10,31,14,71,32,103
AYO AYO,talla para la edad (t/e),talla baja (tb),2008-04-01,12,4,4,5,5,7,21,16,37
AYOPAYA (V. DE INDEPENDENCIA),talla para la edad (t/e),talla baja (tb),2008-04-01,13,16,16,17,28,27,57,60,117
BATALLAS,talla para la edad (t/e),talla baja (tb),2008-04-01,7,9,18,17,9,22,34,48,82
BAURES,talla para la edad (t/e),talla baja (tb),2008-04-01,2,1,2,1,3,4,7,6,13
BELEN DE URMIRI,talla para la edad (t/e),talla baja (tb),2008-04-01,1,0,5,1,3,3,9,4,13
BELLA FLOR,talla para la edad (t/e),talla baja (tb),2008-04-01,1,0,3,2,7,6,11,8,19
BERMEJO,talla para la edad (t/e),talla baja (tb),2008-04-01,0,0,3,3,2,5,5,8,13
BETANZOS,talla para la edad (t/e),talla baja (tb),2008-04-01,47,33,100,82,81,90,228,205,433
