,group,variable,month,< de 1 año,< de 1 año,1 a menor de 2 años,1 a menor de 2 años,2 a menor de 5 años,2 a menor de 5 años,TOTALES,TOTALES,TOTALES
SAN LUCAS,talla para la edad (t/e),talla normal (t n),2008-05-01,264,274,183,217,389,383,836,874,1710
SAN MIGUEL DE VELASCO,talla para la edad (t/e),talla normal (t n),2008-05-01,4,6,5,4,3,2,12,12,24
SAN PABLO DE LIPEZ,talla para la edad (t/e),talla normal (t n),2008-05-01,7,8,8,4,12,11,27,23,50
SAN PEDRO,talla para la edad (t/e),talla normal (t n),2008-05-01,96,87,44,53,65,91,205,231,436
SAN PEDRO DE BUENA VISTA,talla para la edad (t/e),talla normal (t n),2008-05-01,72,69,51,61,72,64,195,194,389
SAN PEDRO DE QUEMES,talla para la edad (t/e),talla normal (t n),2008-05-01,4,4,5,2,2,4,11,10,21
SAN PEDRO DE TIQUINA,talla para la edad (t/e),talla normal (t n),2008-05-01,10,8,8,5,11,15,29,28,57
SAN PEDRO(PND),talla para la edad (t/e),talla normal (t n),2008-05-01,2,6,2,0,4,4,8,10,18
SAN RAFAEL,talla para la edad (t/e),talla normal (t n),2008-05-01,4,3,5,3,12,8,21,14,35
SAN RAMON,talla para la edad (t/e),talla normal (t n),2008-05-01,11,9,6,18,17,7,34,34,68
SANTA ANA,talla para la edad (t/e),talla normal (t n),2008-05-01,162,145,81,55,57,77,300,277,577
SANTA CRUZ DE LA SIERRA,talla para la edad (t/e),talla normal (t n),2008-05-01,22,23,21,5,1,2,44,30,74
SANTIAGO DE CALLAPA,talla para la edad (t/e),talla normal (t n),2008-05-01,5,5,3,0,5,4,13,9,22
SANTIAGO DE HUARI,talla para la edad (t/e),talla normal (t n),2008-05-01,33,31,14,34,33,36,80,101,181
SANTIAGO DE MACHACA,talla para la edad (t/e),talla normal (t n),2008-05-01,1,2,1,0,2,3,4,5,9
SANTIVAÑES,talla para la edad (t/e),talla normal (t n),2008-05-01,18,29,14,4,30,13,62,46,108
SANTUARIO DE QUILLACAS,talla para la edad (t/e),talla normal (t n),2008-05-01,7,10,9,8,26,23,42,41,83
SAPAHAQUI,talla para la edad (t/e),talla normal (t n),2008-05-01,37,43,36,14,48,59,121,116,237
SICA SICA (VILLA AROMA),talla para la edad (t/e),talla normal (t n),2008-05-01,46,47,51,46,29,30,126,123,249
SIPE SIPE,talla para la edad (t/e),talla normal (t n),2008-05-01,148,106,84,77,61,51,293,234,527
SOPACHUY,talla para la edad (t/e),talla normal (t n),2008-05-01,66,57,34,44,85,91,185,192,377
SORACACHI,talla para la edad (t/e),talla normal (t n),2008-05-01,18,13,9,8,11,7,38,28,66
SUCRE,talla para la edad (t/e),talla normal (t n),2008-05-01,231,267,118,137,264,257,613,661,1274
TACACOMA,talla para la edad (t/e),talla normal (t n),2008-05-01,14,13,7,5,14,8,35,26,61
TACOBAMBA,talla para la edad (t/e),talla normal (t n),2008-05-01,39,41,22,21,21,28,82,90,172
TACOPAYA,talla para la edad (t/e),talla normal (t n),2008-05-01,24,25,12,3,12,12,48,40,88
TAHUA,talla para la edad (t/e),talla normal (t n),2008-05-01,1,2,0,1,2,2,3,5,8
TAPACARI,talla para la edad (t/e),talla normal (t n),2008-05-01,66,67,57,40,42,27,165,134,299
TARABUCO,talla para la edad (t/e),talla normal (t n),2008-05-01,12,13,3,3,17,18,32,34,66
TARACO,talla para la edad (t/e),talla normal (t n),2008-05-01,25,22,19,12,17,17,61,51,112
TARATA,talla para la edad (t/e),talla normal (t n),2008-05-01,49,45,28,34,45,43,122,122,244
TARIJA,talla para la edad (t/e),talla normal (t n),2008-05-01,22,15,19,37,26,23,67,75,142
TARVITA,talla para la edad (t/e),talla normal (t n),2008-05-01,133,114,80,105,215,199,428,418,846
TIAWANACU,talla para la edad (t/e),talla normal (t n),2008-05-01,63,56,25,20,22,30,110,106,216
TINGUIPAYA,talla para la edad (t/e),talla normal (t n),2008-05-01,40,26,9,13,23,19,72,58,130
TIPUANI,talla para la edad (t/e),talla normal (t n),2008-05-01,18,18,14,6,3,4,35,28,63
TIQUIPAYA,talla para la edad (t/e),talla normal (t n),2008-05-01,43,29,28,19,15,19,86,67,153
TIRAQUE (CBBA),talla para la edad (t/e),talla normal (t n),2008-05-01,165,154,88,86,137,132,390,372,762
TITO YUPANQUI (PARQUIPUJIO),talla para la edad (t/e),talla normal (t n),2008-05-01,0,2,0,0,0,0,0,2,2
TOCO,talla para la edad (t/e),talla normal (t n),2008-05-01,18,9,20,26,26,20,64,55,119
TOLEDO,talla para la edad (t/e),talla normal (t n),2008-05-01,1,2,0,0,0,2,1,4,5
TOMAVE,talla para la edad (t/e),talla normal (t n),2008-05-01,21,15,8,11,26,20,55,46,101
TOMINA,talla para la edad (t/e),talla normal (t n),2008-05-01,8,24,16,19,40,26,64,69,133
TORO TORO,talla para la edad (t/e),talla normal (t n),2008-05-01,62,51,37,45,66,90,165,186,351
TOTORA(CBBA),talla para la edad (t/e),talla normal (t n),2008-05-01,16,24,23,20,19,24,58,68,126
TOTORA(ORR),talla para la edad (t/e),talla normal (t n),2008-05-01,23,14,10,17,17,26,50,57,107
TRIGAL,talla para la edad (t/e),talla normal (t n),2008-05-01,5,4,3,6,12,11,20,21,41
TRINIDAD,talla para la edad (t/e),talla normal (t n),2008-05-01,195,159,132,129,136,129,463,417,880
TUPIZA,talla para la edad (t/e),talla normal (t n),2008-05-01,234,162,113,108,277,265,624,535,1159
TURCO,talla para la edad (t/e),talla normal (t n),2008-05-01,7,6,6,4,3,2,16,12,28
UMALA,talla para la edad (t/e),talla normal (t n),2008-05-01,13,13,10,13,23,23,46,49,95
UNCIA,talla para la edad (t/e),talla normal (t n),2008-05-01,84,102,61,51,81,67,226,220,446
URIONDO (A. CONCEPCION),talla para la edad (t/e),talla normal (t n),2008-05-01,29,24,21,26,42,40,92,90,182
UYUNI,talla para la edad (t/e),talla normal (t n),2008-05-01,110,114,45,44,76,75,231,233,464
VACAS,talla para la edad (t/e),talla normal (t n),2008-05-01,32,25,17,13,20,25,69,63,132
VALLEGRANDE,talla para la edad (t/e),talla normal (t n),2008-05-01,78,90,50,32,57,50,185,172,357
VIACHA,talla para la edad (t/e),talla normal (t n),2008-05-01,63,82,37,48,52,45,152,175,327
VILA VILA,talla para la edad (t/e),talla normal (t n),2008-05-01,20,22,6,14,19,17,45,53,98
VILLA RIVERO,talla para la edad (t/e),talla normal (t n),2008-05-01,27,29,11,14,23,26,61,69,130
VILLA SERRANO,talla para la edad (t/e),talla normal (t n),2008-05-01,87,87,71,64,138,154,296,305,601
VILLA TUNARI,talla para la edad (t/e),talla normal (t n),2008-05-01,504,410,399,285,352,362,1255,1057,2312
VILLAZON,talla para la edad (t/e),talla normal (t n),2008-05-01,114,110,62,54,82,101,258,265,523
VINTO,talla para la edad (t/e),talla normal (t n),2008-05-01,13,14,12,8,15,13,40,35,75
VITICHI,talla para la edad (t/e),talla normal (t n),2008-05-01,36,44,32,35,70,82,138,161,299
WALDO BALLIVIAN,talla para la edad (t/e),talla normal (t n),2008-05-01,5,6,3,2,6,1,14,9,23
WARNES,talla para la edad (t/e),talla normal (t n),2008-05-01,9,7,7,1,7,6,23,14,37
YACO,talla para la edad (t/e),talla normal (t n),2008-05-01,25,40,26,23,45,50,96,113,209
YACUIBA,talla para la edad (t/e),talla normal (t n),2008-05-01,40,48,28,24,49,50,117,122,239
YAMPARAEZ,talla para la edad (t/e),talla normal (t n),2008-05-01,74,63,47,38,122,134,243,235,478
YANACACHI,talla para la edad (t/e),talla normal (t n),2008-05-01,12,15,9,12,22,18,43,45,88
YAPACANI,talla para la edad (t/e),talla normal (t n),2008-05-01,50,54,33,39,47,49,130,142,272
YOCALLA,talla para la edad (t/e),talla normal (t n),2008-05-01,4,7,2,2,3,0,9,9,18
YOTALA,talla para la edad (t/e),talla normal (t n),2008-05-01,62,62,26,52,123,112,211,226,437
YUNCHARA,talla para la edad (t/e),talla normal (t n),2008-05-01,17,8,16,18,37,28,70,54,124
ZUDAÑEZ,talla para la edad (t/e),talla normal (t n),2008-05-01,10,5,7,9,20,17,37,31,68
ACACIO,talla para la edad (t/e),talla normal (t n),2008-06-01,19,26,15,20,24,36,58,82,140
ACHACACHI,talla para la edad (t/e),talla normal (t n),2008-06-01,132,108,53,48,104,106,289,262,551
ACHOCALLA,talla para la edad (t/e),talla normal (t n),2008-06-01,26,34,12,10,7,10,45,54,99
AIQUILE,talla para la edad (t/e),talla normal (t n),2008-06-01,92,78,45,40,107,92,244,210,454
ALALAY,talla para la edad (t/e),talla normal (t n),2008-06-01,22,12,10,5,26,21,58,38,96
ALCALA,talla para la edad (t/e),talla normal (t n),2008-06-01,25,14,11,26,44,59,80,99,179
ANCORAIMES,talla para la edad (t/e),talla normal (t n),2008-06-01,29,48,19,18,46,47,94,113,207
ANDAMARCA,talla para la edad (t/e),talla normal (t n),2008-06-01,0,0,0,1,1,2,1,3,4
ANTEQUERA,talla para la edad (t/e),talla normal (t n),2008-06-01,6,5,3,0,5,2,14,7,21
ANZALDO,talla para la edad (t/e),talla normal (t n),2008-06-01,15,6,11,7,10,9,36,22,58
APOLO,talla para la edad (t/e),talla normal (t n),2008-06-01,104,94,65,63,114,117,283,274,557
ARAMPAMPA,talla para la edad (t/e),talla normal (t n),2008-06-01,38,32,18,29,47,58,103,119,222
ARANI,talla para la edad (t/e),talla normal (t n),2008-06-01,17,27,19,11,29,20,65,58,123
ARBIETO,talla para la edad (t/e),talla normal (t n),2008-06-01,33,24,35,29,49,35,117,88,205
ARQUE,talla para la edad (t/e),talla normal (t n),2008-06-01,58,49,32,41,77,72,167,162,329
ASCENCION DE GUARAYOS,talla para la edad (t/e),talla normal (t n),2008-06-01,184,166,129,90,267,328,580,584,1164
ATOCHA,talla para la edad (t/e),talla normal (t n),2008-06-01,94,79,38,43,79,68,211,190,401
AUCAPATA,talla para la edad (t/e),talla normal (t n),2008-06-01,10,10,6,9,14,16,30,35,65
AYATA,talla para la edad (t/e),talla normal (t n),2008-06-01,56,66,48,41,38,42,142,149,291
AYO AYO,talla para la edad (t/e),talla normal (t n),2008-06-01,15,17,3,5,8,12,26,34,60
AYOPAYA (V. DE INDEPENDENCIA),talla para la edad (t/e),talla normal (t n),2008-06-01,126,118,68,75,112,115,306,308,614
BATALLAS,talla para la edad (t/e),talla normal (t n),2008-06-01,89,87,47,52,64,68,200,207,407
BAURES,talla para la edad (t/e),talla normal (t n),2008-06-01,29,26,28,24,48,45,105,95,200
BELEN DE ANDAMARCA,talla para la edad (t/e),talla normal (t n),2008-06-01,0,1,0,1,0,0,0,2,2
BELEN DE URMIRI,talla para la edad (t/e),talla normal (t n),2008-06-01,5,2,4,7,13,6,22,15,37
BELLA FLOR,talla para la edad (t/e),talla normal (t n),2008-06-01,12,6,8,6,15,19,35,31,66
BERMEJO,talla para la edad (t/e),talla normal (t n),2008-06-01,39,39,22,25,27,28,88,92,180
BETANZOS,talla para la edad (t/e),talla normal (t n),2008-06-01,151,127,136,104,168,159,455,390,845
BOLIVAR,talla para la edad (t/e),talla normal (t n),2008-06-01,40,31,24,21,32,40,96,92,188
BOLPEBRA,talla para la edad (t/e),talla normal (t n),2008-06-01,8,8,6,9,19,26,33,43,76
BUENA VISTA,talla para la edad (t/e),talla normal (t n),2008-06-01,14,12,28,7,33,35,75,54,129
CAIROMA,talla para la edad (t/e),talla normal (t n),2008-06-01,67,74,53,47,99,85,219,206,425
"CAIZA ""D""",talla para la edad (t/e),talla normal (t n),2008-06-01,31,29,12,13,13,13,56,55,111
CALACOTO,talla para la edad (t/e),talla normal (t n),2008-06-01,34,18,19,17,13,23,66,58,124
CALAMARCA,talla para la edad (t/e),talla normal (t n),2008-06-01,66,85,48,61,74,80,188,226,414
CAMARGO,talla para la edad (t/e),talla normal (t n),2008-06-01,112,105,74,76,194,218,380,399,779
CAMATAQUI (C. VILLA ABECIA),talla para la edad (t/e),talla normal (t n),2008-06-01,23,28,15,27,32,28,70,83,153
CAPINOTA,talla para la edad (t/e),talla normal (t n),2008-06-01,23,23,13,7,19,19,55,49,104
CAQUIAVIRI,talla para la edad (t/e),talla normal (t n),2008-06-01,41,47,21,26,33,44,95,117,212
CARACOLLO,talla para la edad (t/e),talla normal (t n),2008-06-01,46,44,26,42,30,28,102,114,216
CARANAVI,talla para la edad (t/e),talla normal (t n),2008-06-01,27,22,14,16,16,24,57,62,119
CARANGAS,talla para la edad (t/e),talla normal (t n),2008-06-01,0,0,1,0,0,0,1,0,1
CARAPARI,talla para la edad (t/e),talla normal (t n),2008-06-01,4,2,2,1,4,3,10,6,16
CARIPUYO,talla para la edad (t/e),talla normal (t n),2008-06-01,33,35,22,23,57,63,112,121,233
CARMEN RIVERO TORREZ,talla para la edad (t/e),talla normal (t n),2008-06-01,0,0,1,2,0,0,1,2,3
CATACORA,talla para la edad (t/e),talla normal (t n),2008-06-01,4,5,4,0,7,3,15,8,23
CHALLAPATA,talla para la edad (t/e),talla normal (t n),2008-06-01,44,51,32,27,58,62,134,140,274
CHAQUI,talla para la edad (t/e),talla normal (t n),2008-06-01,23,23,17,15,14,19,54,57,111
CHARAÑA,talla para la edad (t/e),talla normal (t n),2008-06-01,9,4,7,5,10,10,26,19,45
CHAYANTA,talla para la edad (t/e),talla normal (t n),2008-06-01,14,25,7,8,15,22,36,55,91
CHIMORE,talla para la edad (t/e),talla normal (t n),2008-06-01,34,17,20,32,19,26,73,75,148
CHIPAYA,talla para la edad (t/e),talla normal (t n),2008-06-01,2,4,0,0,1,2,3,6,9
CHULUMANI (V. DE LA LIBERTAD),talla para la edad (t/e),talla normal (t n),2008-06-01,39,35,19,7,14,12,72,54,126
CHUMA,talla para la edad (t/e),talla normal (t n),2008-06-01,38,31,23,20,25,13,86,64,150
CLIZA,talla para la edad (t/e),talla normal (t n),2008-06-01,113,125,69,42,58,60,240,227,467
COBIJA,talla para la edad (t/e),talla normal (t n),2008-06-01,132,135,52,47,60,71,244,253,497
COIPASA,talla para la edad (t/e),talla normal (t n),2008-06-01,0,1,1,0,0,3,1,4,5
COLCAPIRHUA,talla para la edad (t/e),talla normal (t n),2008-06-01,77,68,37,44,46,50,160,162,322
"COLCHA ""K""",talla para la edad (t/e),talla normal (t n),2008-06-01,40,34,28,28,62,45,130,107,237
COLLANA,talla para la edad (t/e),talla normal (t n),2008-06-01,10,8,6,11,19,8,35,27,62
COLOMI,talla para la edad (t/e),talla normal (t n),2008-06-01,115,112,48,45,58,76,221,233,454
COLQUECHACA,talla para la edad (t/e),talla normal (t n),2008-06-01,102,115,44,51,68,85,214,251,465
COLQUENCHA,talla para la edad (t/e),talla normal (t n),2008-06-01,39,35,44,40,39,35,122,110,232
COLQUIRI,talla para la edad (t/e),talla normal (t n),2008-06-01,19,13,3,4,5,2,27,19,46
COMANCHE,talla para la edad (t/e),talla normal (t n),2008-06-01,13,8,10,11,8,5,31,24,55
COMARAPA,talla para la edad (t/e),talla normal (t n),2008-06-01,90,70,44,44,48,55,182,169,351
COMBAYA,talla para la edad (t/e),talla normal (t n),2008-06-01,10,9,5,11,10,16,25,36,61
CONCEPCION,talla para la edad (t/e),talla normal (t n),2008-06-01,67,68,22,32,43,40,132,140,272
COPACABANA,talla para la edad (t/e),talla normal (t n),2008-06-01,66,47,22,31,41,34,129,112,241
CORIPATA,talla para la edad (t/e),talla normal (t n),2008-06-01,24,28,21,29,29,30,74,87,161
CORO CORO,talla para la edad (t/e),talla normal (t n),2008-06-01,47,29,14,23,17,27,78,79,157
COROICO,talla para la edad (t/e),talla normal (t n),2008-06-01,84,68,41,53,48,41,173,162,335
CORQUE,talla para la edad (t/e),talla normal (t n),2008-06-01,6,8,0,3,5,6,11,17,28
COTAGAITA,talla para la edad (t/e),talla normal (t n),2008-06-01,93,97,60,70,136,136,289,303,592
CUATRO CAÑADAS,talla para la edad (t/e),talla normal (t n),2008-06-01,5,4,3,5,18,26,26,35,61
CULPINA,talla para la edad (t/e),talla normal (t n),2008-06-01,107,110,81,81,178,174,366,365,731
CURAHUARA DE CARANGAS,talla para la edad (t/e),talla normal (t n),2008-06-01,11,9,9,8,6,5,26,22,48
CURVA,talla para la edad (t/e),talla normal (t n),2008-06-01,11,11,5,12,6,13,22,36,58
DESAGUADERO,talla para la edad (t/e),talla normal (t n),2008-06-01,21,21,9,13,13,12,43,46,89
EL ALTO,talla para la edad (t/e),talla normal (t n),2008-06-01,2935,2735,1392,1347,1545,1549,5872,5631,11503
EL CHORO,talla para la edad (t/e),talla normal (t n),2008-06-01,2,3,3,0,2,0,7,3,10
EL PUENTE(STC),talla para la edad (t/e),talla normal (t n),2008-06-01,72,62,58,43,94,80,224,185,409
EL PUENTE(TJA),talla para la edad (t/e),talla normal (t n),2008-06-01,21,23,22,22,48,54,91,99,190
EL VILLAR,talla para la edad (t/e),talla normal (t n),2008-06-01,35,35,29,37,68,71,132,143,275
ENTRE RIOS,talla para la edad (t/e),talla normal (t n),2008-06-01,25,22,21,14,30,31,76,67,143
ENTRE RIOS,talla para la edad (t/e),talla normal (t n),2008-06-01,105,95,80,86,147,155,332,336,668
ESCARA,talla para la edad (t/e),talla normal (t n),2008-06-01,0,0,0,1,0,0,0,1,1
ESMERALDA,talla para la edad (t/e),talla normal (t n),2008-06-01,0,0,0,0,1,0,1,0,1
EUCALIPTUS,talla para la edad (t/e),talla normal (t n),2008-06-01,5,7,9,2,4,2,18,11,29
EXALTACION,talla para la edad (t/e),talla normal (t n),2008-06-01,9,3,12,4,10,10,31,17,48
FERNANDEZ ALONSO,talla para la edad (t/e),talla normal (t n),2008-06-01,9,6,4,1,13,15,26,22,48
FILADELFIA,talla para la edad (t/e),talla normal (t n),2008-06-01,27,20,18,7,18,16,63,43,106
GENERAL SAAVEDRA,talla para la edad (t/e),talla normal (t n),2008-06-01,73,70,65,63,81,70,219,203,422
GRAL. J.J. PEREZ (CHARAZANI),talla para la edad (t/e),talla normal (t n),2008-06-01,68,50,23,21,59,49,150,120,270
GUANAY,talla para la edad (t/e),talla normal (t n),2008-06-01,82,63,30,29,55,65,167,157,324
GUAQUI,talla para la edad (t/e),talla normal (t n),2008-06-01,31,34,22,23,28,22,81,79,160
GUAYARAMERIN,talla para la edad (t/e),talla normal (t n),2008-06-01,135,155,80,71,91,98,306,324,630
GUTIERREZ,talla para la edad (t/e),talla normal (t n),2008-06-01,0,0,0,0,0,1,0,1,1
HUACHACALLA,talla para la edad (t/e),talla normal (t n),2008-06-01,0,0,2,0,0,0,2,0,2
HUANUNI,talla para la edad (t/e),talla normal (t n),2008-06-01,27,19,9,8,8,6,44,33,77
HUARACAJE,talla para la edad (t/e),talla normal (t n),2008-06-01,19,32,17,11,24,25,60,68,128
HUAYLLAMARCA,talla para la edad (t/e),talla normal (t n),2008-06-01,2,2,0,1,5,1,7,4,11
ICHOCA,talla para la edad (t/e),talla normal (t n),2008-06-01,10,9,3,5,9,11,22,25,47
ICLA,talla para la edad (t/e),talla normal (t n),2008-06-01,45,51,38,49,118,112,201,212,413
INCAHUASI,talla para la edad (t/e),talla normal (t n),2008-06-01,128,192,98,139,202,204,428,535,963
INQUISIVI,talla para la edad (t/e),talla normal (t n),2008-06-01,47,38,35,28,61,61,143,127,270
IRUPANA (VILLA DE LANZA),talla para la edad (t/e),talla normal (t n),2008-06-01,15,16,13,12,19,20,47,48,95
IXIAMAS,talla para la edad (t/e),talla normal (t n),2008-06-01,61,50,45,62,63,45,169,157,326
JESUS DE MACHACA,talla para la edad (t/e),talla normal (t n),2008-06-01,59,73,45,48,99,96,203,217,420
LA ASUNTA,talla para la edad (t/e),talla normal (t n),2008-06-01,31,20,10,17,8,5,49,42,91
LA PAZ,talla para la edad (t/e),talla normal (t n),2008-06-01,2118,1934,1039,1000,1698,1657,4855,4591,9446
LA RIVERA,talla para la edad (t/e),talla normal (t n),2008-06-01,0,2,0,0,0,0,0,2,2
LAJA,talla para la edad (t/e),talla normal (t n),2008-06-01,76,77,42,46,51,33,169,156,325
LAS CARRERAS,talla para la edad (t/e),talla normal (t n),2008-06-01,26,20,23,20,74,51,123,91,214
LICOMA PAMPA,talla para la edad (t/e),talla normal (t n),2008-06-01,16,12,9,15,23,16,48,43,91
LLALLAGUA,talla para la edad (t/e),talla normal (t n),2008-06-01,10,16,12,9,17,25,39,50,89
LLICA,talla para la edad (t/e),talla normal (t n),2008-06-01,16,14,10,6,20,25,46,45,91
LORETO,talla para la edad (t/e),talla normal (t n),2008-06-01,6,8,7,7,8,4,21,19,40
LURIBAY,talla para la edad (t/e),talla normal (t n),2008-06-01,42,59,41,46,60,56,143,161,304
MACHACAMARCA,talla para la edad (t/e),talla normal (t n),2008-06-01,6,7,5,5,7,4,18,16,34
MAGDALENA,talla para la edad (t/e),talla normal (t n),2008-06-01,59,55,25,36,29,34,113,125,238
MAIRANA,talla para la edad (t/e),talla normal (t n),2008-06-01,11,4,11,17,13,13,35,34,69
MALLA,talla para la edad (t/e),talla normal (t n),2008-06-01,13,12,11,6,14,19,38,37,75
MAPIRI,talla para la edad (t/e),talla normal (t n),2008-06-01,56,24,9,6,2,4,67,34,101
MECAPACA,talla para la edad (t/e),talla normal (t n),2008-06-01,15,17,6,11,12,14,33,42,75
MINEROS,talla para la edad (t/e),talla normal (t n),2008-06-01,143,117,75,70,105,88,323,275,598
MIZQUE,talla para la edad (t/e),talla normal (t n),2008-06-01,122,105,67,61,108,151,297,317,614
MOCOMOCO,talla para la edad (t/e),talla normal (t n),2008-06-01,46,50,20,27,43,35,109,112,221
MOJINETE,talla para la edad (t/e),talla normal (t n),2008-06-01,4,4,0,0,1,2,5,6,11
MOJOCOYA,talla para la edad (t/e),talla normal (t n),2008-06-01,9,5,4,10,18,15,31,30,61
MONTERO,talla para la edad (t/e),talla normal (t n),2008-06-01,266,258,185,172,219,229,670,659,1329
MORO MORO,talla para la edad (t/e),talla normal (t n),2008-06-01,18,10,9,12,18,26,45,48,93
MOROCHATA,talla para la edad (t/e),talla normal (t n),2008-06-01,72,93,44,52,64,78,180,223,403
NACEBE (SANTA ROSA DEL ABUNA),talla para la edad (t/e),talla normal (t n),2008-06-01,21,12,10,11,22,14,53,37,90
NAZACARA DE PACAJES,talla para la edad (t/e),talla normal (t n),2008-06-01,4,4,2,3,10,2,16,9,25
OCURI,talla para la edad (t/e),talla normal (t n),2008-06-01,90,93,55,67,44,40,189,200,389
OMEREQUE,talla para la edad (t/e),talla normal (t n),2008-06-01,27,29,14,14,21,21,62,64,126
ORURO,talla para la edad (t/e),talla normal (t n),2008-06-01,463,428,320,307,250,236,1033,971,2004
PADCAYA,talla para la edad (t/e),talla normal (t n),2008-06-01,63,57,53,64,78,58,194,179,373
PADILLA,talla para la edad (t/e),talla normal (t n),2008-06-01,57,71,74,93,146,153,277,317,594
PAILON,talla para la edad (t/e),talla normal (t n),2008-06-01,80,112,62,46,44,56,186,214,400
PALCA,talla para la edad (t/e),talla normal (t n),2008-06-01,40,33,17,15,12,17,69,65,134
PALOS BLANCOS,talla para la edad (t/e),talla normal (t n),2008-06-01,65,42,37,31,43,42,145,115,260
PAMPA AULLAGAS,talla para la edad (t/e),talla normal (t n),2008-06-01,6,4,0,2,4,1,10,7,17
PAMPA GRANDE,talla para la edad (t/e),talla normal (t n),2008-06-01,9,6,4,0,9,8,22,14,36
PAPEL PAMPA,talla para la edad (t/e),talla normal (t n),2008-06-01,5,3,6,1,3,3,14,7,21
PASORAPA,talla para la edad (t/e),talla normal (t n),2008-06-01,5,3,5,8,4,12,14,23,37
PATACAMAYA,talla para la edad (t/e),talla normal (t n),2008-06-01,12,22,17,23,10,14,39,59,98
