,group,variable,month,Dentro,Dentro,Fuera,Fuera,TOTALES,TOTALES,TOTALES
,,,,MASCULINO,FEMENINO,MASCULINO,FEMENINO,TOTAL-M,TOTAL-F,TOTAL
municipality,,,,,,,,,,
AUCAPATA,mortalidad,muerte menor de 1 ano,2014-01-01,0.0,0.0,1.0,1.0,1.0,1.0,2.0
CARIPUYO,mortalidad,muerte menor de 1 ano,2014-01-01,0.0,0.0,1.0,0.0,1.0,0.0,1.0
COBIJA,mortalidad,muerte menor de 1 ano,2014-01-01,1.0,0.0,0.0,0.0,1.0,0.0,1.0
COCHABAMBA,mortalidad,muerte menor de 1 ano,2014-01-01,14.0,8.0,0.0,0.0,14.0,8.0,22.0
COLQUECHACA,mortalidad,muerte menor de 1 ano,2014-01-01,1.0,0.0,1.0,1.0,2.0,1.0,3.0
CUEVO,mortalidad,muerte menor de 1 ano,2014-01-01,0.0,0.0,1.0,0.0,1.0,0.0,1.0
CULPINA,mortalidad,muerte menor de 1 ano,2014-01-01,0.0,0.0,1.0,0.0,1.0,0.0,1.0
EL ALTO,mortalidad,muerte menor de 1 ano,2014-01-01,8.0,4.0,8.0,3.0,16.0,7.0,23.0
ESCOMA,mortalidad,muerte menor de 1 ano,2014-01-01,0.0,0.0,1.0,0.0,1.0,0.0,1.0
GUAYARAMERIN,mortalidad,muerte menor de 1 ano,2014-01-01,1.0,1.0,0.0,0.0,1.0,1.0,2.0
IRUPANA (VILLA DE LANZA),mortalidad,muerte menor de 1 ano,2014-01-01,0.0,0.0,0.0,1.0,0.0,1.0,1.0
IXIAMAS,mortalidad,muerte menor de 1 ano,2014-01-01,0.0,0.0,0.0,1.0,0.0,1.0,1.0
LA PAZ,mortalidad,muerte menor de 1 ano,2014-01-01,32.0,7.0,4.0,1.0,36.0,8.0,44.0
LURIBAY,mortalidad,muerte menor de 1 ano,2014-01-01,0.0,0.0,0.0,1.0,0.0,1.0,1.0
MACHACAMARCA,mortalidad,muerte menor de 1 ano,2014-01-01,0.0,1.0,0.0,0.0,0.0,1.0,1.0
MONTEAGUDO,mortalidad,muerte menor de 1 ano,2014-01-01,0.0,1.0,0.0,0.0,0.0,1.0,1.0
OCURI,mortalidad,muerte menor de 1 ano,2014-01-01,0.0,0.0,1.0,0.0,1.0,0.0,1.0
ORURO,mortalidad,muerte menor de 1 ano,2014-01-01,1.0,1.0,0.0,0.0,1.0,1.0,2.0
PAILON,mortalidad,muerte menor de 1 ano,2014-01-01,0.0,0.0,1.0,0.0,1.0,0.0,1.0
PALOS BLANCOS,mortalidad,muerte menor de 1 ano,2014-01-01,0.0,1.0,0.0,1.0,0.0,2.0,2.0
POTOSI,mortalidad,muerte menor de 1 ano,2014-01-01,2.0,6.0,2.0,3.0,4.0,9.0,13.0
RIBERALTA,mortalidad,muerte menor de 1 ano,2014-01-01,5.0,4.0,0.0,0.0,5.0,4.0,9.0
RURRENABAQUE,mortalidad,muerte menor de 1 ano,2014-01-01,1.0,0.0,0.0,0.0,1.0,0.0,1.0
SACACA,mortalidad,muerte menor de 1 ano,2014-01-01,0.0,0.0,1.0,0.0,1.0,0.0,1.0
SAN BUENA VENTURA,mortalidad,muerte menor de 1 ano,2014-01-01,0.0,0.0,0.0,1.0,0.0,1.0,1.0
SAN IGNACIO DE VELASCO,mortalidad,muerte menor de 1 ano,2014-01-01,1.0,0.0,0.0,1.0,1.0,1.0,2.0
SAN LUCAS,mortalidad,muerte menor de 1 ano,2014-01-01,0.0,0.0,1.0,1.0,1.0,1.0,2.0
SANTA CRUZ DE LA SIERRA,mortalidad,muerte menor de 1 ano,2014-01-01,8.0,8.0,0.0,1.0,8.0,9.0,17.0
SANTA ROSA DEL SARA,mortalidad,muerte menor de 1 ano,2014-01-01,0.0,0.0,0.0,1.0,0.0,1.0,1.0
SUCRE,mortalidad,muerte menor de 1 ano,2014-01-01,2.0,3.0,0.0,0.0,2.0,3.0,5.0
TIRAQUE (CBBA),mortalidad,muerte menor de 1 ano,2014-01-01,0.0,0.0,1.0,0.0,1.0,0.0,1.0
TRINIDAD,mortalidad,muerte menor de 1 ano,2014-01-01,1.0,1.0,0.0,0.0,1.0,1.0,2.0
TUPIZA,mortalidad,muerte menor de 1 ano,2014-01-01,0.0,0.0,0.0,1.0,0.0,1.0,1.0
UYUNI,mortalidad,muerte menor de 1 ano,2014-01-01,0.0,1.0,0.0,2.0,0.0,3.0,3.0
VIACHA,mortalidad,muerte menor de 1 ano,2014-01-01,0.0,1.0,0.0,0.0,0.0,1.0,1.0
VILLA CHARCAS,mortalidad,muerte menor de 1 ano,2014-01-01,0.0,0.0,0.0,2.0,0.0,2.0,2.0
VILLAZON,mortalidad,muerte menor de 1 ano,2014-01-01,0.0,1.0,0.0,0.0,0.0,1.0,1.0
YACUIBA,mortalidad,muerte menor de 1 ano,2014-01-01,1.0,0.0,0.0,0.0,1.0,0.0,1.0
APOLO,mortalidad,muerte menor de 1 ano,2014-02-01,0.0,1.0,0.0,0.0,0.0,1.0,1.0
AYO AYO,mortalidad,muerte menor de 1 ano,2014-02-01,0.0,0.0,0.0,1.0,0.0,1.0,1.0
CALAMARCA,mortalidad,muerte menor de 1 ano,2014-02-01,0.0,0.0,1.0,0.0,1.0,0.0,1.0
CARIPUYO,mortalidad,muerte menor de 1 ano,2014-02-01,0.0,0.0,0.0,1.0,0.0,1.0,1.0
CHULUMANI (V. DE LA LIBERTAD),mortalidad,muerte menor de 1 ano,2014-02-01,0.0,0.0,1.0,0.0,1.0,0.0,1.0
COCHABAMBA,mortalidad,muerte menor de 1 ano,2014-02-01,5.0,5.0,0.0,0.0,5.0,5.0,10.0
COLOMI,mortalidad,muerte menor de 1 ano,2014-02-01,0.0,0.0,0.0,1.0,0.0,1.0,1.0
CONCEPCION,mortalidad,muerte menor de 1 ano,2014-02-01,0.0,0.0,1.0,1.0,1.0,1.0,2.0
COTAGAITA,mortalidad,muerte menor de 1 ano,2014-02-01,0.0,0.0,1.0,0.0,1.0,0.0,1.0
EL ALTO,mortalidad,muerte menor de 1 ano,2014-02-01,2.0,1.0,2.0,1.0,4.0,2.0,6.0
GUAYARAMERIN,mortalidad,muerte menor de 1 ano,2014-02-01,1.0,1.0,0.0,0.0,1.0,1.0,2.0
LA PAZ,mortalidad,muerte menor de 1 ano,2014-02-01,21.0,11.0,2.0,0.0,23.0,11.0,34.0
MACHACAMARCA,mortalidad,muerte menor de 1 ano,2014-02-01,0.0,1.0,0.0,0.0,0.0,1.0,1.0
OCURI,mortalidad,muerte menor de 1 ano,2014-02-01,0.0,1.0,0.0,0.0,0.0,1.0,1.0
ORURO,mortalidad,muerte menor de 1 ano,2014-02-01,1.0,0.0,0.0,0.0,1.0,0.0,1.0
PELECHUCO,mortalidad,muerte menor de 1 ano,2014-02-01,0.0,0.0,1.0,0.0,1.0,0.0,1.0
POTOSI,mortalidad,muerte menor de 1 ano,2014-02-01,0.0,4.0,0.0,0.0,0.0,4.0,4.0
PUCARANI,mortalidad,muerte menor de 1 ano,2014-02-01,0.0,0.0,1.0,0.0,1.0,0.0,1.0
RAVELO,mortalidad,muerte menor de 1 ano,2014-02-01,0.0,0.0,1.0,0.0,1.0,0.0,1.0
RIBERALTA,mortalidad,muerte menor de 1 ano,2014-02-01,0.0,2.0,0.0,0.0,0.0,2.0,2.0
SACABA,mortalidad,muerte menor de 1 ano,2014-02-01,0.0,0.0,1.0,1.0,1.0,1.0,2.0
SACACA,mortalidad,muerte menor de 1 ano,2014-02-01,0.0,0.0,0.0,1.0,0.0,1.0,1.0
SAN BORJA,mortalidad,muerte menor de 1 ano,2014-02-01,1.0,1.0,0.0,0.0,1.0,1.0,2.0
SAN BUENA VENTURA,mortalidad,muerte menor de 1 ano,2014-02-01,0.0,1.0,0.0,0.0,0.0,1.0,1.0
SAN IGNACIO DE VELASCO,mortalidad,muerte menor de 1 ano,2014-02-01,1.0,0.0,0.0,0.0,1.0,0.0,1.0
SAN LORENZO(PND),mortalidad,muerte menor de 1 ano,2014-02-01,1.0,0.0,0.0,0.0,1.0,0.0,1.0
SANTA CRUZ DE LA SIERRA,mortalidad,muerte menor de 1 ano,2014-02-01,6.0,2.0,1.0,0.0,7.0,2.0,9.0
SANTIAGO DE MACHACA,mortalidad,muerte menor de 1 ano,2014-02-01,0.0,0.0,0.0,1.0,0.0,1.0,1.0
SUCRE,mortalidad,muerte menor de 1 ano,2014-02-01,2.0,1.0,0.0,0.0,2.0,1.0,3.0
TARABUCO,mortalidad,muerte menor de 1 ano,2014-02-01,0.0,0.0,1.0,0.0,1.0,0.0,1.0
TINGUIPAYA,mortalidad,muerte menor de 1 ano,2014-02-01,0.0,0.0,0.0,1.0,0.0,1.0,1.0
UYUNI,mortalidad,muerte menor de 1 ano,2014-02-01,0.0,0.0,1.0,2.0,1.0,2.0,3.0
VILLA TUNARI,mortalidad,muerte menor de 1 ano,2014-02-01,0.0,0.0,1.0,0.0,1.0,0.0,1.0
YOCALLA,mortalidad,muerte menor de 1 ano,2014-02-01,0.0,0.0,0.0,1.0,0.0,1.0,1.0
CAMARGO,mortalidad,muerte menor de 1 ano,2014-03-01,0.0,0.0,0.0,1.0,0.0,1.0,1.0
CHALLAPATA,mortalidad,muerte menor de 1 ano,2014-03-01,0.0,0.0,1.0,0.0,1.0,0.0,1.0
CHARAGUA,mortalidad,muerte menor de 1 ano,2014-03-01,0.0,1.0,0.0,0.0,0.0,1.0,1.0
COCHABAMBA,mortalidad,muerte menor de 1 ano,2014-03-01,4.0,8.0,0.0,0.0,4.0,8.0,12.0
COLQUECHACA,mortalidad,muerte menor de 1 ano,2014-03-01,0.0,0.0,1.0,0.0,1.0,0.0,1.0
COROICO,mortalidad,muerte menor de 1 ano,2014-03-01,1.0,0.0,0.0,0.0,1.0,0.0,1.0
EL ALTO,mortalidad,muerte menor de 1 ano,2014-03-01,3.0,2.0,2.0,0.0,5.0,2.0,7.0
EL PUENTE(STC),mortalidad,muerte menor de 1 ano,2014-03-01,0.0,0.0,0.0,1.0,0.0,1.0,1.0
ESCOMA,mortalidad,muerte menor de 1 ano,2014-03-01,0.0,0.0,3.0,0.0,3.0,0.0,3.0
GUAYARAMERIN,mortalidad,muerte menor de 1 ano,2014-03-01,1.0,0.0,0.0,0.0,1.0,0.0,1.0
HUANUNI,mortalidad,muerte menor de 1 ano,2014-03-01,0.0,0.0,1.0,0.0,1.0,0.0,1.0
IXIAMAS,mortalidad,muerte menor de 1 ano,2014-03-01,0.0,1.0,0.0,0.0,0.0,1.0,1.0
LA GUARDIA,mortalidad,muerte menor de 1 ano,2014-03-01,0.0,0.0,0.0,1.0,0.0,1.0,1.0
LA PAZ,mortalidad,muerte menor de 1 ano,2014-03-01,24.0,20.0,3.0,5.0,27.0,25.0,52.0
MECAPACA,mortalidad,muerte menor de 1 ano,2014-03-01,0.0,0.0,1.0,0.0,1.0,0.0,1.0
OCURI,mortalidad,muerte menor de 1 ano,2014-03-01,0.0,0.0,0.0,1.0,0.0,1.0,1.0
ORURO,mortalidad,muerte menor de 1 ano,2014-03-01,1.0,1.0,0.0,0.0,1.0,1.0,2.0
PALOS BLANCOS,mortalidad,muerte menor de 1 ano,2014-03-01,0.0,0.0,1.0,0.0,1.0,0.0,1.0
POCOATA,mortalidad,muerte menor de 1 ano,2014-03-01,0.0,1.0,0.0,0.0,0.0,1.0,1.0
POTOSI,mortalidad,muerte menor de 1 ano,2014-03-01,1.0,7.0,0.0,0.0,1.0,7.0,8.0
PRESTO,mortalidad,muerte menor de 1 ano,2014-03-01,1.0,0.0,0.0,0.0,1.0,0.0,1.0
PUERTO VILLARROEL,mortalidad,muerte menor de 1 ano,2014-03-01,0.0,0.0,1.0,0.0,1.0,0.0,1.0
RIBERALTA,mortalidad,muerte menor de 1 ano,2014-03-01,4.0,2.0,0.0,0.0,4.0,2.0,6.0
RURRENABAQUE,mortalidad,muerte menor de 1 ano,2014-03-01,1.0,0.0,0.0,0.0,1.0,0.0,1.0
SACABA,mortalidad,muerte menor de 1 ano,2014-03-01,0.0,0.0,1.0,1.0,1.0,1.0,2.0
SACACA,mortalidad,muerte menor de 1 ano,2014-03-01,0.0,0.0,0.0,1.0,0.0,1.0,1.0
SAN IGNACIO DE VELASCO,mortalidad,muerte menor de 1 ano,2014-03-01,0.0,1.0,0.0,0.0,0.0,1.0,1.0
SAN PABLO DE LIPEZ,mortalidad,muerte menor de 1 ano,2014-03-01,0.0,0.0,0.0,1.0,0.0,1.0,1.0
SAN PEDRO DE BUENA VISTA,mortalidad,muerte menor de 1 ano,2014-03-01,0.0,0.0,0.0,1.0,0.0,1.0,1.0
SANTA ANA,mortalidad,muerte menor de 1 ano,2014-03-01,0.0,0.0,0.0,1.0,0.0,1.0,1.0
SANTA CRUZ DE LA SIERRA,mortalidad,muerte menor de 1 ano,2014-03-01,4.0,8.0,1.0,0.0,5.0,8.0,13.0
SUCRE,mortalidad,muerte menor de 1 ano,2014-03-01,4.0,4.0,0.0,0.0,4.0,4.0,8.0
TOLEDO,mortalidad,muerte menor de 1 ano,2014-03-01,0.0,0.0,0.0,2.0,0.0,2.0,2.0
VILLA MONTES,mortalidad,muerte menor de 1 ano,2014-03-01,1.0,0.0,0.0,0.0,1.0,0.0,1.0
ACHACACHI,mortalidad,muerte menor de 1 ano,2014-04-01,0.0,1.0,0.0,0.0,0.0,1.0,1.0
AYATA,mortalidad,muerte menor de 1 ano,2014-04-01,0.0,0.0,1.0,0.0,1.0,0.0,1.0
CALAMARCA,mortalidad,muerte menor de 1 ano,2014-04-01,0.0,0.0,1.0,0.0,1.0,0.0,1.0
COBIJA,mortalidad,muerte menor de 1 ano,2014-04-01,0.0,1.0,0.0,0.0,0.0,1.0,1.0
COCHABAMBA,mortalidad,muerte menor de 1 ano,2014-04-01,7.0,8.0,1.0,0.0,8.0,8.0,16.0
COLQUECHACA,mortalidad,muerte menor de 1 ano,2014-04-01,0.0,0.0,0.0,1.0,0.0,1.0,1.0
CONCEPCION,mortalidad,muerte menor de 1 ano,2014-04-01,0.0,0.0,0.0,1.0,0.0,1.0,1.0
COROICO,mortalidad,muerte menor de 1 ano,2014-04-01,0.0,1.0,1.0,0.0,1.0,1.0,2.0
COTAGAITA,mortalidad,muerte menor de 1 ano,2014-04-01,0.0,0.0,2.0,0.0,2.0,0.0,2.0
EL ALTO,mortalidad,muerte menor de 1 ano,2014-04-01,5.0,7.0,7.0,3.0,12.0,10.0,22.0
FERNANDEZ ALONSO,mortalidad,muerte menor de 1 ano,2014-04-01,0.0,0.0,1.0,0.0,1.0,0.0,1.0
GUTIERREZ,mortalidad,muerte menor de 1 ano,2014-04-01,0.0,1.0,0.0,0.0,0.0,1.0,1.0
LA ASUNTA,mortalidad,muerte menor de 1 ano,2014-04-01,1.0,0.0,0.0,1.0,1.0,1.0,2.0
LA GUARDIA,mortalidad,muerte menor de 1 ano,2014-04-01,0.0,0.0,1.0,0.0,1.0,0.0,1.0
LA PAZ,mortalidad,muerte menor de 1 ano,2014-04-01,25.0,28.0,0.0,5.0,25.0,33.0,58.0
ORURO,mortalidad,muerte menor de 1 ano,2014-04-01,3.0,3.0,0.0,0.0,3.0,3.0,6.0
POCOATA,mortalidad,muerte menor de 1 ano,2014-04-01,0.0,0.0,0.0,2.0,0.0,2.0,2.0
POTOSI,mortalidad,muerte menor de 1 ano,2014-04-01,4.0,4.0,0.0,0.0,4.0,4.0,8.0
PRESTO,mortalidad,muerte menor de 1 ano,2014-04-01,0.0,0.0,1.0,0.0,1.0,0.0,1.0
PUERTO VILLARROEL,mortalidad,muerte menor de 1 ano,2014-04-01,1.0,0.0,0.0,0.0,1.0,0.0,1.0
PUNATA,mortalidad,muerte menor de 1 ano,2014-04-01,0.0,1.0,0.0,0.0,0.0,1.0,1.0
RIBERALTA,mortalidad,muerte menor de 1 ano,2014-04-01,2.0,3.0,0.0,0.0,2.0,3.0,5.0
SACABA,mortalidad,muerte menor de 1 ano,2014-04-01,0.0,1.0,1.0,1.0,1.0,2.0,3.0
SACACA,mortalidad,muerte menor de 1 ano,2014-04-01,0.0,0.0,1.0,1.0,1.0,1.0,2.0
