,group,variable,month,Dentro,Dentro,Fuera,Fuera,TOTALES,TOTALES,TOTALES
,,,,MASCULINO,FEMENINO,MASCULINO,FEMENINO,TOTAL-M,TOTAL-F,TOTAL
municipality,,,,,,,,,,
COCHABAMBA,mortalidad,muerte materna,2014-01-01,0.0,1.0,0.0,0.0,0.0,1.0,1.0
COLQUECHACA,mortalidad,muerte materna,2014-01-01,0.0,0.0,0.0,1.0,0.0,1.0,1.0
EL ALTO,mortalidad,muerte materna,2014-01-01,0.0,1.0,0.0,0.0,0.0,1.0,1.0
LA PAZ,mortalidad,muerte materna,2014-01-01,0.0,3.0,0.0,0.0,0.0,3.0,3.0
MIZQUE,mortalidad,muerte materna,2014-01-01,0.0,1.0,0.0,0.0,0.0,1.0,1.0
SANTA CRUZ DE LA SIERRA,mortalidad,muerte materna,2014-01-01,0.0,2.0,0.0,0.0,0.0,2.0,2.0
SUCRE,mortalidad,muerte materna,2014-01-01,0.0,2.0,0.0,0.0,0.0,2.0,2.0
TITO YUPANQUI (PARQUIPUJIO),mortalidad,muerte materna,2014-01-01,0.0,0.0,0.0,1.0,0.0,1.0,1.0
VILLA CHARCAS,mortalidad,muerte materna,2014-01-01,0.0,0.0,0.0,1.0,0.0,1.0,1.0
COCHABAMBA,mortalidad,muerte materna,2014-02-01,0.0,1.0,0.0,0.0,0.0,1.0,1.0
LA PAZ,mortalidad,muerte materna,2014-02-01,0.0,4.0,0.0,0.0,0.0,4.0,4.0
MAGDALENA,mortalidad,muerte materna,2014-02-01,0.0,1.0,0.0,0.0,0.0,1.0,1.0
MOROCHATA,mortalidad,muerte materna,2014-02-01,0.0,0.0,0.0,1.0,0.0,1.0,1.0
ORURO,mortalidad,muerte materna,2014-02-01,0.0,1.0,0.0,0.0,0.0,1.0,1.0
SAN ANTONIO DE ESMORUCO,mortalidad,muerte materna,2014-02-01,0.0,0.0,0.0,1.0,0.0,1.0,1.0
SAN BORJA,mortalidad,muerte materna,2014-02-01,0.0,1.0,0.0,0.0,0.0,1.0,1.0
SAN RAMON SCZ,mortalidad,muerte materna,2014-02-01,0.0,1.0,0.0,0.0,0.0,1.0,1.0
SANTA CRUZ DE LA SIERRA,mortalidad,muerte materna,2014-02-01,0.0,2.0,0.0,0.0,0.0,2.0,2.0
SUCRE,mortalidad,muerte materna,2014-02-01,0.0,1.0,0.0,0.0,0.0,1.0,1.0
TARVITA,mortalidad,muerte materna,2014-02-01,0.0,0.0,0.0,1.0,0.0,1.0,1.0
VILLA TUNARI,mortalidad,muerte materna,2014-02-01,0.0,0.0,0.0,1.0,0.0,1.0,1.0
AYO AYO,mortalidad,muerte materna,2014-03-01,0.0,0.0,0.0,1.0,0.0,1.0,1.0
CAMARGO,mortalidad,muerte materna,2014-03-01,0.0,0.0,0.0,1.0,0.0,1.0,1.0
CARIPUYO,mortalidad,muerte materna,2014-03-01,0.0,0.0,0.0,1.0,0.0,1.0,1.0
COCHABAMBA,mortalidad,muerte materna,2014-03-01,0.0,3.0,0.0,0.0,0.0,3.0,3.0
COLQUIRI,mortalidad,muerte materna,2014-03-01,0.0,0.0,0.0,1.0,0.0,1.0,1.0
EL ALTO,mortalidad,muerte materna,2014-03-01,0.0,1.0,0.0,0.0,0.0,1.0,1.0
RIBERALTA,mortalidad,muerte materna,2014-03-01,0.0,1.0,0.0,0.0,0.0,1.0,1.0
SAN LUCAS,mortalidad,muerte materna,2014-03-01,0.0,0.0,0.0,2.0,0.0,2.0,2.0
SANTA CRUZ DE LA SIERRA,mortalidad,muerte materna,2014-03-01,0.0,2.0,0.0,0.0,0.0,2.0,2.0
SUCRE,mortalidad,muerte materna,2014-03-01,0.0,1.0,0.0,0.0,0.0,1.0,1.0
TIQUIPAYA,mortalidad,muerte materna,2014-03-01,0.0,0.0,0.0,1.0,0.0,1.0,1.0
COCHABAMBA,mortalidad,muerte materna,2014-04-01,0.0,1.0,0.0,0.0,0.0,1.0,1.0
EL ALTO,mortalidad,muerte materna,2014-04-01,0.0,1.0,0.0,0.0,0.0,1.0,1.0
LA PAZ,mortalidad,muerte materna,2014-04-01,0.0,2.0,0.0,0.0,0.0,2.0,2.0
ORURO,mortalidad,muerte materna,2014-04-01,0.0,1.0,0.0,0.0,0.0,1.0,1.0
POTOSI,mortalidad,muerte materna,2014-04-01,0.0,1.0,0.0,0.0,0.0,1.0,1.0
RIBERALTA,mortalidad,muerte materna,2014-04-01,0.0,0.0,0.0,1.0,0.0,1.0,1.0
SACACA,mortalidad,muerte materna,2014-04-01,0.0,0.0,0.0,2.0,0.0,2.0,2.0
SAN JOSE DE CHIQUITOS,mortalidad,muerte materna,2014-04-01,0.0,0.0,0.0,1.0,0.0,1.0,1.0
SANTA CRUZ DE LA SIERRA,mortalidad,muerte materna,2014-04-01,0.0,3.0,0.0,0.0,0.0,3.0,3.0
TARATA,mortalidad,muerte materna,2014-04-01,0.0,0.0,0.0,1.0,0.0,1.0,1.0
VILLA MONTES,mortalidad,muerte materna,2014-04-01,0.0,1.0,0.0,0.0,0.0,1.0,1.0
CHULUMANI (V. DE LA LIBERTAD),mortalidad,muerte materna,2014-05-01,0.0,1.0,0.0,0.0,0.0,1.0,1.0
COCHABAMBA,mortalidad,muerte materna,2014-05-01,0.0,2.0,0.0,0.0,0.0,2.0,2.0
EL ALTO,mortalidad,muerte materna,2014-05-01,0.0,0.0,0.0,2.0,0.0,2.0,2.0
LA PAZ,mortalidad,muerte materna,2014-05-01,0.0,1.0,0.0,0.0,0.0,1.0,1.0
ORURO,mortalidad,muerte materna,2014-05-01,0.0,1.0,0.0,0.0,0.0,1.0,1.0
POCOATA,mortalidad,muerte materna,2014-05-01,0.0,0.0,0.0,1.0,0.0,1.0,1.0
SAN JULIAN,mortalidad,muerte materna,2014-05-01,0.0,1.0,0.0,0.0,0.0,1.0,1.0
SANTA CRUZ DE LA SIERRA,mortalidad,muerte materna,2014-05-01,0.0,1.0,0.0,0.0,0.0,1.0,1.0
TARIJA,mortalidad,muerte materna,2014-05-01,0.0,1.0,0.0,0.0,0.0,1.0,1.0
VILLA MONTES,mortalidad,muerte materna,2014-05-01,0.0,1.0,0.0,0.0,0.0,1.0,1.0
ACACIO,mortalidad,muerte materna,2014-06-01,0.0,0.0,0.0,1.0,0.0,1.0,1.0
COCAPATA,mortalidad,muerte materna,2014-06-01,0.0,0.0,0.0,1.0,0.0,1.0,1.0
COCHABAMBA,mortalidad,muerte materna,2014-06-01,0.0,1.0,0.0,0.0,0.0,1.0,1.0
EL ALTO,mortalidad,muerte materna,2014-06-01,0.0,1.0,0.0,1.0,0.0,2.0,2.0
LA PAZ,mortalidad,muerte materna,2014-06-01,0.0,3.0,0.0,0.0,0.0,3.0,3.0
ORURO,mortalidad,muerte materna,2014-06-01,0.0,1.0,0.0,1.0,0.0,2.0,2.0
RURRENABAQUE,mortalidad,muerte materna,2014-06-01,0.0,0.0,0.0,1.0,0.0,1.0,1.0
SANTA CRUZ DE LA SIERRA,mortalidad,muerte materna,2014-06-01,0.0,1.0,0.0,0.0,0.0,1.0,1.0
TRINIDAD,mortalidad,muerte materna,2014-06-01,0.0,1.0,0.0,0.0,0.0,1.0,1.0
VILLA TUNARI,mortalidad,muerte materna,2014-06-01,0.0,1.0,0.0,0.0,0.0,1.0,1.0
ZUDAÑEZ,mortalidad,muerte materna,2014-06-01,0.0,0.0,0.0,1.0,0.0,1.0,1.0
"CAIZA ""D""",mortalidad,muerte materna,2014-07-01,0.0,0.0,0.0,1.0,0.0,1.0,1.0
COCHABAMBA,mortalidad,muerte materna,2014-07-01,0.0,3.0,0.0,1.0,0.0,4.0,4.0
COROICO,mortalidad,muerte materna,2014-07-01,0.0,1.0,0.0,0.0,0.0,1.0,1.0
EL ALTO,mortalidad,muerte materna,2014-07-01,0.0,2.0,0.0,0.0,0.0,2.0,2.0
LA ASUNTA,mortalidad,muerte materna,2014-07-01,0.0,1.0,0.0,0.0,0.0,1.0,1.0
LA PAZ,mortalidad,muerte materna,2014-07-01,0.0,2.0,0.0,0.0,0.0,2.0,2.0
MOROCHATA,mortalidad,muerte materna,2014-07-01,0.0,1.0,0.0,0.0,0.0,1.0,1.0
ORURO,mortalidad,muerte materna,2014-07-01,0.0,1.0,0.0,0.0,0.0,1.0,1.0
PALCA,mortalidad,muerte materna,2014-07-01,0.0,0.0,0.0,1.0,0.0,1.0,1.0
PUERTO VILLARROEL,mortalidad,muerte materna,2014-07-01,0.0,1.0,0.0,0.0,0.0,1.0,1.0
SANTA ANA,mortalidad,muerte materna,2014-07-01,0.0,1.0,0.0,0.0,0.0,1.0,1.0
SANTA CRUZ DE LA SIERRA,mortalidad,muerte materna,2014-07-01,0.0,3.0,0.0,0.0,0.0,3.0,3.0
SUCRE,mortalidad,muerte materna,2014-07-01,0.0,3.0,0.0,0.0,0.0,3.0,3.0
TARIJA,mortalidad,muerte materna,2014-07-01,0.0,1.0,0.0,0.0,0.0,1.0,1.0
VINTO,mortalidad,muerte materna,2014-07-01,0.0,0.0,0.0,1.0,0.0,1.0,1.0
COCHABAMBA,mortalidad,muerte materna,2014-08-01,0.0,1.0,0.0,0.0,0.0,1.0,1.0
COLOMI,mortalidad,muerte materna,2014-08-01,0.0,0.0,0.0,1.0,0.0,1.0,1.0
EL ALTO,mortalidad,muerte materna,2014-08-01,0.0,2.0,0.0,0.0,0.0,2.0,2.0
ORURO,mortalidad,muerte materna,2014-08-01,0.0,2.0,0.0,0.0,0.0,2.0,2.0
SAN LUCAS,mortalidad,muerte materna,2014-08-01,0.0,0.0,0.0,1.0,0.0,1.0,1.0
SANTA CRUZ DE LA SIERRA,mortalidad,muerte materna,2014-08-01,0.0,2.0,0.0,0.0,0.0,2.0,2.0
TAPACARI,mortalidad,muerte materna,2014-08-01,0.0,0.0,0.0,1.0,0.0,1.0,1.0
TRINIDAD,mortalidad,muerte materna,2014-08-01,0.0,1.0,0.0,0.0,0.0,1.0,1.0
ARQUE,mortalidad,muerte materna,2014-09-01,0.0,0.0,0.0,1.0,0.0,1.0,1.0
BETANZOS,mortalidad,muerte materna,2014-09-01,0.0,0.0,0.0,1.0,0.0,1.0,1.0
CARANAVI,mortalidad,muerte materna,2014-09-01,0.0,0.0,0.0,1.0,0.0,1.0,1.0
EL ALTO,mortalidad,muerte materna,2014-09-01,0.0,1.0,0.0,0.0,0.0,1.0,1.0
LA PAZ,mortalidad,muerte materna,2014-09-01,0.0,2.0,0.0,0.0,0.0,2.0,2.0
SABAYA,mortalidad,muerte materna,2014-09-01,0.0,0.0,0.0,1.0,0.0,1.0,1.0
SANTA CRUZ DE LA SIERRA,mortalidad,muerte materna,2014-09-01,0.0,1.0,0.0,0.0,0.0,1.0,1.0
TACOPAYA,mortalidad,muerte materna,2014-09-01,0.0,0.0,0.0,1.0,0.0,1.0,1.0
TAPACARI,mortalidad,muerte materna,2014-09-01,0.0,0.0,0.0,1.0,0.0,1.0,1.0
VILLA TUNARI,mortalidad,muerte materna,2014-09-01,0.0,1.0,0.0,0.0,0.0,1.0,1.0
WALDO BALLIVIAN,mortalidad,muerte materna,2014-09-01,0.0,0.0,0.0,1.0,0.0,1.0,1.0
