,group,variable,month,Dentro,Dentro,Fuera,Fuera,TOTALES,TOTALES,TOTALES
YACUIBA,mortalidad,otras muertes en mayores de 5 anos,2014-01-01,8,2,0,0,8,2,10
YAPACANI,mortalidad,otras muertes en mayores de 5 anos,2014-01-01,0,0,1,0,1,0,1
ACHACACHI,mortalidad,otras muertes en mayores de 5 anos,2014-02-01,0,0,1,0,1,0,1
ACHOCALLA,mortalidad,otras muertes en mayores de 5 anos,2014-02-01,0,0,3,0,3,0,3
APOLO,mortalidad,otras muertes en mayores de 5 anos,2014-02-01,0,0,1,2,1,2,3
ARQUE,mortalidad,otras muertes en mayores de 5 anos,2014-02-01,0,0,0,1,0,1,1
ASCENCION DE GUARAYOS,mortalidad,otras muertes en mayores de 5 anos,2014-02-01,1,0,0,0,1,0,1
AUCAPATA,mortalidad,otras muertes en mayores de 5 anos,2014-02-01,0,0,1,1,1,1,2
AYATA,mortalidad,otras muertes en mayores de 5 anos,2014-02-01,0,0,0,1,0,1,1
AYO AYO,mortalidad,otras muertes en mayores de 5 anos,2014-02-01,0,0,0,2,0,2,2
BATALLAS,mortalidad,otras muertes en mayores de 5 anos,2014-02-01,0,0,4,1,4,1,5
BELEN DE ANDAMARCA,mortalidad,otras muertes en mayores de 5 anos,2014-02-01,0,0,1,0,1,0,1
BETANZOS,mortalidad,otras muertes en mayores de 5 anos,2014-02-01,0,0,2,1,2,1,3
BOYUIBE,mortalidad,otras muertes en mayores de 5 anos,2014-02-01,0,0,1,0,1,0,1
CAIROMA,mortalidad,otras muertes en mayores de 5 anos,2014-02-01,0,0,2,5,2,5,7
CAJUATA,mortalidad,otras muertes en mayores de 5 anos,2014-02-01,0,0,1,1,1,1,2
CALAMARCA,mortalidad,otras muertes en mayores de 5 anos,2014-02-01,0,0,0,2,0,2,2
CAMARGO,mortalidad,otras muertes en mayores de 5 anos,2014-02-01,0,0,1,2,1,2,3
CAMIRI,mortalidad,otras muertes en mayores de 5 anos,2014-02-01,3,1,2,0,5,1,6
CAPINOTA,mortalidad,otras muertes en mayores de 5 anos,2014-02-01,0,0,0,2,0,2,2
CARACOLLO,mortalidad,otras muertes en mayores de 5 anos,2014-02-01,0,0,0,1,0,1,1
CARANAVI,mortalidad,otras muertes en mayores de 5 anos,2014-02-01,1,2,2,2,3,4,7
CARAPARI,mortalidad,otras muertes en mayores de 5 anos,2014-02-01,0,0,1,0,1,0,1
CARIPUYO,mortalidad,otras muertes en mayores de 5 anos,2014-02-01,0,0,1,2,1,2,3
CATACORA,mortalidad,otras muertes en mayores de 5 anos,2014-02-01,0,0,0,1,0,1,1
CHALLAPATA,mortalidad,otras muertes en mayores de 5 anos,2014-02-01,0,0,3,2,3,2,5
CHAQUI,mortalidad,otras muertes en mayores de 5 anos,2014-02-01,0,0,2,1,2,1,3
CHARAGUA,mortalidad,otras muertes en mayores de 5 anos,2014-02-01,0,0,0,1,0,1,1
CHIMORE,mortalidad,otras muertes en mayores de 5 anos,2014-02-01,0,0,0,1,0,1,1
COBIJA,mortalidad,otras muertes en mayores de 5 anos,2014-02-01,3,2,0,0,3,2,5
COCHABAMBA,mortalidad,otras muertes en mayores de 5 anos,2014-02-01,9,8,2,0,11,8,19
"COLCHA ""K""",mortalidad,otras muertes en mayores de 5 anos,2014-02-01,0,0,0,1,0,1,1
COLLANA,mortalidad,otras muertes en mayores de 5 anos,2014-02-01,0,0,1,0,1,0,1
COLOMI,mortalidad,otras muertes en mayores de 5 anos,2014-02-01,0,0,3,3,3,3,6
COLPA BELGICA,mortalidad,otras muertes en mayores de 5 anos,2014-02-01,0,0,0,2,0,2,2
COLQUECHACA,mortalidad,otras muertes en mayores de 5 anos,2014-02-01,0,0,3,0,3,0,3
COLQUENCHA,mortalidad,otras muertes en mayores de 5 anos,2014-02-01,0,0,1,0,1,0,1
COMANCHE,mortalidad,otras muertes en mayores de 5 anos,2014-02-01,0,0,0,1,0,1,1
COMARAPA,mortalidad,otras muertes en mayores de 5 anos,2014-02-01,0,1,1,1,1,2,3
CONCEPCION,mortalidad,otras muertes en mayores de 5 anos,2014-02-01,0,1,2,2,2,3,5
CORIPATA,mortalidad,otras muertes en mayores de 5 anos,2014-02-01,0,0,2,0,2,0,2
COROICO,mortalidad,otras muertes en mayores de 5 anos,2014-02-01,2,2,1,1,3,3,6
COTAGAITA,mortalidad,otras muertes en mayores de 5 anos,2014-02-01,0,0,2,4,2,4,6
COTOCA,mortalidad,otras muertes en mayores de 5 anos,2014-02-01,0,0,2,2,2,2,4
CULPINA,mortalidad,otras muertes en mayores de 5 anos,2014-02-01,2,0,1,1,3,1,4
CURAHUARA DE CARANGAS,mortalidad,otras muertes en mayores de 5 anos,2014-02-01,0,0,0,2,0,2,2
DESAGUADERO,mortalidad,otras muertes en mayores de 5 anos,2014-02-01,0,0,2,1,2,1,3
EL ALTO,mortalidad,otras muertes en mayores de 5 anos,2014-02-01,11,10,39,32,50,42,92
EL PUENTE(TJA),mortalidad,otras muertes en mayores de 5 anos,2014-02-01,0,0,1,1,1,1,2
EL TORNO,mortalidad,otras muertes en mayores de 5 anos,2014-02-01,2,2,3,7,5,9,14
EL VILLAR,mortalidad,otras muertes en mayores de 5 anos,2014-02-01,0,0,0,1,0,1,1
ENTRE RIOS TRJ,mortalidad,otras muertes en mayores de 5 anos,2014-02-01,0,0,2,1,2,1,3
ESCOMA,mortalidad,otras muertes en mayores de 5 anos,2014-02-01,1,0,0,0,1,0,1
EUCALIPTUS,mortalidad,otras muertes en mayores de 5 anos,2014-02-01,0,0,0,1,0,1,1
FERNANDEZ ALONSO,mortalidad,otras muertes en mayores de 5 anos,2014-02-01,0,0,2,0,2,0,2
GRAL. J.J. PEREZ (CHARAZANI),mortalidad,otras muertes en mayores de 5 anos,2014-02-01,0,0,1,0,1,0,1
GUANAY,mortalidad,otras muertes en mayores de 5 anos,2014-02-01,1,0,1,1,2,1,3
GUAQUI,mortalidad,otras muertes en mayores de 5 anos,2014-02-01,0,0,1,1,1,1,2
GUAYARAMERIN,mortalidad,otras muertes en mayores de 5 anos,2014-02-01,0,1,8,2,8,3,11
GUTIERREZ,mortalidad,otras muertes en mayores de 5 anos,2014-02-01,1,0,0,1,1,1,2
HUANUNI,mortalidad,otras muertes en mayores de 5 anos,2014-02-01,1,0,2,2,3,2,5
HUATAJATA,mortalidad,otras muertes en mayores de 5 anos,2014-02-01,0,0,1,0,1,0,1
ICHOCA,mortalidad,otras muertes en mayores de 5 anos,2014-02-01,0,0,1,0,1,0,1
ICLA,mortalidad,otras muertes en mayores de 5 anos,2014-02-01,0,0,1,0,1,0,1
IRUPANA (VILLA DE LANZA),mortalidad,otras muertes en mayores de 5 anos,2014-02-01,1,0,2,0,3,0,3
JESUS DE MACHACA,mortalidad,otras muertes en mayores de 5 anos,2014-02-01,0,0,1,1,1,1,2
LA ASUNTA,mortalidad,otras muertes en mayores de 5 anos,2014-02-01,0,0,1,1,1,1,2
LA GUARDIA,mortalidad,otras muertes en mayores de 5 anos,2014-02-01,0,0,6,3,6,3,9
LA PAZ,mortalidad,otras muertes en mayores de 5 anos,2014-02-01,82,85,57,73,139,158,297
LAJA,mortalidad,otras muertes en mayores de 5 anos,2014-02-01,0,0,2,2,2,2,4
LAS CARRERAS,mortalidad,otras muertes en mayores de 5 anos,2014-02-01,0,0,0,1,0,1,1
LLALLAGUA,mortalidad,otras muertes en mayores de 5 anos,2014-02-01,0,3,2,2,2,5,7
LURIBAY,mortalidad,otras muertes en mayores de 5 anos,2014-02-01,0,0,2,0,2,0,2
MACHACAMARCA,mortalidad,otras muertes en mayores de 5 anos,2014-02-01,0,0,1,1,1,1,2
MACHARETI,mortalidad,otras muertes en mayores de 5 anos,2014-02-01,0,0,1,0,1,0,1
MAIRANA,mortalidad,otras muertes en mayores de 5 anos,2014-02-01,3,0,0,0,3,0,3
MAPIRI,mortalidad,otras muertes en mayores de 5 anos,2014-02-01,0,1,0,0,0,1,1
MECAPACA,mortalidad,otras muertes en mayores de 5 anos,2014-02-01,0,0,1,0,1,0,1
MOCOMOCO,mortalidad,otras muertes en mayores de 5 anos,2014-02-01,0,1,2,1,2,2,4
MONTEAGUDO,mortalidad,otras muertes en mayores de 5 anos,2014-02-01,3,0,1,4,4,4,8
MONTERO,mortalidad,otras muertes en mayores de 5 anos,2014-02-01,6,3,3,1,9,4,13
ORURO,mortalidad,otras muertes en mayores de 5 anos,2014-02-01,18,21,3,2,21,23,44
PADCAYA,mortalidad,otras muertes en mayores de 5 anos,2014-02-01,0,0,2,0,2,0,2
PADILLA,mortalidad,otras muertes en mayores de 5 anos,2014-02-01,0,2,2,1,2,3,5
PAILON,mortalidad,otras muertes en mayores de 5 anos,2014-02-01,1,0,2,2,3,2,5
PALCA,mortalidad,otras muertes en mayores de 5 anos,2014-02-01,0,0,0,1,0,1,1
PALOS BLANCOS,mortalidad,otras muertes en mayores de 5 anos,2014-02-01,0,0,2,0,2,0,2
PAMPA GRANDE,mortalidad,otras muertes en mayores de 5 anos,2014-02-01,0,0,3,0,3,0,3
PAPEL PAMPA,mortalidad,otras muertes en mayores de 5 anos,2014-02-01,0,0,2,1,2,1,3
PATACAMAYA,mortalidad,otras muertes en mayores de 5 anos,2014-02-01,0,0,1,0,1,0,1
PELECHUCO,mortalidad,otras muertes en mayores de 5 anos,2014-02-01,0,0,0,2,0,2,2
POCOATA,mortalidad,otras muertes en mayores de 5 anos,2014-02-01,0,0,1,3,1,3,4
POJO (CBBA),mortalidad,otras muertes en mayores de 5 anos,2014-02-01,0,0,0,1,0,1,1
PORTACHUELO,mortalidad,otras muertes en mayores de 5 anos,2014-02-01,1,1,2,1,3,2,5
POTOSI,mortalidad,otras muertes en mayores de 5 anos,2014-02-01,19,10,0,1,19,11,30
PUCARANI,mortalidad,otras muertes en mayores de 5 anos,2014-02-01,0,0,1,3,1,3,4
PUERTO ACOSTA,mortalidad,otras muertes en mayores de 5 anos,2014-02-01,0,0,0,2,0,2,2
PUERTO CARABUCO,mortalidad,otras muertes en mayores de 5 anos,2014-02-01,0,0,0,2,0,2,2
PUERTO PEREZ,mortalidad,otras muertes en mayores de 5 anos,2014-02-01,0,0,2,2,2,2,4
PUERTO VILLARROEL,mortalidad,otras muertes en mayores de 5 anos,2014-02-01,1,0,2,0,3,0,3
PUNA,mortalidad,otras muertes en mayores de 5 anos,2014-02-01,0,0,0,2,0,2,2
PUNATA,mortalidad,otras muertes en mayores de 5 anos,2014-02-01,2,0,6,11,8,11,19
QUILLACOLLO,mortalidad,otras muertes en mayores de 5 anos,2014-02-01,0,0,3,7,3,7,10
QUIME,mortalidad,otras muertes en mayores de 5 anos,2014-02-01,0,0,0,1,0,1,1
RAVELO,mortalidad,otras muertes en mayores de 5 anos,2014-02-01,0,0,3,2,3,2,5
RIBERALTA,mortalidad,otras muertes en mayores de 5 anos,2014-02-01,7,5,1,4,8,9,17
ROBORE,mortalidad,otras muertes en mayores de 5 anos,2014-02-01,0,0,4,1,4,1,5
RURRENABAQUE,mortalidad,otras muertes en mayores de 5 anos,2014-02-01,3,0,0,0,3,0,3
SACABA,mortalidad,otras muertes en mayores de 5 anos,2014-02-01,1,1,10,6,11,7,18
SACABAMBA,mortalidad,otras muertes en mayores de 5 anos,2014-02-01,0,0,0,1,0,1,1
SACACA,mortalidad,otras muertes en mayores de 5 anos,2014-02-01,0,0,0,1,0,1,1
SAIPINA,mortalidad,otras muertes en mayores de 5 anos,2014-02-01,0,0,1,2,1,2,3
SAMAIPATA,mortalidad,otras muertes en mayores de 5 anos,2014-02-01,0,0,0,1,0,1,1
