municipality,group,variable,month,TOTAL
ACHACACHI,eventos - notificacion inmediata parte i,helada/granizo/nevada,2023-01-01,443.0
CHALLAPATA,eventos - notificacion inmediata parte i,helada/granizo/nevada,2023-01-01,61.0
CHUMA,eventos - notificacion inmediata parte i,helada/granizo/nevada,2023-01-01,302.0
COLOMI,eventos - notificacion inmediata parte i,helada/granizo/nevada,2023-01-01,1.0
POROMA,eventos - notificacion inmediata parte i,helada/granizo/nevada,2023-01-01,23.0
SANTIAGO DE MACHACA,eventos - notificacion inmediata parte i,helada/granizo/nevada,2023-01-01,1.0
SUCRE,eventos - notificacion inmediata parte i,helada/granizo/nevada,2023-01-01,90.0
TRIGAL,eventos - notificacion inmediata parte i,helada/granizo/nevada,2023-01-01,21.0
VACAS,eventos - notificacion inmediata parte i,helada/granizo/nevada,2023-01-01,11.0
VILLA CHARCAS,eventos - notificacion inmediata parte i,helada/granizo/nevada,2023-01-01,109.0
ZUDAÑEZ,eventos - notificacion inmediata parte i,helada/granizo/nevada,2023-01-01,8.0
AZURDUY,eventos - notificacion inmediata parte i,helada/granizo/nevada,2023-02-01,5.0
CAMATAQUI (C. VILLA ABECIA),eventos - notificacion inmediata parte i,helada/granizo/nevada,2023-02-01,153.0
CKOCHAS,eventos - notificacion inmediata parte i,helada/granizo/nevada,2023-02-01,1.0
INCAHUASI,eventos - notificacion inmediata parte i,helada/granizo/nevada,2023-02-01,181.0
LAS CARRERAS,eventos - notificacion inmediata parte i,helada/granizo/nevada,2023-02-01,369.0
SAN LUCAS,eventos - notificacion inmediata parte i,helada/granizo/nevada,2023-02-01,27.0
TARABUCO,eventos - notificacion inmediata parte i,helada/granizo/nevada,2023-02-01,36.0
YUNCHARA,eventos - notificacion inmediata parte i,helada/granizo/nevada,2023-02-01,19.0
AZURDUY,eventos - notificacion inmediata parte i,helada/granizo/nevada,2023-03-01,105.0
LAS CARRERAS,eventos - notificacion inmediata parte i,helada/granizo/nevada,2023-03-01,1015.0
POROMA,eventos - notificacion inmediata parte i,helada/granizo/nevada,2023-03-01,2.0
PRESTO,eventos - notificacion inmediata parte i,helada/granizo/nevada,2023-03-01,182.0
QUIABAYA,eventos - notificacion inmediata parte i,helada/granizo/nevada,2023-03-01,1.0
SAN LUCAS,eventos - notificacion inmediata parte i,helada/granizo/nevada,2023-03-01,241.0
SORATA,eventos - notificacion inmediata parte i,helada/granizo/nevada,2023-03-01,52.0
TIAHUANACU,eventos - notificacion inmediata parte i,helada/granizo/nevada,2023-03-01,36.0
VACAS,eventos - notificacion inmediata parte i,helada/granizo/nevada,2023-03-01,62.0
