municipality,group,variable,month,Cantidad,TOTAL
MINEROS,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-07-01,1,1
MOCOMOCO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-07-01,2,2
MOJOCOYA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-07-01,2,2
MONTERO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-07-01,18,18
MORO MORO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-07-01,1,1
OKINAWA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-07-01,17,17
ORURO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-07-01,105,105
PADCAYA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-07-01,5,5
PAILON,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-07-01,1,1
PAMPA GRANDE,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-07-01,1,1
PORONGO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-07-01,7,7
PORTACHUELO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-07-01,5,5
POTOSI,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-07-01,32,32
PUCARANI,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-07-01,4,4
PUERTO ACOSTA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-07-01,3,3
PUERTO CARABUCO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-07-01,1,1
PUERTO QUIJARRO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-07-01,5,5
PUERTO SUAREZ,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-07-01,6,6
PUERTO VILLARROEL,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-07-01,2,2
PUNA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-07-01,1,1
QUILLACOLLO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-07-01,46,46
QUIME,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-07-01,1,1
QUIRUSILLAS,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-07-01,1,1
SACABA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-07-01,56,56
SAIPINA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-07-01,2,2
SAMAIPATA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-07-01,1,1
SAN ANDRES DE MACHACA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-07-01,1,1
SAN BENITO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-07-01,1,1
SAN CARLOS,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-07-01,1,1
SAN IGNACIO DE VELASCO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-07-01,14,14
SAN LUCAS,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-07-01,1,1
SAN MATIAS,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-07-01,3,3
SAN PEDRO DE TIQUINA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-07-01,1,1
SANTA ANA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-07-01,1,1
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-07-01,1059,1059
SANTA ROSA DEL SARA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-07-01,8,8
SIPE SIPE,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-07-01,4,4
SUCRE,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-07-01,139,139
TACOPAYA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-07-01,1,1
TARATA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-07-01,4,4
TARIJA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-07-01,35,35
TEOPONTE,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-07-01,1,1
TIAWANACU,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-07-01,1,1
TIRAQUE (CBBA),sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-07-01,2,2
TOCO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-07-01,1,1
TOLATA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-07-01,2,2
TOMINA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-07-01,1,1
TRINIDAD,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-07-01,4,4
TUPIZA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-07-01,11,11
URIONDO (A. CONCEPCION),sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-07-01,1,1
VACAS,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-07-01,1,1
VALLEGRANDE,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-07-01,3,3
VIACHA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-07-01,2,2
VILLA MONTES,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-07-01,5,5
VILLA TUNARI,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-07-01,1,1
VILLAZON,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-07-01,8,8
WARNES,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-07-01,18,18
YACUIBA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-07-01,22,22
YOTALA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-07-01,2,2
YUNCHARA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-07-01,2,2
ZUDAÑEZ,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-07-01,2,2
ACHACACHI,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-08-01,5,5
ARBIETO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-08-01,4,4
ASCENCION DE GUARAYOS,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-08-01,5,5
BATALLAS,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-08-01,1,1
BERMEJO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-08-01,16,16
BETANZOS,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-08-01,2,2
CALACOTO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-08-01,1,1
CAMIRI,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-08-01,4,4
CAPINOTA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-08-01,13,13
CAQUIAVIRI,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-08-01,2,2
CARANAVI,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-08-01,8,8
CARAPARI,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-08-01,2,2
CHALLAPATA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-08-01,6,6
CHAQUI,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-08-01,1,1
COBIJA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-08-01,12,12
COCHABAMBA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-08-01,323,323
COIPASA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-08-01,1,1
COLCAPIRHUA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-08-01,2,2
COLOMI,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-08-01,12,12
COLQUENCHA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-08-01,1,1
COMARAPA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-08-01,3,3
COPACABANA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-08-01,3,3
CORO CORO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-08-01,3,3
COROICO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-08-01,1,1
COTAGAITA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-08-01,7,7
COTOCA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-08-01,26,26
CUATRO CAÑADAS,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-08-01,10,10
DESAGUADERO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-08-01,2,2
EL ALTO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-08-01,296,296
EL TORNO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-08-01,25,25
ENTRE RIOS,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-08-01,2,2
FERNANDEZ ALONSO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-08-01,2,2
GUAQUI,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-08-01,2,2
INQUISIVI,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-08-01,1,1
IXIAMAS,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-08-01,1,1
JESUS DE MACHACA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-08-01,8,8
LA GUARDIA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-08-01,34,34
LA PAZ,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-08-01,642,642
LAJA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-08-01,2,2
LICOMA PAMPA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-08-01,2,2
LURIBAY,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-08-01,2,2
MAIRANA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-08-01,10,10
MINEROS,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-08-01,2,2
MONTERO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-08-01,25,25
OCURI,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-08-01,2,2
OKINAWA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-08-01,3,3
ORURO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-08-01,121,121
PADCAYA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-08-01,4,4
PADILLA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-08-01,1,1
PAILON,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-08-01,1,1
PAMPA GRANDE,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-08-01,3,3
POOPO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-08-01,1,1
PORONGO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-08-01,2,2
PORTACHUELO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-08-01,5,5
POTOSI,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-08-01,73,73
PUCARANI,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-08-01,5,5
PUERTO ACOSTA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-08-01,1,1
PUERTO CARABUCO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-08-01,1,1
PUERTO QUIJARRO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-08-01,8,8
PUERTO SUAREZ,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-08-01,4,4
PUNA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-08-01,6,6
PUNATA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-08-01,6,6
QUILLACOLLO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-08-01,12,12
QUIME,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-08-01,3,3
QUIRUSILLAS,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-08-01,1,1
SACABA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-08-01,70,70
SAMAIPATA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-08-01,2,2
SAN ANDRES DE MACHACA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-08-01,1,1
SAN BENITO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-08-01,2,2
SAN CARLOS,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-08-01,2,2
SAN IGNACIO DE VELASCO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-08-01,14,14
SAN JUAN DE YAPACANI,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-08-01,7,7
SAN MATIAS,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-08-01,6,6
SAN RAMON,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-08-01,3,3
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-08-01,943,943
SANTA ROSA DEL SARA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-08-01,3,3
SANTIVAÑES,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-08-01,1,1
SIPE SIPE,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-08-01,14,14
SUCRE,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-08-01,128,128
TARACO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-08-01,1,1
TARATA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-08-01,1,1
TARIJA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-08-01,24,24
TIAWANACU,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-08-01,3,3
TIRAQUE (CBBA),sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-08-01,3,3
TOCO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-08-01,4,4
TOLATA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-08-01,8,8
TOMINA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-08-01,1,1
TUPIZA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-08-01,13,13
URIONDO (A. CONCEPCION),sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-08-01,2,2
VALLEGRANDE,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-08-01,4,4
VIACHA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-08-01,4,4
VILLA MONTES,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-08-01,8,8
VILLAZON,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-08-01,23,23
VINTO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-08-01,18,18
WARNES,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-08-01,15,15
YACUIBA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-08-01,39,39
YANACACHI,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-08-01,1,1
YAPACANI,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-08-01,3,3
ACHACACHI,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-09-01,2,2
ANZALDO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-09-01,1,1
ARBIETO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-09-01,5,5
ASCENCION DE GUARAYOS,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-09-01,6,6
AYO AYO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-09-01,1,1
BATALLAS,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-09-01,2,2
BERMEJO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-09-01,10,10
BOLIVAR,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-09-01,1,1
"CAIZA ""D""",sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-09-01,1,1
CALAMARCA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-09-01,4,4
CAMIRI,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-09-01,1,1
CAPINOTA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-09-01,5,5
CARANAVI,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-09-01,5,5
CARAPARI,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-09-01,3,3
CHALLAPATA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-09-01,6,6
CHAQUI,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-09-01,2,2
CHARAÑA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-09-01,1,1
CHIMORE,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-09-01,1,1
CHULUMANI (V. DE LA LIBERTAD),sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-09-01,2,2
COBIJA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-09-01,16,16
COCHABAMBA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-09-01,217,217
COLCAPIRHUA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-09-01,1,1
COLOMI,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-09-01,2,2
COMARAPA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-09-01,4,4
COPACABANA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-09-01,6,6
CORIPATA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-09-01,1,1
CORO CORO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-09-01,5,5
COROICO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-09-01,2,2
COTOCA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-09-01,10,10
CUATRO CAÑADAS,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-09-01,6,6
DESAGUADERO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-09-01,1,1
EL ALTO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-09-01,211,211
EL PUENTE(TJA),sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-09-01,1,1
EL TORNO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-09-01,13,13
FERNANDEZ ALONSO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-09-01,1,1
GUANAY,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-09-01,3,3
GUAQUI,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-09-01,6,6
INQUISIVI,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-09-01,1,1
JESUS DE MACHACA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-09-01,4,4
LA GUARDIA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-09-01,10,10
LA PAZ,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-09-01,414,414
MAIRANA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-09-01,8,8
MINEROS,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-09-01,7,7
MOJOCOYA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-09-01,2,2
MONTERO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-09-01,12,12
ORURO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-09-01,72,72
PADCAYA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-09-01,10,10
PADILLA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-09-01,2,2
PAMPA GRANDE,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-09-01,2,2
PORONGO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-09-01,1,1
PORTACHUELO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-09-01,5,5
POTOSI,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-09-01,34,34
PUCARANI,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-09-01,6,6
PUERTO ACOSTA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-09-01,2,2
PUERTO CARABUCO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-09-01,2,2
PUERTO QUIJARRO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-09-01,5,5
PUERTO SUAREZ,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-09-01,5,5
PUNATA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-09-01,3,3
QUILLACOLLO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-09-01,16,16
SACABA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-09-01,53,53
SAIPINA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-09-01,2,2
SAMAIPATA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-09-01,1,1
SAN ANDRES DE MACHACA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-09-01,2,2
SAN ANTONIO DE LOMERIO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-09-01,1,1
SAN BENITO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-09-01,7,7
SAN IGNACIO DE VELASCO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-09-01,25,25
SAN LORENZO(TJA),sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-09-01,3,3
SAN MATIAS,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-09-01,4,4
SAN RAMON,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-09-01,1,1
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-09-01,579,579
SANTA ROSA DEL SARA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-09-01,4,4
SAPAHAQUI,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-09-01,4,4
SIPE SIPE,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-09-01,12,12
SUCRE,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-09-01,104,104
TACOPAYA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-09-01,1,1
TARATA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-09-01,7,7
TIAWANACU,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-09-01,4,4
TIRAQUE (CBBA),sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-09-01,7,7
TOCO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-09-01,2,2
TORO TORO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-09-01,1,1
TUPIZA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-09-01,17,17
UYUNI,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-09-01,2,2
VACAS,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-09-01,2,2
VALLEGRANDE,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-09-01,3,3
VILLA MONTES,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-09-01,13,13
VILLAZON,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-09-01,16,16
VINTO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-09-01,16,16
WARNES,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-09-01,7,7
YACUIBA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-09-01,36,36
YANACACHI,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-09-01,5,5
YAPACANI,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-09-01,2,2
YOTALA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-09-01,1,1
ZUDAÑEZ,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-09-01,2,2
ACHACACHI,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-10-01,15,15
ANCORAIMES,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-10-01,1,1
ASCENCION DE GUARAYOS,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-10-01,4,4
BATALLAS,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-10-01,1,1
BERMEJO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-10-01,7,7
BETANZOS,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-10-01,4,4
BOLIVAR,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-10-01,1,1
CABEZAS,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-10-01,1,1
"CAIZA ""D""",sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-10-01,1,1
CALACOTO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-10-01,1,1
CALAMARCA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-10-01,1,1
CAMIRI,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-10-01,6,6
CAPINOTA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-10-01,15,15
CARANAVI,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-10-01,5,5
CARAPARI,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-10-01,5,5
CHALLAPATA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-10-01,9,9
CHARAÑA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-10-01,4,4
CHIMORE,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-10-01,1,1
CLIZA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2006-10-01,2,2
