,group,variable,month,Dentro,Dentro,Fuera,Fuera,TOTALES,TOTALES,TOTALES
,,,,MASCULINO,FEMENINO,MASCULINO,FEMENINO,TOTAL-M,TOTAL-F,TOTAL
municipality,,,,,,,,,,
ACHACACHI,mortalidad,otras muertes en mayores de 5 anos,2010-01-01,0,0,1,1,1,1,2
ACHOCALLA,mortalidad,otras muertes en mayores de 5 anos,2010-01-01,0,0,2,3,2,3,5
AIQUILE,mortalidad,otras muertes en mayores de 5 anos,2010-01-01,0,1,0,0,0,1,1
ALCALA,mortalidad,otras muertes en mayores de 5 anos,2010-01-01,0,0,0,1,0,1,1
ANCORAIMES,mortalidad,otras muertes en mayores de 5 anos,2010-01-01,0,0,2,1,2,1,3
ANDAMARCA,mortalidad,otras muertes en mayores de 5 anos,2010-01-01,0,0,0,1,0,1,1
ARAMPAMPA,mortalidad,otras muertes en mayores de 5 anos,2010-01-01,0,0,1,0,1,0,1
ARANI,mortalidad,otras muertes en mayores de 5 anos,2010-01-01,0,0,0,2,0,2,2
BAURES,mortalidad,otras muertes en mayores de 5 anos,2010-01-01,0,0,1,0,1,0,1
BELLA FLOR,mortalidad,otras muertes en mayores de 5 anos,2010-01-01,0,0,0,1,0,1,1
BERMEJO,mortalidad,otras muertes en mayores de 5 anos,2010-01-01,4,0,3,2,7,2,9
BETANZOS,mortalidad,otras muertes en mayores de 5 anos,2010-01-01,0,0,4,3,4,3,7
BOYUIBE,mortalidad,otras muertes en mayores de 5 anos,2010-01-01,0,0,2,0,2,0,2
BUENA VISTA,mortalidad,otras muertes en mayores de 5 anos,2010-01-01,0,0,0,1,0,1,1
CAIROMA,mortalidad,otras muertes en mayores de 5 anos,2010-01-01,1,0,0,0,1,0,1
CALAMARCA,mortalidad,otras muertes en mayores de 5 anos,2010-01-01,0,0,1,3,1,3,4
CAMIRI,mortalidad,otras muertes en mayores de 5 anos,2010-01-01,2,1,11,3,13,4,17
CARANAVI,mortalidad,otras muertes en mayores de 5 anos,2010-01-01,0,1,3,1,3,2,5
CARAPARI,mortalidad,otras muertes en mayores de 5 anos,2010-01-01,0,0,0,1,0,1,1
CARIPUYO,mortalidad,otras muertes en mayores de 5 anos,2010-01-01,0,0,0,1,0,1,1
CARMEN RIVERO TORREZ,mortalidad,otras muertes en mayores de 5 anos,2010-01-01,0,0,1,0,1,0,1
CHALLAPATA,mortalidad,otras muertes en mayores de 5 anos,2010-01-01,1,0,6,5,7,5,12
CHARAGUA,mortalidad,otras muertes en mayores de 5 anos,2010-01-01,2,0,2,0,4,0,4
CHAYANTA,mortalidad,otras muertes en mayores de 5 anos,2010-01-01,0,0,0,1,0,1,1
CHULUMANI (V. DE LA LIBERTAD),mortalidad,otras muertes en mayores de 5 anos,2010-01-01,0,1,0,0,0,1,1
CKOCHAS,mortalidad,otras muertes en mayores de 5 anos,2010-01-01,0,0,1,1,1,1,2
COBIJA,mortalidad,otras muertes en mayores de 5 anos,2010-01-01,1,3,0,0,1,3,4
COCHABAMBA,mortalidad,otras muertes en mayores de 5 anos,2010-01-01,34,42,7,5,41,47,88
COIPASA,mortalidad,otras muertes en mayores de 5 anos,2010-01-01,0,0,1,0,1,0,1
COLOMI,mortalidad,otras muertes en mayores de 5 anos,2010-01-01,0,1,2,1,2,2,4
COLQUECHACA,mortalidad,otras muertes en mayores de 5 anos,2010-01-01,0,0,1,0,1,0,1
COLQUENCHA,mortalidad,otras muertes en mayores de 5 anos,2010-01-01,0,0,1,1,1,1,2
COLQUIRI,mortalidad,otras muertes en mayores de 5 anos,2010-01-01,0,0,1,1,1,1,2
CONCEPCION,mortalidad,otras muertes en mayores de 5 anos,2010-01-01,1,0,0,0,1,0,1
COPACABANA,mortalidad,otras muertes en mayores de 5 anos,2010-01-01,1,0,1,0,2,0,2
CORIPATA,mortalidad,otras muertes en mayores de 5 anos,2010-01-01,0,0,1,0,1,0,1
CORQUE,mortalidad,otras muertes en mayores de 5 anos,2010-01-01,0,0,0,1,0,1,1
COTOCA,mortalidad,otras muertes en mayores de 5 anos,2010-01-01,0,1,2,1,2,2,4
CULPINA,mortalidad,otras muertes en mayores de 5 anos,2010-01-01,0,0,0,1,0,1,1
CURAHUARA DE CARANGAS,mortalidad,otras muertes en mayores de 5 anos,2010-01-01,0,0,0,1,0,1,1
EL ALTO,mortalidad,otras muertes en mayores de 5 anos,2010-01-01,6,8,27,39,33,47,80
EL PUENTE(STC),mortalidad,otras muertes en mayores de 5 anos,2010-01-01,0,0,3,0,3,0,3
EL PUENTE(TJA),mortalidad,otras muertes en mayores de 5 anos,2010-01-01,0,0,1,1,1,1,2
EL TORNO,mortalidad,otras muertes en mayores de 5 anos,2010-01-01,1,0,3,2,4,2,6
ENTRE RIOS TRJ,mortalidad,otras muertes en mayores de 5 anos,2010-01-01,1,0,2,2,3,2,5
EXALTACION,mortalidad,otras muertes en mayores de 5 anos,2010-01-01,0,0,0,1,0,1,1
FERNANDEZ ALONSO,mortalidad,otras muertes en mayores de 5 anos,2010-01-01,0,0,0,1,0,1,1
GUANAY,mortalidad,otras muertes en mayores de 5 anos,2010-01-01,0,0,2,1,2,1,3
GUAQUI,mortalidad,otras muertes en mayores de 5 anos,2010-01-01,0,0,1,0,1,0,1
GUAYARAMERIN,mortalidad,otras muertes en mayores de 5 anos,2010-01-01,0,1,3,1,3,2,5
HUARINA,mortalidad,otras muertes en mayores de 5 anos,2010-01-01,0,0,1,0,1,0,1
LA ASUNTA,mortalidad,otras muertes en mayores de 5 anos,2010-01-01,1,0,8,6,9,6,15
LA GUARDIA,mortalidad,otras muertes en mayores de 5 anos,2010-01-01,0,0,1,0,1,0,1
LA PAZ,mortalidad,otras muertes en mayores de 5 anos,2010-01-01,82,81,27,27,109,108,217
LAGUNILLAS,mortalidad,otras muertes en mayores de 5 anos,2010-01-01,0,0,0,2,0,2,2
LAJA,mortalidad,otras muertes en mayores de 5 anos,2010-01-01,0,0,1,2,1,2,3
LLALLAGUA,mortalidad,otras muertes en mayores de 5 anos,2010-01-01,0,0,1,4,1,4,5
MAIRANA,mortalidad,otras muertes en mayores de 5 anos,2010-01-01,0,0,4,0,4,0,4
MALLA,mortalidad,otras muertes en mayores de 5 anos,2010-01-01,0,0,1,0,1,0,1
MINEROS,mortalidad,otras muertes en mayores de 5 anos,2010-01-01,0,0,1,0,1,0,1
MIZQUE,mortalidad,otras muertes en mayores de 5 anos,2010-01-01,0,0,0,2,0,2,2
MOCOMOCO,mortalidad,otras muertes en mayores de 5 anos,2010-01-01,0,0,1,0,1,0,1
MOJINETE,mortalidad,otras muertes en mayores de 5 anos,2010-01-01,0,0,1,0,1,0,1
MONTEAGUDO,mortalidad,otras muertes en mayores de 5 anos,2010-01-01,1,1,1,1,2,2,4
MONTERO,mortalidad,otras muertes en mayores de 5 anos,2010-01-01,0,0,5,2,5,2,7
NAZACARA DE PACAJES,mortalidad,otras muertes en mayores de 5 anos,2010-01-01,0,0,0,1,0,1,1
OCURI,mortalidad,otras muertes en mayores de 5 anos,2010-01-01,0,0,0,1,0,1,1
ORURO,mortalidad,otras muertes en mayores de 5 anos,2010-01-01,16,19,3,6,19,25,44
PALOS BLANCOS,mortalidad,otras muertes en mayores de 5 anos,2010-01-01,0,0,1,1,1,1,2
PAPEL PAMPA,mortalidad,otras muertes en mayores de 5 anos,2010-01-01,0,0,1,1,1,1,2
PORTACHUELO,mortalidad,otras muertes en mayores de 5 anos,2010-01-01,2,0,0,0,2,0,2
POTOSI,mortalidad,otras muertes en mayores de 5 anos,2010-01-01,17,14,0,0,17,14,31
PUCARA,mortalidad,otras muertes en mayores de 5 anos,2010-01-01,0,0,1,1,1,1,2
PUCARANI,mortalidad,otras muertes en mayores de 5 anos,2010-01-01,0,0,1,4,1,4,5
PUERTO CARABUCO,mortalidad,otras muertes en mayores de 5 anos,2010-01-01,0,0,0,1,0,1,1
PUERTO QUIJARRO,mortalidad,otras muertes en mayores de 5 anos,2010-01-01,0,0,0,1,0,1,1
PUERTO RICO,mortalidad,otras muertes en mayores de 5 anos,2010-01-01,0,0,1,1,1,1,2
PUNATA,mortalidad,otras muertes en mayores de 5 anos,2010-01-01,1,0,3,3,4,3,7
QUILLACOLLO,mortalidad,otras muertes en mayores de 5 anos,2010-01-01,0,0,7,6,7,6,13
QUIME,mortalidad,otras muertes en mayores de 5 anos,2010-01-01,0,0,1,0,1,0,1
RIBERALTA,mortalidad,otras muertes en mayores de 5 anos,2010-01-01,7,3,2,0,9,3,12
SABAYA,mortalidad,otras muertes en mayores de 5 anos,2010-01-01,0,0,0,1,0,1,1
SACABA,mortalidad,otras muertes en mayores de 5 anos,2010-01-01,0,1,0,1,0,2,2
SAMAIPATA,mortalidad,otras muertes en mayores de 5 anos,2010-01-01,0,0,0,1,0,1,1
SAN BORJA,mortalidad,otras muertes en mayores de 5 anos,2010-01-01,2,0,2,0,4,0,4
SAN CARLOS,mortalidad,otras muertes en mayores de 5 anos,2010-01-01,0,0,1,1,1,1,2
SAN IGNACIO DE VELASCO,mortalidad,otras muertes en mayores de 5 anos,2010-01-01,1,3,5,3,6,6,12
SAN JOSE DE CHIQUITOS,mortalidad,otras muertes en mayores de 5 anos,2010-01-01,1,1,2,1,3,2,5
SAN MIGUEL DE VELASCO,mortalidad,otras muertes en mayores de 5 anos,2010-01-01,0,0,1,1,1,1,2
SAN PEDRO,mortalidad,otras muertes en mayores de 5 anos,2010-01-01,0,0,0,1,0,1,1
SAN PEDRO DE BUENA VISTA,mortalidad,otras muertes en mayores de 5 anos,2010-01-01,0,0,2,0,2,0,2
SAN PEDRO DE TIQUINA,mortalidad,otras muertes en mayores de 5 anos,2010-01-01,0,0,0,2,0,2,2
SANTA ANA,mortalidad,otras muertes en mayores de 5 anos,2010-01-01,1,1,0,0,1,1,2
SANTA CRUZ DE LA SIERRA,mortalidad,otras muertes en mayores de 5 anos,2010-01-01,73,69,1,0,74,69,143
SAPAHAQUI,mortalidad,otras muertes en mayores de 5 anos,2010-01-01,0,0,0,1,0,1,1
SHINAOTA,mortalidad,otras muertes en mayores de 5 anos,2010-01-01,0,0,4,1,4,1,5
SORATA,mortalidad,otras muertes en mayores de 5 anos,2010-01-01,0,1,0,0,0,1,1
SUCRE,mortalidad,otras muertes en mayores de 5 anos,2010-01-01,19,24,3,5,22,29,51
TAPACARI,mortalidad,otras muertes en mayores de 5 anos,2010-01-01,0,0,2,1,2,1,3
TARIJA,mortalidad,otras muertes en mayores de 5 anos,2010-01-01,19,15,2,4,21,19,40
TARVITA,mortalidad,otras muertes en mayores de 5 anos,2010-01-01,0,0,3,0,3,0,3
TINGUIPAYA,mortalidad,otras muertes en mayores de 5 anos,2010-01-01,0,0,1,0,1,0,1
TIPUANI,mortalidad,otras muertes en mayores de 5 anos,2010-01-01,0,0,1,0,1,0,1
TITO YUPANQUI (PARQUIPUJIO),mortalidad,otras muertes en mayores de 5 anos,2010-01-01,0,0,0,1,0,1,1
TOLEDO,mortalidad,otras muertes en mayores de 5 anos,2010-01-01,0,0,0,1,0,1,1
TOMINA,mortalidad,otras muertes en mayores de 5 anos,2010-01-01,0,0,2,1,2,1,3
TRIGAL,mortalidad,otras muertes en mayores de 5 anos,2010-01-01,0,0,1,1,1,1,2
TRINIDAD,mortalidad,otras muertes en mayores de 5 anos,2010-01-01,15,13,6,4,21,17,38
TUPIZA,mortalidad,otras muertes en mayores de 5 anos,2010-01-01,1,3,1,1,2,4,6
TURCO,mortalidad,otras muertes en mayores de 5 anos,2010-01-01,0,0,0,1,0,1,1
URIONDO (A. CONCEPCION),mortalidad,otras muertes en mayores de 5 anos,2010-01-01,0,0,1,1,1,1,2
UYUNI,mortalidad,otras muertes en mayores de 5 anos,2010-01-01,0,0,2,2,2,2,4
VALLEGRANDE,mortalidad,otras muertes en mayores de 5 anos,2010-01-01,1,0,0,2,1,2,3
VIACHA,mortalidad,otras muertes en mayores de 5 anos,2010-01-01,0,0,1,0,1,0,1
VILLA MONTES,mortalidad,otras muertes en mayores de 5 anos,2010-01-01,2,1,4,1,6,2,8
VILLA SERRANO,mortalidad,otras muertes en mayores de 5 anos,2010-01-01,0,0,2,2,2,2,4
VILLA TUNARI,mortalidad,otras muertes en mayores de 5 anos,2010-01-01,1,0,3,3,4,3,7
VILLA VACA GUZMAN (MUYUPAMPA),mortalidad,otras muertes en mayores de 5 anos,2010-01-01,0,1,0,0,0,1,1
VILLAZON,mortalidad,otras muertes en mayores de 5 anos,2010-01-01,3,2,3,4,6,6,12
WARNES,mortalidad,otras muertes en mayores de 5 anos,2010-01-01,0,2,2,0,2,2,4
YACUIBA,mortalidad,otras muertes en mayores de 5 anos,2010-01-01,5,1,1,2,6,3,9
YAMPARAEZ,mortalidad,otras muertes en mayores de 5 anos,2010-01-01,0,0,0,1,0,1,1
YANACACHI,mortalidad,otras muertes en mayores de 5 anos,2010-01-01,0,0,3,0,3,0,3
YAPACANI,mortalidad,otras muertes en mayores de 5 anos,2010-01-01,0,1,0,0,0,1,1
YOCALLA,mortalidad,otras muertes en mayores de 5 anos,2010-01-01,0,0,1,0,1,0,1
YOTALA,mortalidad,otras muertes en mayores de 5 anos,2010-01-01,0,0,1,0,1,0,1
ACHACACHI,mortalidad,otras muertes en mayores de 5 anos,2010-02-01,0,0,5,1,5,1,6
ANCORAIMES,mortalidad,otras muertes en mayores de 5 anos,2010-02-01,0,0,1,2,1,2,3
APOLO,mortalidad,otras muertes en mayores de 5 anos,2010-02-01,0,1,0,2,0,3,3
ARANI,mortalidad,otras muertes en mayores de 5 anos,2010-02-01,0,0,4,2,4,2,6
AYO AYO,mortalidad,otras muertes en mayores de 5 anos,2010-02-01,0,0,1,0,1,0,1
AZURDUY,mortalidad,otras muertes en mayores de 5 anos,2010-02-01,0,0,0,1,0,1,1
BATALLAS,mortalidad,otras muertes en mayores de 5 anos,2010-02-01,0,0,1,0,1,0,1
BELEN DE ANDAMARCA,mortalidad,otras muertes en mayores de 5 anos,2010-02-01,0,0,0,1,0,1,1
BERMEJO,mortalidad,otras muertes en mayores de 5 anos,2010-02-01,5,4,1,0,6,4,10
BETANZOS,mortalidad,otras muertes en mayores de 5 anos,2010-02-01,0,0,1,3,1,3,4
BUENA VISTA,mortalidad,otras muertes en mayores de 5 anos,2010-02-01,0,0,1,0,1,0,1
CALACOTO,mortalidad,otras muertes en mayores de 5 anos,2010-02-01,0,0,1,1,1,1,2
CALAMARCA,mortalidad,otras muertes en mayores de 5 anos,2010-02-01,0,0,0,1,0,1,1
CAMARGO,mortalidad,otras muertes en mayores de 5 anos,2010-02-01,1,0,0,1,1,1,2
CAMIRI,mortalidad,otras muertes en mayores de 5 anos,2010-02-01,4,1,1,1,5,2,7
CAQUIAVIRI,mortalidad,otras muertes en mayores de 5 anos,2010-02-01,0,0,1,0,1,0,1
CARACOLLO,mortalidad,otras muertes en mayores de 5 anos,2010-02-01,0,0,2,2,2,2,4
CARANAVI,mortalidad,otras muertes en mayores de 5 anos,2010-02-01,2,0,2,2,4,2,6
CARIPUYO,mortalidad,otras muertes en mayores de 5 anos,2010-02-01,0,0,0,1,0,1,1
CHALLAPATA,mortalidad,otras muertes en mayores de 5 anos,2010-02-01,0,0,5,3,5,3,8
CHARAGUA,mortalidad,otras muertes en mayores de 5 anos,2010-02-01,1,0,0,1,1,1,2
CHAYANTA,mortalidad,otras muertes en mayores de 5 anos,2010-02-01,0,0,1,0,1,0,1
CHIMORE,mortalidad,otras muertes en mayores de 5 anos,2010-02-01,0,0,1,0,1,0,1
CHULUMANI (V. DE LA LIBERTAD),mortalidad,otras muertes en mayores de 5 anos,2010-02-01,1,0,1,1,2,1,3
COBIJA,mortalidad,otras muertes en mayores de 5 anos,2010-02-01,1,1,0,0,1,1,2
COCHABAMBA,mortalidad,otras muertes en mayores de 5 anos,2010-02-01,42,26,5,7,47,33,80
COIPASA,mortalidad,otras muertes en mayores de 5 anos,2010-02-01,0,0,1,0,1,0,1
COLOMI,mortalidad,otras muertes en mayores de 5 anos,2010-02-01,0,0,1,2,1,2,3
COLPA BELGICA,mortalidad,otras muertes en mayores de 5 anos,2010-02-01,0,0,1,0,1,0,1
