,group,variable,month,Dentro,Dentro,Fuera,Fuera,TOTALES,TOTALES,TOTALES
,,,,MASCULINO,FEMENINO,MASCULINO,FEMENINO,TOTAL-M,TOTAL-F,TOTAL
municipality,,,,,,,,,,
ASCENCION DE GUARAYOS,mortalidad,muerte menor de 5 anos por otras causas,2010-01-01,1,0,1,0,2,0,2
BERMEJO,mortalidad,muerte menor de 5 anos por otras causas,2010-01-01,0,0,1,0,1,0,1
BETANZOS,mortalidad,muerte menor de 5 anos por otras causas,2010-01-01,0,1,0,1,0,2,2
CABEZAS,mortalidad,muerte menor de 5 anos por otras causas,2010-01-01,2,0,0,0,2,0,2
CALACOTO,mortalidad,muerte menor de 5 anos por otras causas,2010-01-01,0,1,0,0,0,1,1
CARANAVI,mortalidad,muerte menor de 5 anos por otras causas,2010-01-01,0,0,0,1,0,1,1
CHULUMANI (V. DE LA LIBERTAD),mortalidad,muerte menor de 5 anos por otras causas,2010-01-01,1,1,1,0,2,1,3
CLIZA,mortalidad,muerte menor de 5 anos por otras causas,2010-01-01,0,0,1,0,1,0,1
COCHABAMBA,mortalidad,muerte menor de 5 anos por otras causas,2010-01-01,2,3,0,0,2,3,5
COLQUENCHA,mortalidad,muerte menor de 5 anos por otras causas,2010-01-01,0,0,0,1,0,1,1
COPACABANA,mortalidad,muerte menor de 5 anos por otras causas,2010-01-01,0,0,0,1,0,1,1
CUEVO,mortalidad,muerte menor de 5 anos por otras causas,2010-01-01,0,1,0,0,0,1,1
CULPINA,mortalidad,muerte menor de 5 anos por otras causas,2010-01-01,0,0,0,1,0,1,1
EL ALTO,mortalidad,muerte menor de 5 anos por otras causas,2010-01-01,7,2,9,4,16,6,22
GUAYARAMERIN,mortalidad,muerte menor de 5 anos por otras causas,2010-01-01,0,1,0,0,0,1,1
HUANUNI,mortalidad,muerte menor de 5 anos por otras causas,2010-01-01,0,0,0,1,0,1,1
ICLA,mortalidad,muerte menor de 5 anos por otras causas,2010-01-01,0,0,1,0,1,0,1
INQUISIVI,mortalidad,muerte menor de 5 anos por otras causas,2010-01-01,0,0,0,1,0,1,1
LA ASUNTA,mortalidad,muerte menor de 5 anos por otras causas,2010-01-01,0,0,1,0,1,0,1
LA PAZ,mortalidad,muerte menor de 5 anos por otras causas,2010-01-01,18,8,3,1,21,9,30
LAJA,mortalidad,muerte menor de 5 anos por otras causas,2010-01-01,0,0,0,2,0,2,2
NAZACARA DE PACAJES,mortalidad,muerte menor de 5 anos por otras causas,2010-01-01,0,0,0,1,0,1,1
ORURO,mortalidad,muerte menor de 5 anos por otras causas,2010-01-01,0,0,0,1,0,1,1
PADCAYA,mortalidad,muerte menor de 5 anos por otras causas,2010-01-01,0,0,0,1,0,1,1
PALOS BLANCOS,mortalidad,muerte menor de 5 anos por otras causas,2010-01-01,2,0,0,0,2,0,2
POTOSI,mortalidad,muerte menor de 5 anos por otras causas,2010-01-01,3,1,0,0,3,1,4
PUCARANI,mortalidad,muerte menor de 5 anos por otras causas,2010-01-01,0,0,1,1,1,1,2
RIBERALTA,mortalidad,muerte menor de 5 anos por otras causas,2010-01-01,2,0,0,0,2,0,2
ROBORE,mortalidad,muerte menor de 5 anos por otras causas,2010-01-01,1,0,0,0,1,0,1
SACABA,mortalidad,muerte menor de 5 anos por otras causas,2010-01-01,0,0,1,0,1,0,1
SACACA,mortalidad,muerte menor de 5 anos por otras causas,2010-01-01,0,0,1,0,1,0,1
SAN IGNACIO DE VELASCO,mortalidad,muerte menor de 5 anos por otras causas,2010-01-01,0,0,0,1,0,1,1
SAN PEDRO,mortalidad,muerte menor de 5 anos por otras causas,2010-01-01,0,0,0,1,0,1,1
SANTA CRUZ DE LA SIERRA,mortalidad,muerte menor de 5 anos por otras causas,2010-01-01,0,2,0,1,0,3,3
SUCRE,mortalidad,muerte menor de 5 anos por otras causas,2010-01-01,5,4,2,0,7,4,11
TAPACARI,mortalidad,muerte menor de 5 anos por otras causas,2010-01-01,0,0,0,1,0,1,1
TARIJA,mortalidad,muerte menor de 5 anos por otras causas,2010-01-01,6,3,0,0,6,3,9
TEOPONTE,mortalidad,muerte menor de 5 anos por otras causas,2010-01-01,0,0,0,2,0,2,2
TRINIDAD,mortalidad,muerte menor de 5 anos por otras causas,2010-01-01,0,1,0,0,0,1,1
ACHOCALLA,mortalidad,muerte menor de 5 anos por otras causas,2010-02-01,0,0,2,0,2,0,2
BELEN DE ANDAMARCA,mortalidad,muerte menor de 5 anos por otras causas,2010-02-01,0,0,1,0,1,0,1
BETANZOS,mortalidad,muerte menor de 5 anos por otras causas,2010-02-01,0,0,0,1,0,1,1
CAMIRI,mortalidad,muerte menor de 5 anos por otras causas,2010-02-01,1,0,0,1,1,1,2
CARACOLLO,mortalidad,muerte menor de 5 anos por otras causas,2010-02-01,0,0,1,1,1,1,2
CARANAVI,mortalidad,muerte menor de 5 anos por otras causas,2010-02-01,1,0,0,0,1,0,1
CARMEN RIVERO TORREZ,mortalidad,muerte menor de 5 anos por otras causas,2010-02-01,0,0,1,0,1,0,1
CHARAGUA,mortalidad,muerte menor de 5 anos por otras causas,2010-02-01,0,1,0,0,0,1,1
CHULUMANI (V. DE LA LIBERTAD),mortalidad,muerte menor de 5 anos por otras causas,2010-02-01,1,0,0,0,1,0,1
CHUMA,mortalidad,muerte menor de 5 anos por otras causas,2010-02-01,0,0,1,0,1,0,1
COCHABAMBA,mortalidad,muerte menor de 5 anos por otras causas,2010-02-01,1,2,0,0,1,2,3
COROICO,mortalidad,muerte menor de 5 anos por otras causas,2010-02-01,0,1,1,0,1,1,2
COTOCA,mortalidad,muerte menor de 5 anos por otras causas,2010-02-01,0,0,1,0,1,0,1
DESAGUADERO,mortalidad,muerte menor de 5 anos por otras causas,2010-02-01,0,0,1,0,1,0,1
EL ALTO,mortalidad,muerte menor de 5 anos por otras causas,2010-02-01,4,5,8,4,12,9,21
ESCOMA,mortalidad,muerte menor de 5 anos por otras causas,2010-02-01,2,0,0,1,2,1,3
FERNANDEZ ALONSO,mortalidad,muerte menor de 5 anos por otras causas,2010-02-01,0,0,1,0,1,0,1
LA PAZ,mortalidad,muerte menor de 5 anos por otras causas,2010-02-01,14,13,0,1,14,14,28
MAIRANA,mortalidad,muerte menor de 5 anos por otras causas,2010-02-01,0,0,0,1,0,1,1
MONTERO,mortalidad,muerte menor de 5 anos por otras causas,2010-02-01,0,0,1,0,1,0,1
NAZACARA DE PACAJES,mortalidad,muerte menor de 5 anos por otras causas,2010-02-01,1,0,0,0,1,0,1
POTOSI,mortalidad,muerte menor de 5 anos por otras causas,2010-02-01,2,3,0,0,2,3,5
PUNATA,mortalidad,muerte menor de 5 anos por otras causas,2010-02-01,0,2,0,1,0,3,3
RIBERALTA,mortalidad,muerte menor de 5 anos por otras causas,2010-02-01,0,4,0,0,0,4,4
RURRENABAQUE,mortalidad,muerte menor de 5 anos por otras causas,2010-02-01,0,1,0,0,0,1,1
SAN IGNACIO DE VELASCO,mortalidad,muerte menor de 5 anos por otras causas,2010-02-01,1,0,1,0,2,0,2
SAN JOSE DE CHIQUITOS,mortalidad,muerte menor de 5 anos por otras causas,2010-02-01,0,1,0,0,0,1,1
SANTA CRUZ DE LA SIERRA,mortalidad,muerte menor de 5 anos por otras causas,2010-02-01,2,1,1,0,3,1,4
SUCRE,mortalidad,muerte menor de 5 anos por otras causas,2010-02-01,7,4,0,1,7,5,12
TARIJA,mortalidad,muerte menor de 5 anos por otras causas,2010-02-01,3,2,0,0,3,2,5
TUPIZA,mortalidad,muerte menor de 5 anos por otras causas,2010-02-01,0,2,0,0,0,2,2
VIACHA,mortalidad,muerte menor de 5 anos por otras causas,2010-02-01,0,0,0,2,0,2,2
VILLA TUNARI,mortalidad,muerte menor de 5 anos por otras causas,2010-02-01,1,1,0,0,1,1,2
VILLAZON,mortalidad,muerte menor de 5 anos por otras causas,2010-02-01,0,0,1,0,1,0,1
WARNES,mortalidad,muerte menor de 5 anos por otras causas,2010-02-01,0,0,0,1,0,1,1
YACO,mortalidad,muerte menor de 5 anos por otras causas,2010-02-01,0,0,1,0,1,0,1
YOTALA,mortalidad,muerte menor de 5 anos por otras causas,2010-02-01,0,0,1,0,1,0,1
BERMEJO,mortalidad,muerte menor de 5 anos por otras causas,2010-03-01,0,1,0,0,0,1,1
BETANZOS,mortalidad,muerte menor de 5 anos por otras causas,2010-03-01,0,0,1,1,1,1,2
BOYUIBE,mortalidad,muerte menor de 5 anos por otras causas,2010-03-01,0,0,1,0,1,0,1
CALACOTO,mortalidad,muerte menor de 5 anos por otras causas,2010-03-01,0,1,0,0,0,1,1
CALAMARCA,mortalidad,muerte menor de 5 anos por otras causas,2010-03-01,0,0,0,1,0,1,1
CARANAVI,mortalidad,muerte menor de 5 anos por otras causas,2010-03-01,0,0,0,1,0,1,1
CHARAGUA,mortalidad,muerte menor de 5 anos por otras causas,2010-03-01,1,0,0,0,1,0,1
CHAYANTA,mortalidad,muerte menor de 5 anos por otras causas,2010-03-01,0,0,0,1,0,1,1
CHULUMANI (V. DE LA LIBERTAD),mortalidad,muerte menor de 5 anos por otras causas,2010-03-01,1,0,0,0,1,0,1
CHUQUIHUTA AYLLU JUCUMANI,mortalidad,muerte menor de 5 anos por otras causas,2010-03-01,0,0,0,1,0,1,1
CKOCHAS,mortalidad,muerte menor de 5 anos por otras causas,2010-03-01,0,0,0,2,0,2,2
COCHABAMBA,mortalidad,muerte menor de 5 anos por otras causas,2010-03-01,14,15,0,0,14,15,29
COLQUENCHA,mortalidad,muerte menor de 5 anos por otras causas,2010-03-01,0,0,1,1,1,1,2
COROICO,mortalidad,muerte menor de 5 anos por otras causas,2010-03-01,0,1,0,0,0,1,1
COTAGAITA,mortalidad,muerte menor de 5 anos por otras causas,2010-03-01,0,0,0,1,0,1,1
EL ALTO,mortalidad,muerte menor de 5 anos por otras causas,2010-03-01,4,7,9,8,13,15,28
ENTRE RIOS TRJ,mortalidad,muerte menor de 5 anos por otras causas,2010-03-01,0,0,1,0,1,0,1
ESCOMA,mortalidad,muerte menor de 5 anos por otras causas,2010-03-01,0,2,0,0,0,2,2
GUAYARAMERIN,mortalidad,muerte menor de 5 anos por otras causas,2010-03-01,1,3,0,0,1,3,4
GUTIERREZ,mortalidad,muerte menor de 5 anos por otras causas,2010-03-01,0,0,2,0,2,0,2
LA GUARDIA,mortalidad,muerte menor de 5 anos por otras causas,2010-03-01,0,0,1,0,1,0,1
LA PAZ,mortalidad,muerte menor de 5 anos por otras causas,2010-03-01,10,12,3,0,13,12,25
LAJA,mortalidad,muerte menor de 5 anos por otras causas,2010-03-01,0,0,1,0,1,0,1
MAIRANA,mortalidad,muerte menor de 5 anos por otras causas,2010-03-01,0,0,1,0,1,0,1
PORONGO,mortalidad,muerte menor de 5 anos por otras causas,2010-03-01,0,0,0,1,0,1,1
POTOSI,mortalidad,muerte menor de 5 anos por otras causas,2010-03-01,4,3,0,0,4,3,7
PUCARANI,mortalidad,muerte menor de 5 anos por otras causas,2010-03-01,0,0,0,1,0,1,1
PUERTO VILLARROEL,mortalidad,muerte menor de 5 anos por otras causas,2010-03-01,0,0,1,0,1,0,1
PUNATA,mortalidad,muerte menor de 5 anos por otras causas,2010-03-01,0,0,0,2,0,2,2
RAVELO,mortalidad,muerte menor de 5 anos por otras causas,2010-03-01,0,0,0,1,0,1,1
RIBERALTA,mortalidad,muerte menor de 5 anos por otras causas,2010-03-01,1,3,0,0,1,3,4
SAN BUENA VENTURA,mortalidad,muerte menor de 5 anos por otras causas,2010-03-01,0,1,0,0,0,1,1
SAN IGNACIO DE VELASCO,mortalidad,muerte menor de 5 anos por otras causas,2010-03-01,3,0,1,0,4,0,4
SANTA CRUZ DE LA SIERRA,mortalidad,muerte menor de 5 anos por otras causas,2010-03-01,6,2,0,0,6,2,8
SORACACHI,mortalidad,muerte menor de 5 anos por otras causas,2010-03-01,0,0,1,0,1,0,1
SUCRE,mortalidad,muerte menor de 5 anos por otras causas,2010-03-01,4,1,0,1,4,2,6
TARIJA,mortalidad,muerte menor de 5 anos por otras causas,2010-03-01,3,4,0,0,3,4,7
URUBICHA,mortalidad,muerte menor de 5 anos por otras causas,2010-03-01,0,0,0,1,0,1,1
VILLA CHARCAS,mortalidad,muerte menor de 5 anos por otras causas,2010-03-01,0,1,0,0,0,1,1
VILLA TUNARI,mortalidad,muerte menor de 5 anos por otras causas,2010-03-01,0,0,2,1,2,1,3
VINTO,mortalidad,muerte menor de 5 anos por otras causas,2010-03-01,0,0,0,2,0,2,2
VITICHI,mortalidad,muerte menor de 5 anos por otras causas,2010-03-01,0,0,1,0,1,0,1
ACHACACHI,mortalidad,muerte menor de 5 anos por otras causas,2010-04-01,0,0,1,0,1,0,1
AYO AYO,mortalidad,muerte menor de 5 anos por otras causas,2010-04-01,1,0,0,0,1,0,1
BETANZOS,mortalidad,muerte menor de 5 anos por otras causas,2010-04-01,0,0,0,2,0,2,2
CALAMARCA,mortalidad,muerte menor de 5 anos por otras causas,2010-04-01,0,0,2,0,2,0,2
CAPINOTA,mortalidad,muerte menor de 5 anos por otras causas,2010-04-01,0,0,0,1,0,1,1
CARANAVI,mortalidad,muerte menor de 5 anos por otras causas,2010-04-01,0,1,0,0,0,1,1
CHARAÑA,mortalidad,muerte menor de 5 anos por otras causas,2010-04-01,1,0,0,0,1,0,1
CHUQUIHUTA AYLLU JUCUMANI,mortalidad,muerte menor de 5 anos por otras causas,2010-04-01,0,0,2,0,2,0,2
COCHABAMBA,mortalidad,muerte menor de 5 anos por otras causas,2010-04-01,12,11,0,0,12,11,23
COLQUECHACA,mortalidad,muerte menor de 5 anos por otras causas,2010-04-01,0,0,2,0,2,0,2
COLQUENCHA,mortalidad,muerte menor de 5 anos por otras causas,2010-04-01,0,0,0,1,0,1,1
COROICO,mortalidad,muerte menor de 5 anos por otras causas,2010-04-01,0,0,0,1,0,1,1
EL ALTO,mortalidad,muerte menor de 5 anos por otras causas,2010-04-01,8,4,9,6,17,10,27
ESCOMA,mortalidad,muerte menor de 5 anos por otras causas,2010-04-01,0,0,1,0,1,0,1
GUAYARAMERIN,mortalidad,muerte menor de 5 anos por otras causas,2010-04-01,3,2,0,0,3,2,5
LA ASUNTA,mortalidad,muerte menor de 5 anos por otras causas,2010-04-01,0,0,0,1,0,1,1
LA GUARDIA,mortalidad,muerte menor de 5 anos por otras causas,2010-04-01,0,0,0,1,0,1,1
LA PAZ,mortalidad,muerte menor de 5 anos por otras causas,2010-04-01,11,6,0,2,11,8,19
ORURO,mortalidad,muerte menor de 5 anos por otras causas,2010-04-01,0,1,0,0,0,1,1
PALOS BLANCOS,mortalidad,muerte menor de 5 anos por otras causas,2010-04-01,1,0,0,1,1,1,2
POTOSI,mortalidad,muerte menor de 5 anos por otras causas,2010-04-01,0,1,0,0,0,1,1
PUERTO CARABUCO,mortalidad,muerte menor de 5 anos por otras causas,2010-04-01,0,0,0,1,0,1,1
PUNATA,mortalidad,muerte menor de 5 anos por otras causas,2010-04-01,1,1,3,0,4,1,5
RIBERALTA,mortalidad,muerte menor de 5 anos por otras causas,2010-04-01,4,2,0,0,4,2,6
RURRENABAQUE,mortalidad,muerte menor de 5 anos por otras causas,2010-04-01,0,0,0,1,0,1,1
SAMAIPATA,mortalidad,muerte menor de 5 anos por otras causas,2010-04-01,0,0,0,1,0,1,1
SAN BUENA VENTURA,mortalidad,muerte menor de 5 anos por otras causas,2010-04-01,0,0,1,0,1,0,1
SAN CARLOS,mortalidad,muerte menor de 5 anos por otras causas,2010-04-01,0,0,1,0,1,0,1
SAN IGNACIO DE VELASCO,mortalidad,muerte menor de 5 anos por otras causas,2010-04-01,4,0,0,0,4,0,4
SANTA CRUZ DE LA SIERRA,mortalidad,muerte menor de 5 anos por otras causas,2010-04-01,0,1,0,0,0,1,1
SUCRE,mortalidad,muerte menor de 5 anos por otras causas,2010-04-01,9,4,0,0,9,4,13
TARIJA,mortalidad,muerte menor de 5 anos por otras causas,2010-04-01,2,0,0,2,2,2,4
VACAS,mortalidad,muerte menor de 5 anos por otras causas,2010-04-01,0,0,1,0,1,0,1
VALLEGRANDE,mortalidad,muerte menor de 5 anos por otras causas,2010-04-01,0,0,1,0,1,0,1
