,group,variable,month,Dentro,Dentro,Fuera,Fuera,TOTALES,TOTALES,TOTALES
,,,,MASCULINO,FEMENINO,MASCULINO,FEMENINO,TOTAL-M,TOTAL-F,TOTAL
municipality,,,,,,,,,,
AZURDUY,mortalidad,muerte menor de 1 ano,2010-01-01,0,0,0,1,0,1,1
BERMEJO,mortalidad,muerte menor de 1 ano,2010-01-01,0,0,0,1,0,1,1
BETANZOS,mortalidad,muerte menor de 1 ano,2010-01-01,0,1,0,0,0,1,1
CABEZAS,mortalidad,muerte menor de 1 ano,2010-01-01,2,0,0,0,2,0,2
"CAIZA ""D""",mortalidad,muerte menor de 1 ano,2010-01-01,0,0,1,0,1,0,1
CARANAVI,mortalidad,muerte menor de 1 ano,2010-01-01,0,0,0,1,0,1,1
CHULUMANI (V. DE LA LIBERTAD),mortalidad,muerte menor de 1 ano,2010-01-01,1,1,0,0,1,1,2
CKOCHAS,mortalidad,muerte menor de 1 ano,2010-01-01,0,0,0,1,0,1,1
COBIJA,mortalidad,muerte menor de 1 ano,2010-01-01,0,1,0,0,0,1,1
COCHABAMBA,mortalidad,muerte menor de 1 ano,2010-01-01,2,4,0,0,2,4,6
COLQUENCHA,mortalidad,muerte menor de 1 ano,2010-01-01,0,0,0,1,0,1,1
COPACABANA,mortalidad,muerte menor de 1 ano,2010-01-01,0,0,0,1,0,1,1
CUEVO,mortalidad,muerte menor de 1 ano,2010-01-01,0,1,0,0,0,1,1
CULPINA,mortalidad,muerte menor de 1 ano,2010-01-01,0,0,0,1,0,1,1
CURAHUARA DE CARANGAS,mortalidad,muerte menor de 1 ano,2010-01-01,0,0,0,1,0,1,1
EL ALTO,mortalidad,muerte menor de 1 ano,2010-01-01,6,3,9,3,15,6,21
GUAYARAMERIN,mortalidad,muerte menor de 1 ano,2010-01-01,0,1,0,0,0,1,1
LA PAZ,mortalidad,muerte menor de 1 ano,2010-01-01,15,9,3,1,18,10,28
LAJA,mortalidad,muerte menor de 1 ano,2010-01-01,0,0,0,1,0,1,1
LLALLAGUA,mortalidad,muerte menor de 1 ano,2010-01-01,0,0,1,1,1,1,2
ORURO,mortalidad,muerte menor de 1 ano,2010-01-01,1,3,0,0,1,3,4
POTOSI,mortalidad,muerte menor de 1 ano,2010-01-01,3,1,0,0,3,1,4
PUCARANI,mortalidad,muerte menor de 1 ano,2010-01-01,0,0,0,1,0,1,1
PUERTO RICO,mortalidad,muerte menor de 1 ano,2010-01-01,1,0,0,0,1,0,1
QUILLACOLLO,mortalidad,muerte menor de 1 ano,2010-01-01,0,0,1,0,1,0,1
RIBERALTA,mortalidad,muerte menor de 1 ano,2010-01-01,4,0,0,0,4,0,4
SACACA,mortalidad,muerte menor de 1 ano,2010-01-01,0,0,1,0,1,0,1
SAN IGNACIO DE VELASCO,mortalidad,muerte menor de 1 ano,2010-01-01,0,0,0,1,0,1,1
SAN PEDRO,mortalidad,muerte menor de 1 ano,2010-01-01,0,0,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,mortalidad,muerte menor de 1 ano,2010-01-01,6,5,0,0,6,5,11
SORACACHI,mortalidad,muerte menor de 1 ano,2010-01-01,0,0,1,0,1,0,1
SUCRE,mortalidad,muerte menor de 1 ano,2010-01-01,5,3,2,0,7,3,10
TAPACARI,mortalidad,muerte menor de 1 ano,2010-01-01,0,0,0,1,0,1,1
TARIJA,mortalidad,muerte menor de 1 ano,2010-01-01,6,3,0,0,6,3,9
TARVITA,mortalidad,muerte menor de 1 ano,2010-01-01,0,0,0,1,0,1,1
TEOPONTE,mortalidad,muerte menor de 1 ano,2010-01-01,0,0,0,1,0,1,1
TUPIZA,mortalidad,muerte menor de 1 ano,2010-01-01,0,1,0,0,0,1,1
VILLA TUNARI,mortalidad,muerte menor de 1 ano,2010-01-01,0,0,1,0,1,0,1
YACUIBA,mortalidad,muerte menor de 1 ano,2010-01-01,2,2,0,0,2,2,4
ALCALA,mortalidad,muerte menor de 1 ano,2010-02-01,0,0,0,1,0,1,1
BELEN DE ANDAMARCA,mortalidad,muerte menor de 1 ano,2010-02-01,0,0,1,0,1,0,1
BETANZOS,mortalidad,muerte menor de 1 ano,2010-02-01,0,0,0,1,0,1,1
CAMATAQUI (C. VILLA ABECIA),mortalidad,muerte menor de 1 ano,2010-02-01,0,0,1,0,1,0,1
CAMIRI,mortalidad,muerte menor de 1 ano,2010-02-01,1,0,0,0,1,0,1
CARANAVI,mortalidad,muerte menor de 1 ano,2010-02-01,1,0,0,0,1,0,1
CARIPUYO,mortalidad,muerte menor de 1 ano,2010-02-01,0,0,1,0,1,0,1
CHARAGUA,mortalidad,muerte menor de 1 ano,2010-02-01,0,1,0,0,0,1,1
CHIMORE,mortalidad,muerte menor de 1 ano,2010-02-01,0,0,1,0,1,0,1
CHULUMANI (V. DE LA LIBERTAD),mortalidad,muerte menor de 1 ano,2010-02-01,1,0,0,0,1,0,1
CHUMA,mortalidad,muerte menor de 1 ano,2010-02-01,0,0,1,0,1,0,1
COCHABAMBA,mortalidad,muerte menor de 1 ano,2010-02-01,3,1,0,0,3,1,4
COROICO,mortalidad,muerte menor de 1 ano,2010-02-01,0,1,0,0,0,1,1
EL ALTO,mortalidad,muerte menor de 1 ano,2010-02-01,1,3,6,6,7,9,16
ESCOMA,mortalidad,muerte menor de 1 ano,2010-02-01,2,0,0,1,2,1,3
FERNANDEZ ALONSO,mortalidad,muerte menor de 1 ano,2010-02-01,0,1,0,0,0,1,1
LA GUARDIA,mortalidad,muerte menor de 1 ano,2010-02-01,0,0,1,0,1,0,1
LA PAZ,mortalidad,muerte menor de 1 ano,2010-02-01,14,11,0,1,14,12,26
NAZACARA DE PACAJES,mortalidad,muerte menor de 1 ano,2010-02-01,1,0,0,0,1,0,1
OCURI,mortalidad,muerte menor de 1 ano,2010-02-01,0,0,1,0,1,0,1
ORURO,mortalidad,muerte menor de 1 ano,2010-02-01,3,0,0,0,3,0,3
POTOSI,mortalidad,muerte menor de 1 ano,2010-02-01,2,3,0,0,2,3,5
PUERTO RICO,mortalidad,muerte menor de 1 ano,2010-02-01,1,0,0,0,1,0,1
PUERTO VILLARROEL,mortalidad,muerte menor de 1 ano,2010-02-01,1,0,0,1,1,1,2
RIBERALTA,mortalidad,muerte menor de 1 ano,2010-02-01,0,5,0,0,0,5,5
RURRENABAQUE,mortalidad,muerte menor de 1 ano,2010-02-01,0,1,0,0,0,1,1
SAIPINA,mortalidad,muerte menor de 1 ano,2010-02-01,0,0,0,1,0,1,1
SAN CARLOS,mortalidad,muerte menor de 1 ano,2010-02-01,0,0,1,0,1,0,1
SAN IGNACIO DE VELASCO,mortalidad,muerte menor de 1 ano,2010-02-01,1,0,1,0,2,0,2
SAN LORENZO(PND),mortalidad,muerte menor de 1 ano,2010-02-01,0,0,0,1,0,1,1
SANTA CRUZ DE LA SIERRA,mortalidad,muerte menor de 1 ano,2010-02-01,12,2,0,0,12,2,14
SANTA ROSA DEL SARA,mortalidad,muerte menor de 1 ano,2010-02-01,0,1,0,0,0,1,1
SUCRE,mortalidad,muerte menor de 1 ano,2010-02-01,6,3,0,1,6,4,10
TARIJA,mortalidad,muerte menor de 1 ano,2010-02-01,3,2,0,0,3,2,5
TIRAQUE (CBBA),mortalidad,muerte menor de 1 ano,2010-02-01,0,0,0,2,0,2,2
TRINIDAD,mortalidad,muerte menor de 1 ano,2010-02-01,1,0,0,0,1,0,1
UYUNI,mortalidad,muerte menor de 1 ano,2010-02-01,0,0,1,0,1,0,1
VILLA TUNARI,mortalidad,muerte menor de 1 ano,2010-02-01,1,0,0,0,1,0,1
YACO,mortalidad,muerte menor de 1 ano,2010-02-01,0,0,1,0,1,0,1
ZUDAÑEZ,mortalidad,muerte menor de 1 ano,2010-02-01,1,0,0,0,1,0,1
ALCALA,mortalidad,muerte menor de 1 ano,2010-03-01,0,1,0,0,0,1,1
BERMEJO,mortalidad,muerte menor de 1 ano,2010-03-01,0,1,0,0,0,1,1
BETANZOS,mortalidad,muerte menor de 1 ano,2010-03-01,0,0,1,0,1,0,1
BOLIVAR,mortalidad,muerte menor de 1 ano,2010-03-01,0,0,1,1,1,1,2
BOYUIBE,mortalidad,muerte menor de 1 ano,2010-03-01,0,0,1,0,1,0,1
CALACOTO,mortalidad,muerte menor de 1 ano,2010-03-01,0,1,0,0,0,1,1
CALAMARCA,mortalidad,muerte menor de 1 ano,2010-03-01,0,0,0,1,0,1,1
CHARAGUA,mortalidad,muerte menor de 1 ano,2010-03-01,1,0,0,0,1,0,1
CHULUMANI (V. DE LA LIBERTAD),mortalidad,muerte menor de 1 ano,2010-03-01,1,0,0,0,1,0,1
CKOCHAS,mortalidad,muerte menor de 1 ano,2010-03-01,0,0,1,0,1,0,1
COCHABAMBA,mortalidad,muerte menor de 1 ano,2010-03-01,16,10,0,0,16,10,26
COLQUENCHA,mortalidad,muerte menor de 1 ano,2010-03-01,0,0,1,1,1,1,2
COMARAPA,mortalidad,muerte menor de 1 ano,2010-03-01,0,0,0,1,0,1,1
COROICO,mortalidad,muerte menor de 1 ano,2010-03-01,0,1,0,0,0,1,1
EL ALTO,mortalidad,muerte menor de 1 ano,2010-03-01,5,6,8,9,13,15,28
ESCOMA,mortalidad,muerte menor de 1 ano,2010-03-01,0,2,0,0,0,2,2
GUAYARAMERIN,mortalidad,muerte menor de 1 ano,2010-03-01,1,2,0,0,1,2,3
GUTIERREZ,mortalidad,muerte menor de 1 ano,2010-03-01,0,0,1,0,1,0,1
LA GUARDIA,mortalidad,muerte menor de 1 ano,2010-03-01,0,0,0,1,0,1,1
LA PAZ,mortalidad,muerte menor de 1 ano,2010-03-01,10,12,3,0,13,12,25
LAJA,mortalidad,muerte menor de 1 ano,2010-03-01,0,0,1,0,1,0,1
LLALLAGUA,mortalidad,muerte menor de 1 ano,2010-03-01,1,0,1,1,2,1,3
ORURO,mortalidad,muerte menor de 1 ano,2010-03-01,0,1,0,0,0,1,1
PATACAMAYA,mortalidad,muerte menor de 1 ano,2010-03-01,0,0,0,1,0,1,1
PORONGO,mortalidad,muerte menor de 1 ano,2010-03-01,0,1,0,0,0,1,1
POTOSI,mortalidad,muerte menor de 1 ano,2010-03-01,1,3,0,0,1,3,4
PUCARANI,mortalidad,muerte menor de 1 ano,2010-03-01,0,0,0,1,0,1,1
PUERTO VILLARROEL,mortalidad,muerte menor de 1 ano,2010-03-01,0,0,1,2,1,2,3
PUNATA,mortalidad,muerte menor de 1 ano,2010-03-01,0,0,0,1,0,1,1
QUILLACOLLO,mortalidad,muerte menor de 1 ano,2010-03-01,0,0,0,2,0,2,2
RIBERALTA,mortalidad,muerte menor de 1 ano,2010-03-01,2,3,0,0,2,3,5
SACACA,mortalidad,muerte menor de 1 ano,2010-03-01,1,0,0,0,1,0,1
SAN ANDRES DE MACHACA,mortalidad,muerte menor de 1 ano,2010-03-01,0,0,1,0,1,0,1
SAN BORJA,mortalidad,muerte menor de 1 ano,2010-03-01,1,0,0,0,1,0,1
SAN BUENA VENTURA,mortalidad,muerte menor de 1 ano,2010-03-01,0,1,0,0,0,1,1
SAN IGNACIO DE VELASCO,mortalidad,muerte menor de 1 ano,2010-03-01,3,0,1,0,4,0,4
SANTA CRUZ DE LA SIERRA,mortalidad,muerte menor de 1 ano,2010-03-01,7,4,0,0,7,4,11
SHINAOTA,mortalidad,muerte menor de 1 ano,2010-03-01,0,1,0,0,0,1,1
SUCRE,mortalidad,muerte menor de 1 ano,2010-03-01,4,1,0,1,4,2,6
TACOBAMBA,mortalidad,muerte menor de 1 ano,2010-03-01,0,0,0,1,0,1,1
TARIJA,mortalidad,muerte menor de 1 ano,2010-03-01,3,3,0,0,3,3,6
TARVITA,mortalidad,muerte menor de 1 ano,2010-03-01,0,0,0,1,0,1,1
TRINIDAD,mortalidad,muerte menor de 1 ano,2010-03-01,0,0,1,0,1,0,1
TUPIZA,mortalidad,muerte menor de 1 ano,2010-03-01,1,0,0,0,1,0,1
TURCO,mortalidad,muerte menor de 1 ano,2010-03-01,0,0,1,0,1,0,1
YACUIBA,mortalidad,muerte menor de 1 ano,2010-03-01,0,0,1,0,1,0,1
YAPACANI,mortalidad,muerte menor de 1 ano,2010-03-01,0,0,0,1,0,1,1
ZUDAÑEZ,mortalidad,muerte menor de 1 ano,2010-03-01,0,0,1,0,1,0,1
ACHACACHI,mortalidad,muerte menor de 1 ano,2010-04-01,0,0,1,0,1,0,1
ARANI,mortalidad,muerte menor de 1 ano,2010-04-01,0,0,1,0,1,0,1
AYO AYO,mortalidad,muerte menor de 1 ano,2010-04-01,1,0,0,0,1,0,1
BETANZOS,mortalidad,muerte menor de 1 ano,2010-04-01,0,0,0,2,0,2,2
CALAMARCA,mortalidad,muerte menor de 1 ano,2010-04-01,0,0,2,0,2,0,2
CARANAVI,mortalidad,muerte menor de 1 ano,2010-04-01,0,1,0,0,0,1,1
CHALLAPATA,mortalidad,muerte menor de 1 ano,2010-04-01,0,0,3,3,3,3,6
CHARAÑA,mortalidad,muerte menor de 1 ano,2010-04-01,1,0,0,0,1,0,1
COCHABAMBA,mortalidad,muerte menor de 1 ano,2010-04-01,10,11,0,0,10,11,21
COMARAPA,mortalidad,muerte menor de 1 ano,2010-04-01,1,0,0,0,1,0,1
COROICO,mortalidad,muerte menor de 1 ano,2010-04-01,0,0,0,1,0,1,1
CUEVO,mortalidad,muerte menor de 1 ano,2010-04-01,0,0,1,0,1,0,1
EL ALTO,mortalidad,muerte menor de 1 ano,2010-04-01,7,2,7,4,14,6,20
ESCOMA,mortalidad,muerte menor de 1 ano,2010-04-01,0,0,1,0,1,0,1
GUAYARAMERIN,mortalidad,muerte menor de 1 ano,2010-04-01,3,1,0,0,3,1,4
HUANUNI,mortalidad,muerte menor de 1 ano,2010-04-01,0,0,0,1,0,1,1
LA PAZ,mortalidad,muerte menor de 1 ano,2010-04-01,11,5,0,2,11,7,18
LLALLAGUA,mortalidad,muerte menor de 1 ano,2010-04-01,2,0,0,0,2,0,2
MIZQUE,mortalidad,muerte menor de 1 ano,2010-04-01,0,0,1,0,1,0,1
NACEBE (SANTA ROSA DEL ABUNA),mortalidad,muerte menor de 1 ano,2010-04-01,0,0,1,0,1,0,1
ORURO,mortalidad,muerte menor de 1 ano,2010-04-01,0,1,0,0,0,1,1
PALOS BLANCOS,mortalidad,muerte menor de 1 ano,2010-04-01,1,0,0,0,1,0,1
PAPEL PAMPA,mortalidad,muerte menor de 1 ano,2010-04-01,0,0,1,0,1,0,1
PELECHUCO,mortalidad,muerte menor de 1 ano,2010-04-01,0,0,0,1,0,1,1
POTOSI,mortalidad,muerte menor de 1 ano,2010-04-01,0,1,0,0,0,1,1
PRESTO,mortalidad,muerte menor de 1 ano,2010-04-01,0,0,1,0,1,0,1
PUNATA,mortalidad,muerte menor de 1 ano,2010-04-01,1,0,0,0,1,0,1
RAVELO,mortalidad,muerte menor de 1 ano,2010-04-01,1,0,0,0,1,0,1
RIBERALTA,mortalidad,muerte menor de 1 ano,2010-04-01,4,2,0,0,4,2,6
SACABA,mortalidad,muerte menor de 1 ano,2010-04-01,0,0,2,2,2,2,4
SAN BORJA,mortalidad,muerte menor de 1 ano,2010-04-01,1,1,0,0,1,1,2
SAN BUENA VENTURA,mortalidad,muerte menor de 1 ano,2010-04-01,0,0,0,1,0,1,1
SAN CARLOS,mortalidad,muerte menor de 1 ano,2010-04-01,0,0,1,0,1,0,1
SAN IGNACIO DE VELASCO,mortalidad,muerte menor de 1 ano,2010-04-01,3,1,0,0,3,1,4
SANTA CRUZ DE LA SIERRA,mortalidad,muerte menor de 1 ano,2010-04-01,9,3,0,0,9,3,12
SUCRE,mortalidad,muerte menor de 1 ano,2010-04-01,9,4,0,0,9,4,13
TARIJA,mortalidad,muerte menor de 1 ano,2010-04-01,2,0,0,0,2,0,2
TARVITA,mortalidad,muerte menor de 1 ano,2010-04-01,0,0,2,0,2,0,2
TINGUIPAYA,mortalidad,muerte menor de 1 ano,2010-04-01,0,0,1,0,1,0,1
TIRAQUE (CBBA),mortalidad,muerte menor de 1 ano,2010-04-01,0,0,1,1,1,1,2
TOLEDO,mortalidad,muerte menor de 1 ano,2010-04-01,0,0,0,1,0,1,1
