,group,variable,month,< de 1 año,< de 1 año,1 a 4 años,1 a 4 años,5 a 9 años,5 a 9 años,10 a 20 años,10 a 20 años,21 a 59 años,21 a 59 años,60 y más,60 y más,TOTALES,TOTALES,TOTALES
COLOMI,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2013-01-01,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2
COLQUENCHA,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2013-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
COTOCA,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2013-01-01,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2
CUATRO CAÑADAS,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2013-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
EL ALTO,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2013-01-01,0,0,0,0,1,2,1,13,6,67,0,5,8,87,95
EL TORNO,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2013-01-01,0,0,0,0,0,0,0,2,0,2,0,0,0,4,4
EL VILLAR,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2013-01-01,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3
ENTRE RIOS TRJ,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2013-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
ENTRE RIOS CBBA,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2013-01-01,0,0,0,0,0,0,0,0,2,5,0,0,2,5,7
ESCOMA,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2013-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
EUCALIPTUS,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2013-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
HUANUNI,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2013-01-01,0,0,0,0,0,0,0,3,2,8,0,0,2,11,13
HUARINA,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2013-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
HUATAJATA,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2013-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
HUAYLLAMARCA,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2013-01-01,0,0,2,0,0,0,0,1,0,1,0,0,2,2,4
IXIAMAS,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2013-01-01,0,0,0,0,0,0,1,0,0,1,0,0,1,1,2
LA PAZ,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2013-01-01,1,2,2,0,3,1,3,13,11,34,1,4,21,54,75
LAJA,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2013-01-01,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2
MAIRANA,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2013-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
MINEROS,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2013-01-01,0,0,0,0,0,0,0,0,0,4,0,0,0,4,4
MOCOMOCO,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2013-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
MONTEAGUDO,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2013-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
MONTERO,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2013-01-01,0,0,0,0,1,0,3,5,2,9,0,0,6,14,20
MORO MORO,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2013-01-01,0,1,0,0,0,0,0,0,0,1,0,0,0,2,2
MOROCHATA,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2013-01-01,1,0,0,0,0,0,0,0,0,1,0,0,1,1,2
ORURO,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2013-01-01,0,0,1,0,0,0,0,0,0,1,0,0,1,1,2
PADCAYA,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2013-01-01,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2
PALCA,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2013-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
PAPEL PAMPA,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2013-01-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
PATACAMAYA,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2013-01-01,0,0,1,0,0,0,0,1,0,5,0,1,1,7,8
POCONA,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2013-01-01,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2
POJO (CBBA),"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2013-01-01,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2
POTOSI,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2013-01-01,0,0,0,0,0,0,0,1,0,1,0,0,0,2,2
PUCARANI,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2013-01-01,0,0,0,0,0,0,0,1,1,0,0,0,1,1,2
PUERTO ACOSTA,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2013-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
PUERTO PEREZ,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2013-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
PUERTO SUAREZ,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2013-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
PUERTO VILLARROEL,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2013-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
PUNA,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2013-01-01,0,0,0,0,0,0,0,1,0,2,0,1,0,4,4
PUNATA,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2013-01-01,0,0,0,0,0,0,0,1,1,10,1,2,2,13,15
QUILLACOLLO,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2013-01-01,1,0,0,0,0,1,1,19,0,22,1,0,3,42,45
QUIME,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2013-01-01,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2
REYES,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2013-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
RURRENABAQUE,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2013-01-01,0,0,0,1,0,0,0,0,0,1,0,0,0,2,2
SACABA,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2013-01-01,0,0,0,0,0,1,1,5,5,19,1,1,7,26,33
SACABAMBA,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2013-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
SACACA,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2013-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
SAIPINA,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2013-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
SAMAIPATA,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2013-01-01,0,0,0,0,0,0,0,3,0,2,0,0,0,5,5
SAN BENITO,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2013-01-01,0,0,0,0,0,0,2,0,0,1,0,0,2,1,3
SAN BUENA VENTURA,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2013-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
SAN IGNACIO DE VELASCO,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2013-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
SAN JAVIER(STC),"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2013-01-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
SAN JULIAN,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2013-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
SANTA ANA,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2013-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
SANTA CRUZ DE LA SIERRA,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2013-01-01,0,0,0,0,0,0,1,6,3,14,0,0,4,20,24
SANTA ROSA,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2013-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
SAPAHAQUI,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2013-01-01,0,0,0,0,0,0,0,0,0,1,1,0,1,1,2
SICA SICA (VILLA AROMA),"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2013-01-01,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
SIPE SIPE,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2013-01-01,0,0,0,0,0,0,0,1,0,4,0,0,0,5,5
SORATA,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2013-01-01,0,0,0,0,0,0,0,0,0,5,0,0,0,5,5
SUCRE,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2013-01-01,0,0,0,0,0,0,0,1,0,19,0,0,0,20,20
TACACOMA,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2013-01-01,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2
TARABUCO,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2013-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
TARACO,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2013-01-01,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
TARATA,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2013-01-01,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
TARIJA,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2013-01-01,0,0,0,0,0,0,1,0,13,1,0,0,14,1,15
TARVITA,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2013-01-01,0,0,0,0,0,0,0,0,0,2,1,0,1,2,3
TIAWANACU,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2013-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
TIPUANI,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2013-01-01,0,0,0,0,0,0,0,1,0,5,0,0,0,6,6
TIRAQUE (CBBA),"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2013-01-01,0,0,0,0,0,0,0,0,2,10,0,2,2,12,14
TOCO,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2013-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
TOLATA,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2013-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
TOMINA,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2013-01-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
TOTORA(CBBA),"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2013-01-01,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2
TRIGAL,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2013-01-01,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2
TURCO,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2013-01-01,0,0,0,0,0,0,0,0,1,1,0,0,1,1,2
UNCIA,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2013-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
URIONDO (A. CONCEPCION),"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2013-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
UYUNI,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2013-01-01,0,0,0,0,0,0,0,1,1,7,0,0,1,8,9
VACAS,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2013-01-01,0,0,0,0,0,0,0,0,0,4,0,0,0,4,4
VIACHA,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2013-01-01,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2
VILLA CHARCAS,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2013-01-01,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3
VILLA MONTES,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2013-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
VILLA NUEVA (LOMA ALTA),"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2013-01-01,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
VILLA SERRANO,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2013-01-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
VILLA TUNARI,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2013-01-01,0,0,0,0,0,1,0,0,0,8,0,0,0,9,9
VILLA VACA GUZMAN (MUYUPAMPA),"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2013-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
VILLAZON,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2013-01-01,0,0,0,0,0,0,1,1,0,3,0,0,1,4,5
VITICHI,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2013-01-01,0,0,0,0,0,0,0,0,1,2,0,0,1,2,3
WARNES,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2013-01-01,0,0,0,1,0,0,0,0,0,3,0,0,0,4,4
YACUIBA,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2013-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
ACHACACHI,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2013-02-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
ACHOCALLA,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2013-02-01,0,0,0,0,0,0,0,0,1,1,0,0,1,1,2
AIQUILE,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2013-02-01,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3
ARANI,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2013-02-01,0,0,0,0,0,0,1,1,2,1,0,1,3,3,6
ATOCHA,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2013-02-01,0,0,0,0,0,0,0,1,0,5,0,0,0,6,6
BELEN DE ANDAMARCA,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2013-02-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
CABEZAS,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2013-02-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
CAJUATA,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2013-02-01,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
CALAMARCA,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2013-02-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
CAMIRI,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2013-02-01,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2
CARACOLLO,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2013-02-01,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2
CARMEN RIVERO TORREZ,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2013-02-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
CHALLAPATA,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2013-02-01,0,0,0,0,0,0,0,0,1,1,0,0,1,1,2
CHAQUI,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2013-02-01,0,0,0,0,0,0,0,3,0,1,0,0,0,4,4
CHIMORE,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2013-02-01,0,0,0,0,0,0,0,0,2,2,0,0,2,2,4
CLIZA,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2013-02-01,0,0,0,0,0,0,0,1,1,0,0,0,1,1,2
COBIJA,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2013-02-01,0,0,0,1,1,0,0,2,2,5,0,0,3,8,11
COCHABAMBA,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2013-02-01,0,0,0,0,6,14,57,30,13,8,3,0,79,52,131
COLCAPIRHUA,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2013-02-01,0,0,0,0,0,0,0,1,0,1,0,0,0,2,2
COLLANA,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2013-02-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
COLOMI,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2013-02-01,0,0,0,0,0,0,0,0,0,6,0,0,0,6,6
COLQUENCHA,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2013-02-01,0,0,0,0,0,0,0,0,1,1,0,0,1,1,2
CORIPATA,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2013-02-01,0,0,0,0,0,0,0,0,1,0,1,0,2,0,2
COROICO,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2013-02-01,0,0,0,0,0,0,1,0,2,1,0,0,3,1,4
CUATRO CAÑADAS,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2013-02-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
DESAGUADERO,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2013-02-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
EL ALTO,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2013-02-01,0,0,0,0,0,0,0,13,8,79,0,2,8,94,102
EL CHORO,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2013-02-01,0,0,0,0,0,0,0,0,1,1,0,0,1,1,2
EL PUENTE(STC),"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2013-02-01,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
EL PUENTE(TJA),"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2013-02-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
EL TORNO,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2013-02-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
ENTRE RIOS TRJ,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2013-02-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
ESCOMA,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2013-02-01,0,0,0,0,0,0,0,0,0,3,0,1,0,4,4
EUREKA (SANTOS MERCADO),"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2013-02-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
GRAL. J.J. PEREZ (CHARAZANI),"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2013-02-01,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2
HUACARETA,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2013-02-01,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
HUANUNI,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2013-02-01,0,0,0,0,0,0,0,1,0,10,0,0,0,11,11
HUARINA,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2013-02-01,0,0,0,0,0,0,0,0,0,1,0,1,0,2,2
INGAVI (HUMAITA),"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2013-02-01,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2
INQUISIVI,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2013-02-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
IRUPANA (VILLA DE LANZA),"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2013-02-01,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
LA ASUNTA,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2013-02-01,0,0,2,4,1,0,1,1,1,5,1,0,6,10,16
LA GUARDIA,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2013-02-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
LA PAZ,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2013-02-01,0,0,0,1,0,3,0,14,8,55,0,2,8,75,83
LAGUNILLAS,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2013-02-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
LLALLAGUA,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2013-02-01,0,0,0,0,0,0,0,1,0,1,0,1,0,3,3
MAGDALENA,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2013-02-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
MAIRANA,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2013-02-01,0,0,0,0,0,0,0,0,1,1,0,0,1,1,2
MAPIRI,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2013-02-01,0,0,0,0,0,0,0,4,0,0,0,0,0,4,4
MINEROS,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2013-02-01,0,0,0,0,0,0,0,2,0,3,0,0,0,5,5
MOCOMOCO,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2013-02-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
MOJOCOYA,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2013-02-01,0,0,0,0,0,0,0,0,0,1,0,1,0,2,2
MONTEAGUDO,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2013-02-01,0,0,0,0,0,0,1,2,2,1,0,0,3,3,6
MONTERO,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2013-02-01,0,0,0,0,0,0,1,0,1,7,0,0,2,7,9
MOROCHATA,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2013-02-01,0,0,0,0,0,0,1,0,1,5,0,1,2,6,8
ORURO,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2013-02-01,0,0,0,0,0,0,1,0,2,1,0,0,3,1,4
PADILLA,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2013-02-01,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2
PATACAMAYA,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2013-02-01,1,0,2,0,2,0,0,3,0,4,0,0,5,7,12
POCONA,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2013-02-01,0,0,0,0,0,0,0,0,1,4,0,0,1,4,5
POJO (CBBA),"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2013-02-01,0,0,0,0,1,0,0,0,0,3,0,0,1,3,4
PORCO,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2013-02-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
POTOSI,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2013-02-01,0,0,0,0,1,0,1,3,0,1,0,0,2,4,6
PUCARANI,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2013-02-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
PUERTO SUAREZ,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2013-02-01,0,0,0,0,0,0,0,1,0,2,0,0,0,3,3
PUERTO VILLARROEL,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2013-02-01,0,0,0,0,0,0,0,0,1,1,0,0,1,1,2
PUNATA,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2013-02-01,0,0,0,0,0,0,0,0,3,13,0,0,3,13,16
QUILLACOLLO,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2013-02-01,0,0,0,0,0,0,0,3,3,10,0,0,3,13,16
QUIME,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2013-02-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
RIBERALTA,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2013-02-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
RURRENABAQUE,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2013-02-01,0,0,0,0,0,0,0,1,0,1,0,0,0,2,2
SABAYA,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2013-02-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
SACABA,"violencia, hechos de transito y accidentes",intrafamiliar/domestica,2013-02-01,0,0,0,0,0,0,0,1,1,11,0,0,1,12,13
