municipality,group,variable,month,TOTAL
ARQUE,eventos - notificacion inmediata parte ii,inundacion,2020-01-01,1.0
COBIJA,eventos - notificacion inmediata parte ii,inundacion,2020-01-01,151.0
COTAGAITA,eventos - notificacion inmediata parte ii,inundacion,2020-01-01,1.0
APOLO,eventos - notificacion inmediata parte ii,inundacion,2020-02-01,1.0
CURVA,eventos - notificacion inmediata parte ii,inundacion,2020-02-01,1.0
GRAL. J.J. PEREZ (CHARAZANI),eventos - notificacion inmediata parte ii,inundacion,2020-02-01,4.0
PUERTO ACOSTA,eventos - notificacion inmediata parte ii,inundacion,2020-02-01,1.0
SAN ANDRES DE MACHACA,eventos - notificacion inmediata parte ii,inundacion,2020-02-01,51.0
TARACO,eventos - notificacion inmediata parte ii,inundacion,2020-02-01,26.0
TRINIDAD,eventos - notificacion inmediata parte ii,inundacion,2020-02-01,65.0
ROBORE,eventos - notificacion inmediata parte ii,inundacion,2020-03-01,52.0
COTOCA,eventos - notificacion inmediata parte ii,inundacion,2020-06-01,626.0
LAGUNILLAS,eventos - notificacion inmediata parte ii,inundacion,2020-11-01,33.0
PUERTO VILLARROEL,eventos - notificacion inmediata parte ii,inundacion,2020-12-01,1.0
SAN BORJA,eventos - notificacion inmediata parte ii,inundacion,2020-12-01,291.0
