municipality,group,variable,month,TOTAL
GRAL. J.J. PEREZ (CHARAZANI),eventos - notificacion inmediata parte ii,deslizamiento/sismo/terremoto,2016-02-01,1.0
LA ASUNTA,eventos - notificacion inmediata parte ii,deslizamiento/sismo/terremoto,2016-02-01,3.0
LA PAZ,eventos - notificacion inmediata parte ii,deslizamiento/sismo/terremoto,2016-02-01,61.0
MECAPACA,eventos - notificacion inmediata parte ii,deslizamiento/sismo/terremoto,2016-03-01,1.0
TARVITA,eventos - notificacion inmediata parte ii,deslizamiento/sismo/terremoto,2016-08-01,2.0
