,group,variable,month,< de 1 año,< de 1 año,1 a 4 años,1 a 4 años,5 a 9 años,5 a 9 años,10 a 20 años,10 a 20 años,21 a 59 años,21 a 59 años,60 y más,60 y más,TOTALES,TOTALES,TOTALES
COMARAPA,violencia  intrafamiliar,intrafamiliar/domestica,2008-01-01,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3
COPACABANA,violencia  intrafamiliar,intrafamiliar/domestica,2008-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
COROICO,violencia  intrafamiliar,intrafamiliar/domestica,2008-01-01,0,0,0,0,0,0,0,0,0,4,0,0,0,4,4
COTOCA,violencia  intrafamiliar,intrafamiliar/domestica,2008-01-01,0,0,0,0,0,0,0,1,0,1,0,0,0,2,2
CUATRO CAÑADAS,violencia  intrafamiliar,intrafamiliar/domestica,2008-01-01,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2
CULPINA,violencia  intrafamiliar,intrafamiliar/domestica,2008-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
EL ALTO,violencia  intrafamiliar,intrafamiliar/domestica,2008-01-01,3,1,0,2,1,2,1,13,7,71,0,0,12,89,101
EL PUENTE(TJA),violencia  intrafamiliar,intrafamiliar/domestica,2008-01-01,0,0,0,0,0,0,0,1,0,1,0,0,0,2,2
ENTRE RIOS,violencia  intrafamiliar,intrafamiliar/domestica,2008-01-01,0,0,0,0,0,0,1,0,0,1,0,0,1,1,2
EUCALIPTUS,violencia  intrafamiliar,intrafamiliar/domestica,2008-01-01,0,0,0,0,0,0,0,0,0,3,0,1,0,4,4
HUACARETA,violencia  intrafamiliar,intrafamiliar/domestica,2008-01-01,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
HUANUNI,violencia  intrafamiliar,intrafamiliar/domestica,2008-01-01,0,0,0,0,0,0,0,0,1,8,0,0,1,8,9
ICHOCA,violencia  intrafamiliar,intrafamiliar/domestica,2008-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
INCAHUASI,violencia  intrafamiliar,intrafamiliar/domestica,2008-01-01,0,0,0,0,0,0,0,1,0,2,0,0,0,3,3
IRUPANA (VILLA DE LANZA),violencia  intrafamiliar,intrafamiliar/domestica,2008-01-01,0,0,0,0,0,0,1,1,0,3,0,0,1,4,5
LA GUARDIA,violencia  intrafamiliar,intrafamiliar/domestica,2008-01-01,0,0,0,0,1,0,0,0,0,4,0,0,1,4,5
LA PAZ,violencia  intrafamiliar,intrafamiliar/domestica,2008-01-01,0,0,2,1,1,0,8,12,16,32,2,3,29,48,77
MAIRANA,violencia  intrafamiliar,intrafamiliar/domestica,2008-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
MECAPACA,violencia  intrafamiliar,intrafamiliar/domestica,2008-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
MINEROS,violencia  intrafamiliar,intrafamiliar/domestica,2008-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
MIZQUE,violencia  intrafamiliar,intrafamiliar/domestica,2008-01-01,0,0,0,0,0,0,1,2,1,0,0,0,2,2,4
MONTEAGUDO,violencia  intrafamiliar,intrafamiliar/domestica,2008-01-01,0,0,0,0,0,0,0,0,4,2,0,0,4,2,6
MORO MORO,violencia  intrafamiliar,intrafamiliar/domestica,2008-01-01,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2
OMEREQUE,violencia  intrafamiliar,intrafamiliar/domestica,2008-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
ORURO,violencia  intrafamiliar,intrafamiliar/domestica,2008-01-01,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3
PADILLA,violencia  intrafamiliar,intrafamiliar/domestica,2008-01-01,0,0,0,0,0,0,0,1,0,2,0,0,0,3,3
PAILON,violencia  intrafamiliar,intrafamiliar/domestica,2008-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
PALOS BLANCOS,violencia  intrafamiliar,intrafamiliar/domestica,2008-01-01,0,0,0,0,0,0,0,0,1,2,0,0,1,2,3
POCONA,violencia  intrafamiliar,intrafamiliar/domestica,2008-01-01,0,0,0,0,0,0,0,1,0,2,0,0,0,3,3
POJO (CBBA),violencia  intrafamiliar,intrafamiliar/domestica,2008-01-01,0,0,0,0,0,0,0,2,1,1,0,0,1,3,4
PORTACHUELO,violencia  intrafamiliar,intrafamiliar/domestica,2008-01-01,0,0,0,0,0,0,0,1,1,2,0,1,1,4,5
POTOSI,violencia  intrafamiliar,intrafamiliar/domestica,2008-01-01,0,0,0,0,0,0,0,1,0,6,0,0,0,7,7
PRESTO,violencia  intrafamiliar,intrafamiliar/domestica,2008-01-01,0,0,0,0,0,0,0,0,1,2,0,0,1,2,3
PUCARANI,violencia  intrafamiliar,intrafamiliar/domestica,2008-01-01,0,0,0,0,0,0,0,1,0,1,0,0,0,2,2
PUERTO PEREZ,violencia  intrafamiliar,intrafamiliar/domestica,2008-01-01,0,0,0,0,0,0,0,0,0,1,0,1,0,2,2
PUERTO SUAREZ,violencia  intrafamiliar,intrafamiliar/domestica,2008-01-01,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2
PUNATA,violencia  intrafamiliar,intrafamiliar/domestica,2008-01-01,0,0,0,0,0,0,0,2,0,10,0,0,0,12,12
QUILLACOLLO,violencia  intrafamiliar,intrafamiliar/domestica,2008-01-01,1,0,0,0,0,0,0,0,3,37,1,1,5,38,43
RIBERALTA,violencia  intrafamiliar,intrafamiliar/domestica,2008-01-01,0,1,1,0,0,0,0,0,1,1,0,0,2,2,4
RURRENABAQUE,violencia  intrafamiliar,intrafamiliar/domestica,2008-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
SACABA,violencia  intrafamiliar,intrafamiliar/domestica,2008-01-01,0,0,0,0,0,1,0,5,7,19,1,2,8,27,35
SACACA,violencia  intrafamiliar,intrafamiliar/domestica,2008-01-01,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3
SAIPINA,violencia  intrafamiliar,intrafamiliar/domestica,2008-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
SAN BORJA,violencia  intrafamiliar,intrafamiliar/domestica,2008-01-01,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
SAN IGNACIO,violencia  intrafamiliar,intrafamiliar/domestica,2008-01-01,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2
SAN IGNACIO DE VELASCO,violencia  intrafamiliar,intrafamiliar/domestica,2008-01-01,0,0,0,0,0,0,0,0,0,4,0,0,0,4,4
SAN LUCAS,violencia  intrafamiliar,intrafamiliar/domestica,2008-01-01,0,0,0,0,0,0,0,1,0,1,1,0,1,2,3
SANTA CRUZ DE LA SIERRA,violencia  intrafamiliar,intrafamiliar/domestica,2008-01-01,0,0,0,0,0,0,1,0,0,7,0,0,1,7,8
SIPE SIPE,violencia  intrafamiliar,intrafamiliar/domestica,2008-01-01,0,0,0,0,0,0,0,0,3,10,0,0,3,10,13
SOPACHUY,violencia  intrafamiliar,intrafamiliar/domestica,2008-01-01,0,0,0,0,0,0,0,0,1,2,1,0,2,2,4
SORATA,violencia  intrafamiliar,intrafamiliar/domestica,2008-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
SUCRE,violencia  intrafamiliar,intrafamiliar/domestica,2008-01-01,0,0,0,1,0,0,0,0,0,19,0,0,0,20,20
TACACOMA,violencia  intrafamiliar,intrafamiliar/domestica,2008-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
TAPACARI,violencia  intrafamiliar,intrafamiliar/domestica,2008-01-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
TARATA,violencia  intrafamiliar,intrafamiliar/domestica,2008-01-01,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2
TARIJA,violencia  intrafamiliar,intrafamiliar/domestica,2008-01-01,0,0,0,0,0,1,0,0,0,2,0,0,0,3,3
TARVITA,violencia  intrafamiliar,intrafamiliar/domestica,2008-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
TIPUANI,violencia  intrafamiliar,intrafamiliar/domestica,2008-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
TIQUIPAYA,violencia  intrafamiliar,intrafamiliar/domestica,2008-01-01,0,0,0,0,4,4,8,16,3,6,1,0,16,26,42
TIRAQUE (CBBA),violencia  intrafamiliar,intrafamiliar/domestica,2008-01-01,0,0,0,0,0,0,0,1,1,5,0,0,1,6,7
TOLEDO,violencia  intrafamiliar,intrafamiliar/domestica,2008-01-01,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3
TUPIZA,violencia  intrafamiliar,intrafamiliar/domestica,2008-01-01,0,0,0,1,0,0,0,1,0,5,0,0,0,7,7
UNCIA,violencia  intrafamiliar,intrafamiliar/domestica,2008-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
URIONDO (A. CONCEPCION),violencia  intrafamiliar,intrafamiliar/domestica,2008-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
UYUNI,violencia  intrafamiliar,intrafamiliar/domestica,2008-01-01,0,0,0,1,0,0,1,4,6,31,0,1,7,37,44
VACAS,violencia  intrafamiliar,intrafamiliar/domestica,2008-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
VALLEGRANDE,violencia  intrafamiliar,intrafamiliar/domestica,2008-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
VILA VILA,violencia  intrafamiliar,intrafamiliar/domestica,2008-01-01,0,0,0,0,0,0,0,0,1,1,0,0,1,1,2
VILLA MONTES,violencia  intrafamiliar,intrafamiliar/domestica,2008-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
VILLA TUNARI,violencia  intrafamiliar,intrafamiliar/domestica,2008-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
VILLAZON,violencia  intrafamiliar,intrafamiliar/domestica,2008-01-01,0,0,0,0,1,0,0,0,0,6,0,3,1,9,10
VINTO,violencia  intrafamiliar,intrafamiliar/domestica,2008-01-01,0,0,0,0,0,0,0,2,1,4,0,0,1,6,7
VITICHI,violencia  intrafamiliar,intrafamiliar/domestica,2008-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
YANACACHI,violencia  intrafamiliar,intrafamiliar/domestica,2008-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
ACHACACHI,violencia  intrafamiliar,intrafamiliar/domestica,2008-02-01,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2
AIQUILE,violencia  intrafamiliar,intrafamiliar/domestica,2008-02-01,0,0,0,0,0,0,0,1,0,3,0,1,0,5,5
ARANI,violencia  intrafamiliar,intrafamiliar/domestica,2008-02-01,0,0,0,0,0,0,0,1,0,2,0,0,0,3,3
ARBIETO,violencia  intrafamiliar,intrafamiliar/domestica,2008-02-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
ASCENCION DE GUARAYOS,violencia  intrafamiliar,intrafamiliar/domestica,2008-02-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
AYATA,violencia  intrafamiliar,intrafamiliar/domestica,2008-02-01,0,0,0,0,0,0,0,0,1,2,0,0,1,2,3
AYOPAYA (V. DE INDEPENDENCIA),violencia  intrafamiliar,intrafamiliar/domestica,2008-02-01,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2
BOLIVAR,violencia  intrafamiliar,intrafamiliar/domestica,2008-02-01,0,0,0,0,0,1,0,0,1,1,0,0,1,2,3
"CAIZA ""D""",violencia  intrafamiliar,intrafamiliar/domestica,2008-02-01,0,0,0,0,0,0,0,0,0,1,0,1,0,2,2
CAJUATA,violencia  intrafamiliar,intrafamiliar/domestica,2008-02-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
CALAMARCA,violencia  intrafamiliar,intrafamiliar/domestica,2008-02-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
CAPINOTA,violencia  intrafamiliar,intrafamiliar/domestica,2008-02-01,0,0,0,0,0,0,0,0,1,1,0,0,1,1,2
CARACOLLO,violencia  intrafamiliar,intrafamiliar/domestica,2008-02-01,0,0,0,0,0,0,0,1,0,4,0,0,0,5,5
CARANAVI,violencia  intrafamiliar,intrafamiliar/domestica,2008-02-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
CHALLAPATA,violencia  intrafamiliar,intrafamiliar/domestica,2008-02-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
CHAYANTA,violencia  intrafamiliar,intrafamiliar/domestica,2008-02-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
CHIPAYA,violencia  intrafamiliar,intrafamiliar/domestica,2008-02-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
CHULUMANI (V. DE LA LIBERTAD),violencia  intrafamiliar,intrafamiliar/domestica,2008-02-01,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
CLIZA,violencia  intrafamiliar,intrafamiliar/domestica,2008-02-01,0,0,0,0,0,0,0,1,0,2,0,0,0,3,3
COCHABAMBA,violencia  intrafamiliar,intrafamiliar/domestica,2008-02-01,0,0,0,1,0,0,1,2,3,12,1,0,5,15,20
COLCAPIRHUA,violencia  intrafamiliar,intrafamiliar/domestica,2008-02-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
COLOMI,violencia  intrafamiliar,intrafamiliar/domestica,2008-02-01,0,0,0,0,0,0,0,0,0,7,0,1,0,8,8
COLQUENCHA,violencia  intrafamiliar,intrafamiliar/domestica,2008-02-01,0,0,0,0,0,0,0,1,0,1,0,0,0,2,2
COMARAPA,violencia  intrafamiliar,intrafamiliar/domestica,2008-02-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
CONCEPCION,violencia  intrafamiliar,intrafamiliar/domestica,2008-02-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
CORIPATA,violencia  intrafamiliar,intrafamiliar/domestica,2008-02-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
COROICO,violencia  intrafamiliar,intrafamiliar/domestica,2008-02-01,0,0,0,0,0,0,0,0,1,3,0,0,1,3,4
COTOCA,violencia  intrafamiliar,intrafamiliar/domestica,2008-02-01,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3
CULPINA,violencia  intrafamiliar,intrafamiliar/domestica,2008-02-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
EL ALTO,violencia  intrafamiliar,intrafamiliar/domestica,2008-02-01,0,0,1,2,1,1,2,15,6,101,0,1,10,120,130
EL PUENTE(STC),violencia  intrafamiliar,intrafamiliar/domestica,2008-02-01,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2
ENTRE RIOS,violencia  intrafamiliar,intrafamiliar/domestica,2008-02-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
ENTRE RIOS,violencia  intrafamiliar,intrafamiliar/domestica,2008-02-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
EUCALIPTUS,violencia  intrafamiliar,intrafamiliar/domestica,2008-02-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
GRAL. J.J. PEREZ (CHARAZANI),violencia  intrafamiliar,intrafamiliar/domestica,2008-02-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
GUAYARAMERIN,violencia  intrafamiliar,intrafamiliar/domestica,2008-02-01,0,0,0,0,0,0,0,0,0,0,0,5,0,5,5
HUANUNI,violencia  intrafamiliar,intrafamiliar/domestica,2008-02-01,0,0,0,0,0,0,0,0,0,4,0,0,0,4,4
IRUPANA (VILLA DE LANZA),violencia  intrafamiliar,intrafamiliar/domestica,2008-02-01,0,0,0,0,0,0,0,0,0,3,1,0,1,3,4
LA GUARDIA,violencia  intrafamiliar,intrafamiliar/domestica,2008-02-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
LA PAZ,violencia  intrafamiliar,intrafamiliar/domestica,2008-02-01,1,0,0,0,1,3,4,15,13,34,2,0,21,52,73
LAGUNILLAS,violencia  intrafamiliar,intrafamiliar/domestica,2008-02-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
MAIRANA,violencia  intrafamiliar,intrafamiliar/domestica,2008-02-01,0,0,0,0,0,1,0,0,0,2,0,0,0,3,3
MIZQUE,violencia  intrafamiliar,intrafamiliar/domestica,2008-02-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
MOCOMOCO,violencia  intrafamiliar,intrafamiliar/domestica,2008-02-01,0,0,0,0,0,0,0,1,1,1,0,1,1,3,4
MOJOCOYA,violencia  intrafamiliar,intrafamiliar/domestica,2008-02-01,0,0,0,0,0,0,0,0,0,5,0,0,0,5,5
MONTEAGUDO,violencia  intrafamiliar,intrafamiliar/domestica,2008-02-01,0,0,0,0,0,0,0,0,2,2,0,0,2,2,4
MONTERO,violencia  intrafamiliar,intrafamiliar/domestica,2008-02-01,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
MORO MORO,violencia  intrafamiliar,intrafamiliar/domestica,2008-02-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
MOROCHATA,violencia  intrafamiliar,intrafamiliar/domestica,2008-02-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
OMEREQUE,violencia  intrafamiliar,intrafamiliar/domestica,2008-02-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
ORURO,violencia  intrafamiliar,intrafamiliar/domestica,2008-02-01,0,0,0,0,0,0,0,0,0,4,0,0,0,4,4
PADILLA,violencia  intrafamiliar,intrafamiliar/domestica,2008-02-01,0,0,1,0,0,0,0,2,1,1,0,0,2,3,5
PALCA,violencia  intrafamiliar,intrafamiliar/domestica,2008-02-01,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2
PATACAMAYA,violencia  intrafamiliar,intrafamiliar/domestica,2008-02-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
POJO (CBBA),violencia  intrafamiliar,intrafamiliar/domestica,2008-02-01,0,0,0,0,0,0,0,1,1,1,1,0,2,2,4
POTOSI,violencia  intrafamiliar,intrafamiliar/domestica,2008-02-01,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3
PUERTO SUAREZ,violencia  intrafamiliar,intrafamiliar/domestica,2008-02-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
PUNA,violencia  intrafamiliar,intrafamiliar/domestica,2008-02-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
PUNATA,violencia  intrafamiliar,intrafamiliar/domestica,2008-02-01,0,0,0,0,0,0,0,0,0,7,2,1,2,8,10
QUILLACOLLO,violencia  intrafamiliar,intrafamiliar/domestica,2008-02-01,0,0,0,0,1,0,3,0,0,32,0,1,4,33,37
QUIME,violencia  intrafamiliar,intrafamiliar/domestica,2008-02-01,0,0,0,0,0,1,0,0,0,1,0,0,0,2,2
REYES,violencia  intrafamiliar,intrafamiliar/domestica,2008-02-01,0,0,0,0,0,0,0,0,1,0,1,0,2,0,2
RIBERALTA,violencia  intrafamiliar,intrafamiliar/domestica,2008-02-01,0,0,0,0,0,0,0,0,2,2,0,0,2,2,4
SACABA,violencia  intrafamiliar,intrafamiliar/domestica,2008-02-01,0,0,0,0,0,0,0,1,2,12,0,0,2,13,15
SACACA,violencia  intrafamiliar,intrafamiliar/domestica,2008-02-01,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2
SAN BENITO,violencia  intrafamiliar,intrafamiliar/domestica,2008-02-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
SAN IGNACIO DE VELASCO,violencia  intrafamiliar,intrafamiliar/domestica,2008-02-01,0,0,0,0,1,0,0,1,0,0,0,0,1,1,2
SAN JULIAN,violencia  intrafamiliar,intrafamiliar/domestica,2008-02-01,0,0,0,0,0,1,0,0,1,3,0,0,1,4,5
SAN LUCAS,violencia  intrafamiliar,intrafamiliar/domestica,2008-02-01,0,0,0,0,0,0,0,0,1,1,0,0,1,1,2
SANTA CRUZ DE LA SIERRA,violencia  intrafamiliar,intrafamiliar/domestica,2008-02-01,0,0,0,0,0,0,0,0,0,2,1,0,1,2,3
SANTA ROSA DEL SARA,violencia  intrafamiliar,intrafamiliar/domestica,2008-02-01,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
SIPE SIPE,violencia  intrafamiliar,intrafamiliar/domestica,2008-02-01,0,0,0,0,0,0,0,0,0,9,0,0,0,9,9
SOPACHUY,violencia  intrafamiliar,intrafamiliar/domestica,2008-02-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
SORATA,violencia  intrafamiliar,intrafamiliar/domestica,2008-02-01,0,0,0,0,0,0,0,0,0,6,0,0,0,6,6
SUCRE,violencia  intrafamiliar,intrafamiliar/domestica,2008-02-01,0,0,0,0,0,0,0,1,1,5,0,0,1,6,7
TACACOMA,violencia  intrafamiliar,intrafamiliar/domestica,2008-02-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
TARABUCO,violencia  intrafamiliar,intrafamiliar/domestica,2008-02-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
TARATA,violencia  intrafamiliar,intrafamiliar/domestica,2008-02-01,0,0,0,0,0,0,0,1,0,0,0,1,0,2,2
TARIJA,violencia  intrafamiliar,intrafamiliar/domestica,2008-02-01,0,0,0,0,0,1,0,0,0,2,0,0,0,3,3
TIPUANI,violencia  intrafamiliar,intrafamiliar/domestica,2008-02-01,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3
TIQUIPAYA,violencia  intrafamiliar,intrafamiliar/domestica,2008-02-01,0,0,0,0,0,0,0,0,0,8,0,0,0,8,8
TIRAQUE (CBBA),violencia  intrafamiliar,intrafamiliar/domestica,2008-02-01,0,0,0,0,0,0,1,0,2,6,0,0,3,6,9
TOLEDO,violencia  intrafamiliar,intrafamiliar/domestica,2008-02-01,0,0,0,0,0,0,1,0,0,2,0,1,1,3,4
TOTORA(CBBA),violencia  intrafamiliar,intrafamiliar/domestica,2008-02-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
TUPIZA,violencia  intrafamiliar,intrafamiliar/domestica,2008-02-01,0,0,0,0,0,0,0,0,0,4,0,0,0,4,4
UMALA,violencia  intrafamiliar,intrafamiliar/domestica,2008-02-01,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
UYUNI,violencia  intrafamiliar,intrafamiliar/domestica,2008-02-01,0,0,0,0,0,0,2,5,0,17,0,4,2,26,28
VACAS,violencia  intrafamiliar,intrafamiliar/domestica,2008-02-01,0,0,0,0,0,1,0,0,1,3,0,0,1,4,5
VALLEGRANDE,violencia  intrafamiliar,intrafamiliar/domestica,2008-02-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
VIACHA,violencia  intrafamiliar,intrafamiliar/domestica,2008-02-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
VILLA NUEVA (LOMA ALTA),violencia  intrafamiliar,intrafamiliar/domestica,2008-02-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
VILLA TUNARI,violencia  intrafamiliar,intrafamiliar/domestica,2008-02-01,0,0,0,0,0,0,0,0,2,13,0,0,2,13,15
VILLA VACA GUZMAN (MUYUPAMPA),violencia  intrafamiliar,intrafamiliar/domestica,2008-02-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
VILLAZON,violencia  intrafamiliar,intrafamiliar/domestica,2008-02-01,0,0,0,0,0,0,0,1,1,8,0,0,1,9,10
VINTO,violencia  intrafamiliar,intrafamiliar/domestica,2008-02-01,0,0,1,0,0,0,0,0,0,0,1,0,2,0,2
YAMPARAEZ,violencia  intrafamiliar,intrafamiliar/domestica,2008-02-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
YOTALA,violencia  intrafamiliar,intrafamiliar/domestica,2008-02-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
AIQUILE,violencia  intrafamiliar,intrafamiliar/domestica,2008-03-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
ALALAY,violencia  intrafamiliar,intrafamiliar/domestica,2008-03-01,0,0,0,0,0,0,0,1,0,2,0,0,0,3,3
ANCORAIMES,violencia  intrafamiliar,intrafamiliar/domestica,2008-03-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
ARBIETO,violencia  intrafamiliar,intrafamiliar/domestica,2008-03-01,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2
ARQUE,violencia  intrafamiliar,intrafamiliar/domestica,2008-03-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
