,group,variable,month,< de 1 año,< de 1 año,1 a 4 años,1 a 4 años,5 a 9 años,5 a 9 años,10 a 20 años,10 a 20 años,21 a 59 años,21 a 59 años,60 y más,60 y más,TOTALES,TOTALES,TOTALES
COLOMI,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2008-01-01,0,0,0,0,0,0,2,0,1,2,0,0,3,2,5
COMARAPA,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2008-01-01,0,0,0,0,0,0,0,0,1,2,1,0,2,2,4
CORIPATA,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2008-01-01,0,0,0,0,1,0,3,1,3,4,2,0,9,5,14
COROICO,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2008-01-01,0,0,0,0,0,0,0,0,2,2,0,0,2,2,4
EL ALTO,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2008-01-01,2,2,4,5,5,9,50,31,129,65,10,10,200,122,322
EL TORNO,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2008-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
ENTRE RIOS,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2008-01-01,0,0,0,0,0,0,4,0,5,7,4,0,13,7,20
FERNANDEZ ALONSO,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2008-01-01,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2
HUANUNI,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2008-01-01,0,0,0,0,1,0,0,0,3,7,0,0,4,7,11
IRUPANA (VILLA DE LANZA),violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2008-01-01,0,0,0,0,0,0,1,0,3,0,0,0,4,0,4
LA PAZ,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2008-01-01,0,0,0,0,0,0,0,5,6,6,2,1,8,12,20
LAGUNILLAS,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2008-01-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
MINEROS,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2008-01-01,0,0,0,0,2,0,6,0,4,0,0,0,12,0,12
MIZQUE,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2008-01-01,0,0,0,0,0,0,1,0,3,2,0,0,4,2,6
MONTEAGUDO,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2008-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
ORURO,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2008-01-01,6,5,22,12,10,5,60,25,205,83,23,15,326,145,471
POJO (CBBA),violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2008-01-01,0,0,0,0,0,0,0,0,1,0,1,0,2,0,2
POTOSI,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2008-01-01,0,0,0,0,0,1,2,3,5,5,0,1,7,10,17
PRESTO,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2008-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
PUERTO VILLARROEL,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2008-01-01,0,0,0,0,0,0,2,0,2,3,0,0,4,3,7
PUNATA,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2008-01-01,0,0,0,0,0,0,0,0,1,1,1,0,2,1,3
QUILLACOLLO,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2008-01-01,0,0,3,0,0,0,3,0,5,5,2,0,13,5,18
RURRENABAQUE,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2008-01-01,0,0,0,1,0,0,2,2,6,1,2,1,10,5,15
SACABA,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2008-01-01,0,0,0,0,2,1,1,0,8,4,0,1,11,6,17
SACABAMBA,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2008-01-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
SACACA,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2008-01-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
SAN BENITO,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2008-01-01,0,0,3,1,2,0,0,0,5,4,2,0,12,5,17
SAN IGNACIO DE VELASCO,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2008-01-01,0,0,0,0,0,0,1,0,0,1,0,0,1,1,2
SAN LUCAS,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2008-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
SANTA CRUZ DE LA SIERRA,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2008-01-01,0,0,0,0,1,0,0,0,1,0,0,0,2,0,2
SANTA ROSA DEL SARA,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2008-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
SIPE SIPE,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2008-01-01,0,1,0,3,0,0,1,0,0,2,0,0,1,6,7
SORACACHI,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2008-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
SUCRE,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2008-01-01,0,0,0,1,0,0,3,0,36,12,0,0,39,13,52
TARIJA,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2008-01-01,0,0,0,0,0,0,0,0,6,1,0,0,6,1,7
TARVITA,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2008-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
TIPUANI,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2008-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
TIRAQUE (CBBA),violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2008-01-01,0,0,0,0,0,1,2,2,1,5,0,0,3,8,11
TOLEDO,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2008-01-01,0,0,0,1,0,0,1,0,3,0,0,0,4,1,5
TOTORA(CBBA),violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2008-01-01,0,0,0,0,0,0,0,2,1,4,0,1,1,7,8
TUPIZA,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2008-01-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
VACAS,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2008-01-01,0,0,0,0,0,0,0,1,5,2,0,1,5,4,9
VALLEGRANDE,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2008-01-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
VIACHA,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2008-01-01,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
VILA VILA,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2008-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
VILLA RIVERO,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2008-01-01,0,0,0,0,2,0,3,1,7,1,2,1,14,3,17
VINTO,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2008-01-01,0,0,1,1,0,0,2,1,11,6,2,0,16,8,24
ACHACACHI,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2008-02-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
ALALAY,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2008-02-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
ANDAMARCA,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2008-02-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
ARANI,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2008-02-01,0,1,1,0,0,0,10,1,4,2,1,0,16,4,20
ARQUE,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2008-02-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
ATOCHA,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2008-02-01,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2
AYOPAYA (V. DE INDEPENDENCIA),violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2008-02-01,0,0,0,0,0,0,0,0,4,1,0,1,4,2,6
"CAIZA ""D""",violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2008-02-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
CALAMARCA,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2008-02-01,0,0,0,1,1,2,0,1,7,4,2,0,10,8,18
CAPINOTA,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2008-02-01,0,0,0,0,0,0,0,0,7,0,3,0,10,0,10
CARANAVI,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2008-02-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
CHALLAPATA,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2008-02-01,0,0,0,0,0,0,0,0,4,12,0,1,4,13,17
CLIZA,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2008-02-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
COCHABAMBA,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2008-02-01,1,0,4,2,0,0,78,34,275,111,22,16,380,163,543
COIPASA,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2008-02-01,0,0,0,0,0,0,0,0,1,1,0,0,1,1,2
COLCAPIRHUA,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2008-02-01,0,0,1,1,0,0,0,0,0,0,0,0,1,1,2
COLOMI,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2008-02-01,0,0,0,0,0,1,0,0,2,4,0,0,2,5,7
COLQUENCHA,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2008-02-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
COMARAPA,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2008-02-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
CORIPATA,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2008-02-01,0,0,0,0,0,0,1,0,8,2,1,1,10,3,13
COROICO,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2008-02-01,0,0,0,0,0,0,1,0,4,1,0,0,5,1,6
EL ALTO,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2008-02-01,0,2,5,9,10,9,32,21,167,88,15,9,229,138,367
ENTRE RIOS,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2008-02-01,0,0,0,0,0,0,2,2,13,8,2,3,17,13,30
GRAL. J.J. PEREZ (CHARAZANI),violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2008-02-01,1,0,0,0,0,0,0,0,0,1,0,0,1,1,2
GUAYARAMERIN,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2008-02-01,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
IRUPANA (VILLA DE LANZA),violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2008-02-01,0,0,0,0,0,0,0,0,2,2,0,0,2,2,4
LA GUARDIA,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2008-02-01,0,0,0,1,0,0,0,0,1,0,0,0,1,1,2
LA PAZ,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2008-02-01,0,0,1,0,0,0,0,6,11,11,0,1,12,18,30
MINEROS,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2008-02-01,0,0,0,1,0,0,0,0,0,3,0,0,0,4,4
MIZQUE,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2008-02-01,0,0,0,0,0,1,0,0,4,1,0,1,4,3,7
MOJOCOYA,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2008-02-01,0,0,0,0,0,0,0,1,0,1,0,0,0,2,2
MONTEAGUDO,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2008-02-01,0,0,0,0,0,0,0,0,3,2,1,0,4,2,6
OMEREQUE,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2008-02-01,0,0,0,0,0,0,0,0,4,0,0,0,4,0,4
ORURO,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2008-02-01,6,1,14,12,11,5,52,12,178,76,28,19,289,125,414
PALOS BLANCOS,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2008-02-01,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
POSTRER VALLE,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2008-02-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
POTOSI,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2008-02-01,0,0,0,0,0,0,0,0,1,1,0,0,1,1,2
PUERTO ACOSTA,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2008-02-01,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
PUERTO SUAREZ,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2008-02-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
PUERTO VILLARROEL,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2008-02-01,0,0,0,0,0,0,0,1,1,2,0,0,1,3,4
PUNATA,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2008-02-01,0,0,1,0,1,0,1,0,1,7,1,3,5,10,15
QUILLACOLLO,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2008-02-01,0,0,0,1,0,0,8,0,18,0,1,0,27,1,28
QUIME,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2008-02-01,0,0,0,0,0,0,1,0,8,1,2,0,11,1,12
RIBERALTA,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2008-02-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
RURRENABAQUE,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2008-02-01,0,0,0,0,0,0,2,0,1,2,0,0,3,2,5
SACABA,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2008-02-01,0,0,0,0,0,0,0,0,2,1,0,0,2,1,3
SACABAMBA,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2008-02-01,0,0,0,0,0,0,0,0,6,2,0,0,6,2,8
SAN IGNACIO DE VELASCO,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2008-02-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
SAN LUCAS,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2008-02-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
SANTA CRUZ DE LA SIERRA,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2008-02-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
SANTA ROSA DEL SARA,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2008-02-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
SANTIVAÑES,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2008-02-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
SIPE SIPE,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2008-02-01,0,0,5,3,7,0,5,1,15,2,0,4,32,10,42
SORATA,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2008-02-01,0,0,0,0,0,0,2,0,2,4,0,0,4,4,8
SUCRE,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2008-02-01,0,0,0,0,0,0,0,1,9,7,0,0,9,8,17
TARABUCO,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2008-02-01,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
TARIJA,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2008-02-01,0,0,0,0,0,0,7,3,36,4,1,0,44,7,51
TIRAQUE (CBBA),violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2008-02-01,0,0,1,0,1,0,0,1,1,3,0,1,3,5,8
TOLEDO,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2008-02-01,0,0,0,0,0,0,3,1,1,1,0,0,4,2,6
TOMAVE,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2008-02-01,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2
TUPIZA,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2008-02-01,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2
VACAS,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2008-02-01,0,0,0,0,0,1,1,1,4,5,1,2,6,9,15
VALLEGRANDE,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2008-02-01,0,0,0,0,0,0,0,1,1,0,0,0,1,1,2
VILA VILA,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2008-02-01,0,0,0,1,0,0,0,0,0,0,1,0,1,1,2
VILLA RIVERO,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2008-02-01,0,0,0,0,0,1,0,2,3,5,1,0,4,8,12
VILLA TUNARI,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2008-02-01,0,0,0,0,0,0,0,0,4,6,0,0,4,6,10
VINTO,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2008-02-01,0,0,0,0,0,0,1,0,2,0,0,0,3,0,3
YOTALA,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2008-02-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
ALALAY,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2008-03-01,0,0,1,0,0,0,2,0,0,0,0,0,3,0,3
ANDAMARCA,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2008-03-01,0,0,0,0,0,0,0,0,2,0,0,0,2,0,2
ARANI,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2008-03-01,0,0,0,1,1,1,1,1,1,3,0,0,3,6,9
ARQUE,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2008-03-01,0,0,0,0,0,0,0,0,2,1,0,0,2,1,3
ASCENCION DE GUARAYOS,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2008-03-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
BERMEJO,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2008-03-01,0,0,0,0,0,0,1,0,0,1,0,0,1,1,2
BOLIVAR,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2008-03-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
CALAMARCA,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2008-03-01,0,0,2,0,1,0,0,1,5,1,0,1,8,3,11
CAMIRI,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2008-03-01,0,0,1,0,0,0,0,0,24,4,1,0,26,4,30
CAPINOTA,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2008-03-01,0,0,0,1,3,0,1,0,3,0,0,0,7,1,8
CARACOLLO,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2008-03-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
CARANAVI,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2008-03-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
CHALLAPATA,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2008-03-01,0,0,0,0,0,0,2,1,2,6,0,1,4,8,12
CHOQUE COTA,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2008-03-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
CLIZA,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2008-03-01,0,0,0,0,1,0,0,0,4,2,0,1,5,3,8
COCHABAMBA,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2008-03-01,1,0,5,2,6,3,80,35,259,113,31,15,382,168,550
COLCAPIRHUA,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2008-03-01,0,0,1,0,2,0,2,3,3,3,2,1,10,7,17
COLOMI,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2008-03-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
COLQUENCHA,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2008-03-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
COMANCHE,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2008-03-01,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
COROICO,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2008-03-01,0,0,0,0,0,0,0,0,3,1,0,0,3,1,4
CUCHUMUELA (V. G. VILLARROEL),violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2008-03-01,0,0,0,0,0,0,0,0,1,1,0,0,1,1,2
EL ALTO,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2008-03-01,0,4,10,7,5,7,31,24,69,55,16,10,131,107,238
ENTRE RIOS,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2008-03-01,0,0,0,0,0,0,1,0,2,0,0,0,3,0,3
ENTRE RIOS,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2008-03-01,0,0,0,0,1,0,1,2,3,0,0,0,5,2,7
LA GUARDIA,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2008-03-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
LA PAZ,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2008-03-01,0,0,2,0,2,0,1,6,7,4,0,0,12,10,22
LAGUNILLAS,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2008-03-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
LLALLAGUA,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2008-03-01,0,0,0,0,0,0,1,0,3,0,0,0,4,0,4
MIZQUE,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2008-03-01,0,0,2,0,0,0,0,0,2,1,0,0,4,1,5
MOJOCOYA,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2008-03-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
MONTEAGUDO,violencia  intrafamiliar,"otras violencias (accidentes, agresiones, leer instructivo)",2008-03-01,0,0,0,0,0,0,0,2,1,1,0,0,1,3,4
