department,municipality_id,municipality,year,month,population,value
Chuquisaca,10501,Monteagudo,2020,2,a. Menor de 6 meses / MASCULINO,0
Pando,90501,Nuevo Manoa (nueva Esperanza),2020,3,a. Menor de 6 meses / MASCULINO,0
Chuquisaca,10501,Monteagudo,2020,6,a. Menor de 6 meses / MASCULINO,0
Potosí,50501,San Pedro De Buena Vista,2020,8,a. Menor de 6 meses / MASCULINO,0
Santa Cruz,71106,Cuatro Cañadas,2020,9,a. Menor de 6 meses / MASCULINO,0
Beni,80302,San Borja,2020,9,a. Menor de 6 meses / MASCULINO,0
Santa Cruz,70705,Gutierrez,2020,10,a. Menor de 6 meses / MASCULINO,0
Potosí,50801,Tupiza,2020,11,a. Menor de 6 meses / MASCULINO,0
Chuquisaca,10501,Monteagudo,2020,2,a. Menor de 6 meses / FEMENINO,0
Pando,90501,Nuevo Manoa (nueva Esperanza),2020,3,a. Menor de 6 meses / FEMENINO,0
Chuquisaca,10501,Monteagudo,2020,6,a. Menor de 6 meses / FEMENINO,0
Potosí,50501,San Pedro De Buena Vista,2020,8,a. Menor de 6 meses / FEMENINO,0
Santa Cruz,71106,Cuatro Cañadas,2020,9,a. Menor de 6 meses / FEMENINO,0
Beni,80302,San Borja,2020,9,a. Menor de 6 meses / FEMENINO,0
Santa Cruz,70705,Gutierrez,2020,10,a. Menor de 6 meses / FEMENINO,0
Potosí,50801,Tupiza,2020,11,a. Menor de 6 meses / FEMENINO,0
Chuquisaca,10501,Monteagudo,2020,2,b. 6 meses a menor de 1 ano / MASCULINO,0
Pando,90501,Nuevo Manoa (nueva Esperanza),2020,3,b. 6 meses a menor de 1 ano / MASCULINO,0
Chuquisaca,10501,Monteagudo,2020,6,b. 6 meses a menor de 1 ano / MASCULINO,0
Potosí,50501,San Pedro De Buena Vista,2020,8,b. 6 meses a menor de 1 ano / MASCULINO,0
Santa Cruz,71106,Cuatro Cañadas,2020,9,b. 6 meses a menor de 1 ano / MASCULINO,0
Beni,80302,San Borja,2020,9,b. 6 meses a menor de 1 ano / MASCULINO,0
Santa Cruz,70705,Gutierrez,2020,10,b. 6 meses a menor de 1 ano / MASCULINO,0
Potosí,50801,Tupiza,2020,11,b. 6 meses a menor de 1 ano / MASCULINO,0
Chuquisaca,10501,Monteagudo,2020,2,b. 6 meses a menor de 1 ano / FEMENINO,0
Pando,90501,Nuevo Manoa (nueva Esperanza),2020,3,b. 6 meses a menor de 1 ano / FEMENINO,0
Chuquisaca,10501,Monteagudo,2020,6,b. 6 meses a menor de 1 ano / FEMENINO,0
Potosí,50501,San Pedro De Buena Vista,2020,8,b. 6 meses a menor de 1 ano / FEMENINO,0
Santa Cruz,71106,Cuatro Cañadas,2020,9,b. 6 meses a menor de 1 ano / FEMENINO,0
Beni,80302,San Borja,2020,9,b. 6 meses a menor de 1 ano / FEMENINO,0
Santa Cruz,70705,Gutierrez,2020,10,b. 6 meses a menor de 1 ano / FEMENINO,0
Potosí,50801,Tupiza,2020,11,b. 6 meses a menor de 1 ano / FEMENINO,0
Chuquisaca,10501,Monteagudo,2020,2,c. 1 - 4 anos / MASCULINO,0
Pando,90501,Nuevo Manoa (nueva Esperanza),2020,3,c. 1 - 4 anos / MASCULINO,0
Chuquisaca,10501,Monteagudo,2020,6,c. 1 - 4 anos / MASCULINO,0
Potosí,50501,San Pedro De Buena Vista,2020,8,c. 1 - 4 anos / MASCULINO,0
Santa Cruz,71106,Cuatro Cañadas,2020,9,c. 1 - 4 anos / MASCULINO,0
Beni,80302,San Borja,2020,9,c. 1 - 4 anos / MASCULINO,1
Santa Cruz,70705,Gutierrez,2020,10,c. 1 - 4 anos / MASCULINO,0
Potosí,50801,Tupiza,2020,11,c. 1 - 4 anos / MASCULINO,0
Chuquisaca,10501,Monteagudo,2020,2,c. 1 - 4 anos / FEMENINO,0
Pando,90501,Nuevo Manoa (nueva Esperanza),2020,3,c. 1 - 4 anos / FEMENINO,0
Chuquisaca,10501,Monteagudo,2020,6,c. 1 - 4 anos / FEMENINO,0
Potosí,50501,San Pedro De Buena Vista,2020,8,c. 1 - 4 anos / FEMENINO,0
Santa Cruz,71106,Cuatro Cañadas,2020,9,c. 1 - 4 anos / FEMENINO,0
Beni,80302,San Borja,2020,9,c. 1 - 4 anos / FEMENINO,0
Santa Cruz,70705,Gutierrez,2020,10,c. 1 - 4 anos / FEMENINO,0
Potosí,50801,Tupiza,2020,11,c. 1 - 4 anos / FEMENINO,0
Chuquisaca,10501,Monteagudo,2020,2,d. 5 - 9 anos / MASCULINO,0
Pando,90501,Nuevo Manoa (nueva Esperanza),2020,3,d. 5 - 9 anos / MASCULINO,0
Chuquisaca,10501,Monteagudo,2020,6,d. 5 - 9 anos / MASCULINO,0
Potosí,50501,San Pedro De Buena Vista,2020,8,d. 5 - 9 anos / MASCULINO,0
Santa Cruz,71106,Cuatro Cañadas,2020,9,d. 5 - 9 anos / MASCULINO,0
Beni,80302,San Borja,2020,9,d. 5 - 9 anos / MASCULINO,0
Santa Cruz,70705,Gutierrez,2020,10,d. 5 - 9 anos / MASCULINO,0
Potosí,50801,Tupiza,2020,11,d. 5 - 9 anos / MASCULINO,0
Chuquisaca,10501,Monteagudo,2020,2,d. 5 - 9 anos / FEMENINO,0
Pando,90501,Nuevo Manoa (nueva Esperanza),2020,3,d. 5 - 9 anos / FEMENINO,0
Chuquisaca,10501,Monteagudo,2020,6,d. 5 - 9 anos / FEMENINO,0
Potosí,50501,San Pedro De Buena Vista,2020,8,d. 5 - 9 anos / FEMENINO,0
Santa Cruz,71106,Cuatro Cañadas,2020,9,d. 5 - 9 anos / FEMENINO,0
Beni,80302,San Borja,2020,9,d. 5 - 9 anos / FEMENINO,0
Santa Cruz,70705,Gutierrez,2020,10,d. 5 - 9 anos / FEMENINO,0
Potosí,50801,Tupiza,2020,11,d. 5 - 9 anos / FEMENINO,0
Chuquisaca,10501,Monteagudo,2020,2,e. 10 - 14 anos / MASCULINO,0
Pando,90501,Nuevo Manoa (nueva Esperanza),2020,3,e. 10 - 14 anos / MASCULINO,0
Chuquisaca,10501,Monteagudo,2020,6,e. 10 - 14 anos / MASCULINO,0
Potosí,50501,San Pedro De Buena Vista,2020,8,e. 10 - 14 anos / MASCULINO,0
Santa Cruz,71106,Cuatro Cañadas,2020,9,e. 10 - 14 anos / MASCULINO,1
Beni,80302,San Borja,2020,9,e. 10 - 14 anos / MASCULINO,0
Santa Cruz,70705,Gutierrez,2020,10,e. 10 - 14 anos / MASCULINO,0
Potosí,50801,Tupiza,2020,11,e. 10 - 14 anos / MASCULINO,0
Chuquisaca,10501,Monteagudo,2020,2,e. 10 - 14 anos / FEMENINO,0
Pando,90501,Nuevo Manoa (nueva Esperanza),2020,3,e. 10 - 14 anos / FEMENINO,0
Chuquisaca,10501,Monteagudo,2020,6,e. 10 - 14 anos / FEMENINO,0
Potosí,50501,San Pedro De Buena Vista,2020,8,e. 10 - 14 anos / FEMENINO,0
Santa Cruz,71106,Cuatro Cañadas,2020,9,e. 10 - 14 anos / FEMENINO,0
Beni,80302,San Borja,2020,9,e. 10 - 14 anos / FEMENINO,0
Santa Cruz,70705,Gutierrez,2020,10,e. 10 - 14 anos / FEMENINO,0
Potosí,50801,Tupiza,2020,11,e. 10 - 14 anos / FEMENINO,0
Chuquisaca,10501,Monteagudo,2020,2,f. 15 - 19 anos / MASCULINO,0
Pando,90501,Nuevo Manoa (nueva Esperanza),2020,3,f. 15 - 19 anos / MASCULINO,0
Chuquisaca,10501,Monteagudo,2020,6,f. 15 - 19 anos / MASCULINO,0
Potosí,50501,San Pedro De Buena Vista,2020,8,f. 15 - 19 anos / MASCULINO,0
Santa Cruz,71106,Cuatro Cañadas,2020,9,f. 15 - 19 anos / MASCULINO,0
Beni,80302,San Borja,2020,9,f. 15 - 19 anos / MASCULINO,0
Santa Cruz,70705,Gutierrez,2020,10,f. 15 - 19 anos / MASCULINO,0
Potosí,50801,Tupiza,2020,11,f. 15 - 19 anos / MASCULINO,0
Chuquisaca,10501,Monteagudo,2020,2,f. 15 - 19 anos / FEMENINO,0
Pando,90501,Nuevo Manoa (nueva Esperanza),2020,3,f. 15 - 19 anos / FEMENINO,0
Chuquisaca,10501,Monteagudo,2020,6,f. 15 - 19 anos / FEMENINO,0
Potosí,50501,San Pedro De Buena Vista,2020,8,f. 15 - 19 anos / FEMENINO,0
Santa Cruz,71106,Cuatro Cañadas,2020,9,f. 15 - 19 anos / FEMENINO,0
Beni,80302,San Borja,2020,9,f. 15 - 19 anos / FEMENINO,0
Santa Cruz,70705,Gutierrez,2020,10,f. 15 - 19 anos / FEMENINO,0
Potosí,50801,Tupiza,2020,11,f. 15 - 19 anos / FEMENINO,0
Chuquisaca,10501,Monteagudo,2020,2,g. 20 - 39 anos / MASCULINO,0
Pando,90501,Nuevo Manoa (nueva Esperanza),2020,3,g. 20 - 39 anos / MASCULINO,1
Chuquisaca,10501,Monteagudo,2020,6,g. 20 - 39 anos / MASCULINO,0
Potosí,50501,San Pedro De Buena Vista,2020,8,g. 20 - 39 anos / MASCULINO,1
Santa Cruz,71106,Cuatro Cañadas,2020,9,g. 20 - 39 anos / MASCULINO,0
Beni,80302,San Borja,2020,9,g. 20 - 39 anos / MASCULINO,0
Santa Cruz,70705,Gutierrez,2020,10,g. 20 - 39 anos / MASCULINO,0
Potosí,50801,Tupiza,2020,11,g. 20 - 39 anos / MASCULINO,0
Chuquisaca,10501,Monteagudo,2020,2,g. 20 - 39 anos / FEMENINO,0
Pando,90501,Nuevo Manoa (nueva Esperanza),2020,3,g. 20 - 39 anos / FEMENINO,0
Chuquisaca,10501,Monteagudo,2020,6,g. 20 - 39 anos / FEMENINO,0
Potosí,50501,San Pedro De Buena Vista,2020,8,g. 20 - 39 anos / FEMENINO,0
Santa Cruz,71106,Cuatro Cañadas,2020,9,g. 20 - 39 anos / FEMENINO,0
Beni,80302,San Borja,2020,9,g. 20 - 39 anos / FEMENINO,0
Santa Cruz,70705,Gutierrez,2020,10,g. 20 - 39 anos / FEMENINO,0
Potosí,50801,Tupiza,2020,11,g. 20 - 39 anos / FEMENINO,0
Chuquisaca,10501,Monteagudo,2020,2,h. 40 - 49 anos / MASCULINO,0
