,group,variable,month,< de 1 año,< de 1 año,1 a menor de 2 años,1 a menor de 2 años,2 a menor de 5 años,2 a menor de 5 años,TOTALES,TOTALES,TOTALES
CHARAÑA,talla para la edad (t/e),talla normal (t n),2009-05-01,18,11,7,5,9,9,34,25,59
CHAYANTA,talla para la edad (t/e),talla normal (t n),2009-05-01,51,78,27,43,38,36,116,157,273
CHIMORE,talla para la edad (t/e),talla normal (t n),2009-05-01,37,32,50,39,58,60,145,131,276
CHIPAYA,talla para la edad (t/e),talla normal (t n),2009-05-01,12,14,8,5,10,14,30,33,63
CHOQUE COTA,talla para la edad (t/e),talla normal (t n),2009-05-01,11,6,8,4,13,9,32,19,51
CHULUMANI (V. DE LA LIBERTAD),talla para la edad (t/e),talla normal (t n),2009-05-01,71,57,27,15,9,20,107,92,199
CHUMA,talla para la edad (t/e),talla normal (t n),2009-05-01,66,63,38,41,53,53,157,157,314
CLIZA,talla para la edad (t/e),talla normal (t n),2009-05-01,175,120,78,58,93,79,346,257,603
COBIJA,talla para la edad (t/e),talla normal (t n),2009-05-01,451,433,240,243,215,171,906,847,1753
COCHABAMBA,talla para la edad (t/e),talla normal (t n),2009-05-01,476,382,289,248,394,341,1159,971,2130
COIPASA,talla para la edad (t/e),talla normal (t n),2009-05-01,5,5,1,5,7,7,13,17,30
COLCAPIRHUA,talla para la edad (t/e),talla normal (t n),2009-05-01,265,206,116,92,148,114,529,412,941
"COLCHA ""K""",talla para la edad (t/e),talla normal (t n),2009-05-01,59,66,46,43,71,70,176,179,355
COLLANA,talla para la edad (t/e),talla normal (t n),2009-05-01,11,14,12,15,24,30,47,59,106
COLOMI,talla para la edad (t/e),talla normal (t n),2009-05-01,180,163,69,69,67,76,316,308,624
COLPA BELGICA,talla para la edad (t/e),talla normal (t n),2009-05-01,32,28,14,13,11,17,57,58,115
COLQUECHACA,talla para la edad (t/e),talla normal (t n),2009-05-01,202,179,185,194,72,60,459,433,892
COLQUENCHA,talla para la edad (t/e),talla normal (t n),2009-05-01,65,47,38,39,29,44,132,130,262
COLQUIRI,talla para la edad (t/e),talla normal (t n),2009-05-01,153,155,68,92,54,50,275,297,572
COMANCHE,talla para la edad (t/e),talla normal (t n),2009-05-01,18,20,9,13,18,13,45,46,91
COMARAPA,talla para la edad (t/e),talla normal (t n),2009-05-01,122,111,68,49,81,63,271,223,494
COMBAYA,talla para la edad (t/e),talla normal (t n),2009-05-01,23,9,15,10,23,23,61,42,103
CONCEPCION,talla para la edad (t/e),talla normal (t n),2009-05-01,81,92,45,44,65,37,191,173,364
COPACABANA,talla para la edad (t/e),talla normal (t n),2009-05-01,52,46,30,29,30,36,112,111,223
CORIPATA,talla para la edad (t/e),talla normal (t n),2009-05-01,55,70,28,30,36,39,119,139,258
CORO CORO,talla para la edad (t/e),talla normal (t n),2009-05-01,68,62,35,43,74,69,177,174,351
COROICO,talla para la edad (t/e),talla normal (t n),2009-05-01,141,100,46,58,71,65,258,223,481
CORQUE,talla para la edad (t/e),talla normal (t n),2009-05-01,47,48,28,26,31,38,106,112,218
COTAGAITA,talla para la edad (t/e),talla normal (t n),2009-05-01,152,147,91,114,155,175,398,436,834
COTOCA,talla para la edad (t/e),talla normal (t n),2009-05-01,381,373,185,176,204,165,770,714,1484
CUATRO CAÑADAS,talla para la edad (t/e),talla normal (t n),2009-05-01,30,32,28,23,58,61,116,116,232
CUCHUMUELA (V. G. VILLARROEL),talla para la edad (t/e),talla normal (t n),2009-05-01,6,10,4,8,9,7,19,25,44
CUEVO,talla para la edad (t/e),talla normal (t n),2009-05-01,30,28,23,18,26,40,79,86,165
CULPINA,talla para la edad (t/e),talla normal (t n),2009-05-01,148,163,105,117,209,197,462,477,939
CURAHUARA DE CARANGAS,talla para la edad (t/e),talla normal (t n),2009-05-01,34,41,20,23,19,21,73,85,158
CURVA,talla para la edad (t/e),talla normal (t n),2009-05-01,11,8,4,5,5,9,20,22,42
DESAGUADERO,talla para la edad (t/e),talla normal (t n),2009-05-01,25,26,15,7,16,12,56,45,101
EL ALTO,talla para la edad (t/e),talla normal (t n),2009-05-01,4709,4577,2402,2366,1531,1475,8642,8418,17060
EL CHORO,talla para la edad (t/e),talla normal (t n),2009-05-01,34,41,30,29,19,25,83,95,178
EL PUENTE(STC),talla para la edad (t/e),talla normal (t n),2009-05-01,88,60,55,53,106,94,249,207,456
EL PUENTE(TJA),talla para la edad (t/e),talla normal (t n),2009-05-01,46,47,38,52,82,87,166,186,352
EL TORNO,talla para la edad (t/e),talla normal (t n),2009-05-01,272,250,106,98,99,76,477,424,901
EL VILLAR,talla para la edad (t/e),talla normal (t n),2009-05-01,29,30,29,24,83,77,141,131,272
ENTRE RIOS,talla para la edad (t/e),talla normal (t n),2009-05-01,143,114,149,133,155,139,447,386,833
ENTRE RIOS,talla para la edad (t/e),talla normal (t n),2009-05-01,166,154,102,97,113,96,381,347,728
ESCARA,talla para la edad (t/e),talla normal (t n),2009-05-01,0,2,0,0,3,1,3,3,6
ESMERALDA,talla para la edad (t/e),talla normal (t n),2009-05-01,2,1,6,2,0,2,8,5,13
EUCALIPTUS,talla para la edad (t/e),talla normal (t n),2009-05-01,50,41,43,37,37,28,130,106,236
EUREKA (SANTOS MERCADO),talla para la edad (t/e),talla normal (t n),2009-05-01,8,7,13,12,16,18,37,37,74
EXALTACION,talla para la edad (t/e),talla normal (t n),2009-05-01,19,17,25,25,29,18,73,60,133
FERNANDEZ ALONSO,talla para la edad (t/e),talla normal (t n),2009-05-01,77,55,56,40,74,62,207,157,364
FILADELFIA,talla para la edad (t/e),talla normal (t n),2009-05-01,40,29,34,20,27,12,101,61,162
GENERAL SAAVEDRA,talla para la edad (t/e),talla normal (t n),2009-05-01,85,73,59,89,98,73,242,235,477
GRAL. J.J. PEREZ (CHARAZANI),talla para la edad (t/e),talla normal (t n),2009-05-01,72,67,42,34,27,29,141,130,271
GUANAY,talla para la edad (t/e),talla normal (t n),2009-05-01,89,92,55,53,65,57,209,202,411
GUAQUI,talla para la edad (t/e),talla normal (t n),2009-05-01,40,37,9,25,32,28,81,90,171
GUAYARAMERIN,talla para la edad (t/e),talla normal (t n),2009-05-01,306,342,145,150,179,215,630,707,1337
GUTIERREZ,talla para la edad (t/e),talla normal (t n),2009-05-01,52,70,37,60,64,62,153,192,345
HUACARETA,talla para la edad (t/e),talla normal (t n),2009-05-01,52,38,33,32,105,88,190,158,348
HUACAYA (VILLA DE HUACAYA),talla para la edad (t/e),talla normal (t n),2009-05-01,21,18,10,21,54,47,85,86,171
HUACHACALLA,talla para la edad (t/e),talla normal (t n),2009-05-01,9,10,3,0,7,10,19,20,39
HUANUNI,talla para la edad (t/e),talla normal (t n),2009-05-01,132,155,68,64,52,52,252,271,523
HUARACAJE,talla para la edad (t/e),talla normal (t n),2009-05-01,24,21,12,14,15,9,51,44,95
HUAYLLAMARCA,talla para la edad (t/e),talla normal (t n),2009-05-01,21,38,25,14,27,29,73,81,154
ICHOCA,talla para la edad (t/e),talla normal (t n),2009-05-01,36,26,14,12,13,12,63,50,113
ICLA,talla para la edad (t/e),talla normal (t n),2009-05-01,61,49,58,55,171,181,290,285,575
INCAHUASI,talla para la edad (t/e),talla normal (t n),2009-05-01,208,179,98,102,200,195,506,476,982
INGAVI (HUMAITA),talla para la edad (t/e),talla normal (t n),2009-05-01,4,7,3,1,4,5,11,13,24
INQUISIVI,talla para la edad (t/e),talla normal (t n),2009-05-01,83,81,41,47,50,60,174,188,362
IRUPANA (VILLA DE LANZA),talla para la edad (t/e),talla normal (t n),2009-05-01,90,107,79,84,138,151,307,342,649
IXIAMAS,talla para la edad (t/e),talla normal (t n),2009-05-01,47,59,40,33,52,49,139,141,280
JESUS DE MACHACA,talla para la edad (t/e),talla normal (t n),2009-05-01,81,70,47,47,86,96,214,213,427
LA ASUNTA,talla para la edad (t/e),talla normal (t n),2009-05-01,105,76,30,35,25,17,160,128,288
LA GUARDIA,talla para la edad (t/e),talla normal (t n),2009-05-01,395,320,156,154,196,171,747,645,1392
LA PAZ,talla para la edad (t/e),talla normal (t n),2009-05-01,3991,3591,1805,1770,2166,2103,7962,7464,15426
LA RIVERA,talla para la edad (t/e),talla normal (t n),2009-05-01,2,3,4,0,0,1,6,4,10
LAGUNILLAS,talla para la edad (t/e),talla normal (t n),2009-05-01,47,48,72,55,112,110,231,213,444
LAJA,talla para la edad (t/e),talla normal (t n),2009-05-01,99,109,53,52,54,71,206,232,438
LAS CARRERAS,talla para la edad (t/e),talla normal (t n),2009-05-01,33,23,19,27,69,58,121,108,229
LICOMA PAMPA,talla para la edad (t/e),talla normal (t n),2009-05-01,29,16,19,20,10,19,58,55,113
LLALLAGUA,talla para la edad (t/e),talla normal (t n),2009-05-01,256,237,204,168,238,216,698,621,1319
LLICA,talla para la edad (t/e),talla normal (t n),2009-05-01,35,18,28,17,33,23,96,58,154
LORETO,talla para la edad (t/e),talla normal (t n),2009-05-01,29,14,13,16,29,26,71,56,127
LURIBAY,talla para la edad (t/e),talla normal (t n),2009-05-01,82,69,50,55,52,60,184,184,368
MACHACAMARCA,talla para la edad (t/e),talla normal (t n),2009-05-01,46,35,21,29,16,37,83,101,184
MACHARETI,talla para la edad (t/e),talla normal (t n),2009-05-01,71,50,53,63,95,99,219,212,431
MAGDALENA,talla para la edad (t/e),talla normal (t n),2009-05-01,66,49,32,25,41,29,139,103,242
MAIRANA,talla para la edad (t/e),talla normal (t n),2009-05-01,69,72,45,38,46,49,160,159,319
MALLA,talla para la edad (t/e),talla normal (t n),2009-05-01,18,16,11,12,5,14,34,42,76
MAPIRI,talla para la edad (t/e),talla normal (t n),2009-05-01,98,91,31,33,46,32,175,156,331
MECAPACA,talla para la edad (t/e),talla normal (t n),2009-05-01,77,80,38,34,63,51,178,165,343
MINEROS,talla para la edad (t/e),talla normal (t n),2009-05-01,155,138,119,101,111,108,385,347,732
MIZQUE,talla para la edad (t/e),talla normal (t n),2009-05-01,263,107,77,67,67,76,407,250,657
MOCOMOCO,talla para la edad (t/e),talla normal (t n),2009-05-01,76,72,40,40,41,36,157,148,305
MOJINETE,talla para la edad (t/e),talla normal (t n),2009-05-01,2,3,1,1,1,2,4,6,10
MOJOCOYA,talla para la edad (t/e),talla normal (t n),2009-05-01,67,47,29,39,106,123,202,209,411
MONTEAGUDO,talla para la edad (t/e),talla normal (t n),2009-05-01,197,184,177,197,296,314,670,695,1365
MONTERO,talla para la edad (t/e),talla normal (t n),2009-05-01,510,466,290,253,313,385,1113,1104,2217
MORO MORO,talla para la edad (t/e),talla normal (t n),2009-05-01,14,13,22,9,22,30,58,52,110
MOROCHATA,talla para la edad (t/e),talla normal (t n),2009-05-01,181,194,132,141,148,145,461,480,941
NACEBE (SANTA ROSA DEL ABUNA),talla para la edad (t/e),talla normal (t n),2009-05-01,16,11,13,12,28,11,57,34,91
NAZACARA DE PACAJES,talla para la edad (t/e),talla normal (t n),2009-05-01,2,9,5,5,0,5,7,19,26
NUEVO MANOA (NUEVA ESPERANZA),talla para la edad (t/e),talla normal (t n),2009-05-01,13,12,9,12,19,12,41,36,77
OCURI,talla para la edad (t/e),talla normal (t n),2009-05-01,149,162,126,102,85,76,360,340,700
OKINAWA,talla para la edad (t/e),talla normal (t n),2009-05-01,34,30,24,23,31,31,89,84,173
OMEREQUE,talla para la edad (t/e),talla normal (t n),2009-05-01,27,16,22,20,20,32,69,68,137
ORURO,talla para la edad (t/e),talla normal (t n),2009-05-01,1226,1285,667,603,535,478,2428,2366,4794
PADCAYA,talla para la edad (t/e),talla normal (t n),2009-05-01,136,121,195,155,141,140,472,416,888
PADILLA,talla para la edad (t/e),talla normal (t n),2009-05-01,90,82,67,73,181,189,338,344,682
PAILON,talla para la edad (t/e),talla normal (t n),2009-05-01,111,108,70,75,71,89,252,272,524
PALCA,talla para la edad (t/e),talla normal (t n),2009-05-01,74,65,37,43,51,53,162,161,323
PALOS BLANCOS,talla para la edad (t/e),talla normal (t n),2009-05-01,204,192,150,142,185,181,539,515,1054
PAMPA AULLAGAS,talla para la edad (t/e),talla normal (t n),2009-05-01,16,19,8,5,20,12,44,36,80
PAMPA GRANDE,talla para la edad (t/e),talla normal (t n),2009-05-01,47,51,15,26,31,31,93,108,201
PAPEL PAMPA,talla para la edad (t/e),talla normal (t n),2009-05-01,8,10,14,13,9,8,31,31,62
PASORAPA,talla para la edad (t/e),talla normal (t n),2009-05-01,20,14,18,12,24,31,62,57,119
PATACAMAYA,talla para la edad (t/e),talla normal (t n),2009-05-01,175,124,45,44,68,54,288,222,510
PAZÑA,talla para la edad (t/e),talla normal (t n),2009-05-01,42,39,26,36,45,32,113,107,220
PELECHUCO,talla para la edad (t/e),talla normal (t n),2009-05-01,41,29,19,23,29,29,89,81,170
POCOATA,talla para la edad (t/e),talla normal (t n),2009-05-01,159,163,96,147,80,68,335,378,713
POCONA,talla para la edad (t/e),talla normal (t n),2009-05-01,61,71,56,43,53,47,170,161,331
POJO (CBBA),talla para la edad (t/e),talla normal (t n),2009-05-01,114,131,84,86,123,103,321,320,641
POOPO,talla para la edad (t/e),talla normal (t n),2009-05-01,43,35,14,24,13,22,70,81,151
PORCO,talla para la edad (t/e),talla normal (t n),2009-05-01,75,68,60,64,20,34,155,166,321
POROMA,talla para la edad (t/e),talla normal (t n),2009-05-01,74,94,56,67,142,158,272,319,591
PORONGO,talla para la edad (t/e),talla normal (t n),2009-05-01,41,29,18,26,37,42,96,97,193
PORTACHUELO,talla para la edad (t/e),talla normal (t n),2009-05-01,91,99,77,80,137,112,305,291,596
PORVENIR,talla para la edad (t/e),talla normal (t n),2009-05-01,36,39,32,34,43,48,111,121,232
POSTRER VALLE,talla para la edad (t/e),talla normal (t n),2009-05-01,14,12,6,11,22,23,42,46,88
POTOSI,talla para la edad (t/e),talla normal (t n),2009-05-01,1391,1335,582,599,518,488,2491,2422,4913
PRESTO,talla para la edad (t/e),talla normal (t n),2009-05-01,73,65,50,44,78,103,201,212,413
PUCARA,talla para la edad (t/e),talla normal (t n),2009-05-01,4,11,12,14,12,6,28,31,59
PUCARANI,talla para la edad (t/e),talla normal (t n),2009-05-01,237,228,115,127,176,212,528,567,1095
PUERTO ACOSTA,talla para la edad (t/e),talla normal (t n),2009-05-01,86,80,44,41,71,52,201,173,374
PUERTO CARABUCO,talla para la edad (t/e),talla normal (t n),2009-05-01,67,80,52,39,69,66,188,185,373
PUERTO GONZALO MORENO,talla para la edad (t/e),talla normal (t n),2009-05-01,40,36,25,23,46,53,111,112,223
PUERTO PEREZ,talla para la edad (t/e),talla normal (t n),2009-05-01,28,33,9,14,29,26,66,73,139
PUERTO QUIJARRO,talla para la edad (t/e),talla normal (t n),2009-05-01,111,108,51,43,36,20,198,171,369
PUERTO RICO,talla para la edad (t/e),talla normal (t n),2009-05-01,51,58,48,35,31,32,130,125,255
PUERTO SILES,talla para la edad (t/e),talla normal (t n),2009-05-01,4,13,5,10,18,16,27,39,66
PUERTO SUAREZ,talla para la edad (t/e),talla normal (t n),2009-05-01,63,68,32,25,22,22,117,115,232
PUERTO VILLARROEL,talla para la edad (t/e),talla normal (t n),2009-05-01,386,314,240,226,277,245,903,785,1688
PUNA,talla para la edad (t/e),talla normal (t n),2009-05-01,205,193,173,131,182,177,560,501,1061
PUNATA,talla para la edad (t/e),talla normal (t n),2009-05-01,192,192,100,115,56,79,348,386,734
QUIABAYA,talla para la edad (t/e),talla normal (t n),2009-05-01,9,4,3,2,5,3,17,9,26
QUILLACOLLO,talla para la edad (t/e),talla normal (t n),2009-05-01,514,458,247,229,242,246,1003,933,1936
QUIME,talla para la edad (t/e),talla normal (t n),2009-05-01,92,68,32,31,47,48,171,147,318
QUIRUSILLAS,talla para la edad (t/e),talla normal (t n),2009-05-01,5,8,2,4,11,11,18,23,41
RAVELO,talla para la edad (t/e),talla normal (t n),2009-05-01,145,149,91,111,194,137,430,397,827
REYES,talla para la edad (t/e),talla normal (t n),2009-05-01,55,78,44,54,55,57,154,189,343
RIBERALTA,talla para la edad (t/e),talla normal (t n),2009-05-01,819,734,573,511,498,480,1890,1725,3615
ROBORE,talla para la edad (t/e),talla normal (t n),2009-05-01,124,110,87,67,94,65,305,242,547
RURRENABAQUE,talla para la edad (t/e),talla normal (t n),2009-05-01,6,7,1,0,1,2,8,9,17
SABAYA,talla para la edad (t/e),talla normal (t n),2009-05-01,12,21,9,11,20,12,41,44,85
SACABA,talla para la edad (t/e),talla normal (t n),2009-05-01,675,543,295,297,300,295,1270,1135,2405
SACABAMBA,talla para la edad (t/e),talla normal (t n),2009-05-01,38,19,39,26,29,18,106,63,169
SACACA,talla para la edad (t/e),talla normal (t n),2009-05-01,97,99,40,57,69,67,206,223,429
SAIPINA,talla para la edad (t/e),talla normal (t n),2009-05-01,35,30,23,20,31,34,89,84,173
SALINAS DE GARCI MENDOZA,talla para la edad (t/e),talla normal (t n),2009-05-01,59,47,52,42,62,63,173,152,325
SAMAIPATA,talla para la edad (t/e),talla normal (t n),2009-05-01,60,48,28,18,50,38,138,104,242
SAN AGUSTIN,talla para la edad (t/e),talla normal (t n),2009-05-01,5,6,2,9,8,9,15,24,39
SAN ANDRES,talla para la edad (t/e),talla normal (t n),2009-05-01,46,44,38,44,46,57,130,145,275
SAN ANDRES DE MACHACA,talla para la edad (t/e),talla normal (t n),2009-05-01,10,19,12,11,13,16,35,46,81
SAN ANTONIO DE ESMORUCO,talla para la edad (t/e),talla normal (t n),2009-05-01,1,10,4,3,5,7,10,20,30
SAN ANTONIO DE LOMERIO,talla para la edad (t/e),talla normal (t n),2009-05-01,60,32,47,62,114,109,221,203,424
SAN BENITO,talla para la edad (t/e),talla normal (t n),2009-05-01,104,89,56,43,66,59,226,191,417
SAN BORJA,talla para la edad (t/e),talla normal (t n),2009-05-01,320,292,176,205,256,261,752,758,1510
SAN BUENA VENTURA,talla para la edad (t/e),talla normal (t n),2009-05-01,75,73,35,36,48,49,158,158,316
SAN CARLOS,talla para la edad (t/e),talla normal (t n),2009-05-01,94,106,53,62,65,71,212,239,451
SAN IGNACIO,talla para la edad (t/e),talla normal (t n),2009-05-01,121,77,69,46,76,75,266,198,464
SAN IGNACIO DE VELASCO,talla para la edad (t/e),talla normal (t n),2009-05-01,78,46,68,60,73,64,219,170,389
SAN JAVIER(BNI),talla para la edad (t/e),talla normal (t n),2009-05-01,5,4,7,3,6,8,18,15,33
SAN JAVIER(STC),talla para la edad (t/e),talla normal (t n),2009-05-01,119,113,53,63,47,44,219,220,439
SAN JOAQUIN,talla para la edad (t/e),talla normal (t n),2009-05-01,23,39,19,26,27,11,69,76,145
SAN JOSE DE CHIQUITOS,talla para la edad (t/e),talla normal (t n),2009-05-01,82,94,54,58,71,77,207,229,436
SAN JUAN DE YAPACANI,talla para la edad (t/e),talla normal (t n),2009-05-01,30,26,12,13,27,20,69,59,128
SAN JULIAN,talla para la edad (t/e),talla normal (t n),2009-05-01,77,69,63,55,98,69,238,193,431
SAN LORENZO(PND),talla para la edad (t/e),talla normal (t n),2009-05-01,13,15,36,18,26,19,75,52,127
SAN LORENZO(TJA),talla para la edad (t/e),talla normal (t n),2009-05-01,152,127,122,112,129,136,403,375,778
SAN LUCAS,talla para la edad (t/e),talla normal (t n),2009-05-01,230,245,187,187,357,360,774,792,1566
SAN MATIAS,talla para la edad (t/e),talla normal (t n),2009-05-01,82,65,36,51,37,32,155,148,303
SAN MIGUEL DE VELASCO,talla para la edad (t/e),talla normal (t n),2009-05-01,10,2,9,15,10,7,29,24,53
SAN PABLO DE LIPEZ,talla para la edad (t/e),talla normal (t n),2009-05-01,24,15,8,9,22,18,54,42,96
SAN PEDRO,talla para la edad (t/e),talla normal (t n),2009-05-01,75,74,70,52,67,62,212,188,400
SAN PEDRO DE BUENA VISTA,talla para la edad (t/e),talla normal (t n),2009-05-01,160,140,110,92,122,127,392,359,751
SAN PEDRO DE CURAHUARA,talla para la edad (t/e),talla normal (t n),2009-05-01,40,36,31,13,19,19,90,68,158
SAN PEDRO DE QUEMES,talla para la edad (t/e),talla normal (t n),2009-05-01,1,1,1,1,0,1,2,3,5
SAN PEDRO DE TIQUINA,talla para la edad (t/e),talla normal (t n),2009-05-01,28,25,24,21,27,42,79,88,167
SAN PEDRO(PND),talla para la edad (t/e),talla normal (t n),2009-05-01,3,4,4,6,8,7,15,17,32
SAN RAFAEL,talla para la edad (t/e),talla normal (t n),2009-05-01,7,5,4,2,5,5,16,12,28
SAN RAMON,talla para la edad (t/e),talla normal (t n),2009-05-01,27,30,34,26,49,45,110,101,211
SANTA ANA,talla para la edad (t/e),talla normal (t n),2009-05-01,167,110,73,71,54,67,294,248,542
SANTA CRUZ DE LA SIERRA,talla para la edad (t/e),talla normal (t n),2009-05-01,4051,3361,2002,1900,1664,1484,7717,6745,14462
SANTA ROSA,talla para la edad (t/e),talla normal (t n),2009-05-01,46,48,16,16,34,41,96,105,201
SANTA ROSA DEL SARA,talla para la edad (t/e),talla normal (t n),2009-05-01,21,19,6,15,20,16,47,50,97
SANTIAGO DE CALLAPA,talla para la edad (t/e),talla normal (t n),2009-05-01,30,31,18,27,19,16,67,74,141
SANTIAGO DE HUARI,talla para la edad (t/e),talla normal (t n),2009-05-01,35,46,36,29,56,58,127,133,260
SANTIAGO DE MACHACA,talla para la edad (t/e),talla normal (t n),2009-05-01,14,33,15,4,17,9,46,46,92
SANTIVAÑES,talla para la edad (t/e),talla normal (t n),2009-05-01,3,3,6,6,62,64,71,73,144
SANTUARIO DE QUILLACAS,talla para la edad (t/e),talla normal (t n),2009-05-01,18,16,20,13,19,26,57,55,112
SAPAHAQUI,talla para la edad (t/e),talla normal (t n),2009-05-01,57,50,32,60,36,61,125,171,296
SENA,talla para la edad (t/e),talla normal (t n),2009-05-01,41,38,13,11,22,30,76,79,155
SICA SICA (VILLA AROMA),talla para la edad (t/e),talla normal (t n),2009-05-01,126,123,73,83,76,62,275,268,543
SICAYA,talla para la edad (t/e),talla normal (t n),2009-05-01,17,13,10,18,5,10,32,41,73
SIPE SIPE,talla para la edad (t/e),talla normal (t n),2009-05-01,420,356,236,172,156,136,812,664,1476
