municipality,group,variable,month,< de 2 años-H,< de 2 años-M,2 a 4 años-H,2 a 4 años-M,TOTAL-H,TOTAL-M,TOTAL
PUERTO RICO,desnutricion global,desnutricion moderada (m),2005-01-01,2,2,1,0,3,2,5
PUERTO VILLARROEL,desnutricion global,desnutricion moderada (m),2005-01-01,37,37,27,24,64,61,125
PUNA,desnutricion global,desnutricion moderada (m),2005-01-01,10,23,11,19,21,42,63
PUNATA,desnutricion global,desnutricion moderada (m),2005-01-01,6,5,1,3,7,8,15
QUIABAYA,desnutricion global,desnutricion moderada (m),2005-01-01,3,2,2,1,5,3,8
QUILLACOLLO,desnutricion global,desnutricion moderada (m),2005-01-01,10,8,9,4,19,12,31
QUIME,desnutricion global,desnutricion moderada (m),2005-01-01,11,4,11,4,22,8,30
RAVELO,desnutricion global,desnutricion moderada (m),2005-01-01,9,1,12,3,21,4,25
REYES,desnutricion global,desnutricion moderada (m),2005-01-01,5,3,7,6,12,9,21
RIBERALTA,desnutricion global,desnutricion moderada (m),2005-01-01,35,37,26,42,61,79,140
ROBORE,desnutricion global,desnutricion moderada (m),2005-01-01,0,11,7,0,7,11,18
RURRENABAQUE,desnutricion global,desnutricion moderada (m),2005-01-01,1,2,1,0,2,2,4
SACABA,desnutricion global,desnutricion moderada (m),2005-01-01,19,16,8,12,27,28,55
SACABAMBA,desnutricion global,desnutricion moderada (m),2005-01-01,2,2,2,0,4,2,6
SAIPINA,desnutricion global,desnutricion moderada (m),2005-01-01,5,2,0,2,5,4,9
SALINAS DE GARCI MENDOZA,desnutricion global,desnutricion moderada (m),2005-01-01,2,3,2,1,4,4,8
SAMAIPATA,desnutricion global,desnutricion moderada (m),2005-01-01,6,0,1,0,7,0,7
SAN ANDRES,desnutricion global,desnutricion moderada (m),2005-01-01,3,0,1,2,4,2,6
SAN ANDRES DE MACHACA,desnutricion global,desnutricion moderada (m),2005-01-01,0,1,0,0,0,1,1
SAN ANTONIO DE LOMERIO,desnutricion global,desnutricion moderada (m),2005-01-01,10,7,11,20,21,27,48
SAN BENITO,desnutricion global,desnutricion moderada (m),2005-01-01,1,1,0,2,1,3,4
SAN BORJA,desnutricion global,desnutricion moderada (m),2005-01-01,19,19,9,12,28,31,59
SAN BUENA VENTURA,desnutricion global,desnutricion moderada (m),2005-01-01,5,5,4,3,9,8,17
SAN CARLOS,desnutricion global,desnutricion moderada (m),2005-01-01,7,3,4,0,11,3,14
SAN IGNACIO,desnutricion global,desnutricion moderada (m),2005-01-01,18,9,12,6,30,15,45
SAN IGNACIO DE VELASCO,desnutricion global,desnutricion moderada (m),2005-01-01,45,35,26,35,71,70,141
SAN JAVIER(STC),desnutricion global,desnutricion moderada (m),2005-01-01,4,0,3,0,7,0,7
SAN JOAQUIN,desnutricion global,desnutricion moderada (m),2005-01-01,2,2,0,1,2,3,5
SAN JOSE DE CHIQUITOS,desnutricion global,desnutricion moderada (m),2005-01-01,1,1,1,2,2,3,5
SAN JUAN DE YAPACANI,desnutricion global,desnutricion moderada (m),2005-01-01,0,0,2,3,2,3,5
SAN JULIAN,desnutricion global,desnutricion moderada (m),2005-01-01,11,1,4,1,15,2,17
SAN LORENZO(PND),desnutricion global,desnutricion moderada (m),2005-01-01,0,2,1,0,1,2,3
SAN LORENZO(TJA),desnutricion global,desnutricion moderada (m),2005-01-01,7,9,7,10,14,19,33
SAN LUCAS,desnutricion global,desnutricion moderada (m),2005-01-01,87,62,48,87,135,149,284
SAN MIGUEL DE VELASCO,desnutricion global,desnutricion moderada (m),2005-01-01,6,8,3,8,9,16,25
SAN PABLO DE LIPEZ,desnutricion global,desnutricion moderada (m),2005-01-01,2,0,1,2,3,2,5
SAN PEDRO,desnutricion global,desnutricion moderada (m),2005-01-01,9,8,5,6,14,14,28
SAN PEDRO DE BUENA VISTA,desnutricion global,desnutricion moderada (m),2005-01-01,12,19,13,16,25,35,60
SAN PEDRO DE CURAHUARA,desnutricion global,desnutricion moderada (m),2005-01-01,1,1,1,1,2,2,4
SAN PEDRO(PND),desnutricion global,desnutricion moderada (m),2005-01-01,0,1,0,0,0,1,1
SAN RAFAEL,desnutricion global,desnutricion moderada (m),2005-01-01,4,3,3,3,7,6,13
SAN RAMON,desnutricion global,desnutricion moderada (m),2005-01-01,2,0,0,0,2,0,2
SAN RAMON,desnutricion global,desnutricion moderada (m),2005-01-01,7,0,5,0,12,0,12
SANTA ANA,desnutricion global,desnutricion moderada (m),2005-01-01,7,3,1,2,8,5,13
SANTA CRUZ DE LA SIERRA,desnutricion global,desnutricion moderada (m),2005-01-01,352,203,116,100,468,303,771
SANTA ROSA,desnutricion global,desnutricion moderada (m),2005-01-01,1,4,0,2,1,6,7
SANTA ROSA DEL SARA,desnutricion global,desnutricion moderada (m),2005-01-01,4,3,1,3,5,6,11
SANTIAGO DE CALLAPA,desnutricion global,desnutricion moderada (m),2005-01-01,0,0,1,1,1,1,2
SANTIAGO DE HUARI,desnutricion global,desnutricion moderada (m),2005-01-01,1,0,0,0,1,0,1
SANTIAGO DE MACHACA,desnutricion global,desnutricion moderada (m),2005-01-01,0,0,0,1,0,1,1
SANTIVAÑES,desnutricion global,desnutricion moderada (m),2005-01-01,3,1,2,0,5,1,6
SANTUARIO DE QUILLACAS,desnutricion global,desnutricion moderada (m),2005-01-01,0,0,0,1,0,1,1
SAPAHAQUI,desnutricion global,desnutricion moderada (m),2005-01-01,6,3,0,4,6,7,13
SENA,desnutricion global,desnutricion moderada (m),2005-01-01,1,1,0,0,1,1,2
SICA SICA (VILLA AROMA),desnutricion global,desnutricion moderada (m),2005-01-01,14,13,18,7,32,20,52
SICAYA,desnutricion global,desnutricion moderada (m),2005-01-01,2,1,4,0,6,1,7
SIPE SIPE,desnutricion global,desnutricion moderada (m),2005-01-01,6,12,7,8,13,20,33
SOPACHUY,desnutricion global,desnutricion moderada (m),2005-01-01,6,13,8,14,14,27,41
SORACACHI,desnutricion global,desnutricion moderada (m),2005-01-01,2,1,1,1,3,2,5
SORATA,desnutricion global,desnutricion moderada (m),2005-01-01,4,8,6,12,10,20,30
SUCRE,desnutricion global,desnutricion moderada (m),2005-01-01,32,22,28,23,60,45,105
TACACHI,desnutricion global,desnutricion moderada (m),2005-01-01,1,1,0,0,1,1,2
TACACOMA,desnutricion global,desnutricion moderada (m),2005-01-01,0,0,1,1,1,1,2
TACOBAMBA,desnutricion global,desnutricion moderada (m),2005-01-01,0,0,1,2,1,2,3
TACOPAYA,desnutricion global,desnutricion moderada (m),2005-01-01,5,6,1,1,6,7,13
TAPACARI,desnutricion global,desnutricion moderada (m),2005-01-01,16,12,15,11,31,23,54
TARABUCO,desnutricion global,desnutricion moderada (m),2005-01-01,47,32,49,75,96,107,203
TARACO,desnutricion global,desnutricion moderada (m),2005-01-01,1,0,1,0,2,0,2
TARATA,desnutricion global,desnutricion moderada (m),2005-01-01,6,5,2,1,8,6,14
TARIJA,desnutricion global,desnutricion moderada (m),2005-01-01,28,25,19,23,47,48,95
TARVITA,desnutricion global,desnutricion moderada (m),2005-01-01,23,15,25,26,48,41,89
TEOPONTE,desnutricion global,desnutricion moderada (m),2005-01-01,0,1,1,0,1,1,2
TIAWANACU,desnutricion global,desnutricion moderada (m),2005-01-01,2,0,1,0,3,0,3
TINGUIPAYA,desnutricion global,desnutricion moderada (m),2005-01-01,13,9,6,7,19,16,35
TIPUANI,desnutricion global,desnutricion moderada (m),2005-01-01,1,1,1,0,2,1,3
TIQUIPAYA,desnutricion global,desnutricion moderada (m),2005-01-01,10,6,4,2,14,8,22
TIRAQUE (CBBA),desnutricion global,desnutricion moderada (m),2005-01-01,28,27,11,16,39,43,82
TITO YUPANQUI (PARQUIPUJIO),desnutricion global,desnutricion moderada (m),2005-01-01,1,1,0,0,1,1,2
TOCO,desnutricion global,desnutricion moderada (m),2005-01-01,6,0,2,3,8,3,11
TOLEDO,desnutricion global,desnutricion moderada (m),2005-01-01,3,1,0,0,3,1,4
TOMAVE,desnutricion global,desnutricion moderada (m),2005-01-01,4,0,0,0,4,0,4
TOMINA,desnutricion global,desnutricion moderada (m),2005-01-01,19,15,20,34,39,49,88
TORO TORO,desnutricion global,desnutricion moderada (m),2005-01-01,5,5,3,3,8,8,16
TOTORA(CBBA),desnutricion global,desnutricion moderada (m),2005-01-01,7,5,4,2,11,7,18
TOTORA(ORR),desnutricion global,desnutricion moderada (m),2005-01-01,0,1,1,0,1,1,2
TRINIDAD,desnutricion global,desnutricion moderada (m),2005-01-01,38,36,9,16,47,52,99
TUPIZA,desnutricion global,desnutricion moderada (m),2005-01-01,17,8,6,14,23,22,45
TURCO,desnutricion global,desnutricion moderada (m),2005-01-01,0,1,0,0,0,1,1
UNCIA,desnutricion global,desnutricion moderada (m),2005-01-01,24,14,8,15,32,29,61
URIONDO (A. CONCEPCION),desnutricion global,desnutricion moderada (m),2005-01-01,2,4,8,10,10,14,24
UYUNI,desnutricion global,desnutricion moderada (m),2005-01-01,4,1,7,1,11,2,13
VACAS,desnutricion global,desnutricion moderada (m),2005-01-01,14,10,5,2,19,12,31
VALLEGRANDE,desnutricion global,desnutricion moderada (m),2005-01-01,5,1,10,1,15,2,17
VIACHA,desnutricion global,desnutricion moderada (m),2005-01-01,26,13,6,13,32,26,58
VILA VILA,desnutricion global,desnutricion moderada (m),2005-01-01,2,1,5,1,7,2,9
VILLA MONTES,desnutricion global,desnutricion moderada (m),2005-01-01,17,13,15,8,32,21,53
VILLA RIVERO,desnutricion global,desnutricion moderada (m),2005-01-01,4,4,2,3,6,7,13
VILLA SERRANO,desnutricion global,desnutricion moderada (m),2005-01-01,9,8,10,13,19,21,40
VILLA TUNARI,desnutricion global,desnutricion moderada (m),2005-01-01,14,32,21,24,35,56,91
VILLA VACA GUZMAN (MUYUPAMPA),desnutricion global,desnutricion moderada (m),2005-01-01,3,5,5,6,8,11,19
VILLAZON,desnutricion global,desnutricion moderada (m),2005-01-01,12,7,6,14,18,21,39
VINTO,desnutricion global,desnutricion moderada (m),2005-01-01,9,0,7,0,16,0,16
VITICHI,desnutricion global,desnutricion moderada (m),2005-01-01,13,5,8,11,21,16,37
WALDO BALLIVIAN,desnutricion global,desnutricion moderada (m),2005-01-01,0,1,0,0,0,1,1
WARNES,desnutricion global,desnutricion moderada (m),2005-01-01,6,11,5,3,11,14,25
YACO,desnutricion global,desnutricion moderada (m),2005-01-01,3,4,1,3,4,7,11
YACUIBA,desnutricion global,desnutricion moderada (m),2005-01-01,16,20,6,5,22,25,47
YAMPARAEZ,desnutricion global,desnutricion moderada (m),2005-01-01,21,16,19,16,40,32,72
YANACACHI,desnutricion global,desnutricion moderada (m),2005-01-01,0,1,0,1,0,2,2
YAPACANI,desnutricion global,desnutricion moderada (m),2005-01-01,33,16,22,11,55,27,82
YOCALLA,desnutricion global,desnutricion moderada (m),2005-01-01,3,1,2,1,5,2,7
YOTALA,desnutricion global,desnutricion moderada (m),2005-01-01,7,8,5,14,12,22,34
YUNCHARA,desnutricion global,desnutricion moderada (m),2005-01-01,4,5,5,10,9,15,24
ZUDAÑEZ,desnutricion global,desnutricion moderada (m),2005-01-01,13,5,10,13,23,18,41
ACACIO,desnutricion global,desnutricion moderada (m),2005-02-01,11,5,10,11,21,16,37
ACHACACHI,desnutricion global,desnutricion moderada (m),2005-02-01,6,5,6,13,12,18,30
ACHOCALLA,desnutricion global,desnutricion moderada (m),2005-02-01,4,9,8,15,12,24,36
AIQUILE,desnutricion global,desnutricion moderada (m),2005-02-01,9,6,10,16,19,22,41
ALALAY,desnutricion global,desnutricion moderada (m),2005-02-01,1,0,2,0,3,0,3
ALCALA,desnutricion global,desnutricion moderada (m),2005-02-01,4,4,6,3,10,7,17
ANCORAIMES,desnutricion global,desnutricion moderada (m),2005-02-01,2,4,3,5,5,9,14
ANDAMARCA,desnutricion global,desnutricion moderada (m),2005-02-01,2,0,1,0,3,0,3
ANTEQUERA,desnutricion global,desnutricion moderada (m),2005-02-01,2,1,1,0,3,1,4
ANZALDO,desnutricion global,desnutricion moderada (m),2005-02-01,1,0,2,4,3,4,7
APOLO,desnutricion global,desnutricion moderada (m),2005-02-01,2,7,0,6,2,13,15
ARAMPAMPA,desnutricion global,desnutricion moderada (m),2005-02-01,6,6,3,9,9,15,24
ARANI,desnutricion global,desnutricion moderada (m),2005-02-01,3,2,0,2,3,4,7
ARBIETO,desnutricion global,desnutricion moderada (m),2005-02-01,2,0,1,7,3,7,10
ARQUE,desnutricion global,desnutricion moderada (m),2005-02-01,7,5,0,0,7,5,12
ATOCHA,desnutricion global,desnutricion moderada (m),2005-02-01,10,11,5,6,15,17,32
AUCAPATA,desnutricion global,desnutricion moderada (m),2005-02-01,2,1,1,2,3,3,6
AYATA,desnutricion global,desnutricion moderada (m),2005-02-01,8,6,0,8,8,14,22
