municipality,group,variable,month,< de 2 años-H,< de 2 años-M,2 a 4 años-H,2 a 4 años-M,TOTAL-H,TOTAL-M,TOTAL
"CAIZA ""D""",desnutricion global,sobrepeso (s),2005-01-01,10,7,1,6,11,13,24
CAJUATA,desnutricion global,sobrepeso (s),2005-01-01,24,12,0,0,24,12,36
CALACOTO,desnutricion global,sobrepeso (s),2005-01-01,3,1,0,0,3,1,4
CALAMARCA,desnutricion global,sobrepeso (s),2005-01-01,5,4,0,0,5,4,9
CAMARGO,desnutricion global,sobrepeso (s),2005-01-01,7,7,2,1,9,8,17
CAMATAQUI (C. VILLA ABECIA),desnutricion global,sobrepeso (s),2005-01-01,7,3,0,1,7,4,11
CAMIRI,desnutricion global,sobrepeso (s),2005-01-01,71,54,20,7,91,61,152
CAPINOTA,desnutricion global,sobrepeso (s),2005-01-01,16,22,4,7,20,29,49
CAQUIAVIRI,desnutricion global,sobrepeso (s),2005-01-01,3,7,2,2,5,9,14
CARACOLLO,desnutricion global,sobrepeso (s),2005-01-01,11,16,0,0,11,16,27
CARANAVI,desnutricion global,sobrepeso (s),2005-01-01,93,21,6,0,99,21,120
CARAPARI,desnutricion global,sobrepeso (s),2005-01-01,22,27,3,2,25,29,54
CATACORA,desnutricion global,sobrepeso (s),2005-01-01,1,1,0,0,1,1,2
CHALLAPATA,desnutricion global,sobrepeso (s),2005-01-01,7,6,1,0,8,6,14
CHAQUI,desnutricion global,sobrepeso (s),2005-01-01,1,1,0,0,1,1,2
CHARAGUA,desnutricion global,sobrepeso (s),2005-01-01,30,34,19,10,49,44,93
CHARAÑA,desnutricion global,sobrepeso (s),2005-01-01,1,0,0,0,1,0,1
CHAYANTA,desnutricion global,sobrepeso (s),2005-01-01,28,7,1,4,29,11,40
CHIMORE,desnutricion global,sobrepeso (s),2005-01-01,22,18,6,3,28,21,49
CHIPAYA,desnutricion global,sobrepeso (s),2005-01-01,4,5,0,0,4,5,9
CHULUMANI (V. DE LA LIBERTAD),desnutricion global,sobrepeso (s),2005-01-01,5,10,8,1,13,11,24
CHUMA,desnutricion global,sobrepeso (s),2005-01-01,4,4,0,0,4,4,8
CLIZA,desnutricion global,sobrepeso (s),2005-01-01,30,34,3,9,33,43,76
COBIJA,desnutricion global,sobrepeso (s),2005-01-01,84,45,9,2,93,47,140
COCHABAMBA,desnutricion global,sobrepeso (s),2005-01-01,371,291,58,62,429,353,782
COIPASA,desnutricion global,sobrepeso (s),2005-01-01,1,0,0,0,1,0,1
COLCAPIRHUA,desnutricion global,sobrepeso (s),2005-01-01,15,16,2,1,17,17,34
"COLCHA ""K""",desnutricion global,sobrepeso (s),2005-01-01,2,2,0,2,2,4,6
COLOMI,desnutricion global,sobrepeso (s),2005-01-01,11,14,1,1,12,15,27
COLPA BELGICA,desnutricion global,sobrepeso (s),2005-01-01,17,4,0,2,17,6,23
COLQUECHACA,desnutricion global,sobrepeso (s),2005-01-01,10,4,1,1,11,5,16
COLQUENCHA,desnutricion global,sobrepeso (s),2005-01-01,2,4,3,2,5,6,11
COLQUIRI,desnutricion global,sobrepeso (s),2005-01-01,14,15,6,8,20,23,43
COMARAPA,desnutricion global,sobrepeso (s),2005-01-01,44,44,17,17,61,61,122
COMBAYA,desnutricion global,sobrepeso (s),2005-01-01,0,2,1,0,1,2,3
CONCEPCION,desnutricion global,sobrepeso (s),2005-01-01,28,0,1,0,29,0,29
COPACABANA,desnutricion global,sobrepeso (s),2005-01-01,19,11,3,1,22,12,34
CORIPATA,desnutricion global,sobrepeso (s),2005-01-01,14,11,0,0,14,11,25
CORO CORO,desnutricion global,sobrepeso (s),2005-01-01,0,5,0,0,0,5,5
COROICO,desnutricion global,sobrepeso (s),2005-01-01,4,2,0,1,4,3,7
CORQUE,desnutricion global,sobrepeso (s),2005-01-01,5,2,0,0,5,2,7
COTAGAITA,desnutricion global,sobrepeso (s),2005-01-01,7,4,6,0,13,4,17
COTOCA,desnutricion global,sobrepeso (s),2005-01-01,57,33,0,3,57,36,93
CUATRO CAÑADAS,desnutricion global,sobrepeso (s),2005-01-01,15,0,15,0,30,0,30
CUCHUMUELA (V. G. VILLARROEL),desnutricion global,sobrepeso (s),2005-01-01,5,0,1,0,6,0,6
CUEVO,desnutricion global,sobrepeso (s),2005-01-01,8,6,2,3,10,9,19
CULPINA,desnutricion global,sobrepeso (s),2005-01-01,17,16,9,9,26,25,51
CURAHUARA DE CARANGAS,desnutricion global,sobrepeso (s),2005-01-01,1,3,0,0,1,3,4
DESAGUADERO,desnutricion global,sobrepeso (s),2005-01-01,0,1,0,1,0,2,2
EL ALTO,desnutricion global,sobrepeso (s),2005-01-01,441,484,99,85,540,569,1109
EL CHORO,desnutricion global,sobrepeso (s),2005-01-01,1,1,0,0,1,1,2
EL PUENTE(TJA),desnutricion global,sobrepeso (s),2005-01-01,7,4,4,3,11,7,18
EL TORNO,desnutricion global,sobrepeso (s),2005-01-01,58,34,8,7,66,41,107
EL VILLAR,desnutricion global,sobrepeso (s),2005-01-01,7,2,2,0,9,2,11
ENTRE RIOS,desnutricion global,sobrepeso (s),2005-01-01,44,32,14,9,58,41,99
ENTRE RIOS,desnutricion global,sobrepeso (s),2005-01-01,30,20,4,3,34,23,57
EUCALIPTUS,desnutricion global,sobrepeso (s),2005-01-01,4,5,0,0,4,5,9
EUREKA (SANTOS MERCADO),desnutricion global,sobrepeso (s),2005-01-01,0,0,2,0,2,0,2
EXALTACION,desnutricion global,sobrepeso (s),2005-01-01,15,2,10,4,25,6,31
FERNANDEZ ALONSO,desnutricion global,sobrepeso (s),2005-01-01,65,32,28,23,93,55,148
FILADELFIA,desnutricion global,sobrepeso (s),2005-01-01,2,3,0,4,2,7,9
GENERAL SAAVEDRA,desnutricion global,sobrepeso (s),2005-01-01,65,2,37,2,102,4,106
GRAL. J.J. PEREZ (CHARAZANI),desnutricion global,sobrepeso (s),2005-01-01,6,4,0,0,6,4,10
GUANAY,desnutricion global,sobrepeso (s),2005-01-01,23,14,1,1,24,15,39
GUAQUI,desnutricion global,sobrepeso (s),2005-01-01,1,2,1,2,2,4,6
GUTIERREZ,desnutricion global,sobrepeso (s),2005-01-01,44,39,27,21,71,60,131
HUACARETA,desnutricion global,sobrepeso (s),2005-01-01,9,10,3,2,12,12,24
HUACAYA (VILLA DE HUACAYA),desnutricion global,sobrepeso (s),2005-01-01,4,2,1,0,5,2,7
HUACHACALLA,desnutricion global,sobrepeso (s),2005-01-01,1,3,1,1,2,4,6
HUANUNI,desnutricion global,sobrepeso (s),2005-01-01,54,55,2,2,56,57,113
HUARACAJE,desnutricion global,sobrepeso (s),2005-01-01,4,2,2,1,6,3,9
HUAYLLAMARCA,desnutricion global,sobrepeso (s),2005-01-01,2,3,0,0,2,3,5
ICHOCA,desnutricion global,sobrepeso (s),2005-01-01,0,2,0,1,0,3,3
ICLA,desnutricion global,sobrepeso (s),2005-01-01,5,12,0,3,5,15,20
INCAHUASI,desnutricion global,sobrepeso (s),2005-01-01,14,18,2,1,16,19,35
INQUISIVI,desnutricion global,sobrepeso (s),2005-01-01,5,8,3,1,8,9,17
IRUPANA (VILLA DE LANZA),desnutricion global,sobrepeso (s),2005-01-01,27,12,23,15,50,27,77
IXIAMAS,desnutricion global,sobrepeso (s),2005-01-01,16,12,2,1,18,13,31
JESUS DE MACHACA,desnutricion global,sobrepeso (s),2005-01-01,2,0,0,0,2,0,2
LA ASUNTA,desnutricion global,sobrepeso (s),2005-01-01,25,22,1,1,26,23,49
LA GUARDIA,desnutricion global,sobrepeso (s),2005-01-01,73,37,8,11,81,48,129
LA PAZ,desnutricion global,sobrepeso (s),2005-01-01,472,390,125,119,597,509,1106
LAGUNILLAS,desnutricion global,sobrepeso (s),2005-01-01,18,13,4,2,22,15,37
LAJA,desnutricion global,sobrepeso (s),2005-01-01,12,10,1,1,13,11,24
LAS CARRERAS,desnutricion global,sobrepeso (s),2005-01-01,6,5,3,3,9,8,17
LLALLAGUA,desnutricion global,sobrepeso (s),2005-01-01,37,40,6,5,43,45,88
LLICA,desnutricion global,sobrepeso (s),2005-01-01,1,1,0,0,1,1,2
LORETO,desnutricion global,sobrepeso (s),2005-01-01,4,4,2,0,6,4,10
LURIBAY,desnutricion global,sobrepeso (s),2005-01-01,7,3,0,0,7,3,10
MACHACAMARCA,desnutricion global,sobrepeso (s),2005-01-01,3,8,0,0,3,8,11
MACHARETI,desnutricion global,sobrepeso (s),2005-01-01,35,28,9,7,44,35,79
MAGDALENA,desnutricion global,sobrepeso (s),2005-01-01,14,7,2,1,16,8,24
MAIRANA,desnutricion global,sobrepeso (s),2005-01-01,53,0,8,0,61,0,61
MALLA,desnutricion global,sobrepeso (s),2005-01-01,1,1,0,0,1,1,2
MAPIRI,desnutricion global,sobrepeso (s),2005-01-01,35,13,4,1,39,14,53
MINEROS,desnutricion global,sobrepeso (s),2005-01-01,41,39,13,7,54,46,100
MIZQUE,desnutricion global,sobrepeso (s),2005-01-01,8,2,1,2,9,4,13
MOCOMOCO,desnutricion global,sobrepeso (s),2005-01-01,8,3,4,2,12,5,17
MOJINETE,desnutricion global,sobrepeso (s),2005-01-01,1,1,0,0,1,1,2
MOJOCOYA,desnutricion global,sobrepeso (s),2005-01-01,9,18,2,0,11,18,29
MONTEAGUDO,desnutricion global,sobrepeso (s),2005-01-01,39,37,5,3,44,40,84
MONTERO,desnutricion global,sobrepeso (s),2005-01-01,342,61,100,13,442,74,516
MORO MORO,desnutricion global,sobrepeso (s),2005-01-01,7,2,2,2,9,4,13
MOROCHATA,desnutricion global,sobrepeso (s),2005-01-01,5,5,1,2,6,7,13
OCURI,desnutricion global,sobrepeso (s),2005-01-01,3,1,0,2,3,3,6
OKINAWA,desnutricion global,sobrepeso (s),2005-01-01,20,14,6,7,26,21,47
OMEREQUE,desnutricion global,sobrepeso (s),2005-01-01,1,4,0,0,1,4,5
ORURO,desnutricion global,sobrepeso (s),2005-01-01,197,169,54,24,251,193,444
PADCAYA,desnutricion global,sobrepeso (s),2005-01-01,20,19,12,7,32,26,58
PADILLA,desnutricion global,sobrepeso (s),2005-01-01,10,14,1,2,11,16,27
PAILON,desnutricion global,sobrepeso (s),2005-01-01,0,67,48,0,48,67,115
PALOS BLANCOS,desnutricion global,sobrepeso (s),2005-01-01,25,26,7,0,32,26,58
PAMPA AULLAGAS,desnutricion global,sobrepeso (s),2005-01-01,4,2,0,0,4,2,6
PAMPA GRANDE,desnutricion global,sobrepeso (s),2005-01-01,6,6,2,1,8,7,15
PAPEL PAMPA,desnutricion global,sobrepeso (s),2005-01-01,1,0,0,0,1,0,1
PASORAPA,desnutricion global,sobrepeso (s),2005-01-01,5,2,0,0,5,2,7
PATACAMAYA,desnutricion global,sobrepeso (s),2005-01-01,12,12,1,0,13,12,25
PAZÑA,desnutricion global,sobrepeso (s),2005-01-01,2,6,2,2,4,8,12
PELECHUCO,desnutricion global,sobrepeso (s),2005-01-01,1,1,0,1,1,2,3
POCOATA,desnutricion global,sobrepeso (s),2005-01-01,9,11,2,1,11,12,23
POCONA,desnutricion global,sobrepeso (s),2005-01-01,4,4,0,0,4,4,8
POJO (CBBA),desnutricion global,sobrepeso (s),2005-01-01,17,10,1,1,18,11,29
POOPO,desnutricion global,sobrepeso (s),2005-01-01,1,0,0,0,1,0,1
PORCO,desnutricion global,sobrepeso (s),2005-01-01,2,4,1,0,3,4,7
POROMA,desnutricion global,sobrepeso (s),2005-01-01,15,7,2,0,17,7,24
PORONGO,desnutricion global,sobrepeso (s),2005-01-01,11,6,3,2,14,8,22
PORTACHUELO,desnutricion global,sobrepeso (s),2005-01-01,53,40,10,9,63,49,112
PORVENIR,desnutricion global,sobrepeso (s),2005-01-01,4,1,2,3,6,4,10
POSTRER VALLE,desnutricion global,sobrepeso (s),2005-01-01,2,0,0,1,2,1,3
POTOSI,desnutricion global,sobrepeso (s),2005-01-01,54,30,6,6,60,36,96
PRESTO,desnutricion global,sobrepeso (s),2005-01-01,9,8,0,0,9,8,17
PUCARA,desnutricion global,sobrepeso (s),2005-01-01,2,0,0,0,2,0,2
PUCARANI,desnutricion global,sobrepeso (s),2005-01-01,17,17,1,2,18,19,37
PUERTO ACOSTA,desnutricion global,sobrepeso (s),2005-01-01,6,5,5,6,11,11,22
PUERTO CARABUCO,desnutricion global,sobrepeso (s),2005-01-01,7,5,1,1,8,6,14
PUERTO GONZALO MORENO,desnutricion global,sobrepeso (s),2005-01-01,3,2,0,0,3,2,5
PUERTO PEREZ,desnutricion global,sobrepeso (s),2005-01-01,6,0,1,0,7,0,7
PUERTO RICO,desnutricion global,sobrepeso (s),2005-01-01,11,5,7,6,18,11,29
PUERTO SILES,desnutricion global,sobrepeso (s),2005-01-01,0,2,0,0,0,2,2
PUERTO VILLARROEL,desnutricion global,sobrepeso (s),2005-01-01,96,83,27,14,123,97,220
PUNA,desnutricion global,sobrepeso (s),2005-01-01,10,10,2,2,12,12,24
PUNATA,desnutricion global,sobrepeso (s),2005-01-01,22,7,16,11,38,18,56
QUIABAYA,desnutricion global,sobrepeso (s),2005-01-01,2,4,1,0,3,4,7
QUILLACOLLO,desnutricion global,sobrepeso (s),2005-01-01,25,38,17,3,42,41,83
QUIME,desnutricion global,sobrepeso (s),2005-01-01,9,10,9,12,18,22,40
QUIRUSILLAS,desnutricion global,sobrepeso (s),2005-01-01,6,3,0,1,6,4,10
RAVELO,desnutricion global,sobrepeso (s),2005-01-01,2,1,0,1,2,2,4
REYES,desnutricion global,sobrepeso (s),2005-01-01,41,33,7,4,48,37,85
RIBERALTA,desnutricion global,sobrepeso (s),2005-01-01,62,26,11,5,73,31,104
ROBORE,desnutricion global,sobrepeso (s),2005-01-01,0,29,7,0,7,29,36
RURRENABAQUE,desnutricion global,sobrepeso (s),2005-01-01,13,16,4,4,17,20,37
SABAYA,desnutricion global,sobrepeso (s),2005-01-01,2,2,0,0,2,2,4
SACABA,desnutricion global,sobrepeso (s),2005-01-01,33,26,6,3,39,29,68
SAIPINA,desnutricion global,sobrepeso (s),2005-01-01,25,18,14,5,39,23,62
SALINAS DE GARCI MENDOZA,desnutricion global,sobrepeso (s),2005-01-01,1,9,1,1,2,10,12
SAMAIPATA,desnutricion global,sobrepeso (s),2005-01-01,18,0,8,0,26,0,26
SAN AGUSTIN,desnutricion global,sobrepeso (s),2005-01-01,0,2,0,0,0,2,2
SAN ANDRES,desnutricion global,sobrepeso (s),2005-01-01,16,8,7,3,23,11,34
SAN ANDRES DE MACHACA,desnutricion global,sobrepeso (s),2005-01-01,4,3,0,3,4,6,10
SAN ANTONIO DE ESMORUCO,desnutricion global,sobrepeso (s),2005-01-01,1,0,0,0,1,0,1
SAN ANTONIO DE LOMERIO,desnutricion global,sobrepeso (s),2005-01-01,11,5,3,9,14,14,28
SAN BENITO,desnutricion global,sobrepeso (s),2005-01-01,4,5,0,0,4,5,9
SAN BORJA,desnutricion global,sobrepeso (s),2005-01-01,61,63,12,12,73,75,148
SAN BUENA VENTURA,desnutricion global,sobrepeso (s),2005-01-01,15,11,0,0,15,11,26
SAN CARLOS,desnutricion global,sobrepeso (s),2005-01-01,46,22,23,15,69,37,106
SAN IGNACIO,desnutricion global,sobrepeso (s),2005-01-01,23,13,9,11,32,24,56
SAN IGNACIO DE VELASCO,desnutricion global,sobrepeso (s),2005-01-01,105,65,13,12,118,77,195
SAN JAVIER(BNI),desnutricion global,sobrepeso (s),2005-01-01,3,0,0,0,3,0,3
SAN JAVIER(STC),desnutricion global,sobrepeso (s),2005-01-01,26,0,3,0,29,0,29
SAN JOAQUIN,desnutricion global,sobrepeso (s),2005-01-01,14,7,1,2,15,9,24
SAN JOSE DE CHIQUITOS,desnutricion global,sobrepeso (s),2005-01-01,15,15,1,2,16,17,33
SAN JUAN DE YAPACANI,desnutricion global,sobrepeso (s),2005-01-01,22,13,8,0,30,13,43
SAN JULIAN,desnutricion global,sobrepeso (s),2005-01-01,68,2,13,0,81,2,83
SAN LORENZO(PND),desnutricion global,sobrepeso (s),2005-01-01,2,1,0,0,2,1,3
SAN LORENZO(TJA),desnutricion global,sobrepeso (s),2005-01-01,17,19,5,2,22,21,43
SAN LUCAS,desnutricion global,sobrepeso (s),2005-01-01,13,14,9,6,22,20,42
SAN MIGUEL DE VELASCO,desnutricion global,sobrepeso (s),2005-01-01,12,16,3,1,15,17,32
SAN PEDRO,desnutricion global,sobrepeso (s),2005-01-01,39,28,6,4,45,32,77
SAN PEDRO DE BUENA VISTA,desnutricion global,sobrepeso (s),2005-01-01,13,10,4,0,17,10,27
SAN PEDRO DE CURAHUARA,desnutricion global,sobrepeso (s),2005-01-01,7,7,0,0,7,7,14
SAN PEDRO DE QUEMES,desnutricion global,sobrepeso (s),2005-01-01,1,0,0,0,1,0,1
SAN PEDRO DE TIQUINA,desnutricion global,sobrepeso (s),2005-01-01,4,4,0,0,4,4,8
SAN PEDRO(PND),desnutricion global,sobrepeso (s),2005-01-01,4,5,0,0,4,5,9
SAN RAFAEL,desnutricion global,sobrepeso (s),2005-01-01,1,4,0,2,1,6,7
SAN RAMON,desnutricion global,sobrepeso (s),2005-01-01,7,6,3,0,10,6,16
SAN RAMON,desnutricion global,sobrepeso (s),2005-01-01,40,0,3,0,43,0,43
SANTA ANA,desnutricion global,sobrepeso (s),2005-01-01,73,55,16,25,89,80,169
SANTA CRUZ DE LA SIERRA,desnutricion global,sobrepeso (s),2005-01-01,1075,660,268,158,1343,818,2161
SANTA ROSA,desnutricion global,sobrepeso (s),2005-01-01,10,9,3,4,13,13,26
SANTA ROSA DEL SARA,desnutricion global,sobrepeso (s),2005-01-01,25,12,9,13,34,25,59
SANTIAGO DE CALLAPA,desnutricion global,sobrepeso (s),2005-01-01,1,1,0,0,1,1,2
SANTIAGO DE HUARI,desnutricion global,sobrepeso (s),2005-01-01,4,4,2,0,6,4,10
SANTIAGO DE MACHACA,desnutricion global,sobrepeso (s),2005-01-01,1,0,0,0,1,0,1
SANTIVAÑES,desnutricion global,sobrepeso (s),2005-01-01,2,3,1,0,3,3,6
SANTUARIO DE QUILLACAS,desnutricion global,sobrepeso (s),2005-01-01,2,1,0,0,2,1,3
SAPAHAQUI,desnutricion global,sobrepeso (s),2005-01-01,6,3,0,1,6,4,10
SENA,desnutricion global,sobrepeso (s),2005-01-01,0,1,1,5,1,6,7
SICA SICA (VILLA AROMA),desnutricion global,sobrepeso (s),2005-01-01,6,6,2,0,8,6,14
SICAYA,desnutricion global,sobrepeso (s),2005-01-01,1,0,0,0,1,0,1
SIPE SIPE,desnutricion global,sobrepeso (s),2005-01-01,38,32,2,1,40,33,73
SOPACHUY,desnutricion global,sobrepeso (s),2005-01-01,4,4,0,0,4,4,8
SORACACHI,desnutricion global,sobrepeso (s),2005-01-01,6,2,0,0,6,2,8
SORATA,desnutricion global,sobrepeso (s),2005-01-01,11,14,1,4,12,18,30
SUCRE,desnutricion global,sobrepeso (s),2005-01-01,150,121,19,21,169,142,311
TACACOMA,desnutricion global,sobrepeso (s),2005-01-01,12,10,2,3,14,13,27
TACOBAMBA,desnutricion global,sobrepeso (s),2005-01-01,1,2,0,0,1,2,3
TACOPAYA,desnutricion global,sobrepeso (s),2005-01-01,3,1,0,1,3,2,5
TAPACARI,desnutricion global,sobrepeso (s),2005-01-01,2,2,0,0,2,2,4
TARABUCO,desnutricion global,sobrepeso (s),2005-01-01,24,27,1,3,25,30,55
TARACO,desnutricion global,sobrepeso (s),2005-01-01,2,0,0,0,2,0,2
TARATA,desnutricion global,sobrepeso (s),2005-01-01,12,10,3,1,15,11,26
TARIJA,desnutricion global,sobrepeso (s),2005-01-01,365,250,37,48,402,298,700
TARVITA,desnutricion global,sobrepeso (s),2005-01-01,25,14,2,1,27,15,42
TEOPONTE,desnutricion global,sobrepeso (s),2005-01-01,18,7,12,10,30,17,47
TIAWANACU,desnutricion global,sobrepeso (s),2005-01-01,6,10,2,2,8,12,20
TINGUIPAYA,desnutricion global,sobrepeso (s),2005-01-01,8,2,3,1,11,3,14
TIPUANI,desnutricion global,sobrepeso (s),2005-01-01,8,10,0,0,8,10,18
TIQUIPAYA,desnutricion global,sobrepeso (s),2005-01-01,18,17,3,4,21,21,42
TIRAQUE (CBBA),desnutricion global,sobrepeso (s),2005-01-01,64,65,12,12,76,77,153
TITO YUPANQUI (PARQUIPUJIO),desnutricion global,sobrepeso (s),2005-01-01,0,1,0,0,0,1,1
TOCO,desnutricion global,sobrepeso (s),2005-01-01,5,2,0,0,5,2,7
TOLATA,desnutricion global,sobrepeso (s),2005-01-01,3,4,0,0,3,4,7
TOLEDO,desnutricion global,sobrepeso (s),2005-01-01,4,0,0,0,4,0,4
TOMAVE,desnutricion global,sobrepeso (s),2005-01-01,8,7,1,0,9,7,16
TOMINA,desnutricion global,sobrepeso (s),2005-01-01,17,15,3,0,20,15,35
TORO TORO,desnutricion global,sobrepeso (s),2005-01-01,0,2,0,0,0,2,2
TOTORA(CBBA),desnutricion global,sobrepeso (s),2005-01-01,10,4,1,0,11,4,15
TRIGAL,desnutricion global,sobrepeso (s),2005-01-01,3,2,0,0,3,2,5
TRINIDAD,desnutricion global,sobrepeso (s),2005-01-01,160,126,28,47,188,173,361
TUPIZA,desnutricion global,sobrepeso (s),2005-01-01,52,39,9,3,61,42,103
TURCO,desnutricion global,sobrepeso (s),2005-01-01,5,3,0,0,5,3,8
UMALA,desnutricion global,sobrepeso (s),2005-01-01,6,3,8,7,14,10,24
UNCIA,desnutricion global,sobrepeso (s),2005-01-01,12,15,2,2,14,17,31
URIONDO (A. CONCEPCION),desnutricion global,sobrepeso (s),2005-01-01,25,19,4,4,29,23,52
UYUNI,desnutricion global,sobrepeso (s),2005-01-01,11,11,6,0,17,11,28
VACAS,desnutricion global,sobrepeso (s),2005-01-01,2,2,1,1,3,3,6
VALLEGRANDE,desnutricion global,sobrepeso (s),2005-01-01,26,9,27,0,53,9,62
VILA VILA,desnutricion global,sobrepeso (s),2005-01-01,1,2,1,0,2,2,4
VILLA MONTES,desnutricion global,sobrepeso (s),2005-01-01,41,36,23,18,64,54,118
VILLA RIVERO,desnutricion global,sobrepeso (s),2005-01-01,5,9,0,1,5,10,15
VILLA SERRANO,desnutricion global,sobrepeso (s),2005-01-01,10,10,0,1,10,11,21
VILLA TUNARI,desnutricion global,sobrepeso (s),2005-01-01,42,27,11,3,53,30,83
VILLA VACA GUZMAN (MUYUPAMPA),desnutricion global,sobrepeso (s),2005-01-01,29,12,6,2,35,14,49
VILLAZON,desnutricion global,sobrepeso (s),2005-01-01,61,43,4,9,65,52,117
VINTO,desnutricion global,sobrepeso (s),2005-01-01,23,0,3,0,26,0,26
VITICHI,desnutricion global,sobrepeso (s),2005-01-01,3,8,1,1,4,9,13
WALDO BALLIVIAN,desnutricion global,sobrepeso (s),2005-01-01,1,0,0,1,1,1,2
WARNES,desnutricion global,sobrepeso (s),2005-01-01,48,30,8,4,56,34,90
YACO,desnutricion global,sobrepeso (s),2005-01-01,1,2,0,0,1,2,3
YACUIBA,desnutricion global,sobrepeso (s),2005-01-01,95,77,6,6,101,83,184
YAMPARAEZ,desnutricion global,sobrepeso (s),2005-01-01,15,12,0,3,15,15,30
YANACACHI,desnutricion global,sobrepeso (s),2005-01-01,6,3,0,0,6,3,9
YAPACANI,desnutricion global,sobrepeso (s),2005-01-01,89,69,7,6,96,75,171
YOTALA,desnutricion global,sobrepeso (s),2005-01-01,13,18,4,5,17,23,40
YUNCHARA,desnutricion global,sobrepeso (s),2005-01-01,1,0,0,1,1,1,2
ZUDAÑEZ,desnutricion global,sobrepeso (s),2005-01-01,22,12,0,2,22,14,36
ACACIO,desnutricion global,sobrepeso (s),2005-02-01,2,3,0,0,2,3,5
ACHACACHI,desnutricion global,sobrepeso (s),2005-02-01,33,33,12,9,45,42,87
AIQUILE,desnutricion global,sobrepeso (s),2005-02-01,17,3,1,2,18,5,23
ALCALA,desnutricion global,sobrepeso (s),2005-02-01,5,8,0,0,5,8,13
ANCORAIMES,desnutricion global,sobrepeso (s),2005-02-01,3,1,2,0,5,1,6
ANTEQUERA,desnutricion global,sobrepeso (s),2005-02-01,3,3,0,0,3,3,6
APOLO,desnutricion global,sobrepeso (s),2005-02-01,4,1,4,1,8,2,10
ARAMPAMPA,desnutricion global,sobrepeso (s),2005-02-01,3,1,0,0,3,1,4
ARANI,desnutricion global,sobrepeso (s),2005-02-01,5,1,1,1,6,2,8
ARBIETO,desnutricion global,sobrepeso (s),2005-02-01,7,2,0,0,7,2,9
ARQUE,desnutricion global,sobrepeso (s),2005-02-01,4,2,0,0,4,2,6
ATOCHA,desnutricion global,sobrepeso (s),2005-02-01,11,8,1,3,12,11,23
AUCAPATA,desnutricion global,sobrepeso (s),2005-02-01,5,9,0,0,5,9,14
AYATA,desnutricion global,sobrepeso (s),2005-02-01,5,3,0,0,5,3,8
