municipality,group,variable,month,< de 2 años-H,< de 2 años-M,2 a 4 años-H,2 a 4 años-M,TOTAL-H,TOTAL-M,TOTAL
CULPINA,desnutricion global,desnutricion leve (l),2005-04-01,82,71,82,102,164,173,337
CURAHUARA DE CARANGAS,desnutricion global,desnutricion leve (l),2005-04-01,10,7,17,14,27,21,48
CURVA,desnutricion global,desnutricion leve (l),2005-04-01,10,4,14,6,24,10,34
DESAGUADERO,desnutricion global,desnutricion leve (l),2005-04-01,9,12,12,2,21,14,35
EL ALTO,desnutricion global,desnutricion leve (l),2005-04-01,1173,993,781,820,1954,1813,3767
EL CHORO,desnutricion global,desnutricion leve (l),2005-04-01,1,0,2,1,3,1,4
EL PUENTE(TJA),desnutricion global,desnutricion leve (l),2005-04-01,29,29,52,56,81,85,166
EL TORNO,desnutricion global,desnutricion leve (l),2005-04-01,35,25,38,36,73,61,134
EL VILLAR,desnutricion global,desnutricion leve (l),2005-04-01,8,10,42,41,50,51,101
ENTRE RIOS,desnutricion global,desnutricion leve (l),2005-04-01,42,46,39,34,81,80,161
ENTRE RIOS,desnutricion global,desnutricion leve (l),2005-04-01,14,8,15,18,29,26,55
EUCALIPTUS,desnutricion global,desnutricion leve (l),2005-04-01,11,7,16,16,27,23,50
EUREKA (SANTOS MERCADO),desnutricion global,desnutricion leve (l),2005-04-01,0,1,0,0,0,1,1
EXALTACION,desnutricion global,desnutricion leve (l),2005-04-01,11,13,6,12,17,25,42
FERNANDEZ ALONSO,desnutricion global,desnutricion leve (l),2005-04-01,13,33,13,18,26,51,77
FILADELFIA,desnutricion global,desnutricion leve (l),2005-04-01,1,0,1,1,2,1,3
GENERAL SAAVEDRA,desnutricion global,desnutricion leve (l),2005-04-01,46,0,69,0,115,0,115
GRAL. J.J. PEREZ (CHARAZANI),desnutricion global,desnutricion leve (l),2005-04-01,13,18,10,23,23,41,64
GUANAY,desnutricion global,desnutricion leve (l),2005-04-01,19,18,16,17,35,35,70
GUAQUI,desnutricion global,desnutricion leve (l),2005-04-01,4,7,5,6,9,13,22
GUAYARAMERIN,desnutricion global,desnutricion leve (l),2005-04-01,3,3,0,42,3,45,48
GUTIERREZ,desnutricion global,desnutricion leve (l),2005-04-01,48,54,81,88,129,142,271
HUACARETA,desnutricion global,desnutricion leve (l),2005-04-01,26,26,44,47,70,73,143
HUACAYA (VILLA DE HUACAYA),desnutricion global,desnutricion leve (l),2005-04-01,4,7,18,8,22,15,37
HUACHACALLA,desnutricion global,desnutricion leve (l),2005-04-01,0,3,6,1,6,4,10
HUANUNI,desnutricion global,desnutricion leve (l),2005-04-01,34,20,31,27,65,47,112
HUARACAJE,desnutricion global,desnutricion leve (l),2005-04-01,13,2,6,2,19,4,23
HUAYLLAMARCA,desnutricion global,desnutricion leve (l),2005-04-01,2,4,2,3,4,7,11
ICHOCA,desnutricion global,desnutricion leve (l),2005-04-01,17,12,7,19,24,31,55
ICLA,desnutricion global,desnutricion leve (l),2005-04-01,72,57,125,108,197,165,362
INCAHUASI,desnutricion global,desnutricion leve (l),2005-04-01,97,100,116,121,213,221,434
INGAVI (HUMAITA),desnutricion global,desnutricion leve (l),2005-04-01,6,6,4,4,10,10,20
INQUISIVI,desnutricion global,desnutricion leve (l),2005-04-01,43,39,33,61,76,100,176
IRUPANA (VILLA DE LANZA),desnutricion global,desnutricion leve (l),2005-04-01,16,20,27,27,43,47,90
IXIAMAS,desnutricion global,desnutricion leve (l),2005-04-01,16,7,15,28,31,35,66
JESUS DE MACHACA,desnutricion global,desnutricion leve (l),2005-04-01,7,15,5,3,12,18,30
LA ASUNTA,desnutricion global,desnutricion leve (l),2005-04-01,21,23,11,15,32,38,70
LA GUARDIA,desnutricion global,desnutricion leve (l),2005-04-01,43,29,26,25,69,54,123
LA PAZ,desnutricion global,desnutricion leve (l),2005-04-01,888,768,628,583,1516,1351,2867
LAGUNILLAS,desnutricion global,desnutricion leve (l),2005-04-01,14,23,29,39,43,62,105
LAJA,desnutricion global,desnutricion leve (l),2005-04-01,27,18,13,13,40,31,71
LAS CARRERAS,desnutricion global,desnutricion leve (l),2005-04-01,11,5,7,21,18,26,44
LICOMA PAMPA,desnutricion global,desnutricion leve (l),2005-04-01,1,3,2,2,3,5,8
LLALLAGUA,desnutricion global,desnutricion leve (l),2005-04-01,102,79,89,123,191,202,393
LLICA,desnutricion global,desnutricion leve (l),2005-04-01,17,17,19,13,36,30,66
LORETO,desnutricion global,desnutricion leve (l),2005-04-01,1,6,2,3,3,9,12
LURIBAY,desnutricion global,desnutricion leve (l),2005-04-01,19,20,12,27,31,47,78
MACHACAMARCA,desnutricion global,desnutricion leve (l),2005-04-01,7,7,8,4,15,11,26
MACHARETI,desnutricion global,desnutricion leve (l),2005-04-01,17,10,31,41,48,51,99
MAGDALENA,desnutricion global,desnutricion leve (l),2005-04-01,23,7,12,14,35,21,56
MAIRANA,desnutricion global,desnutricion leve (l),2005-04-01,17,0,18,0,35,0,35
MALLA,desnutricion global,desnutricion leve (l),2005-04-01,5,2,7,6,12,8,20
MAPIRI,desnutricion global,desnutricion leve (l),2005-04-01,33,17,31,27,64,44,108
MECAPACA,desnutricion global,desnutricion leve (l),2005-04-01,25,1,33,0,58,1,59
MINEROS,desnutricion global,desnutricion leve (l),2005-04-01,18,21,24,27,42,48,90
MIZQUE,desnutricion global,desnutricion leve (l),2005-04-01,98,107,73,58,171,165,336
MOCOMOCO,desnutricion global,desnutricion leve (l),2005-04-01,19,20,27,24,46,44,90
MOJINETE,desnutricion global,desnutricion leve (l),2005-04-01,6,3,6,6,12,9,21
MOJOCOYA,desnutricion global,desnutricion leve (l),2005-04-01,27,21,50,40,77,61,138
MONTEAGUDO,desnutricion global,desnutricion leve (l),2005-04-01,55,41,92,103,147,144,291
MONTERO,desnutricion global,desnutricion leve (l),2005-04-01,210,65,208,57,418,122,540
MORO MORO,desnutricion global,desnutricion leve (l),2005-04-01,2,4,19,23,21,27,48
MOROCHATA,desnutricion global,desnutricion leve (l),2005-04-01,74,63,77,76,151,139,290
NACEBE (SANTA ROSA DEL ABUNA),desnutricion global,desnutricion leve (l),2005-04-01,0,2,2,4,2,6,8
NAZACARA DE PACAJES,desnutricion global,desnutricion leve (l),2005-04-01,0,0,0,2,0,2,2
NUEVO MANOA (NUEVA ESPERANZA),desnutricion global,desnutricion leve (l),2005-04-01,2,0,1,0,3,0,3
OCURI,desnutricion global,desnutricion leve (l),2005-04-01,70,73,105,110,175,183,358
OKINAWA,desnutricion global,desnutricion leve (l),2005-04-01,7,15,11,11,18,26,44
OMEREQUE,desnutricion global,desnutricion leve (l),2005-04-01,12,19,16,27,28,46,74
ORURO,desnutricion global,desnutricion leve (l),2005-04-01,309,265,251,231,560,496,1056
PADCAYA,desnutricion global,desnutricion leve (l),2005-04-01,19,16,19,22,38,38,76
PADILLA,desnutricion global,desnutricion leve (l),2005-04-01,26,41,84,104,110,145,255
PAILON,desnutricion global,desnutricion leve (l),2005-04-01,0,32,27,2,27,34,61
PALCA,desnutricion global,desnutricion leve (l),2005-04-01,21,13,16,21,37,34,71
PALOS BLANCOS,desnutricion global,desnutricion leve (l),2005-04-01,37,39,50,48,87,87,174
PAMPA AULLAGAS,desnutricion global,desnutricion leve (l),2005-04-01,9,6,15,5,24,11,35
PAMPA GRANDE,desnutricion global,desnutricion leve (l),2005-04-01,13,5,7,10,20,15,35
PAPEL PAMPA,desnutricion global,desnutricion leve (l),2005-04-01,8,10,9,9,17,19,36
PASORAPA,desnutricion global,desnutricion leve (l),2005-04-01,4,2,9,10,13,12,25
PATACAMAYA,desnutricion global,desnutricion leve (l),2005-04-01,43,51,53,83,96,134,230
PAZÑA,desnutricion global,desnutricion leve (l),2005-04-01,11,12,15,20,26,32,58
PELECHUCO,desnutricion global,desnutricion leve (l),2005-04-01,11,12,15,11,26,23,49
POCOATA,desnutricion global,desnutricion leve (l),2005-04-01,84,107,113,136,197,243,440
POCONA,desnutricion global,desnutricion leve (l),2005-04-01,24,25,47,44,71,69,140
POJO (CBBA),desnutricion global,desnutricion leve (l),2005-04-01,27,27,20,18,47,45,92
POOPO,desnutricion global,desnutricion leve (l),2005-04-01,2,3,2,2,4,5,9
PORCO,desnutricion global,desnutricion leve (l),2005-04-01,15,11,11,7,26,18,44
POROMA,desnutricion global,desnutricion leve (l),2005-04-01,46,44,71,75,117,119,236
PORONGO,desnutricion global,desnutricion leve (l),2005-04-01,11,3,2,2,13,5,18
PORTACHUELO,desnutricion global,desnutricion leve (l),2005-04-01,18,10,29,27,47,37,84
PORVENIR,desnutricion global,desnutricion leve (l),2005-04-01,3,2,8,1,11,3,14
POSTRER VALLE,desnutricion global,desnutricion leve (l),2005-04-01,4,5,4,5,8,10,18
POTOSI,desnutricion global,desnutricion leve (l),2005-04-01,233,172,130,109,363,281,644
PRESTO,desnutricion global,desnutricion leve (l),2005-04-01,26,35,56,46,82,81,163
PUCARA,desnutricion global,desnutricion leve (l),2005-04-01,2,3,10,2,12,5,17
PUCARANI,desnutricion global,desnutricion leve (l),2005-04-01,48,47,56,42,104,89,193
PUERTO ACOSTA,desnutricion global,desnutricion leve (l),2005-04-01,41,60,51,61,92,121,213
PUERTO CARABUCO,desnutricion global,desnutricion leve (l),2005-04-01,22,25,25,30,47,55,102
PUERTO GONZALO MORENO,desnutricion global,desnutricion leve (l),2005-04-01,24,19,19,20,43,39,82
PUERTO PEREZ,desnutricion global,desnutricion leve (l),2005-04-01,11,4,9,7,20,11,31
PUERTO RICO,desnutricion global,desnutricion leve (l),2005-04-01,4,7,3,8,7,15,22
PUERTO SILES,desnutricion global,desnutricion leve (l),2005-04-01,1,0,0,2,1,2,3
PUERTO VILLARROEL,desnutricion global,desnutricion leve (l),2005-04-01,114,107,90,104,204,211,415
PUNA,desnutricion global,desnutricion leve (l),2005-04-01,68,67,97,82,165,149,314
PUNATA,desnutricion global,desnutricion leve (l),2005-04-01,39,21,31,35,70,56,126
QUIABAYA,desnutricion global,desnutricion leve (l),2005-04-01,0,4,2,1,2,5,7
QUILLACOLLO,desnutricion global,desnutricion leve (l),2005-04-01,87,75,56,72,143,147,290
QUIME,desnutricion global,desnutricion leve (l),2005-04-01,22,16,31,22,53,38,91
QUIRUSILLAS,desnutricion global,desnutricion leve (l),2005-04-01,0,1,2,2,2,3,5
RAVELO,desnutricion global,desnutricion leve (l),2005-04-01,182,144,172,174,354,318,672
REYES,desnutricion global,desnutricion leve (l),2005-04-01,34,30,55,65,89,95,184
RIBERALTA,desnutricion global,desnutricion leve (l),2005-04-01,236,301,189,226,425,527,952
ROBORE,desnutricion global,desnutricion leve (l),2005-04-01,18,15,26,19,44,34,78
RURRENABAQUE,desnutricion global,desnutricion leve (l),2005-04-01,10,3,4,3,14,6,20
SABAYA,desnutricion global,desnutricion leve (l),2005-04-01,5,6,6,9,11,15,26
SACABA,desnutricion global,desnutricion leve (l),2005-04-01,79,95,50,63,129,158,287
SACABAMBA,desnutricion global,desnutricion leve (l),2005-04-01,5,5,13,17,18,22,40
SACACA,desnutricion global,desnutricion leve (l),2005-04-01,176,183,287,329,463,512,975
SAIPINA,desnutricion global,desnutricion leve (l),2005-04-01,14,5,5,5,19,10,29
SALINAS DE GARCI MENDOZA,desnutricion global,desnutricion leve (l),2005-04-01,10,13,17,10,27,23,50
SAMAIPATA,desnutricion global,desnutricion leve (l),2005-04-01,22,0,41,0,63,0,63
SAN AGUSTIN,desnutricion global,desnutricion leve (l),2005-04-01,7,5,2,7,9,12,21
SAN ANDRES,desnutricion global,desnutricion leve (l),2005-04-01,17,9,15,20,32,29,61
SAN ANDRES DE MACHACA,desnutricion global,desnutricion leve (l),2005-04-01,2,0,4,0,6,0,6
SAN ANTONIO DE ESMORUCO,desnutricion global,desnutricion leve (l),2005-04-01,4,6,6,5,10,11,21
SAN ANTONIO DE LOMERIO,desnutricion global,desnutricion leve (l),2005-04-01,61,39,52,72,113,111,224
SAN BENITO,desnutricion global,desnutricion leve (l),2005-04-01,20,8,15,26,35,34,69
SAN BORJA,desnutricion global,desnutricion leve (l),2005-04-01,52,51,50,50,102,101,203
SAN BUENA VENTURA,desnutricion global,desnutricion leve (l),2005-04-01,12,18,21,25,33,43,76
SAN CARLOS,desnutricion global,desnutricion leve (l),2005-04-01,24,31,20,20,44,51,95
SAN IGNACIO,desnutricion global,desnutricion leve (l),2005-04-01,52,57,68,67,120,124,244
SAN IGNACIO DE VELASCO,desnutricion global,desnutricion leve (l),2005-04-01,131,143,119,127,250,270,520
SAN JAVIER(BNI),desnutricion global,desnutricion leve (l),2005-04-01,9,7,3,2,12,9,21
SAN JAVIER(STC),desnutricion global,desnutricion leve (l),2005-04-01,5,0,2,0,7,0,7
SAN JOAQUIN,desnutricion global,desnutricion leve (l),2005-04-01,2,5,1,1,3,6,9
SAN JOSE DE CHIQUITOS,desnutricion global,desnutricion leve (l),2005-04-01,27,19,18,18,45,37,82
SAN JUAN DE YAPACANI,desnutricion global,desnutricion leve (l),2005-04-01,13,18,21,17,34,35,69
SAN JULIAN,desnutricion global,desnutricion leve (l),2005-04-01,50,47,56,39,106,86,192
SAN LORENZO(PND),desnutricion global,desnutricion leve (l),2005-04-01,8,8,9,9,17,17,34
SAN LORENZO(TJA),desnutricion global,desnutricion leve (l),2005-04-01,40,35,63,76,103,111,214
SAN LUCAS,desnutricion global,desnutricion leve (l),2005-04-01,194,221,225,265,419,486,905
SAN MIGUEL DE VELASCO,desnutricion global,desnutricion leve (l),2005-04-01,19,19,22,33,41,52,93
SAN PABLO DE LIPEZ,desnutricion global,desnutricion leve (l),2005-04-01,4,7,16,8,20,15,35
SAN PEDRO,desnutricion global,desnutricion leve (l),2005-04-01,18,20,14,19,32,39,71
SAN PEDRO DE BUENA VISTA,desnutricion global,desnutricion leve (l),2005-04-01,66,76,134,123,200,199,399
SAN PEDRO DE CURAHUARA,desnutricion global,desnutricion leve (l),2005-04-01,14,9,20,22,34,31,65
SAN PEDRO DE QUEMES,desnutricion global,desnutricion leve (l),2005-04-01,0,3,1,1,1,4,5
SAN PEDRO DE TIQUINA,desnutricion global,desnutricion leve (l),2005-04-01,9,4,6,4,15,8,23
SAN PEDRO(PND),desnutricion global,desnutricion leve (l),2005-04-01,1,2,0,0,1,2,3
SAN RAFAEL,desnutricion global,desnutricion leve (l),2005-04-01,22,16,17,20,39,36,75
SAN RAMON,desnutricion global,desnutricion leve (l),2005-04-01,3,8,3,3,6,11,17
SAN RAMON,desnutricion global,desnutricion leve (l),2005-04-01,9,12,13,8,22,20,42
SANTA ANA,desnutricion global,desnutricion leve (l),2005-04-01,15,12,13,19,28,31,59
SANTA CRUZ DE LA SIERRA,desnutricion global,desnutricion leve (l),2005-04-01,1589,1082,651,774,2240,1856,4096
SANTA ROSA,desnutricion global,desnutricion leve (l),2005-04-01,23,12,9,9,32,21,53
SANTA ROSA DEL SARA,desnutricion global,desnutricion leve (l),2005-04-01,17,18,17,26,34,44,78
SANTIAGO DE CALLAPA,desnutricion global,desnutricion leve (l),2005-04-01,13,6,12,13,25,19,44
SANTIAGO DE HUARI,desnutricion global,desnutricion leve (l),2005-04-01,9,13,14,13,23,26,49
SANTIAGO DE MACHACA,desnutricion global,desnutricion leve (l),2005-04-01,7,3,1,4,8,7,15
SANTIVAÑES,desnutricion global,desnutricion leve (l),2005-04-01,19,7,16,18,35,25,60
SANTUARIO DE QUILLACAS,desnutricion global,desnutricion leve (l),2005-04-01,8,3,5,6,13,9,22
SAPAHAQUI,desnutricion global,desnutricion leve (l),2005-04-01,23,30,34,37,57,67,124
SENA,desnutricion global,desnutricion leve (l),2005-04-01,2,2,7,1,9,3,12
SICA SICA (VILLA AROMA),desnutricion global,desnutricion leve (l),2005-04-01,37,38,38,34,75,72,147
SICAYA,desnutricion global,desnutricion leve (l),2005-04-01,9,11,15,10,24,21,45
SIPE SIPE,desnutricion global,desnutricion leve (l),2005-04-01,69,63,83,55,152,118,270
SOPACHUY,desnutricion global,desnutricion leve (l),2005-04-01,26,22,58,72,84,94,178
SORACACHI,desnutricion global,desnutricion leve (l),2005-04-01,5,14,37,15,42,29,71
SORATA,desnutricion global,desnutricion leve (l),2005-04-01,25,34,37,49,62,83,145
SUCRE,desnutricion global,desnutricion leve (l),2005-04-01,329,280,384,380,713,660,1373
TACACHI,desnutricion global,desnutricion leve (l),2005-04-01,7,4,2,2,9,6,15
TACACOMA,desnutricion global,desnutricion leve (l),2005-04-01,12,11,8,9,20,20,40
TACOBAMBA,desnutricion global,desnutricion leve (l),2005-04-01,42,20,34,35,76,55,131
TACOPAYA,desnutricion global,desnutricion leve (l),2005-04-01,68,68,81,97,149,165,314
TAHUA,desnutricion global,desnutricion leve (l),2005-04-01,1,1,4,7,5,8,13
TAPACARI,desnutricion global,desnutricion leve (l),2005-04-01,94,84,63,69,157,153,310
TARABUCO,desnutricion global,desnutricion leve (l),2005-04-01,154,114,206,251,360,365,725
TARACO,desnutricion global,desnutricion leve (l),2005-04-01,15,11,4,12,19,23,42
TARATA,desnutricion global,desnutricion leve (l),2005-04-01,16,18,18,12,34,30,64
TARIJA,desnutricion global,desnutricion leve (l),2005-04-01,127,110,143,117,270,227,497
TARVITA,desnutricion global,desnutricion leve (l),2005-04-01,4,3,9,5,13,8,21
TEOPONTE,desnutricion global,desnutricion leve (l),2005-04-01,6,16,5,11,11,27,38
TIAWANACU,desnutricion global,desnutricion leve (l),2005-04-01,7,8,7,2,14,10,24
TINGUIPAYA,desnutricion global,desnutricion leve (l),2005-04-01,50,59,58,51,108,110,218
TIPUANI,desnutricion global,desnutricion leve (l),2005-04-01,2,1,2,1,4,2,6
TIQUIPAYA,desnutricion global,desnutricion leve (l),2005-04-01,73,44,34,34,107,78,185
TIRAQUE (CBBA),desnutricion global,desnutricion leve (l),2005-04-01,89,388,60,69,149,457,606
TITO YUPANQUI (PARQUIPUJIO),desnutricion global,desnutricion leve (l),2005-04-01,3,6,4,2,7,8,15
TOCO,desnutricion global,desnutricion leve (l),2005-04-01,4,1,3,7,7,8,15
TOLATA,desnutricion global,desnutricion leve (l),2005-04-01,2,6,3,1,5,7,12
TOLEDO,desnutricion global,desnutricion leve (l),2005-04-01,10,9,5,7,15,16,31
TOMAVE,desnutricion global,desnutricion leve (l),2005-04-01,22,18,22,17,44,35,79
TOMINA,desnutricion global,desnutricion leve (l),2005-04-01,64,57,104,110,168,167,335
TORO TORO,desnutricion global,desnutricion leve (l),2005-04-01,41,51,43,27,84,78,162
TOTORA(CBBA),desnutricion global,desnutricion leve (l),2005-04-01,41,31,41,48,82,79,161
TOTORA(ORR),desnutricion global,desnutricion leve (l),2005-04-01,9,4,5,10,14,14,28
TRIGAL,desnutricion global,desnutricion leve (l),2005-04-01,2,1,2,1,4,2,6
TRINIDAD,desnutricion global,desnutricion leve (l),2005-04-01,99,88,69,77,168,165,333
TUPIZA,desnutricion global,desnutricion leve (l),2005-04-01,83,66,114,118,197,184,381
TURCO,desnutricion global,desnutricion leve (l),2005-04-01,3,2,8,11,11,13,24
UMALA,desnutricion global,desnutricion leve (l),2005-04-01,14,10,14,14,28,24,52
UNCIA,desnutricion global,desnutricion leve (l),2005-04-01,38,24,44,46,82,70,152
URIONDO (A. CONCEPCION),desnutricion global,desnutricion leve (l),2005-04-01,50,19,75,29,125,48,173
UYUNI,desnutricion global,desnutricion leve (l),2005-04-01,38,35,57,74,95,109,204
VACAS,desnutricion global,desnutricion leve (l),2005-04-01,22,18,24,18,46,36,82
VALLEGRANDE,desnutricion global,desnutricion leve (l),2005-04-01,18,13,37,31,55,44,99
VIACHA,desnutricion global,desnutricion leve (l),2005-04-01,30,32,30,13,60,45,105
VILA VILA,desnutricion global,desnutricion leve (l),2005-04-01,8,10,12,7,20,17,37
VILLA MONTES,desnutricion global,desnutricion leve (l),2005-04-01,32,35,33,32,65,67,132
VILLA NUEVA (LOMA ALTA),desnutricion global,desnutricion leve (l),2005-04-01,1,1,1,0,2,1,3
VILLA RIVERO,desnutricion global,desnutricion leve (l),2005-04-01,13,17,18,19,31,36,67
VILLA SERRANO,desnutricion global,desnutricion leve (l),2005-04-01,62,41,99,99,161,140,301
VILLA TUNARI,desnutricion global,desnutricion leve (l),2005-04-01,152,145,141,158,293,303,596
VILLA VACA GUZMAN (MUYUPAMPA),desnutricion global,desnutricion leve (l),2005-04-01,31,22,36,47,67,69,136
VILLAZON,desnutricion global,desnutricion leve (l),2005-04-01,67,65,77,75,144,140,284
VINTO,desnutricion global,desnutricion leve (l),2005-04-01,23,44,24,16,47,60,107
VITICHI,desnutricion global,desnutricion leve (l),2005-04-01,31,17,82,47,113,64,177
WALDO BALLIVIAN,desnutricion global,desnutricion leve (l),2005-04-01,2,4,1,5,3,9,12
WARNES,desnutricion global,desnutricion leve (l),2005-04-01,26,26,30,27,56,53,109
YACO,desnutricion global,desnutricion leve (l),2005-04-01,10,16,7,15,17,31,48
YACUIBA,desnutricion global,desnutricion leve (l),2005-04-01,24,31,23,25,47,56,103
YAMPARAEZ,desnutricion global,desnutricion leve (l),2005-04-01,61,57,133,124,194,181,375
YANACACHI,desnutricion global,desnutricion leve (l),2005-04-01,2,3,1,2,3,5,8
YAPACANI,desnutricion global,desnutricion leve (l),2005-04-01,74,62,72,53,146,115,261
YOCALLA,desnutricion global,desnutricion leve (l),2005-04-01,5,7,16,9,21,16,37
YOTALA,desnutricion global,desnutricion leve (l),2005-04-01,33,28,56,69,89,97,186
YUNCHARA,desnutricion global,desnutricion leve (l),2005-04-01,38,23,98,58,136,81,217
ZUDAÑEZ,desnutricion global,desnutricion leve (l),2005-04-01,35,24,53,67,88,91,179
ACACIO,desnutricion global,desnutricion leve (l),2005-05-01,26,22,49,34,75,56,131
ACHACACHI,desnutricion global,desnutricion leve (l),2005-05-01,39,38,37,45,76,83,159
ACHOCALLA,desnutricion global,desnutricion leve (l),2005-05-01,4,7,15,14,19,21,40
AIQUILE,desnutricion global,desnutricion leve (l),2005-05-01,28,21,29,30,57,51,108
ALALAY,desnutricion global,desnutricion leve (l),2005-05-01,9,4,4,2,13,6,19
ALCALA,desnutricion global,desnutricion leve (l),2005-05-01,13,14,29,33,42,47,89
ANCORAIMES,desnutricion global,desnutricion leve (l),2005-05-01,35,36,41,47,76,83,159
ANDAMARCA,desnutricion global,desnutricion leve (l),2005-05-01,3,0,5,4,8,4,12
ANTEQUERA,desnutricion global,desnutricion leve (l),2005-05-01,8,6,9,7,17,13,30
ANZALDO,desnutricion global,desnutricion leve (l),2005-05-01,3,7,14,15,17,22,39
APOLO,desnutricion global,desnutricion leve (l),2005-05-01,15,17,23,27,38,44,82
ARAMPAMPA,desnutricion global,desnutricion leve (l),2005-05-01,5,0,8,10,13,10,23
ARANI,desnutricion global,desnutricion leve (l),2005-05-01,15,17,26,31,41,48,89
ARBIETO,desnutricion global,desnutricion leve (l),2005-05-01,7,4,3,7,10,11,21
ARQUE,desnutricion global,desnutricion leve (l),2005-05-01,31,32,38,41,69,73,142
ATOCHA,desnutricion global,desnutricion leve (l),2005-05-01,33,19,33,25,66,44,110
AUCAPATA,desnutricion global,desnutricion leve (l),2005-05-01,17,20,15,22,32,42,74
AYATA,desnutricion global,desnutricion leve (l),2005-05-01,17,18,17,23,34,41,75
AYO AYO,desnutricion global,desnutricion leve (l),2005-05-01,11,10,11,13,22,23,45
AYOPAYA (V. DE INDEPENDENCIA),desnutricion global,desnutricion leve (l),2005-05-01,64,75,47,62,111,137,248
AZURDUY,desnutricion global,desnutricion leve (l),2005-05-01,44,45,88,113,132,158,290
BATALLAS,desnutricion global,desnutricion leve (l),2005-05-01,12,12,9,7,21,19,40
BAURES,desnutricion global,desnutricion leve (l),2005-05-01,4,14,10,1,14,15,29
BELEN DE ANDAMARCA,desnutricion global,desnutricion leve (l),2005-05-01,1,0,1,2,2,2,4
BELEN DE URMIRI,desnutricion global,desnutricion leve (l),2005-05-01,0,0,2,2,2,2,4
BELLA FLOR,desnutricion global,desnutricion leve (l),2005-05-01,5,4,1,10,6,14,20
BERMEJO,desnutricion global,desnutricion leve (l),2005-05-01,5,8,5,16,10,24,34
BETANZOS,desnutricion global,desnutricion leve (l),2005-05-01,79,122,117,124,196,246,442
BOLIVAR,desnutricion global,desnutricion leve (l),2005-05-01,24,34,22,25,46,59,105
BOLPEBRA,desnutricion global,desnutricion leve (l),2005-05-01,0,1,3,2,3,3,6
BOYUIBE,desnutricion global,desnutricion leve (l),2005-05-01,6,8,6,5,12,13,25
BUENA VISTA,desnutricion global,desnutricion leve (l),2005-05-01,10,9,12,15,22,24,46
CABEZAS,desnutricion global,desnutricion leve (l),2005-05-01,20,22,16,15,36,37,73
CAIROMA,desnutricion global,desnutricion leve (l),2005-05-01,50,55,41,71,91,126,217
"CAIZA ""D""",desnutricion global,desnutricion leve (l),2005-05-01,18,19,24,27,42,46,88
CAJUATA,desnutricion global,desnutricion leve (l),2005-05-01,18,10,11,17,29,27,56
CALACOTO,desnutricion global,desnutricion leve (l),2005-05-01,2,3,7,8,9,11,20
CALAMARCA,desnutricion global,desnutricion leve (l),2005-05-01,82,71,73,92,155,163,318
CAMARGO,desnutricion global,desnutricion leve (l),2005-05-01,55,70,94,84,149,154,303
CAMATAQUI (C. VILLA ABECIA),desnutricion global,desnutricion leve (l),2005-05-01,10,6,14,9,24,15,39
CAMIRI,desnutricion global,desnutricion leve (l),2005-05-01,28,20,10,24,38,44,82
CAPINOTA,desnutricion global,desnutricion leve (l),2005-05-01,25,22,22,23,47,45,92
CAQUIAVIRI,desnutricion global,desnutricion leve (l),2005-05-01,19,11,24,19,43,30,73
CARACOLLO,desnutricion global,desnutricion leve (l),2005-05-01,12,7,17,15,29,22,51
CARANAVI,desnutricion global,desnutricion leve (l),2005-05-01,96,86,76,89,172,175,347
CARANGAS,desnutricion global,desnutricion leve (l),2005-05-01,0,1,0,0,0,1,1
CARAPARI,desnutricion global,desnutricion leve (l),2005-05-01,6,7,17,18,23,25,48
CARIPUYO,desnutricion global,desnutricion leve (l),2005-05-01,30,21,35,26,65,47,112
CATACORA,desnutricion global,desnutricion leve (l),2005-05-01,10,1,5,11,15,12,27
CHACARILLA,desnutricion global,desnutricion leve (l),2005-05-01,1,3,5,4,6,7,13
CHALLAPATA,desnutricion global,desnutricion leve (l),2005-05-01,60,53,42,45,102,98,200
CHAQUI,desnutricion global,desnutricion leve (l),2005-05-01,14,16,14,11,28,27,55
CHARAGUA,desnutricion global,desnutricion leve (l),2005-05-01,38,32,30,40,68,72,140
CHARAÑA,desnutricion global,desnutricion leve (l),2005-05-01,7,7,8,11,15,18,33
CHAYANTA,desnutricion global,desnutricion leve (l),2005-05-01,41,27,35,28,76,55,131
CHIMORE,desnutricion global,desnutricion leve (l),2005-05-01,21,21,10,23,31,44,75
CHIPAYA,desnutricion global,desnutricion leve (l),2005-05-01,3,3,3,3,6,6,12
CHOQUE COTA,desnutricion global,desnutricion leve (l),2005-05-01,1,2,4,3,5,5,10
CHULUMANI (V. DE LA LIBERTAD),desnutricion global,desnutricion leve (l),2005-05-01,12,8,3,4,15,12,27
CHUMA,desnutricion global,desnutricion leve (l),2005-05-01,12,19,16,25,28,44,72
CLIZA,desnutricion global,desnutricion leve (l),2005-05-01,47,31,12,15,59,46,105
COBIJA,desnutricion global,desnutricion leve (l),2005-05-01,41,34,20,40,61,74,135
COCHABAMBA,desnutricion global,desnutricion leve (l),2005-05-01,284,253,236,227,520,480,1000
COIPASA,desnutricion global,desnutricion leve (l),2005-05-01,1,3,1,4,2,7,9
COLCAPIRHUA,desnutricion global,desnutricion leve (l),2005-05-01,21,25,16,27,37,52,89
"COLCHA ""K""",desnutricion global,desnutricion leve (l),2005-05-01,24,23,27,39,51,62,113
