,group,variable,month,< de 1 año,< de 1 año,1 a 4 años,1 a 4 años,5 a 9 años,5 a 9 años,10 a 20 años,10 a 20 años,21 a 59 años,21 a 59 años,60 y más,60 y más,TOTALES,TOTALES,TOTALES
DESAGUADERO,"violencia, hechos de transito y accidentes",accidentes,2011-01-01,0,0,0,1,0,1,2,1,0,0,0,0,2,3,5
EL ALTO,"violencia, hechos de transito y accidentes",accidentes,2011-01-01,4,11,41,21,17,15,54,29,127,83,22,15,265,174,439
EL PUENTE(TJA),"violencia, hechos de transito y accidentes",accidentes,2011-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
EL TORNO,"violencia, hechos de transito y accidentes",accidentes,2011-01-01,2,0,6,3,1,0,6,7,8,7,0,1,23,18,41
ENTRE RIOS CBBA,"violencia, hechos de transito y accidentes",accidentes,2011-01-01,0,0,0,0,2,0,7,5,9,3,1,2,19,10,29
GUAQUI,"violencia, hechos de transito y accidentes",accidentes,2011-01-01,0,0,1,0,0,0,1,0,1,0,0,0,3,0,3
GUAYARAMERIN,"violencia, hechos de transito y accidentes",accidentes,2011-01-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
HUANUNI,"violencia, hechos de transito y accidentes",accidentes,2011-01-01,0,0,0,0,2,1,3,1,5,5,2,0,12,7,19
IRUPANA (VILLA DE LANZA),"violencia, hechos de transito y accidentes",accidentes,2011-01-01,0,0,1,2,1,3,7,4,20,11,5,5,34,25,59
IXIAMAS,"violencia, hechos de transito y accidentes",accidentes,2011-01-01,0,0,0,1,0,0,1,1,9,3,1,0,11,5,16
JESUS DE MACHACA,"violencia, hechos de transito y accidentes",accidentes,2011-01-01,0,0,1,0,0,0,0,0,7,2,4,2,12,4,16
LA ASUNTA,"violencia, hechos de transito y accidentes",accidentes,2011-01-01,1,1,2,5,4,0,4,1,10,3,0,1,21,11,32
LA GUARDIA,"violencia, hechos de transito y accidentes",accidentes,2011-01-01,1,0,2,1,1,0,2,4,2,1,0,0,8,6,14
LA PAZ,"violencia, hechos de transito y accidentes",accidentes,2011-01-01,0,0,1,1,1,2,2,4,6,3,1,0,11,10,21
LLALLAGUA,"violencia, hechos de transito y accidentes",accidentes,2011-01-01,0,1,3,1,0,1,2,2,2,1,1,1,8,7,15
MAIRANA,"violencia, hechos de transito y accidentes",accidentes,2011-01-01,0,1,0,0,0,0,1,0,2,1,1,1,4,3,7
MECAPACA,"violencia, hechos de transito y accidentes",accidentes,2011-01-01,1,0,0,1,0,0,0,1,1,1,1,0,3,3,6
MINEROS,"violencia, hechos de transito y accidentes",accidentes,2011-01-01,0,0,0,0,0,0,0,1,8,1,0,0,8,2,10
MIZQUE,"violencia, hechos de transito y accidentes",accidentes,2011-01-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
MONTERO,"violencia, hechos de transito y accidentes",accidentes,2011-01-01,3,2,18,16,9,4,23,9,23,14,3,0,79,45,124
MOROCHATA,"violencia, hechos de transito y accidentes",accidentes,2011-01-01,0,0,1,0,0,0,0,0,1,0,0,0,2,0,2
ORURO,"violencia, hechos de transito y accidentes",accidentes,2011-01-01,1,2,10,11,7,2,16,3,45,7,5,4,84,29,113
PATACAMAYA,"violencia, hechos de transito y accidentes",accidentes,2011-01-01,1,0,1,7,5,3,14,6,18,11,10,3,49,30,79
PELECHUCO,"violencia, hechos de transito y accidentes",accidentes,2011-01-01,0,0,0,0,0,0,0,0,2,3,0,0,2,3,5
POJO (CBBA),"violencia, hechos de transito y accidentes",accidentes,2011-01-01,0,0,0,1,0,0,1,1,2,0,3,0,6,2,8
POOPO,"violencia, hechos de transito y accidentes",accidentes,2011-01-01,1,0,1,1,0,1,2,0,3,1,0,0,7,3,10
PORTACHUELO,"violencia, hechos de transito y accidentes",accidentes,2011-01-01,0,0,0,0,0,0,0,0,2,1,0,0,2,1,3
POTOSI,"violencia, hechos de transito y accidentes",accidentes,2011-01-01,0,0,3,0,7,2,14,11,25,14,5,6,54,33,87
PUCARANI,"violencia, hechos de transito y accidentes",accidentes,2011-01-01,0,0,0,0,0,0,0,0,0,2,1,1,1,3,4
PUERTO PEREZ,"violencia, hechos de transito y accidentes",accidentes,2011-01-01,0,0,0,0,0,0,2,1,0,2,0,1,2,4,6
PUERTO SUAREZ,"violencia, hechos de transito y accidentes",accidentes,2011-01-01,0,0,0,1,1,0,1,2,4,4,1,1,7,8,15
PUERTO VILLARROEL,"violencia, hechos de transito y accidentes",accidentes,2011-01-01,0,0,8,4,13,3,31,12,46,13,2,0,100,32,132
PUNA,"violencia, hechos de transito y accidentes",accidentes,2011-01-01,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
PUNATA,"violencia, hechos de transito y accidentes",accidentes,2011-01-01,1,2,4,3,2,0,18,6,22,7,5,5,52,23,75
QUILLACOLLO,"violencia, hechos de transito y accidentes",accidentes,2011-01-01,0,0,0,0,0,1,6,5,6,7,0,1,12,14,26
RIBERALTA,"violencia, hechos de transito y accidentes",accidentes,2011-01-01,0,0,1,0,0,1,0,0,0,0,0,0,1,1,2
ROBORE,"violencia, hechos de transito y accidentes",accidentes,2011-01-01,0,0,0,0,0,0,0,1,3,3,0,0,3,4,7
RURRENABAQUE,"violencia, hechos de transito y accidentes",accidentes,2011-01-01,0,0,0,0,0,0,0,0,5,0,0,1,5,1,6
SACABA,"violencia, hechos de transito y accidentes",accidentes,2011-01-01,4,0,17,14,22,8,42,17,76,40,18,5,179,84,263
SAN ANDRES DE MACHACA,"violencia, hechos de transito y accidentes",accidentes,2011-01-01,0,0,2,1,1,0,0,0,1,0,3,2,7,3,10
SAN BENITO,"violencia, hechos de transito y accidentes",accidentes,2011-01-01,0,0,4,3,1,0,4,0,3,8,6,2,18,13,31
SAN BUENA VENTURA,"violencia, hechos de transito y accidentes",accidentes,2011-01-01,0,0,0,0,2,1,3,2,6,1,0,0,11,4,15
SAN IGNACIO,"violencia, hechos de transito y accidentes",accidentes,2011-01-01,0,0,0,0,1,1,2,2,4,4,0,0,7,7,14
SAN IGNACIO DE VELASCO,"violencia, hechos de transito y accidentes",accidentes,2011-01-01,1,0,3,3,7,2,8,4,14,11,3,4,36,24,60
SAN JUAN DE YAPACANI,"violencia, hechos de transito y accidentes",accidentes,2011-01-01,0,0,0,0,0,1,0,0,0,0,1,0,1,1,2
SAN MATIAS,"violencia, hechos de transito y accidentes",accidentes,2011-01-01,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
SAN MIGUEL DE VELASCO,"violencia, hechos de transito y accidentes",accidentes,2011-01-01,0,0,2,1,0,0,1,1,8,2,0,0,11,4,15
SAN PEDRO,"violencia, hechos de transito y accidentes",accidentes,2011-01-01,0,1,0,0,0,1,1,2,5,2,1,0,7,6,13
SAN PEDRO DE BUENA VISTA,"violencia, hechos de transito y accidentes",accidentes,2011-01-01,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
SAN RAFAEL,"violencia, hechos de transito y accidentes",accidentes,2011-01-01,0,0,0,2,0,0,2,0,4,0,0,1,6,3,9
SANTA CRUZ DE LA SIERRA,"violencia, hechos de transito y accidentes",accidentes,2011-01-01,6,5,44,23,34,45,63,63,165,102,35,29,347,267,614
SANTA ROSA DEL SARA,"violencia, hechos de transito y accidentes",accidentes,2011-01-01,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
SANTIVAÑES,"violencia, hechos de transito y accidentes",accidentes,2011-01-01,0,0,0,0,0,0,3,0,2,2,2,2,7,4,11
SANTUARIO DE QUILLACAS,"violencia, hechos de transito y accidentes",accidentes,2011-01-01,0,0,0,0,0,0,0,1,1,0,0,0,1,1,2
SUCRE,"violencia, hechos de transito y accidentes",accidentes,2011-01-01,5,7,38,33,24,15,79,47,195,109,30,26,371,237,608
TARABUCO,"violencia, hechos de transito y accidentes",accidentes,2011-01-01,0,0,0,0,0,0,0,0,1,0,2,0,3,0,3
TARIJA,"violencia, hechos de transito y accidentes",accidentes,2011-01-01,0,1,5,4,4,0,5,5,23,6,2,0,39,16,55
TARVITA,"violencia, hechos de transito y accidentes",accidentes,2011-01-01,0,0,0,0,0,0,1,1,8,5,1,1,10,7,17
TIAWANACU,"violencia, hechos de transito y accidentes",accidentes,2011-01-01,0,0,4,1,1,0,0,1,2,1,2,1,9,4,13
TINGUIPAYA,"violencia, hechos de transito y accidentes",accidentes,2011-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
TITO YUPANQUI (PARQUIPUJIO),"violencia, hechos de transito y accidentes",accidentes,2011-01-01,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
TOLEDO,"violencia, hechos de transito y accidentes",accidentes,2011-01-01,0,0,2,2,1,0,1,0,1,1,0,0,5,3,8
TOMINA,"violencia, hechos de transito y accidentes",accidentes,2011-01-01,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
VIACHA,"violencia, hechos de transito y accidentes",accidentes,2011-01-01,1,1,7,3,6,3,12,10,47,19,2,3,75,39,114
VILA VILA,"violencia, hechos de transito y accidentes",accidentes,2011-01-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
VILLA RIVERO,"violencia, hechos de transito y accidentes",accidentes,2011-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
VILLA TUNARI,"violencia, hechos de transito y accidentes",accidentes,2011-01-01,0,0,4,1,1,3,8,1,14,9,4,2,31,16,47
WARNES,"violencia, hechos de transito y accidentes",accidentes,2011-01-01,0,0,0,2,0,0,1,0,2,0,0,0,3,2,5
YACUIBA,"violencia, hechos de transito y accidentes",accidentes,2011-01-01,0,0,3,0,2,1,7,3,7,6,0,0,19,10,29
YANACACHI,"violencia, hechos de transito y accidentes",accidentes,2011-01-01,0,0,0,0,0,1,0,0,0,1,1,0,1,2,3
AIQUILE,"violencia, hechos de transito y accidentes",accidentes,2011-02-01,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2
ALALAY,"violencia, hechos de transito y accidentes",accidentes,2011-02-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
ANCORAIMES,"violencia, hechos de transito y accidentes",accidentes,2011-02-01,0,1,1,4,0,0,0,0,1,0,0,1,2,6,8
ARANI,"violencia, hechos de transito y accidentes",accidentes,2011-02-01,0,0,0,0,0,0,0,1,0,2,0,0,0,3,3
ASCENCION DE GUARAYOS,"violencia, hechos de transito y accidentes",accidentes,2011-02-01,0,2,4,3,6,3,5,4,9,2,0,0,24,14,38
AYO AYO,"violencia, hechos de transito y accidentes",accidentes,2011-02-01,0,0,1,0,0,0,2,0,2,1,2,0,7,1,8
BERMEJO,"violencia, hechos de transito y accidentes",accidentes,2011-02-01,0,1,3,1,0,0,1,0,0,0,0,0,4,2,6
BOLPEBRA,"violencia, hechos de transito y accidentes",accidentes,2011-02-01,0,0,0,0,0,0,2,0,0,1,0,0,2,1,3
BOYUIBE,"violencia, hechos de transito y accidentes",accidentes,2011-02-01,0,0,1,0,0,0,0,0,0,1,1,0,2,1,3
CALAMARCA,"violencia, hechos de transito y accidentes",accidentes,2011-02-01,0,0,0,0,0,0,0,0,2,2,0,0,2,2,4
CARACOLLO,"violencia, hechos de transito y accidentes",accidentes,2011-02-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
CARMEN RIVERO TORREZ,"violencia, hechos de transito y accidentes",accidentes,2011-02-01,0,0,0,1,0,0,0,0,2,0,0,0,2,1,3
CHALLAPATA,"violencia, hechos de transito y accidentes",accidentes,2011-02-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
CHIMORE,"violencia, hechos de transito y accidentes",accidentes,2011-02-01,0,0,3,2,5,4,12,4,13,6,0,0,33,16,49
COBIJA,"violencia, hechos de transito y accidentes",accidentes,2011-02-01,1,1,12,11,4,2,12,15,47,19,3,0,79,48,127
COCHABAMBA,"violencia, hechos de transito y accidentes",accidentes,2011-02-01,0,0,8,4,12,4,20,9,38,20,4,7,82,44,126
COLCAPIRHUA,"violencia, hechos de transito y accidentes",accidentes,2011-02-01,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
COLOMI,"violencia, hechos de transito y accidentes",accidentes,2011-02-01,0,1,4,1,0,0,2,1,4,2,0,0,10,5,15
COMARAPA,"violencia, hechos de transito y accidentes",accidentes,2011-02-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
CONCEPCION,"violencia, hechos de transito y accidentes",accidentes,2011-02-01,0,0,1,0,2,1,0,1,4,5,0,0,7,7,14
CORIPATA,"violencia, hechos de transito y accidentes",accidentes,2011-02-01,2,0,0,0,0,2,1,0,2,3,2,1,7,6,13
COROICO,"violencia, hechos de transito y accidentes",accidentes,2011-02-01,0,0,6,2,1,1,7,1,8,5,4,1,26,10,36
COTOCA,"violencia, hechos de transito y accidentes",accidentes,2011-02-01,0,1,3,1,1,4,6,2,18,6,2,3,30,17,47
CUATRO CAÑADAS,"violencia, hechos de transito y accidentes",accidentes,2011-02-01,0,0,0,0,0,0,0,0,2,0,0,0,2,0,2
DESAGUADERO,"violencia, hechos de transito y accidentes",accidentes,2011-02-01,0,0,0,1,0,0,1,1,3,5,0,1,4,8,12
EL ALTO,"violencia, hechos de transito y accidentes",accidentes,2011-02-01,2,6,39,27,42,32,77,37,148,86,23,22,331,210,541
EL TORNO,"violencia, hechos de transito y accidentes",accidentes,2011-02-01,0,3,3,8,7,2,13,3,20,14,12,7,55,37,92
ENTRE RIOS TRJ,"violencia, hechos de transito y accidentes",accidentes,2011-02-01,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
ENTRE RIOS CBBA,"violencia, hechos de transito y accidentes",accidentes,2011-02-01,0,0,0,0,2,2,19,7,20,6,2,1,43,16,59
FERNANDEZ ALONSO,"violencia, hechos de transito y accidentes",accidentes,2011-02-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
GUAYARAMERIN,"violencia, hechos de transito y accidentes",accidentes,2011-02-01,0,0,0,0,0,0,0,1,0,1,0,0,0,2,2
HUANUNI,"violencia, hechos de transito y accidentes",accidentes,2011-02-01,0,0,3,2,8,0,4,2,10,5,0,1,25,10,35
IRUPANA (VILLA DE LANZA),"violencia, hechos de transito y accidentes",accidentes,2011-02-01,1,0,1,1,2,2,7,0,17,10,6,6,34,19,53
IXIAMAS,"violencia, hechos de transito y accidentes",accidentes,2011-02-01,0,0,1,0,1,0,4,1,8,1,2,0,16,2,18
JESUS DE MACHACA,"violencia, hechos de transito y accidentes",accidentes,2011-02-01,0,0,0,0,0,1,2,0,4,3,7,3,13,7,20
LA ASUNTA,"violencia, hechos de transito y accidentes",accidentes,2011-02-01,0,1,0,2,5,0,2,2,8,5,0,0,15,10,25
LA GUARDIA,"violencia, hechos de transito y accidentes",accidentes,2011-02-01,1,0,2,2,3,1,2,0,7,4,0,0,15,7,22
LA PAZ,"violencia, hechos de transito y accidentes",accidentes,2011-02-01,2,0,0,1,3,1,2,0,9,6,4,0,20,8,28
LLALLAGUA,"violencia, hechos de transito y accidentes",accidentes,2011-02-01,1,0,3,2,1,0,3,1,5,5,1,0,14,8,22
MAIRANA,"violencia, hechos de transito y accidentes",accidentes,2011-02-01,0,0,0,0,0,0,0,1,7,2,0,0,7,3,10
MECAPACA,"violencia, hechos de transito y accidentes",accidentes,2011-02-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
MINEROS,"violencia, hechos de transito y accidentes",accidentes,2011-02-01,0,0,1,3,2,1,6,0,4,1,1,0,14,5,19
MONTERO,"violencia, hechos de transito y accidentes",accidentes,2011-02-01,4,3,25,9,17,7,25,6,49,12,4,1,124,38,162
MOROCHATA,"violencia, hechos de transito y accidentes",accidentes,2011-02-01,0,0,0,0,0,0,0,0,0,1,0,1,0,2,2
ORURO,"violencia, hechos de transito y accidentes",accidentes,2011-02-01,1,1,4,3,2,4,11,17,50,18,4,5,72,48,120
PALCA,"violencia, hechos de transito y accidentes",accidentes,2011-02-01,0,0,1,0,0,1,0,1,0,1,0,0,1,3,4
PATACAMAYA,"violencia, hechos de transito y accidentes",accidentes,2011-02-01,0,1,4,0,3,1,8,6,11,7,5,3,31,18,49
PELECHUCO,"violencia, hechos de transito y accidentes",accidentes,2011-02-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
POJO (CBBA),"violencia, hechos de transito y accidentes",accidentes,2011-02-01,0,0,0,0,3,0,1,0,4,3,1,6,9,9,18
POROMA,"violencia, hechos de transito y accidentes",accidentes,2011-02-01,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
POTOSI,"violencia, hechos de transito y accidentes",accidentes,2011-02-01,0,0,0,1,6,0,19,9,48,11,2,5,75,26,101
PUCARANI,"violencia, hechos de transito y accidentes",accidentes,2011-02-01,0,0,0,0,1,1,2,2,1,4,7,2,11,9,20
PUERTO PEREZ,"violencia, hechos de transito y accidentes",accidentes,2011-02-01,0,0,0,0,0,0,0,0,2,0,0,1,2,1,3
PUERTO RICO,"violencia, hechos de transito y accidentes",accidentes,2011-02-01,0,0,0,0,0,0,1,0,1,0,0,0,2,0,2
PUERTO SUAREZ,"violencia, hechos de transito y accidentes",accidentes,2011-02-01,1,0,3,1,6,2,1,0,12,2,4,1,27,6,33
PUERTO VILLARROEL,"violencia, hechos de transito y accidentes",accidentes,2011-02-01,1,0,7,2,4,6,15,12,37,10,1,0,65,30,95
PUNA,"violencia, hechos de transito y accidentes",accidentes,2011-02-01,0,0,1,0,1,0,1,1,2,2,2,1,7,4,11
PUNATA,"violencia, hechos de transito y accidentes",accidentes,2011-02-01,1,2,6,6,5,2,20,9,34,16,10,11,76,46,122
QUILLACOLLO,"violencia, hechos de transito y accidentes",accidentes,2011-02-01,0,0,1,0,0,0,3,0,3,1,1,0,8,1,9
QUIME,"violencia, hechos de transito y accidentes",accidentes,2011-02-01,0,0,0,0,0,0,0,0,2,1,1,0,3,1,4
ROBORE,"violencia, hechos de transito y accidentes",accidentes,2011-02-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
RURRENABAQUE,"violencia, hechos de transito y accidentes",accidentes,2011-02-01,0,0,3,4,3,2,1,0,9,3,0,0,16,9,25
SACABA,"violencia, hechos de transito y accidentes",accidentes,2011-02-01,4,0,17,14,23,10,28,17,67,44,11,9,150,94,244
SAIPINA,"violencia, hechos de transito y accidentes",accidentes,2011-02-01,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
SAN ANDRES DE MACHACA,"violencia, hechos de transito y accidentes",accidentes,2011-02-01,0,0,1,0,0,0,0,0,4,2,5,3,10,5,15
SAN BENITO,"violencia, hechos de transito y accidentes",accidentes,2011-02-01,1,0,1,2,2,1,0,4,4,2,3,3,11,12,23
SAN BORJA,"violencia, hechos de transito y accidentes",accidentes,2011-02-01,0,0,0,0,0,0,1,0,1,0,0,0,2,0,2
SAN BUENA VENTURA,"violencia, hechos de transito y accidentes",accidentes,2011-02-01,0,0,0,2,0,0,3,0,4,1,1,2,8,5,13
SAN IGNACIO,"violencia, hechos de transito y accidentes",accidentes,2011-02-01,0,0,1,0,1,2,3,1,3,0,1,0,9,3,12
SAN IGNACIO DE VELASCO,"violencia, hechos de transito y accidentes",accidentes,2011-02-01,1,1,4,7,8,4,11,2,15,10,6,6,45,30,75
SAN JAVIER(STC),"violencia, hechos de transito y accidentes",accidentes,2011-02-01,1,0,0,0,0,0,0,1,2,1,0,0,3,2,5
SAN JOSE DE CHIQUITOS,"violencia, hechos de transito y accidentes",accidentes,2011-02-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
SAN JULIAN,"violencia, hechos de transito y accidentes",accidentes,2011-02-01,0,1,10,3,3,6,9,1,24,5,0,0,46,16,62
SAN LUCAS,"violencia, hechos de transito y accidentes",accidentes,2011-02-01,0,0,1,0,0,0,0,1,1,0,0,0,2,1,3
SAN MIGUEL DE VELASCO,"violencia, hechos de transito y accidentes",accidentes,2011-02-01,0,0,3,3,2,0,2,2,10,2,0,0,17,7,24
SAN RAFAEL,"violencia, hechos de transito y accidentes",accidentes,2011-02-01,0,0,1,0,0,1,1,0,3,2,1,0,6,3,9
SANTA CRUZ DE LA SIERRA,"violencia, hechos de transito y accidentes",accidentes,2011-02-01,10,4,54,28,51,33,80,42,198,139,47,28,440,274,714
SANTIVAÑES,"violencia, hechos de transito y accidentes",accidentes,2011-02-01,0,0,2,3,0,1,3,1,4,0,2,0,11,5,16
SANTUARIO DE QUILLACAS,"violencia, hechos de transito y accidentes",accidentes,2011-02-01,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2
SIPE SIPE,"violencia, hechos de transito y accidentes",accidentes,2011-02-01,0,0,0,2,0,0,0,0,1,0,0,0,1,2,3
SORATA,"violencia, hechos de transito y accidentes",accidentes,2011-02-01,0,0,0,0,0,0,2,0,4,0,1,0,7,0,7
SUCRE,"violencia, hechos de transito y accidentes",accidentes,2011-02-01,5,10,54,31,41,24,116,61,301,129,125,20,642,275,917
TARABUCO,"violencia, hechos de transito y accidentes",accidentes,2011-02-01,0,0,0,0,0,0,0,2,5,0,2,2,7,4,11
TARIJA,"violencia, hechos de transito y accidentes",accidentes,2011-02-01,2,0,1,1,2,1,9,5,20,12,1,1,35,20,55
TIAWANACU,"violencia, hechos de transito y accidentes",accidentes,2011-02-01,0,0,0,0,0,0,0,1,0,3,0,0,0,4,4
TOLEDO,"violencia, hechos de transito y accidentes",accidentes,2011-02-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
TORO TORO,"violencia, hechos de transito y accidentes",accidentes,2011-02-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
TRINIDAD,"violencia, hechos de transito y accidentes",accidentes,2011-02-01,0,0,0,0,0,0,3,3,4,2,0,3,7,8,15
TUPIZA,"violencia, hechos de transito y accidentes",accidentes,2011-02-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
UYUNI,"violencia, hechos de transito y accidentes",accidentes,2011-02-01,0,0,0,0,0,1,0,0,1,0,0,1,1,2,3
VACAS,"violencia, hechos de transito y accidentes",accidentes,2011-02-01,0,0,0,0,1,0,1,0,2,0,0,1,4,1,5
VIACHA,"violencia, hechos de transito y accidentes",accidentes,2011-02-01,4,1,10,5,4,10,12,6,25,23,3,5,58,50,108
VILLA RIVERO,"violencia, hechos de transito y accidentes",accidentes,2011-02-01,0,0,0,0,0,0,0,0,4,1,0,1,4,2,6
VILLA TUNARI,"violencia, hechos de transito y accidentes",accidentes,2011-02-01,0,3,7,11,3,1,30,9,67,42,5,10,112,76,188
WARNES,"violencia, hechos de transito y accidentes",accidentes,2011-02-01,0,0,2,1,3,1,0,1,1,1,0,0,6,4,10
YACUIBA,"violencia, hechos de transito y accidentes",accidentes,2011-02-01,0,0,3,1,0,1,3,1,7,5,1,0,14,8,22
YANACACHI,"violencia, hechos de transito y accidentes",accidentes,2011-02-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
YAPACANI,"violencia, hechos de transito y accidentes",accidentes,2011-02-01,1,0,1,3,2,1,2,3,7,4,2,0,15,11,26
YUNCHARA,"violencia, hechos de transito y accidentes",accidentes,2011-02-01,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
ACHACACHI,"violencia, hechos de transito y accidentes",accidentes,2011-03-01,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
ALALAY,"violencia, hechos de transito y accidentes",accidentes,2011-03-01,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
ANCORAIMES,"violencia, hechos de transito y accidentes",accidentes,2011-03-01,0,1,1,0,0,0,0,0,1,0,0,0,2,1,3
ASCENCION DE GUARAYOS,"violencia, hechos de transito y accidentes",accidentes,2011-03-01,0,1,3,6,3,1,5,0,3,3,0,0,14,11,25
AYO AYO,"violencia, hechos de transito y accidentes",accidentes,2011-03-01,0,0,2,2,0,3,3,1,2,1,0,0,7,7,14
BERMEJO,"violencia, hechos de transito y accidentes",accidentes,2011-03-01,0,0,0,2,0,0,0,0,2,0,0,0,2,2,4
BOLPEBRA,"violencia, hechos de transito y accidentes",accidentes,2011-03-01,0,0,0,0,0,0,0,0,1,1,1,1,2,2,4
BOYUIBE,"violencia, hechos de transito y accidentes",accidentes,2011-03-01,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
CAJUATA,"violencia, hechos de transito y accidentes",accidentes,2011-03-01,0,0,0,0,0,0,1,0,1,0,0,0,2,0,2
CALAMARCA,"violencia, hechos de transito y accidentes",accidentes,2011-03-01,0,0,1,1,0,0,0,1,0,0,1,0,2,2,4
