municipality,group,variable,month,TOTAL
ALCALA,eventos - notificacion inmediata parte i,helada/granizo/nevada,2021-01-01,2.0
ARQUE,eventos - notificacion inmediata parte i,helada/granizo/nevada,2021-01-01,467.0
CAQUIAVIRI,eventos - notificacion inmediata parte i,helada/granizo/nevada,2021-01-01,41.0
CARIPUYO,eventos - notificacion inmediata parte i,helada/granizo/nevada,2021-01-01,703.0
CHUQUIHUTA AYLLU JUCUMANI,eventos - notificacion inmediata parte i,helada/granizo/nevada,2021-01-01,1.0
CORO CORO,eventos - notificacion inmediata parte i,helada/granizo/nevada,2021-01-01,114.0
ICLA,eventos - notificacion inmediata parte i,helada/granizo/nevada,2021-01-01,92.0
LAS CARRERAS,eventos - notificacion inmediata parte i,helada/granizo/nevada,2021-01-01,134.0
POROMA,eventos - notificacion inmediata parte i,helada/granizo/nevada,2021-01-01,137.0
SAN LUCAS,eventos - notificacion inmediata parte i,helada/granizo/nevada,2021-01-01,601.0
SOPACHUY,eventos - notificacion inmediata parte i,helada/granizo/nevada,2021-01-01,46.0
SUCRE,eventos - notificacion inmediata parte i,helada/granizo/nevada,2021-01-01,31.0
VILLAZON,eventos - notificacion inmediata parte i,helada/granizo/nevada,2021-01-01,24.0
ZUDAÑEZ,eventos - notificacion inmediata parte i,helada/granizo/nevada,2021-01-01,270.0
ANZALDO,eventos - notificacion inmediata parte i,helada/granizo/nevada,2021-02-01,349.0
CHUMA,eventos - notificacion inmediata parte i,helada/granizo/nevada,2021-02-01,181.0
COTAGAITA,eventos - notificacion inmediata parte i,helada/granizo/nevada,2021-02-01,128.0
ICLA,eventos - notificacion inmediata parte i,helada/granizo/nevada,2021-02-01,23.0
PADILLA,eventos - notificacion inmediata parte i,helada/granizo/nevada,2021-02-01,179.0
SUCRE,eventos - notificacion inmediata parte i,helada/granizo/nevada,2021-02-01,31.0
TOMINA,eventos - notificacion inmediata parte i,helada/granizo/nevada,2021-02-01,8.0
ANZALDO,eventos - notificacion inmediata parte i,helada/granizo/nevada,2021-03-01,7.0
CARIPUYO,eventos - notificacion inmediata parte i,helada/granizo/nevada,2021-03-01,1.0
CKOCHAS,eventos - notificacion inmediata parte i,helada/granizo/nevada,2021-03-01,63.0
CULPINA,eventos - notificacion inmediata parte i,helada/granizo/nevada,2021-03-01,37.0
LA PAZ,eventos - notificacion inmediata parte i,helada/granizo/nevada,2021-03-01,1.0
LAS CARRERAS,eventos - notificacion inmediata parte i,helada/granizo/nevada,2021-03-01,62.0
POROMA,eventos - notificacion inmediata parte i,helada/granizo/nevada,2021-03-01,16.0
SAN LUCAS,eventos - notificacion inmediata parte i,helada/granizo/nevada,2021-03-01,177.0
TINGUIPAYA,eventos - notificacion inmediata parte i,helada/granizo/nevada,2021-03-01,1.0
VILLA CHARCAS,eventos - notificacion inmediata parte i,helada/granizo/nevada,2021-03-01,697.0
