,group,variable,month,Dentro,Dentro,Fuera,Fuera,TOTALES,TOTALES,TOTALES
,,,,MASCULINO,FEMENINO,MASCULINO,FEMENINO,TOTAL-M,TOTAL-F,TOTAL
municipality,,,,,,,,,,
ACHACACHI,mortalidad,otras muertes en mayores de 5 anos,2013-01-01,0,0,4,2,4,2,6
ACHOCALLA,mortalidad,otras muertes en mayores de 5 anos,2013-01-01,0,0,1,1,1,1,2
AIQUILE,mortalidad,otras muertes en mayores de 5 anos,2013-01-01,2,0,0,0,2,0,2
ALTO BENI,mortalidad,otras muertes en mayores de 5 anos,2013-01-01,0,0,1,0,1,0,1
ANCORAIMES,mortalidad,otras muertes en mayores de 5 anos,2013-01-01,0,0,1,1,1,1,2
ANDAMARCA,mortalidad,otras muertes en mayores de 5 anos,2013-01-01,0,0,0,2,0,2,2
APOLO,mortalidad,otras muertes en mayores de 5 anos,2013-01-01,0,0,3,3,3,3,6
ARAMPAMPA,mortalidad,otras muertes en mayores de 5 anos,2013-01-01,0,0,1,0,1,0,1
ASCENCION DE GUARAYOS,mortalidad,otras muertes en mayores de 5 anos,2013-01-01,2,1,1,0,3,1,4
AYO AYO,mortalidad,otras muertes en mayores de 5 anos,2013-01-01,0,0,1,0,1,0,1
AYOPAYA (V. DE INDEPENDENCIA),mortalidad,otras muertes en mayores de 5 anos,2013-01-01,2,0,1,0,3,0,3
BATALLAS,mortalidad,otras muertes en mayores de 5 anos,2013-01-01,0,0,1,3,1,3,4
BETANZOS,mortalidad,otras muertes en mayores de 5 anos,2013-01-01,0,0,2,3,2,3,5
"CAIZA ""D""",mortalidad,otras muertes en mayores de 5 anos,2013-01-01,0,0,0,2,0,2,2
CAJUATA,mortalidad,otras muertes en mayores de 5 anos,2013-01-01,0,0,2,1,2,1,3
CALAMARCA,mortalidad,otras muertes en mayores de 5 anos,2013-01-01,0,0,0,3,0,3,3
CAMARGO,mortalidad,otras muertes en mayores de 5 anos,2013-01-01,2,1,0,0,2,1,3
CAMIRI,mortalidad,otras muertes en mayores de 5 anos,2013-01-01,4,0,2,2,6,2,8
CARACOLLO,mortalidad,otras muertes en mayores de 5 anos,2013-01-01,0,0,1,0,1,0,1
CARANAVI,mortalidad,otras muertes en mayores de 5 anos,2013-01-01,1,3,2,0,3,3,6
CARAPARI,mortalidad,otras muertes en mayores de 5 anos,2013-01-01,1,0,2,0,3,0,3
CARIPUYO,mortalidad,otras muertes en mayores de 5 anos,2013-01-01,0,0,0,1,0,1,1
CHALLAPATA,mortalidad,otras muertes en mayores de 5 anos,2013-01-01,1,0,6,12,7,12,19
CHAQUI,mortalidad,otras muertes en mayores de 5 anos,2013-01-01,0,0,0,1,0,1,1
CHIMORE,mortalidad,otras muertes en mayores de 5 anos,2013-01-01,0,0,4,0,4,0,4
CHUMA,mortalidad,otras muertes en mayores de 5 anos,2013-01-01,0,1,1,3,1,4,5
CLIZA,mortalidad,otras muertes en mayores de 5 anos,2013-01-01,0,0,1,0,1,0,1
COBIJA,mortalidad,otras muertes en mayores de 5 anos,2013-01-01,2,4,0,0,2,4,6
COCHABAMBA,mortalidad,otras muertes en mayores de 5 anos,2013-01-01,31,35,2,2,33,37,70
COLLANA,mortalidad,otras muertes en mayores de 5 anos,2013-01-01,0,0,0,2,0,2,2
COLOMI,mortalidad,otras muertes en mayores de 5 anos,2013-01-01,0,0,3,7,3,7,10
COLPA BELGICA,mortalidad,otras muertes en mayores de 5 anos,2013-01-01,0,0,1,0,1,0,1
COLQUECHACA,mortalidad,otras muertes en mayores de 5 anos,2013-01-01,0,0,2,1,2,1,3
COMARAPA,mortalidad,otras muertes en mayores de 5 anos,2013-01-01,0,0,1,2,1,2,3
CONCEPCION,mortalidad,otras muertes en mayores de 5 anos,2013-01-01,2,1,1,0,3,1,4
COPACABANA,mortalidad,otras muertes en mayores de 5 anos,2013-01-01,0,0,2,2,2,2,4
CORIPATA,mortalidad,otras muertes en mayores de 5 anos,2013-01-01,0,0,1,0,1,0,1
COROICO,mortalidad,otras muertes en mayores de 5 anos,2013-01-01,1,0,2,0,3,0,3
CORQUE,mortalidad,otras muertes en mayores de 5 anos,2013-01-01,0,0,2,1,2,1,3
COTAGAITA,mortalidad,otras muertes en mayores de 5 anos,2013-01-01,0,0,2,0,2,0,2
COTOCA,mortalidad,otras muertes en mayores de 5 anos,2013-01-01,0,0,3,5,3,5,8
CUATRO CAÑADAS,mortalidad,otras muertes en mayores de 5 anos,2013-01-01,0,0,2,1,2,1,3
CUEVO,mortalidad,otras muertes en mayores de 5 anos,2013-01-01,0,0,2,0,2,0,2
CULPINA,mortalidad,otras muertes en mayores de 5 anos,2013-01-01,1,0,0,0,1,0,1
CURVA,mortalidad,otras muertes en mayores de 5 anos,2013-01-01,0,0,0,1,0,1,1
EL ALTO,mortalidad,otras muertes en mayores de 5 anos,2013-01-01,22,16,37,35,59,51,110
EL PUENTE(TJA),mortalidad,otras muertes en mayores de 5 anos,2013-01-01,0,0,0,1,0,1,1
EL TORNO,mortalidad,otras muertes en mayores de 5 anos,2013-01-01,3,3,4,2,7,5,12
EL VILLAR,mortalidad,otras muertes en mayores de 5 anos,2013-01-01,0,0,0,1,0,1,1
ENTRE RIOS TRJ,mortalidad,otras muertes en mayores de 5 anos,2013-01-01,2,0,0,0,2,0,2
ENTRE RIOS CBBA,mortalidad,otras muertes en mayores de 5 anos,2013-01-01,0,0,0,2,0,2,2
ESCOMA,mortalidad,otras muertes en mayores de 5 anos,2013-01-01,0,0,0,1,0,1,1
FERNANDEZ ALONSO,mortalidad,otras muertes en mayores de 5 anos,2013-01-01,1,0,0,1,1,1,2
GRAL. J.J. PEREZ (CHARAZANI),mortalidad,otras muertes en mayores de 5 anos,2013-01-01,0,0,0,1,0,1,1
GUANAY,mortalidad,otras muertes en mayores de 5 anos,2013-01-01,0,0,3,0,3,0,3
GUAQUI,mortalidad,otras muertes en mayores de 5 anos,2013-01-01,0,0,2,2,2,2,4
GUAYARAMERIN,mortalidad,otras muertes en mayores de 5 anos,2013-01-01,4,1,2,1,6,2,8
HUACARETA,mortalidad,otras muertes en mayores de 5 anos,2013-01-01,0,0,0,1,0,1,1
HUANUNI,mortalidad,otras muertes en mayores de 5 anos,2013-01-01,0,0,5,4,5,4,9
HUARINA,mortalidad,otras muertes en mayores de 5 anos,2013-01-01,0,0,0,5,0,5,5
HUATAJATA,mortalidad,otras muertes en mayores de 5 anos,2013-01-01,0,0,0,4,0,4,4
HUMANATA,mortalidad,otras muertes en mayores de 5 anos,2013-01-01,0,0,2,0,2,0,2
ICLA,mortalidad,otras muertes en mayores de 5 anos,2013-01-01,0,0,3,2,3,2,5
INQUISIVI,mortalidad,otras muertes en mayores de 5 anos,2013-01-01,0,0,1,0,1,0,1
IRUPANA (VILLA DE LANZA),mortalidad,otras muertes en mayores de 5 anos,2013-01-01,0,0,1,0,1,0,1
JESUS DE MACHACA,mortalidad,otras muertes en mayores de 5 anos,2013-01-01,0,0,4,1,4,1,5
LA ASUNTA,mortalidad,otras muertes en mayores de 5 anos,2013-01-01,1,0,0,2,1,2,3
LA GUARDIA,mortalidad,otras muertes en mayores de 5 anos,2013-01-01,0,0,1,3,1,3,4
LA PAZ,mortalidad,otras muertes en mayores de 5 anos,2013-01-01,114,95,75,105,189,200,389
LAJA,mortalidad,otras muertes en mayores de 5 anos,2013-01-01,0,0,0,2,0,2,2
LAS CARRERAS,mortalidad,otras muertes en mayores de 5 anos,2013-01-01,0,0,2,0,2,0,2
LICOMA PAMPA,mortalidad,otras muertes en mayores de 5 anos,2013-01-01,1,0,0,0,1,0,1
LLALLAGUA,mortalidad,otras muertes en mayores de 5 anos,2013-01-01,2,1,2,6,4,7,11
LURIBAY,mortalidad,otras muertes en mayores de 5 anos,2013-01-01,0,0,2,0,2,0,2
MACHARETI,mortalidad,otras muertes en mayores de 5 anos,2013-01-01,0,0,1,1,1,1,2
MAIRANA,mortalidad,otras muertes en mayores de 5 anos,2013-01-01,0,0,4,1,4,1,5
MAPIRI,mortalidad,otras muertes en mayores de 5 anos,2013-01-01,0,0,1,0,1,0,1
MINEROS,mortalidad,otras muertes en mayores de 5 anos,2013-01-01,0,0,2,0,2,0,2
MOCOMOCO,mortalidad,otras muertes en mayores de 5 anos,2013-01-01,0,0,1,0,1,0,1
MOJOCOYA,mortalidad,otras muertes en mayores de 5 anos,2013-01-01,0,0,0,1,0,1,1
MONTEAGUDO,mortalidad,otras muertes en mayores de 5 anos,2013-01-01,3,0,4,0,7,0,7
MONTERO,mortalidad,otras muertes en mayores de 5 anos,2013-01-01,1,2,6,3,7,5,12
MORO MORO,mortalidad,otras muertes en mayores de 5 anos,2013-01-01,0,0,1,0,1,0,1
OCURI,mortalidad,otras muertes en mayores de 5 anos,2013-01-01,0,0,0,1,0,1,1
ORURO,mortalidad,otras muertes en mayores de 5 anos,2013-01-01,5,11,0,1,5,12,17
PADCAYA,mortalidad,otras muertes en mayores de 5 anos,2013-01-01,0,0,1,1,1,1,2
PADILLA,mortalidad,otras muertes en mayores de 5 anos,2013-01-01,1,1,1,2,2,3,5
PAILON,mortalidad,otras muertes en mayores de 5 anos,2013-01-01,0,0,1,1,1,1,2
PALCA,mortalidad,otras muertes en mayores de 5 anos,2013-01-01,0,0,6,0,6,0,6
PALOS BLANCOS,mortalidad,otras muertes en mayores de 5 anos,2013-01-01,1,0,4,4,5,4,9
PAMPA GRANDE,mortalidad,otras muertes en mayores de 5 anos,2013-01-01,0,0,2,1,2,1,3
PAPEL PAMPA,mortalidad,otras muertes en mayores de 5 anos,2013-01-01,0,0,1,0,1,0,1
PATACAMAYA,mortalidad,otras muertes en mayores de 5 anos,2013-01-01,0,0,3,1,3,1,4
PELECHUCO,mortalidad,otras muertes en mayores de 5 anos,2013-01-01,0,0,2,0,2,0,2
PORTACHUELO,mortalidad,otras muertes en mayores de 5 anos,2013-01-01,2,1,1,2,3,3,6
POSTRER VALLE,mortalidad,otras muertes en mayores de 5 anos,2013-01-01,0,0,1,2,1,2,3
POTOSI,mortalidad,otras muertes en mayores de 5 anos,2013-01-01,24,20,0,0,24,20,44
PUCARA,mortalidad,otras muertes en mayores de 5 anos,2013-01-01,0,0,1,0,1,0,1
PUCARANI,mortalidad,otras muertes en mayores de 5 anos,2013-01-01,0,0,2,1,2,1,3
PUERTO ACOSTA,mortalidad,otras muertes en mayores de 5 anos,2013-01-01,0,0,2,2,2,2,4
PUERTO CARABUCO,mortalidad,otras muertes en mayores de 5 anos,2013-01-01,0,0,1,0,1,0,1
PUERTO PEREZ,mortalidad,otras muertes en mayores de 5 anos,2013-01-01,0,0,1,0,1,0,1
PUERTO SUAREZ,mortalidad,otras muertes en mayores de 5 anos,2013-01-01,1,0,2,1,3,1,4
PUERTO VILLARROEL,mortalidad,otras muertes en mayores de 5 anos,2013-01-01,3,1,2,2,5,3,8
PUNA,mortalidad,otras muertes en mayores de 5 anos,2013-01-01,0,0,6,0,6,0,6
PUNATA,mortalidad,otras muertes en mayores de 5 anos,2013-01-01,1,1,9,9,10,10,20
QUILLACOLLO,mortalidad,otras muertes en mayores de 5 anos,2013-01-01,0,0,2,2,2,2,4
QUIME,mortalidad,otras muertes en mayores de 5 anos,2013-01-01,0,0,1,1,1,1,2
RIBERALTA,mortalidad,otras muertes en mayores de 5 anos,2013-01-01,13,6,9,3,22,9,31
ROBORE,mortalidad,otras muertes en mayores de 5 anos,2013-01-01,0,1,1,1,1,2,3
RURRENABAQUE,mortalidad,otras muertes en mayores de 5 anos,2013-01-01,0,1,1,0,1,1,2
SACABA,mortalidad,otras muertes en mayores de 5 anos,2013-01-01,0,0,7,6,7,6,13
SAIPINA,mortalidad,otras muertes en mayores de 5 anos,2013-01-01,0,0,1,0,1,0,1
SAMAIPATA,mortalidad,otras muertes en mayores de 5 anos,2013-01-01,0,1,3,0,3,1,4
SAN ANDRES,mortalidad,otras muertes en mayores de 5 anos,2013-01-01,0,0,0,1,0,1,1
SAN CARLOS,mortalidad,otras muertes en mayores de 5 anos,2013-01-01,0,0,5,7,5,7,12
SAN IGNACIO DE VELASCO,mortalidad,otras muertes en mayores de 5 anos,2013-01-01,0,1,1,4,1,5,6
SAN JAVIER(STC),mortalidad,otras muertes en mayores de 5 anos,2013-01-01,0,0,1,0,1,0,1
SAN JOSE DE CHIQUITOS,mortalidad,otras muertes en mayores de 5 anos,2013-01-01,0,1,16,6,16,7,23
SAN JULIAN,mortalidad,otras muertes en mayores de 5 anos,2013-01-01,0,0,3,0,3,0,3
SAN LUCAS,mortalidad,otras muertes en mayores de 5 anos,2013-01-01,0,0,0,2,0,2,2
SAN MIGUEL DE VELASCO,mortalidad,otras muertes en mayores de 5 anos,2013-01-01,0,0,1,2,1,2,3
SAN PEDRO,mortalidad,otras muertes en mayores de 5 anos,2013-01-01,1,0,0,0,1,0,1
SAN PEDRO DE BUENA VISTA,mortalidad,otras muertes en mayores de 5 anos,2013-01-01,0,0,1,0,1,0,1
SAN PEDRO DE CURAHUARA,mortalidad,otras muertes en mayores de 5 anos,2013-01-01,0,0,0,1,0,1,1
SAN PEDRO DE TIQUINA,mortalidad,otras muertes en mayores de 5 anos,2013-01-01,0,0,2,1,2,1,3
SANTA ANA,mortalidad,otras muertes en mayores de 5 anos,2013-01-01,1,0,2,1,3,1,4
SANTA CRUZ DE LA SIERRA,mortalidad,otras muertes en mayores de 5 anos,2013-01-01,107,111,26,22,133,133,266
SANTA ROSA DEL SARA,mortalidad,otras muertes en mayores de 5 anos,2013-01-01,0,0,0,2,0,2,2
SAPAHAQUI,mortalidad,otras muertes en mayores de 5 anos,2013-01-01,0,0,1,0,1,0,1
SICA SICA (VILLA AROMA),mortalidad,otras muertes en mayores de 5 anos,2013-01-01,0,0,7,4,7,4,11
SORATA,mortalidad,otras muertes en mayores de 5 anos,2013-01-01,0,0,3,0,3,0,3
SUCRE,mortalidad,otras muertes en mayores de 5 anos,2013-01-01,32,22,5,2,37,24,61
TACACOMA,mortalidad,otras muertes en mayores de 5 anos,2013-01-01,0,0,3,0,3,0,3
TACOBAMBA,mortalidad,otras muertes en mayores de 5 anos,2013-01-01,0,0,1,0,1,0,1
TARABUCO,mortalidad,otras muertes en mayores de 5 anos,2013-01-01,2,0,1,2,3,2,5
TARACO,mortalidad,otras muertes en mayores de 5 anos,2013-01-01,0,0,1,2,1,2,3
TARATA,mortalidad,otras muertes en mayores de 5 anos,2013-01-01,0,0,3,1,3,1,4
TARIJA,mortalidad,otras muertes en mayores de 5 anos,2013-01-01,20,25,9,1,29,26,55
TARVITA,mortalidad,otras muertes en mayores de 5 anos,2013-01-01,1,0,0,0,1,0,1
TEOPONTE,mortalidad,otras muertes en mayores de 5 anos,2013-01-01,0,0,0,1,0,1,1
TINGUIPAYA,mortalidad,otras muertes en mayores de 5 anos,2013-01-01,0,0,1,0,1,0,1
TIPUANI,mortalidad,otras muertes en mayores de 5 anos,2013-01-01,2,0,1,1,3,1,4
TIRAQUE (CBBA),mortalidad,otras muertes en mayores de 5 anos,2013-01-01,0,1,0,0,0,1,1
TITO YUPANQUI (PARQUIPUJIO),mortalidad,otras muertes en mayores de 5 anos,2013-01-01,0,0,0,1,0,1,1
TOLATA,mortalidad,otras muertes en mayores de 5 anos,2013-01-01,0,0,0,2,0,2,2
TOLEDO,mortalidad,otras muertes en mayores de 5 anos,2013-01-01,0,0,0,1,0,1,1
TOMAVE,mortalidad,otras muertes en mayores de 5 anos,2013-01-01,0,0,1,0,1,0,1
TRIGAL,mortalidad,otras muertes en mayores de 5 anos,2013-01-01,0,0,1,0,1,0,1
TRINIDAD,mortalidad,otras muertes en mayores de 5 anos,2013-01-01,6,6,7,14,13,20,33
UMALA,mortalidad,otras muertes en mayores de 5 anos,2013-01-01,0,0,1,0,1,0,1
UNCIA,mortalidad,otras muertes en mayores de 5 anos,2013-01-01,0,0,1,0,1,0,1
URUBICHA,mortalidad,otras muertes en mayores de 5 anos,2013-01-01,0,0,1,1,1,1,2
UYUNI,mortalidad,otras muertes en mayores de 5 anos,2013-01-01,1,0,3,3,4,3,7
VACAS,mortalidad,otras muertes en mayores de 5 anos,2013-01-01,0,0,2,4,2,4,6
