,group,variable,month,Dentro,Dentro,Fuera,Fuera,TOTALES,TOTALES,TOTALES
EUCALIPTUS,mortalidad,muerte menor de 1 ano,2013-05-01,0,0,0,2,0,2,2
LA GUARDIA,mortalidad,muerte menor de 1 ano,2013-05-01,0,0,0,1,0,1,1
LA PAZ,mortalidad,muerte menor de 1 ano,2013-05-01,14,11,4,0,18,11,29
ORURO,mortalidad,muerte menor de 1 ano,2013-05-01,1,0,0,0,1,0,1
PAPEL PAMPA,mortalidad,muerte menor de 1 ano,2013-05-01,0,0,0,1,0,1,1
POCOATA,mortalidad,muerte menor de 1 ano,2013-05-01,0,0,0,1,0,1,1
PORTACHUELO,mortalidad,muerte menor de 1 ano,2013-05-01,0,1,0,0,0,1,1
POTOSI,mortalidad,muerte menor de 1 ano,2013-05-01,5,7,0,0,5,7,12
PRESTO,mortalidad,muerte menor de 1 ano,2013-05-01,0,0,1,0,1,0,1
PUNA,mortalidad,muerte menor de 1 ano,2013-05-01,0,0,1,0,1,0,1
RAVELO,mortalidad,muerte menor de 1 ano,2013-05-01,0,0,1,0,1,0,1
RIBERALTA,mortalidad,muerte menor de 1 ano,2013-05-01,1,3,0,0,1,3,4
RURRENABAQUE,mortalidad,muerte menor de 1 ano,2013-05-01,2,0,0,0,2,0,2
SACABA,mortalidad,muerte menor de 1 ano,2013-05-01,0,0,1,1,1,1,2
SACACA,mortalidad,muerte menor de 1 ano,2013-05-01,0,0,1,0,1,0,1
SAN ANDRES DE MACHACA,mortalidad,muerte menor de 1 ano,2013-05-01,0,0,1,0,1,0,1
SAN IGNACIO DE VELASCO,mortalidad,muerte menor de 1 ano,2013-05-01,0,1,0,1,0,2,2
SAN LUCAS,mortalidad,muerte menor de 1 ano,2013-05-01,0,0,0,1,0,1,1
SAN PEDRO DE BUENA VISTA,mortalidad,muerte menor de 1 ano,2013-05-01,0,0,0,1,0,1,1
SANTA CRUZ DE LA SIERRA,mortalidad,muerte menor de 1 ano,2013-05-01,4,1,1,1,5,2,7
SUCRE,mortalidad,muerte menor de 1 ano,2013-05-01,6,1,0,0,6,1,7
TARIJA,mortalidad,muerte menor de 1 ano,2013-05-01,1,0,0,0,1,0,1
UYUNI,mortalidad,muerte menor de 1 ano,2013-05-01,1,0,1,0,2,0,2
VIACHA,mortalidad,muerte menor de 1 ano,2013-05-01,0,0,0,3,0,3,3
VILLA SERRANO,mortalidad,muerte menor de 1 ano,2013-05-01,0,0,1,0,1,0,1
VILLAZON,mortalidad,muerte menor de 1 ano,2013-05-01,1,0,0,0,1,0,1
ANCORAIMES,mortalidad,muerte menor de 1 ano,2013-06-01,0,0,0,1,0,1,1
ARQUE,mortalidad,muerte menor de 1 ano,2013-06-01,0,0,0,1,0,1,1
BETANZOS,mortalidad,muerte menor de 1 ano,2013-06-01,0,0,1,1,1,1,2
CKOCHAS,mortalidad,muerte menor de 1 ano,2013-06-01,1,0,1,0,2,0,2
COCHABAMBA,mortalidad,muerte menor de 1 ano,2013-06-01,8,7,0,2,8,9,17
"COLCHA ""K""",mortalidad,muerte menor de 1 ano,2013-06-01,0,0,1,0,1,0,1
COLQUECHACA,mortalidad,muerte menor de 1 ano,2013-06-01,0,0,3,0,3,0,3
COLQUENCHA,mortalidad,muerte menor de 1 ano,2013-06-01,0,0,0,1,0,1,1
COPACABANA,mortalidad,muerte menor de 1 ano,2013-06-01,0,0,1,0,1,0,1
COTAGAITA,mortalidad,muerte menor de 1 ano,2013-06-01,0,0,2,0,2,0,2
EL ALTO,mortalidad,muerte menor de 1 ano,2013-06-01,9,3,4,5,13,8,21
FERNANDEZ ALONSO,mortalidad,muerte menor de 1 ano,2013-06-01,0,0,1,0,1,0,1
GUAYARAMERIN,mortalidad,muerte menor de 1 ano,2013-06-01,1,1,0,0,1,1,2
HUANUNI,mortalidad,muerte menor de 1 ano,2013-06-01,1,0,0,0,1,0,1
INGAVI (HUMAITA),mortalidad,muerte menor de 1 ano,2013-06-01,0,0,0,1,0,1,1
JESUS DE MACHACA,mortalidad,muerte menor de 1 ano,2013-06-01,1,0,0,0,1,0,1
LA GUARDIA,mortalidad,muerte menor de 1 ano,2013-06-01,0,0,0,1,0,1,1
LA PAZ,mortalidad,muerte menor de 1 ano,2013-06-01,13,8,0,1,13,9,22
LLALLAGUA,mortalidad,muerte menor de 1 ano,2013-06-01,0,0,1,0,1,0,1
OCURI,mortalidad,muerte menor de 1 ano,2013-06-01,0,0,0,1,0,1,1
POTOSI,mortalidad,muerte menor de 1 ano,2013-06-01,1,2,0,0,1,2,3
RAVELO,mortalidad,muerte menor de 1 ano,2013-06-01,0,0,1,0,1,0,1
RIBERALTA,mortalidad,muerte menor de 1 ano,2013-06-01,3,0,0,0,3,0,3
ROBORE,mortalidad,muerte menor de 1 ano,2013-06-01,1,0,0,0,1,0,1
SACABA,mortalidad,muerte menor de 1 ano,2013-06-01,0,2,0,1,0,3,3
SAN BENITO,mortalidad,muerte menor de 1 ano,2013-06-01,0,0,1,0,1,0,1
SAN BORJA,mortalidad,muerte menor de 1 ano,2013-06-01,0,2,0,0,0,2,2
SAN IGNACIO DE VELASCO,mortalidad,muerte menor de 1 ano,2013-06-01,2,0,0,0,2,0,2
SAN JULIAN,mortalidad,muerte menor de 1 ano,2013-06-01,0,2,0,0,0,2,2
SANTA CRUZ DE LA SIERRA,mortalidad,muerte menor de 1 ano,2013-06-01,5,2,0,0,5,2,7
SUCRE,mortalidad,muerte menor de 1 ano,2013-06-01,9,2,0,0,9,2,11
TARACO,mortalidad,muerte menor de 1 ano,2013-06-01,0,0,0,1,0,1,1
TARIJA,mortalidad,muerte menor de 1 ano,2013-06-01,4,0,0,0,4,0,4
TRINIDAD,mortalidad,muerte menor de 1 ano,2013-06-01,0,1,0,0,0,1,1
TUPIZA,mortalidad,muerte menor de 1 ano,2013-06-01,0,0,1,0,1,0,1
UNCIA,mortalidad,muerte menor de 1 ano,2013-06-01,0,0,0,2,0,2,2
UYUNI,mortalidad,muerte menor de 1 ano,2013-06-01,0,0,0,1,0,1,1
VILLA CHARCAS,mortalidad,muerte menor de 1 ano,2013-06-01,0,2,0,0,0,2,2
VILLAZON,mortalidad,muerte menor de 1 ano,2013-06-01,0,0,1,1,1,1,2
YACUIBA,mortalidad,muerte menor de 1 ano,2013-06-01,1,0,0,0,1,0,1
YOCALLA,mortalidad,muerte menor de 1 ano,2013-06-01,0,0,1,0,1,0,1
ACHACACHI,mortalidad,muerte menor de 1 ano,2013-07-01,0,2,1,0,1,2,3
APOLO,mortalidad,muerte menor de 1 ano,2013-07-01,1,0,0,0,1,0,1
ARAMPAMPA,mortalidad,muerte menor de 1 ano,2013-07-01,0,0,1,0,1,0,1
AYO AYO,mortalidad,muerte menor de 1 ano,2013-07-01,0,0,1,0,1,0,1
CAMATAQUI (C. VILLA ABECIA),mortalidad,muerte menor de 1 ano,2013-07-01,0,0,0,1,0,1,1
CARIPUYO,mortalidad,muerte menor de 1 ano,2013-07-01,0,0,1,1,1,1,2
CHARAÑA,mortalidad,muerte menor de 1 ano,2013-07-01,0,0,1,0,1,0,1
CHAYANTA,mortalidad,muerte menor de 1 ano,2013-07-01,0,0,0,2,0,2,2
CHIMORE,mortalidad,muerte menor de 1 ano,2013-07-01,0,0,1,0,1,0,1
COCHABAMBA,mortalidad,muerte menor de 1 ano,2013-07-01,13,6,0,0,13,6,19
"COLCHA ""K""",mortalidad,muerte menor de 1 ano,2013-07-01,0,0,2,0,2,0,2
COLOMI,mortalidad,muerte menor de 1 ano,2013-07-01,0,0,2,0,2,0,2
COLQUECHACA,mortalidad,muerte menor de 1 ano,2013-07-01,0,0,1,1,1,1,2
COLQUENCHA,mortalidad,muerte menor de 1 ano,2013-07-01,0,0,0,1,0,1,1
CORIPATA,mortalidad,muerte menor de 1 ano,2013-07-01,0,0,1,0,1,0,1
CULPINA,mortalidad,muerte menor de 1 ano,2013-07-01,0,0,1,0,1,0,1
EL ALTO,mortalidad,muerte menor de 1 ano,2013-07-01,6,8,5,9,11,17,28
ESCOMA,mortalidad,muerte menor de 1 ano,2013-07-01,0,0,0,1,0,1,1
HUANUNI,mortalidad,muerte menor de 1 ano,2013-07-01,0,0,1,1,1,1,2
INCAHUASI,mortalidad,muerte menor de 1 ano,2013-07-01,0,0,0,1,0,1,1
LA PAZ,mortalidad,muerte menor de 1 ano,2013-07-01,24,18,0,2,24,20,44
LLALLAGUA,mortalidad,muerte menor de 1 ano,2013-07-01,0,0,0,1,0,1,1
OCURI,mortalidad,muerte menor de 1 ano,2013-07-01,0,0,2,2,2,2,4
ORURO,mortalidad,muerte menor de 1 ano,2013-07-01,2,1,0,0,2,1,3
POCOATA,mortalidad,muerte menor de 1 ano,2013-07-01,0,0,1,0,1,0,1
POTOSI,mortalidad,muerte menor de 1 ano,2013-07-01,5,9,0,0,5,9,14
PUNATA,mortalidad,muerte menor de 1 ano,2013-07-01,0,0,1,0,1,0,1
RIBERALTA,mortalidad,muerte menor de 1 ano,2013-07-01,2,0,0,0,2,0,2
ROBORE,mortalidad,muerte menor de 1 ano,2013-07-01,1,0,0,0,1,0,1
SACABA,mortalidad,muerte menor de 1 ano,2013-07-01,0,0,3,3,3,3,6
SAN ANDRES DE MACHACA,mortalidad,muerte menor de 1 ano,2013-07-01,0,0,0,1,0,1,1
SAN IGNACIO DE VELASCO,mortalidad,muerte menor de 1 ano,2013-07-01,1,1,0,0,1,1,2
SAN LUCAS,mortalidad,muerte menor de 1 ano,2013-07-01,0,0,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,mortalidad,muerte menor de 1 ano,2013-07-01,6,8,0,2,6,10,16
SORATA,mortalidad,muerte menor de 1 ano,2013-07-01,0,0,1,0,1,0,1
SUCRE,mortalidad,muerte menor de 1 ano,2013-07-01,7,6,0,0,7,6,13
TARABUCO,mortalidad,muerte menor de 1 ano,2013-07-01,0,0,1,0,1,0,1
TINGUIPAYA,mortalidad,muerte menor de 1 ano,2013-07-01,0,0,1,0,1,0,1
TORO TORO,mortalidad,muerte menor de 1 ano,2013-07-01,0,0,1,0,1,0,1
TRINIDAD,mortalidad,muerte menor de 1 ano,2013-07-01,4,1,0,0,4,1,5
TUPIZA,mortalidad,muerte menor de 1 ano,2013-07-01,1,1,1,0,2,1,3
UYUNI,mortalidad,muerte menor de 1 ano,2013-07-01,0,0,1,2,1,2,3
VIACHA,mortalidad,muerte menor de 1 ano,2013-07-01,0,0,4,0,4,0,4
VILLA MONTES,mortalidad,muerte menor de 1 ano,2013-07-01,0,1,0,0,0,1,1
VILLA TUNARI,mortalidad,muerte menor de 1 ano,2013-07-01,0,0,1,0,1,0,1
VILLAZON,mortalidad,muerte menor de 1 ano,2013-07-01,0,0,0,2,0,2,2
WARNES,mortalidad,muerte menor de 1 ano,2013-07-01,0,0,1,0,1,0,1
ACHACACHI,mortalidad,muerte menor de 1 ano,2013-08-01,0,1,1,0,1,1,2
AYO AYO,mortalidad,muerte menor de 1 ano,2013-08-01,0,0,1,0,1,0,1
AYOPAYA (V. DE INDEPENDENCIA),mortalidad,muerte menor de 1 ano,2013-08-01,0,0,0,1,0,1,1
BETANZOS,mortalidad,muerte menor de 1 ano,2013-08-01,0,0,0,1,0,1,1
CAMIRI,mortalidad,muerte menor de 1 ano,2013-08-01,0,0,0,1,0,1,1
CARACOLLO,mortalidad,muerte menor de 1 ano,2013-08-01,0,0,1,0,1,0,1
CARANAVI,mortalidad,muerte menor de 1 ano,2013-08-01,0,0,1,0,1,0,1
CARIPUYO,mortalidad,muerte menor de 1 ano,2013-08-01,0,0,1,2,1,2,3
