,group,variable,month,Dentro,Dentro,Fuera,Fuera,TOTALES,TOTALES,TOTALES
,,,,MASCULINO,FEMENINO,MASCULINO,FEMENINO,TOTAL-M,TOTAL-F,TOTAL
municipality,,,,,,,,,,
BATALLAS,mortalidad,muerte menor de 1 ano,2013-01-01,0,0,0,1,0,1,1
BETANZOS,mortalidad,muerte menor de 1 ano,2013-01-01,0,0,1,1,1,1,2
CHALLAPATA,mortalidad,muerte menor de 1 ano,2013-01-01,0,0,0,1,0,1,1
CHAYANTA,mortalidad,muerte menor de 1 ano,2013-01-01,0,0,1,0,1,0,1
COCHABAMBA,mortalidad,muerte menor de 1 ano,2013-01-01,2,18,0,0,2,18,20
COTAGAITA,mortalidad,muerte menor de 1 ano,2013-01-01,1,0,0,0,1,0,1
COTOCA,mortalidad,muerte menor de 1 ano,2013-01-01,0,0,1,0,1,0,1
EL ALTO,mortalidad,muerte menor de 1 ano,2013-01-01,5,6,5,0,10,6,16
ENTRE RIOS CBBA,mortalidad,muerte menor de 1 ano,2013-01-01,0,0,0,1,0,1,1
GUAYARAMERIN,mortalidad,muerte menor de 1 ano,2013-01-01,1,1,0,0,1,1,2
GUTIERREZ,mortalidad,muerte menor de 1 ano,2013-01-01,0,0,1,0,1,0,1
HUACARETA,mortalidad,muerte menor de 1 ano,2013-01-01,0,0,1,0,1,0,1
HUANUNI,mortalidad,muerte menor de 1 ano,2013-01-01,0,0,0,1,0,1,1
JESUS DE MACHACA,mortalidad,muerte menor de 1 ano,2013-01-01,0,1,0,0,0,1,1
LA PAZ,mortalidad,muerte menor de 1 ano,2013-01-01,25,13,4,0,29,13,42
LLALLAGUA,mortalidad,muerte menor de 1 ano,2013-01-01,0,0,1,2,1,2,3
ORURO,mortalidad,muerte menor de 1 ano,2013-01-01,3,3,0,0,3,3,6
PAILON,mortalidad,muerte menor de 1 ano,2013-01-01,1,0,0,0,1,0,1
PATACAMAYA,mortalidad,muerte menor de 1 ano,2013-01-01,0,0,0,1,0,1,1
PORTACHUELO,mortalidad,muerte menor de 1 ano,2013-01-01,0,1,0,0,0,1,1
POTOSI,mortalidad,muerte menor de 1 ano,2013-01-01,1,15,0,0,1,15,16
PUCARANI,mortalidad,muerte menor de 1 ano,2013-01-01,0,0,0,1,0,1,1
PUNA,mortalidad,muerte menor de 1 ano,2013-01-01,1,0,0,0,1,0,1
QUIABAYA,mortalidad,muerte menor de 1 ano,2013-01-01,0,0,1,0,1,0,1
QUILLACOLLO,mortalidad,muerte menor de 1 ano,2013-01-01,2,1,0,0,2,1,3
RIBERALTA,mortalidad,muerte menor de 1 ano,2013-01-01,3,2,0,0,3,2,5
RURRENABAQUE,mortalidad,muerte menor de 1 ano,2013-01-01,0,1,0,0,0,1,1
SACACA,mortalidad,muerte menor de 1 ano,2013-01-01,0,0,0,2,0,2,2
SAN BUENA VENTURA,mortalidad,muerte menor de 1 ano,2013-01-01,1,0,0,0,1,0,1
SANTA CRUZ DE LA SIERRA,mortalidad,muerte menor de 1 ano,2013-01-01,10,6,1,1,11,7,18
SUCRE,mortalidad,muerte menor de 1 ano,2013-01-01,5,3,1,0,6,3,9
TARIJA,mortalidad,muerte menor de 1 ano,2013-01-01,2,0,0,0,2,0,2
TRINIDAD,mortalidad,muerte menor de 1 ano,2013-01-01,1,1,0,0,1,1,2
UNCIA,mortalidad,muerte menor de 1 ano,2013-01-01,0,0,1,1,1,1,2
UYUNI,mortalidad,muerte menor de 1 ano,2013-01-01,1,0,0,1,1,1,2
VIACHA,mortalidad,muerte menor de 1 ano,2013-01-01,0,0,0,1,0,1,1
VILLA MONTES,mortalidad,muerte menor de 1 ano,2013-01-01,2,2,0,0,2,2,4
VILLAZON,mortalidad,muerte menor de 1 ano,2013-01-01,0,0,0,2,0,2,2
YAMPARAEZ,mortalidad,muerte menor de 1 ano,2013-01-01,0,0,1,0,1,0,1
AIQUILE,mortalidad,muerte menor de 1 ano,2013-02-01,0,0,1,1,1,1,2
APOLO,mortalidad,muerte menor de 1 ano,2013-02-01,0,1,0,0,0,1,1
CARIPUYO,mortalidad,muerte menor de 1 ano,2013-02-01,0,0,0,1,0,1,1
CHALLAPATA,mortalidad,muerte menor de 1 ano,2013-02-01,0,0,1,0,1,0,1
COBIJA,mortalidad,muerte menor de 1 ano,2013-02-01,1,2,0,0,1,2,3
COCHABAMBA,mortalidad,muerte menor de 1 ano,2013-02-01,4,9,0,0,4,9,13
COLOMI,mortalidad,muerte menor de 1 ano,2013-02-01,0,0,1,0,1,0,1
COLQUECHACA,mortalidad,muerte menor de 1 ano,2013-02-01,0,0,0,1,0,1,1
COLQUENCHA,mortalidad,muerte menor de 1 ano,2013-02-01,0,0,0,2,0,2,2
CORO CORO,mortalidad,muerte menor de 1 ano,2013-02-01,1,0,0,0,1,0,1
COROICO,mortalidad,muerte menor de 1 ano,2013-02-01,0,1,0,0,0,1,1
COTAGAITA,mortalidad,muerte menor de 1 ano,2013-02-01,0,0,1,1,1,1,2
COTOCA,mortalidad,muerte menor de 1 ano,2013-02-01,0,0,0,1,0,1,1
CURVA,mortalidad,muerte menor de 1 ano,2013-02-01,0,0,0,1,0,1,1
EL ALTO,mortalidad,muerte menor de 1 ano,2013-02-01,3,1,2,5,5,6,11
GUAYARAMERIN,mortalidad,muerte menor de 1 ano,2013-02-01,0,1,0,0,0,1,1
GUTIERREZ,mortalidad,muerte menor de 1 ano,2013-02-01,0,0,0,1,0,1,1
HUANUNI,mortalidad,muerte menor de 1 ano,2013-02-01,1,0,1,0,2,0,2
LA PAZ,mortalidad,muerte menor de 1 ano,2013-02-01,22,13,2,0,24,13,37
ORURO,mortalidad,muerte menor de 1 ano,2013-02-01,2,1,0,0,2,1,3
PAILON,mortalidad,muerte menor de 1 ano,2013-02-01,0,0,1,0,1,0,1
POTOSI,mortalidad,muerte menor de 1 ano,2013-02-01,5,6,0,0,5,6,11
PUERTO RICO,mortalidad,muerte menor de 1 ano,2013-02-01,1,0,0,0,1,0,1
PUERTO SUAREZ,mortalidad,muerte menor de 1 ano,2013-02-01,1,0,0,0,1,0,1
PUERTO VILLARROEL,mortalidad,muerte menor de 1 ano,2013-02-01,0,1,0,0,0,1,1
QUILLACOLLO,mortalidad,muerte menor de 1 ano,2013-02-01,1,2,0,0,1,2,3
RAVELO,mortalidad,muerte menor de 1 ano,2013-02-01,0,0,0,1,0,1,1
RIBERALTA,mortalidad,muerte menor de 1 ano,2013-02-01,7,2,0,0,7,2,9
SACABA,mortalidad,muerte menor de 1 ano,2013-02-01,0,0,0,2,0,2,2
SAN IGNACIO DE VELASCO,mortalidad,muerte menor de 1 ano,2013-02-01,1,0,0,0,1,0,1
SANTA CRUZ DE LA SIERRA,mortalidad,muerte menor de 1 ano,2013-02-01,5,9,0,0,5,9,14
SUCRE,mortalidad,muerte menor de 1 ano,2013-02-01,3,4,0,0,3,4,7
TARIJA,mortalidad,muerte menor de 1 ano,2013-02-01,2,3,1,0,3,3,6
TIAWANACU,mortalidad,muerte menor de 1 ano,2013-02-01,0,0,0,1,0,1,1
TINGUIPAYA,mortalidad,muerte menor de 1 ano,2013-02-01,0,0,0,3,0,3,3
TORO TORO,mortalidad,muerte menor de 1 ano,2013-02-01,0,0,1,0,1,0,1
TRINIDAD,mortalidad,muerte menor de 1 ano,2013-02-01,1,0,0,0,1,0,1
UYUNI,mortalidad,muerte menor de 1 ano,2013-02-01,1,0,2,0,3,0,3
YOCALLA,mortalidad,muerte menor de 1 ano,2013-02-01,0,0,1,0,1,0,1
ACACIO,mortalidad,muerte menor de 1 ano,2013-03-01,0,0,1,0,1,0,1
AYATA,mortalidad,muerte menor de 1 ano,2013-03-01,0,0,1,0,1,0,1
CAJUATA,mortalidad,muerte menor de 1 ano,2013-03-01,0,0,1,0,1,0,1
CARIPUYO,mortalidad,muerte menor de 1 ano,2013-03-01,0,0,0,1,0,1,1
CHARAÑA,mortalidad,muerte menor de 1 ano,2013-03-01,0,0,1,0,1,0,1
COCHABAMBA,mortalidad,muerte menor de 1 ano,2013-03-01,2,1,0,0,2,1,3
COLCAPIRHUA,mortalidad,muerte menor de 1 ano,2013-03-01,0,0,1,0,1,0,1
COLQUENCHA,mortalidad,muerte menor de 1 ano,2013-03-01,0,0,4,0,4,0,4
CONCEPCION,mortalidad,muerte menor de 1 ano,2013-03-01,0,1,0,1,0,2,2
COROICO,mortalidad,muerte menor de 1 ano,2013-03-01,0,0,1,0,1,0,1
COTAGAITA,mortalidad,muerte menor de 1 ano,2013-03-01,0,0,1,0,1,0,1
CUATRO CAÑADAS,mortalidad,muerte menor de 1 ano,2013-03-01,0,0,1,0,1,0,1
EL ALTO,mortalidad,muerte menor de 1 ano,2013-03-01,4,4,7,1,11,5,16
GRAL. J.J. PEREZ (CHARAZANI),mortalidad,muerte menor de 1 ano,2013-03-01,1,0,0,0,1,0,1
GUAYARAMERIN,mortalidad,muerte menor de 1 ano,2013-03-01,0,1,0,0,0,1,1
HUARINA,mortalidad,muerte menor de 1 ano,2013-03-01,0,0,1,0,1,0,1
LA PAZ,mortalidad,muerte menor de 1 ano,2013-03-01,25,14,0,1,25,15,40
LLALLAGUA,mortalidad,muerte menor de 1 ano,2013-03-01,0,0,0,1,0,1,1
PALOS BLANCOS,mortalidad,muerte menor de 1 ano,2013-03-01,0,0,1,0,1,0,1
POCOATA,mortalidad,muerte menor de 1 ano,2013-03-01,1,0,2,1,3,1,4
PORTACHUELO,mortalidad,muerte menor de 1 ano,2013-03-01,1,0,0,0,1,0,1
POTOSI,mortalidad,muerte menor de 1 ano,2013-03-01,4,4,0,0,4,4,8
PUERTO VILLARROEL,mortalidad,muerte menor de 1 ano,2013-03-01,0,0,1,0,1,0,1
RIBERALTA,mortalidad,muerte menor de 1 ano,2013-03-01,1,2,0,0,1,2,3
ROBORE,mortalidad,muerte menor de 1 ano,2013-03-01,1,0,0,0,1,0,1
SACABA,mortalidad,muerte menor de 1 ano,2013-03-01,1,0,0,2,1,2,3
SALINAS DE GARCI MENDOZA,mortalidad,muerte menor de 1 ano,2013-03-01,0,0,1,0,1,0,1
SAN ANDRES DE MACHACA,mortalidad,muerte menor de 1 ano,2013-03-01,0,0,0,1,0,1,1
SAN IGNACIO DE VELASCO,mortalidad,muerte menor de 1 ano,2013-03-01,1,0,0,0,1,0,1
SAN LUCAS,mortalidad,muerte menor de 1 ano,2013-03-01,0,0,0,2,0,2,2
SANTA CRUZ DE LA SIERRA,mortalidad,muerte menor de 1 ano,2013-03-01,5,2,0,0,5,2,7
SANTA ROSA,mortalidad,muerte menor de 1 ano,2013-03-01,1,0,0,0,1,0,1
SUCRE,mortalidad,muerte menor de 1 ano,2013-03-01,7,3,0,0,7,3,10
TAPACARI,mortalidad,muerte menor de 1 ano,2013-03-01,1,0,0,0,1,0,1
TIPUANI,mortalidad,muerte menor de 1 ano,2013-03-01,1,0,0,0,1,0,1
TITO YUPANQUI (PARQUIPUJIO),mortalidad,muerte menor de 1 ano,2013-03-01,0,0,1,0,1,0,1
TORO TORO,mortalidad,muerte menor de 1 ano,2013-03-01,0,0,0,1,0,1,1
TUPIZA,mortalidad,muerte menor de 1 ano,2013-03-01,0,0,1,0,1,0,1
UNCIA,mortalidad,muerte menor de 1 ano,2013-03-01,1,0,1,0,2,0,2
VIACHA,mortalidad,muerte menor de 1 ano,2013-03-01,0,0,2,1,2,1,3
VILLAZON,mortalidad,muerte menor de 1 ano,2013-03-01,0,0,0,2,0,2,2
CAPINOTA,mortalidad,muerte menor de 1 ano,2013-04-01,0,0,0,1,0,1,1
CARANAVI,mortalidad,muerte menor de 1 ano,2013-04-01,0,0,0,1,0,1,1
CARIPUYO,mortalidad,muerte menor de 1 ano,2013-04-01,0,1,0,1,0,2,2
CKOCHAS,mortalidad,muerte menor de 1 ano,2013-04-01,0,0,0,1,0,1,1
COCHABAMBA,mortalidad,muerte menor de 1 ano,2013-04-01,6,7,0,0,6,7,13
"COLCHA ""K""",mortalidad,muerte menor de 1 ano,2013-04-01,0,0,1,0,1,0,1
COTAGAITA,mortalidad,muerte menor de 1 ano,2013-04-01,0,0,0,1,0,1,1
EL ALTO,mortalidad,muerte menor de 1 ano,2013-04-01,10,6,5,4,15,10,25
GUTIERREZ,mortalidad,muerte menor de 1 ano,2013-04-01,1,0,0,0,1,0,1
ICLA,mortalidad,muerte menor de 1 ano,2013-04-01,0,0,1,0,1,0,1
JESUS DE MACHACA,mortalidad,muerte menor de 1 ano,2013-04-01,1,0,0,0,1,0,1
LA PAZ,mortalidad,muerte menor de 1 ano,2013-04-01,21,16,4,2,25,18,43
LLALLAGUA,mortalidad,muerte menor de 1 ano,2013-04-01,1,0,1,1,2,1,3
MONTERO,mortalidad,muerte menor de 1 ano,2013-04-01,0,0,1,0,1,0,1
ORURO,mortalidad,muerte menor de 1 ano,2013-04-01,0,1,0,0,0,1,1
POCOATA,mortalidad,muerte menor de 1 ano,2013-04-01,1,0,1,1,2,1,3
POTOSI,mortalidad,muerte menor de 1 ano,2013-04-01,5,7,0,0,5,7,12
PRESTO,mortalidad,muerte menor de 1 ano,2013-04-01,1,0,0,0,1,0,1
PUERTO VILLARROEL,mortalidad,muerte menor de 1 ano,2013-04-01,0,1,0,1,0,2,2
PUNA,mortalidad,muerte menor de 1 ano,2013-04-01,0,0,1,0,1,0,1
RIBERALTA,mortalidad,muerte menor de 1 ano,2013-04-01,2,1,0,0,2,1,3
SACABA,mortalidad,muerte menor de 1 ano,2013-04-01,0,0,1,1,1,1,2
SAN BUENA VENTURA,mortalidad,muerte menor de 1 ano,2013-04-01,1,0,0,0,1,0,1
SAN LUCAS,mortalidad,muerte menor de 1 ano,2013-04-01,0,0,0,1,0,1,1
SAN PEDRO DE BUENA VISTA,mortalidad,muerte menor de 1 ano,2013-04-01,0,0,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,mortalidad,muerte menor de 1 ano,2013-04-01,7,5,1,0,8,5,13
SANTUARIO DE QUILLACAS,mortalidad,muerte menor de 1 ano,2013-04-01,0,0,1,0,1,0,1
SUCRE,mortalidad,muerte menor de 1 ano,2013-04-01,5,5,0,1,5,6,11
TACOBAMBA,mortalidad,muerte menor de 1 ano,2013-04-01,0,0,0,1,0,1,1
TARIJA,mortalidad,muerte menor de 1 ano,2013-04-01,2,2,1,0,3,2,5
UYUNI,mortalidad,muerte menor de 1 ano,2013-04-01,1,0,0,0,1,0,1
VIACHA,mortalidad,muerte menor de 1 ano,2013-04-01,1,0,0,0,1,0,1
VILLAZON,mortalidad,muerte menor de 1 ano,2013-04-01,0,0,1,1,1,1,2
WARNES,mortalidad,muerte menor de 1 ano,2013-04-01,0,0,1,0,1,0,1
YANACACHI,mortalidad,muerte menor de 1 ano,2013-04-01,0,0,1,0,1,0,1
APOLO,mortalidad,muerte menor de 1 ano,2013-05-01,0,0,0,1,0,1,1
CARANAVI,mortalidad,muerte menor de 1 ano,2013-05-01,0,3,0,0,0,3,3
CARIPUYO,mortalidad,muerte menor de 1 ano,2013-05-01,2,0,0,0,2,0,2
CHALLAPATA,mortalidad,muerte menor de 1 ano,2013-05-01,0,0,1,1,1,1,2
COCHABAMBA,mortalidad,muerte menor de 1 ano,2013-05-01,10,8,0,0,10,8,18
"COLCHA ""K""",mortalidad,muerte menor de 1 ano,2013-05-01,0,0,2,0,2,0,2
COLLANA,mortalidad,muerte menor de 1 ano,2013-05-01,0,0,1,0,1,0,1
COLOMI,mortalidad,muerte menor de 1 ano,2013-05-01,0,0,1,0,1,0,1
COLQUECHACA,mortalidad,muerte menor de 1 ano,2013-05-01,0,0,0,1,0,1,1
CONCEPCION,mortalidad,muerte menor de 1 ano,2013-05-01,1,0,0,0,1,0,1
COTAGAITA,mortalidad,muerte menor de 1 ano,2013-05-01,0,0,1,0,1,0,1
COTOCA,mortalidad,muerte menor de 1 ano,2013-05-01,0,1,0,0,0,1,1
EL ALTO,mortalidad,muerte menor de 1 ano,2013-05-01,7,6,11,3,18,9,27
EL TORNO,mortalidad,muerte menor de 1 ano,2013-05-01,0,0,1,0,1,0,1
ESCOMA,mortalidad,muerte menor de 1 ano,2013-05-01,1,0,0,0,1,0,1
