,group,variable,month,Dentro,Dentro,Fuera,Fuera,TOTALES,TOTALES,TOTALES
TARIJA,mortalidad,muerte menor de 5 anos por otras causas,2013-04-01,2,2,1,0,3,2,5
TRINIDAD,mortalidad,muerte menor de 5 anos por otras causas,2013-04-01,1,2,0,0,1,2,3
UYUNI,mortalidad,muerte menor de 5 anos por otras causas,2013-04-01,1,0,0,0,1,0,1
VIACHA,mortalidad,muerte menor de 5 anos por otras causas,2013-04-01,1,0,0,0,1,0,1
VILLA TUNARI,mortalidad,muerte menor de 5 anos por otras causas,2013-04-01,0,0,2,0,2,0,2
VILLAZON,mortalidad,muerte menor de 5 anos por otras causas,2013-04-01,0,1,1,1,1,2,3
YANACACHI,mortalidad,muerte menor de 5 anos por otras causas,2013-04-01,0,0,1,0,1,0,1
YAPACANI,mortalidad,muerte menor de 5 anos por otras causas,2013-04-01,0,0,0,1,0,1,1
ARAMPAMPA,mortalidad,muerte menor de 5 anos por otras causas,2013-05-01,0,0,1,0,1,0,1
AYOPAYA (V. DE INDEPENDENCIA),mortalidad,muerte menor de 5 anos por otras causas,2013-05-01,0,0,1,0,1,0,1
CAMARGO,mortalidad,muerte menor de 5 anos por otras causas,2013-05-01,0,0,1,0,1,0,1
CARANAVI,mortalidad,muerte menor de 5 anos por otras causas,2013-05-01,0,3,0,0,0,3,3
CARIPUYO,mortalidad,muerte menor de 5 anos por otras causas,2013-05-01,2,0,0,0,2,0,2
CHARAÑA,mortalidad,muerte menor de 5 anos por otras causas,2013-05-01,0,0,0,1,0,1,1
COCHABAMBA,mortalidad,muerte menor de 5 anos por otras causas,2013-05-01,11,11,0,0,11,11,22
"COLCHA ""K""",mortalidad,muerte menor de 5 anos por otras causas,2013-05-01,0,0,2,0,2,0,2
COLLANA,mortalidad,muerte menor de 5 anos por otras causas,2013-05-01,0,0,1,0,1,0,1
COLQUECHACA,mortalidad,muerte menor de 5 anos por otras causas,2013-05-01,0,0,1,1,1,1,2
COTAGAITA,mortalidad,muerte menor de 5 anos por otras causas,2013-05-01,0,0,1,0,1,0,1
EL ALTO,mortalidad,muerte menor de 5 anos por otras causas,2013-05-01,7,5,12,5,19,10,29
ESCOMA,mortalidad,muerte menor de 5 anos por otras causas,2013-05-01,1,0,0,0,1,0,1
FERNANDEZ ALONSO,mortalidad,muerte menor de 5 anos por otras causas,2013-05-01,1,0,0,0,1,0,1
GUAYARAMERIN,mortalidad,muerte menor de 5 anos por otras causas,2013-05-01,0,1,0,0,0,1,1
LA PAZ,mortalidad,muerte menor de 5 anos por otras causas,2013-05-01,17,16,3,3,20,19,39
LLALLAGUA,mortalidad,muerte menor de 5 anos por otras causas,2013-05-01,0,0,0,1,0,1,1
MINEROS,mortalidad,muerte menor de 5 anos por otras causas,2013-05-01,0,0,0,1,0,1,1
PADILLA,mortalidad,muerte menor de 5 anos por otras causas,2013-05-01,0,0,0,1,0,1,1
PAPEL PAMPA,mortalidad,muerte menor de 5 anos por otras causas,2013-05-01,0,0,0,1,0,1,1
POCOATA,mortalidad,muerte menor de 5 anos por otras causas,2013-05-01,0,0,0,1,0,1,1
POTOSI,mortalidad,muerte menor de 5 anos por otras causas,2013-05-01,5,7,0,0,5,7,12
PUCARANI,mortalidad,muerte menor de 5 anos por otras causas,2013-05-01,0,0,0,1,0,1,1
PUNA,mortalidad,muerte menor de 5 anos por otras causas,2013-05-01,0,0,1,0,1,0,1
RAVELO,mortalidad,muerte menor de 5 anos por otras causas,2013-05-01,0,0,1,0,1,0,1
RURRENABAQUE,mortalidad,muerte menor de 5 anos por otras causas,2013-05-01,2,0,0,0,2,0,2
SACABA,mortalidad,muerte menor de 5 anos por otras causas,2013-05-01,0,0,0,1,0,1,1
SACACA,mortalidad,muerte menor de 5 anos por otras causas,2013-05-01,0,0,1,0,1,0,1
SAN IGNACIO DE VELASCO,mortalidad,muerte menor de 5 anos por otras causas,2013-05-01,0,1,0,1,0,2,2
SAN PEDRO DE BUENA VISTA,mortalidad,muerte menor de 5 anos por otras causas,2013-05-01,0,0,0,1,0,1,1
SANTA CRUZ DE LA SIERRA,mortalidad,muerte menor de 5 anos por otras causas,2013-05-01,2,3,0,0,2,3,5
SANTA ROSA DEL SARA,mortalidad,muerte menor de 5 anos por otras causas,2013-05-01,0,0,1,0,1,0,1
SORACACHI,mortalidad,muerte menor de 5 anos por otras causas,2013-05-01,0,0,1,0,1,0,1
SUCRE,mortalidad,muerte menor de 5 anos por otras causas,2013-05-01,6,1,0,1,6,2,8
TARIJA,mortalidad,muerte menor de 5 anos por otras causas,2013-05-01,0,1,0,0,0,1,1
TURCO,mortalidad,muerte menor de 5 anos por otras causas,2013-05-01,0,0,1,0,1,0,1
UYUNI,mortalidad,muerte menor de 5 anos por otras causas,2013-05-01,1,0,1,0,2,0,2
VILLAZON,mortalidad,muerte menor de 5 anos por otras causas,2013-05-01,1,0,0,0,1,0,1
ACACIO,mortalidad,muerte menor de 5 anos por otras causas,2013-06-01,0,0,0,1,0,1,1
ANCORAIMES,mortalidad,muerte menor de 5 anos por otras causas,2013-06-01,0,0,0,1,0,1,1
BETANZOS,mortalidad,muerte menor de 5 anos por otras causas,2013-06-01,0,0,1,1,1,1,2
CALAMARCA,mortalidad,muerte menor de 5 anos por otras causas,2013-06-01,0,0,1,0,1,0,1
CAMIRI,mortalidad,muerte menor de 5 anos por otras causas,2013-06-01,0,1,0,0,0,1,1
CHAYANTA,mortalidad,muerte menor de 5 anos por otras causas,2013-06-01,0,0,0,1,0,1,1
CKOCHAS,mortalidad,muerte menor de 5 anos por otras causas,2013-06-01,1,0,1,0,2,0,2
COCHABAMBA,mortalidad,muerte menor de 5 anos por otras causas,2013-06-01,7,7,0,0,7,7,14
"COLCHA ""K""",mortalidad,muerte menor de 5 anos por otras causas,2013-06-01,0,0,1,0,1,0,1
COLQUECHACA,mortalidad,muerte menor de 5 anos por otras causas,2013-06-01,0,0,3,0,3,0,3
COLQUENCHA,mortalidad,muerte menor de 5 anos por otras causas,2013-06-01,0,0,0,1,0,1,1
COPACABANA,mortalidad,muerte menor de 5 anos por otras causas,2013-06-01,0,0,1,0,1,0,1
CORIPATA,mortalidad,muerte menor de 5 anos por otras causas,2013-06-01,0,0,2,0,2,0,2
COTAGAITA,mortalidad,muerte menor de 5 anos por otras causas,2013-06-01,0,0,2,0,2,0,2
COTOCA,mortalidad,muerte menor de 5 anos por otras causas,2013-06-01,0,0,3,1,3,1,4
EL ALTO,mortalidad,muerte menor de 5 anos por otras causas,2013-06-01,7,4,4,6,11,10,21
EL PUENTE(TJA),mortalidad,muerte menor de 5 anos por otras causas,2013-06-01,0,0,0,1,0,1,1
GUAYARAMERIN,mortalidad,muerte menor de 5 anos por otras causas,2013-06-01,1,1,0,0,1,1,2
JESUS DE MACHACA,mortalidad,muerte menor de 5 anos por otras causas,2013-06-01,1,0,0,0,1,0,1
LA PAZ,mortalidad,muerte menor de 5 anos por otras causas,2013-06-01,21,11,2,3,23,14,37
LLALLAGUA,mortalidad,muerte menor de 5 anos por otras causas,2013-06-01,0,0,1,0,1,0,1
OCURI,mortalidad,muerte menor de 5 anos por otras causas,2013-06-01,0,0,0,1,0,1,1
PALCA,mortalidad,muerte menor de 5 anos por otras causas,2013-06-01,0,0,1,0,1,0,1
POTOSI,mortalidad,muerte menor de 5 anos por otras causas,2013-06-01,1,3,0,0,1,3,4
PUERTO RICO,mortalidad,muerte menor de 5 anos por otras causas,2013-06-01,0,1,0,0,0,1,1
RAVELO,mortalidad,muerte menor de 5 anos por otras causas,2013-06-01,0,0,1,0,1,0,1
RIBERALTA,mortalidad,muerte menor de 5 anos por otras causas,2013-06-01,2,0,0,0,2,0,2
SACABA,mortalidad,muerte menor de 5 anos por otras causas,2013-06-01,0,0,1,0,1,0,1
SAN IGNACIO DE VELASCO,mortalidad,muerte menor de 5 anos por otras causas,2013-06-01,2,0,0,0,2,0,2
SANTA ANA,mortalidad,muerte menor de 5 anos por otras causas,2013-06-01,0,0,0,1,0,1,1
SANTA CRUZ DE LA SIERRA,mortalidad,muerte menor de 5 anos por otras causas,2013-06-01,1,0,0,2,1,2,3
SUCRE,mortalidad,muerte menor de 5 anos por otras causas,2013-06-01,9,3,0,0,9,3,12
TACOBAMBA,mortalidad,muerte menor de 5 anos por otras causas,2013-06-01,0,0,1,0,1,0,1
TARIJA,mortalidad,muerte menor de 5 anos por otras causas,2013-06-01,4,0,0,0,4,0,4
TRINIDAD,mortalidad,muerte menor de 5 anos por otras causas,2013-06-01,0,1,0,0,0,1,1
TUPIZA,mortalidad,muerte menor de 5 anos por otras causas,2013-06-01,1,1,1,0,2,1,3
TURCO,mortalidad,muerte menor de 5 anos por otras causas,2013-06-01,0,0,0,1,0,1,1
UNCIA,mortalidad,muerte menor de 5 anos por otras causas,2013-06-01,0,0,0,2,0,2,2
UYUNI,mortalidad,muerte menor de 5 anos por otras causas,2013-06-01,0,0,0,1,0,1,1
VILLAZON,mortalidad,muerte menor de 5 anos por otras causas,2013-06-01,0,0,2,1,2,1,3
YAPACANI,mortalidad,muerte menor de 5 anos por otras causas,2013-06-01,0,2,0,0,0,2,2
YOCALLA,mortalidad,muerte menor de 5 anos por otras causas,2013-06-01,0,0,1,0,1,0,1
ACACIO,mortalidad,muerte menor de 5 anos por otras causas,2013-07-01,0,0,0,1,0,1,1
ACHACACHI,mortalidad,muerte menor de 5 anos por otras causas,2013-07-01,0,2,1,0,1,2,3
ALTO BENI,mortalidad,muerte menor de 5 anos por otras causas,2013-07-01,0,0,1,0,1,0,1
APOLO,mortalidad,muerte menor de 5 anos por otras causas,2013-07-01,1,0,1,0,2,0,2
ARAMPAMPA,mortalidad,muerte menor de 5 anos por otras causas,2013-07-01,0,0,1,0,1,0,1
AYO AYO,mortalidad,muerte menor de 5 anos por otras causas,2013-07-01,0,0,1,0,1,0,1
CAMIRI,mortalidad,muerte menor de 5 anos por otras causas,2013-07-01,0,0,0,1,0,1,1
CAPINOTA,mortalidad,muerte menor de 5 anos por otras causas,2013-07-01,0,0,1,0,1,0,1
CARIPUYO,mortalidad,muerte menor de 5 anos por otras causas,2013-07-01,0,0,1,1,1,1,2
CHARAGUA,mortalidad,muerte menor de 5 anos por otras causas,2013-07-01,0,0,1,1,1,1,2
CHARAÑA,mortalidad,muerte menor de 5 anos por otras causas,2013-07-01,0,0,1,0,1,0,1
CHAYANTA,mortalidad,muerte menor de 5 anos por otras causas,2013-07-01,0,0,0,2,0,2,2
COCHABAMBA,mortalidad,muerte menor de 5 anos por otras causas,2013-07-01,13,7,0,0,13,7,20
"COLCHA ""K""",mortalidad,muerte menor de 5 anos por otras causas,2013-07-01,0,0,2,0,2,0,2
COLQUECHACA,mortalidad,muerte menor de 5 anos por otras causas,2013-07-01,0,0,0,1,0,1,1
COLQUENCHA,mortalidad,muerte menor de 5 anos por otras causas,2013-07-01,0,0,0,1,0,1,1
CORIPATA,mortalidad,muerte menor de 5 anos por otras causas,2013-07-01,0,0,1,0,1,0,1
COTOCA,mortalidad,muerte menor de 5 anos por otras causas,2013-07-01,0,1,0,0,0,1,1
CULPINA,mortalidad,muerte menor de 5 anos por otras causas,2013-07-01,0,0,1,0,1,0,1
EL ALTO,mortalidad,muerte menor de 5 anos por otras causas,2013-07-01,6,10,6,9,12,19,31
EL PUENTE(TJA),mortalidad,muerte menor de 5 anos por otras causas,2013-07-01,0,0,2,1,2,1,3
ESCOMA,mortalidad,muerte menor de 5 anos por otras causas,2013-07-01,0,0,0,1,0,1,1
GUAYARAMERIN,mortalidad,muerte menor de 5 anos por otras causas,2013-07-01,1,0,0,0,1,0,1
