municipality,group,variable,month,< de 2 años-H,< de 2 años-M,2 a 4 años-H,2 a 4 años-M,TOTAL-H,TOTAL-M,TOTAL
COTOCA,desnutricion aguda,nutricion normal (n),2007-04-01,167,166,81,67,248,233,481
CUATRO CAÑADAS,desnutricion aguda,nutricion normal (n),2007-04-01,64,78,62,53,126,131,257
CUCHUMUELA (V. G. VILLARROEL),desnutricion aguda,nutricion normal (n),2007-04-01,11,6,1,2,12,8,20
CUEVO,desnutricion aguda,nutricion normal (n),2007-04-01,27,26,32,35,59,61,120
CULPINA,desnutricion aguda,nutricion normal (n),2007-04-01,213,203,173,199,386,402,788
CURAHUARA DE CARANGAS,desnutricion aguda,nutricion normal (n),2007-04-01,24,16,17,6,41,22,63
EL CHORO,desnutricion aguda,nutricion normal (n),2007-04-01,22,10,17,31,39,41,80
EL PUENTE(STC),desnutricion aguda,nutricion normal (n),2007-04-01,126,103,86,84,212,187,399
EL PUENTE(TJA),desnutricion aguda,nutricion normal (n),2007-04-01,52,52,59,37,111,89,200
EL TORNO,desnutricion aguda,nutricion normal (n),2007-04-01,123,121,53,50,176,171,347
EL VILLAR,desnutricion aguda,nutricion normal (n),2007-04-01,70,61,73,52,143,113,256
ENTRE RIOS,desnutricion aguda,nutricion normal (n),2007-04-01,74,90,50,60,124,150,274
ENTRE RIOS,desnutricion aguda,nutricion normal (n),2007-04-01,230,230,116,127,346,357,703
ESCARA,desnutricion aguda,nutricion normal (n),2007-04-01,0,0,1,4,1,4,5
ESMERALDA,desnutricion aguda,nutricion normal (n),2007-04-01,0,0,2,3,2,3,5
EUCALIPTUS,desnutricion aguda,nutricion normal (n),2007-04-01,14,15,11,10,25,25,50
EUREKA (SANTOS MERCADO),desnutricion aguda,nutricion normal (n),2007-04-01,8,10,5,12,13,22,35
EXALTACION,desnutricion aguda,nutricion normal (n),2007-04-01,26,22,92,50,118,72,190
FERNANDEZ ALONSO,desnutricion aguda,nutricion normal (n),2007-04-01,71,46,46,34,117,80,197
FILADELFIA,desnutricion aguda,nutricion normal (n),2007-04-01,37,22,30,21,67,43,110
GENERAL SAAVEDRA,desnutricion aguda,nutricion normal (n),2007-04-01,60,54,27,37,87,91,178
GUAYARAMERIN,desnutricion aguda,nutricion normal (n),2007-04-01,241,264,148,110,389,374,763
GUTIERREZ,desnutricion aguda,nutricion normal (n),2007-04-01,107,100,145,143,252,243,495
HUACARETA,desnutricion aguda,nutricion normal (n),2007-04-01,118,112,155,127,273,239,512
HUACAYA (VILLA DE HUACAYA),desnutricion aguda,nutricion normal (n),2007-04-01,27,29,41,27,68,56,124
HUACHACALLA,desnutricion aguda,nutricion normal (n),2007-04-01,8,11,5,5,13,16,29
HUANUNI,desnutricion aguda,nutricion normal (n),2007-04-01,51,52,47,38,98,90,188
HUARACAJE,desnutricion aguda,nutricion normal (n),2007-04-01,25,23,26,25,51,48,99
HUAYLLAMARCA,desnutricion aguda,nutricion normal (n),2007-04-01,17,17,6,6,23,23,46
ICHOCA,desnutricion aguda,nutricion normal (n),2007-04-01,16,14,17,16,33,30,63
ICLA,desnutricion aguda,nutricion normal (n),2007-04-01,111,124,168,161,279,285,564
INCAHUASI,desnutricion aguda,nutricion normal (n),2007-04-01,271,295,273,283,544,578,1122
INGAVI (HUMAITA),desnutricion aguda,nutricion normal (n),2007-04-01,22,14,29,17,51,31,82
INQUISIVI,desnutricion aguda,nutricion normal (n),2007-04-01,99,107,102,96,201,203,404
LA GUARDIA,desnutricion aguda,nutricion normal (n),2007-04-01,348,354,182,174,530,528,1058
LA RIVERA,desnutricion aguda,nutricion normal (n),2007-04-01,3,1,1,3,4,4,8
LAGUNILLAS,desnutricion aguda,nutricion normal (n),2007-04-01,53,63,75,80,128,143,271
LAS CARRERAS,desnutricion aguda,nutricion normal (n),2007-04-01,39,39,46,46,85,85,170
LICOMA PAMPA,desnutricion aguda,nutricion normal (n),2007-04-01,14,21,6,19,20,40,60
LLALLAGUA,desnutricion aguda,nutricion normal (n),2007-04-01,142,104,105,50,247,154,401
LLICA,desnutricion aguda,nutricion normal (n),2007-04-01,21,23,20,17,41,40,81
LORETO,desnutricion aguda,nutricion normal (n),2007-04-01,22,24,15,11,37,35,72
MACHACAMARCA,desnutricion aguda,nutricion normal (n),2007-04-01,18,11,13,17,31,28,59
MACHARETI,desnutricion aguda,nutricion normal (n),2007-04-01,87,84,108,123,195,207,402
MAGDALENA,desnutricion aguda,nutricion normal (n),2007-04-01,91,71,27,28,118,99,217
MAIRANA,desnutricion aguda,nutricion normal (n),2007-04-01,89,90,57,25,146,115,261
MINEROS,desnutricion aguda,nutricion normal (n),2007-04-01,169,134,110,105,279,239,518
MIZQUE,desnutricion aguda,nutricion normal (n),2007-04-01,135,148,92,85,227,233,460
MOJINETE,desnutricion aguda,nutricion normal (n),2007-04-01,3,2,4,4,7,6,13
MOJOCOYA,desnutricion aguda,nutricion normal (n),2007-04-01,67,69,85,87,152,156,308
MONTEAGUDO,desnutricion aguda,nutricion normal (n),2007-04-01,223,169,267,227,490,396,886
MONTERO,desnutricion aguda,nutricion normal (n),2007-04-01,860,718,503,461,1363,1179,2542
MORO MORO,desnutricion aguda,nutricion normal (n),2007-04-01,15,19,34,23,49,42,91
MOROCHATA,desnutricion aguda,nutricion normal (n),2007-04-01,139,140,80,79,219,219,438
NACEBE (SANTA ROSA DEL ABUNA),desnutricion aguda,nutricion normal (n),2007-04-01,20,25,23,17,43,42,85
NUEVO MANOA (NUEVA ESPERANZA),desnutricion aguda,nutricion normal (n),2007-04-01,1,0,4,4,5,4,9
OCURI,desnutricion aguda,nutricion normal (n),2007-04-01,74,87,51,44,125,131,256
OKINAWA,desnutricion aguda,nutricion normal (n),2007-04-01,79,87,63,43,142,130,272
OMEREQUE,desnutricion aguda,nutricion normal (n),2007-04-01,18,14,18,25,36,39,75
ORURO,desnutricion aguda,nutricion normal (n),2007-04-01,1017,961,544,515,1561,1476,3037
PADCAYA,desnutricion aguda,nutricion normal (n),2007-04-01,88,82,47,69,135,151,286
PADILLA,desnutricion aguda,nutricion normal (n),2007-04-01,160,158,189,214,349,372,721
PAILON,desnutricion aguda,nutricion normal (n),2007-04-01,123,110,80,64,203,174,377
PAMPA AULLAGAS,desnutricion aguda,nutricion normal (n),2007-04-01,16,14,14,11,30,25,55
PAMPA GRANDE,desnutricion aguda,nutricion normal (n),2007-04-01,51,47,40,47,91,94,185
PASORAPA,desnutricion aguda,nutricion normal (n),2007-04-01,20,18,40,34,60,52,112
PAZÑA,desnutricion aguda,nutricion normal (n),2007-04-01,37,31,16,25,53,56,109
POCOATA,desnutricion aguda,nutricion normal (n),2007-04-01,109,90,95,64,204,154,358
POCONA,desnutricion aguda,nutricion normal (n),2007-04-01,56,49,39,30,95,79,174
POJO (CBBA),desnutricion aguda,nutricion normal (n),2007-04-01,62,52,24,25,86,77,163
POOPO,desnutricion aguda,nutricion normal (n),2007-04-01,28,28,21,18,49,46,95
PORCO,desnutricion aguda,nutricion normal (n),2007-04-01,71,65,35,21,106,86,192
POROMA,desnutricion aguda,nutricion normal (n),2007-04-01,127,123,131,130,258,253,511
PORONGO,desnutricion aguda,nutricion normal (n),2007-04-01,33,37,21,19,54,56,110
PORTACHUELO,desnutricion aguda,nutricion normal (n),2007-04-01,177,147,128,86,305,233,538
PORVENIR,desnutricion aguda,nutricion normal (n),2007-04-01,45,41,36,25,81,66,147
POSTRER VALLE,desnutricion aguda,nutricion normal (n),2007-04-01,8,8,5,22,13,30,43
POTOSI,desnutricion aguda,nutricion normal (n),2007-04-01,649,658,303,332,952,990,1942
PRESTO,desnutricion aguda,nutricion normal (n),2007-04-01,84,60,110,95,194,155,349
PUCARA,desnutricion aguda,nutricion normal (n),2007-04-01,9,10,15,16,24,26,50
PUERTO GONZALO MORENO,desnutricion aguda,nutricion normal (n),2007-04-01,22,37,34,13,56,50,106
PUERTO QUIJARRO,desnutricion aguda,nutricion normal (n),2007-04-01,70,54,15,13,85,67,152
PUERTO RICO,desnutricion aguda,nutricion normal (n),2007-04-01,50,32,27,37,77,69,146
PUERTO SILES,desnutricion aguda,nutricion normal (n),2007-04-01,21,7,25,35,46,42,88
PUERTO SUAREZ,desnutricion aguda,nutricion normal (n),2007-04-01,63,66,9,18,72,84,156
PUERTO VILLARROEL,desnutricion aguda,nutricion normal (n),2007-04-01,368,300,193,203,561,503,1064
PUNA,desnutricion aguda,nutricion normal (n),2007-04-01,134,129,132,111,266,240,506
PUNATA,desnutricion aguda,nutricion normal (n),2007-04-01,201,198,59,66,260,264,524
QUILLACOLLO,desnutricion aguda,nutricion normal (n),2007-04-01,692,647,254,223,946,870,1816
QUIME,desnutricion aguda,nutricion normal (n),2007-04-01,112,88,102,86,214,174,388
QUIRUSILLAS,desnutricion aguda,nutricion normal (n),2007-04-01,6,3,10,8,16,11,27
RAVELO,desnutricion aguda,nutricion normal (n),2007-04-01,113,106,116,107,229,213,442
REYES,desnutricion aguda,nutricion normal (n),2007-04-01,53,51,50,53,103,104,207
RIBERALTA,desnutricion aguda,nutricion normal (n),2007-04-01,788,633,263,245,1051,878,1929
ROBORE,desnutricion aguda,nutricion normal (n),2007-04-01,111,85,72,46,183,131,314
RURRENABAQUE,desnutricion aguda,nutricion normal (n),2007-04-01,60,59,23,28,83,87,170
SABAYA,desnutricion aguda,nutricion normal (n),2007-04-01,13,19,11,12,24,31,55
SACABA,desnutricion aguda,nutricion normal (n),2007-04-01,511,433,200,158,711,591,1302
SACABAMBA,desnutricion aguda,nutricion normal (n),2007-04-01,33,33,15,9,48,42,90
SACACA,desnutricion aguda,nutricion normal (n),2007-04-01,159,169,202,131,361,300,661
SAIPINA,desnutricion aguda,nutricion normal (n),2007-04-01,13,9,15,13,28,22,50
SALINAS DE GARCI MENDOZA,desnutricion aguda,nutricion normal (n),2007-04-01,54,67,34,43,88,110,198
SAMAIPATA,desnutricion aguda,nutricion normal (n),2007-04-01,74,52,82,58,156,110,266
SAN AGUSTIN,desnutricion aguda,nutricion normal (n),2007-04-01,17,12,21,18,38,30,68
SAN ANDRES,desnutricion aguda,nutricion normal (n),2007-04-01,88,54,69,64,157,118,275
SAN ANTONIO DE ESMORUCO,desnutricion aguda,nutricion normal (n),2007-04-01,11,10,3,3,14,13,27
SAN ANTONIO DE LOMERIO,desnutricion aguda,nutricion normal (n),2007-04-01,74,71,86,60,160,131,291
SAN BENITO,desnutricion aguda,nutricion normal (n),2007-04-01,30,28,24,13,54,41,95
SAN BORJA,desnutricion aguda,nutricion normal (n),2007-04-01,280,273,152,129,432,402,834
SAN CARLOS,desnutricion aguda,nutricion normal (n),2007-04-01,181,177,105,115,286,292,578
SAN IGNACIO,desnutricion aguda,nutricion normal (n),2007-04-01,143,155,129,84,272,239,511
SAN IGNACIO DE VELASCO,desnutricion aguda,nutricion normal (n),2007-04-01,380,349,259,283,639,632,1271
SAN JAVIER(BNI),desnutricion aguda,nutricion normal (n),2007-04-01,13,11,11,13,24,24,48
SAN JOAQUIN,desnutricion aguda,nutricion normal (n),2007-04-01,12,6,22,9,34,15,49
SAN JOSE DE CHIQUITOS,desnutricion aguda,nutricion normal (n),2007-04-01,48,35,32,20,80,55,135
SAN JUAN DE YAPACANI,desnutricion aguda,nutricion normal (n),2007-04-01,64,69,55,43,119,112,231
SAN JULIAN,desnutricion aguda,nutricion normal (n),2007-04-01,64,76,50,51,114,127,241
SAN LORENZO(PND),desnutricion aguda,nutricion normal (n),2007-04-01,24,23,21,14,45,37,82
SAN LORENZO(TJA),desnutricion aguda,nutricion normal (n),2007-04-01,91,104,94,96,185,200,385
SAN LUCAS,desnutricion aguda,nutricion normal (n),2007-04-01,370,339,377,349,747,688,1435
SAN MATIAS,desnutricion aguda,nutricion normal (n),2007-04-01,60,60,50,37,110,97,207
SAN MIGUEL DE VELASCO,desnutricion aguda,nutricion normal (n),2007-04-01,71,54,44,34,115,88,203
SAN PABLO DE LIPEZ,desnutricion aguda,nutricion normal (n),2007-04-01,31,19,15,16,46,35,81
SAN PEDRO,desnutricion aguda,nutricion normal (n),2007-04-01,104,117,89,84,193,201,394
SAN PEDRO DE BUENA VISTA,desnutricion aguda,nutricion normal (n),2007-04-01,8,9,3,2,11,11,22
SAN PEDRO DE QUEMES,desnutricion aguda,nutricion normal (n),2007-04-01,4,4,3,3,7,7,14
SAN PEDRO(PND),desnutricion aguda,nutricion normal (n),2007-04-01,9,7,13,9,22,16,38
SAN RAFAEL,desnutricion aguda,nutricion normal (n),2007-04-01,37,32,22,27,59,59,118
SAN RAMON,desnutricion aguda,nutricion normal (n),2007-04-01,46,23,19,12,65,35,100
SANTA ANA,desnutricion aguda,nutricion normal (n),2007-04-01,117,103,41,49,158,152,310
SANTA CRUZ DE LA SIERRA,desnutricion aguda,nutricion normal (n),2007-04-01,4129,3752,2078,2002,6207,5754,11961
SANTA ROSA,desnutricion aguda,nutricion normal (n),2007-04-01,60,63,37,41,97,104,201
SANTA ROSA DEL SARA,desnutricion aguda,nutricion normal (n),2007-04-01,106,111,74,108,180,219,399
SANTIAGO DE HUARI,desnutricion aguda,nutricion normal (n),2007-04-01,48,36,44,34,92,70,162
SANTIVAÑES,desnutricion aguda,nutricion normal (n),2007-04-01,31,37,30,41,61,78,139
SANTUARIO DE QUILLACAS,desnutricion aguda,nutricion normal (n),2007-04-01,13,11,15,27,28,38,66
SENA,desnutricion aguda,nutricion normal (n),2007-04-01,17,4,7,10,24,14,38
SICAYA,desnutricion aguda,nutricion normal (n),2007-04-01,6,5,3,1,9,6,15
SIPE SIPE,desnutricion aguda,nutricion normal (n),2007-04-01,183,198,77,82,260,280,540
SOPACHUY,desnutricion aguda,nutricion normal (n),2007-04-01,112,71,95,79,207,150,357
SORACACHI,desnutricion aguda,nutricion normal (n),2007-04-01,57,55,69,71,126,126,252
SUCRE,desnutricion aguda,nutricion normal (n),2007-04-01,1238,1014,1010,1135,2248,2149,4397
TACACHI,desnutricion aguda,nutricion normal (n),2007-04-01,1,5,3,2,4,7,11
TACOBAMBA,desnutricion aguda,nutricion normal (n),2007-04-01,78,60,59,45,137,105,242
TACOPAYA,desnutricion aguda,nutricion normal (n),2007-04-01,58,43,44,50,102,93,195
TAHUA,desnutricion aguda,nutricion normal (n),2007-04-01,2,5,7,9,9,14,23
TAPACARI,desnutricion aguda,nutricion normal (n),2007-04-01,171,148,120,98,291,246,537
TARABUCO,desnutricion aguda,nutricion normal (n),2007-04-01,174,181,261,253,435,434,869
TARATA,desnutricion aguda,nutricion normal (n),2007-04-01,5,4,5,2,10,6,16
TARIJA,desnutricion aguda,nutricion normal (n),2007-04-01,799,755,438,503,1237,1258,2495
TARVITA,desnutricion aguda,nutricion normal (n),2007-04-01,212,196,210,180,422,376,798
TINGUIPAYA,desnutricion aguda,nutricion normal (n),2007-04-01,92,74,58,59,150,133,283
TIQUIPAYA,desnutricion aguda,nutricion normal (n),2007-04-01,181,128,88,74,269,202,471
TIRAQUE (CBBA),desnutricion aguda,nutricion normal (n),2007-04-01,206,183,96,103,302,286,588
TOCO,desnutricion aguda,nutricion normal (n),2007-04-01,27,13,17,22,44,35,79
TODOS SANTOS,desnutricion aguda,nutricion normal (n),2007-04-01,2,2,1,0,3,2,5
TOLATA,desnutricion aguda,nutricion normal (n),2007-04-01,16,20,3,4,19,24,43
TOLEDO,desnutricion aguda,nutricion normal (n),2007-04-01,36,38,20,22,56,60,116
TOMAVE,desnutricion aguda,nutricion normal (n),2007-04-01,82,31,69,24,151,55,206
TOMINA,desnutricion aguda,nutricion normal (n),2007-04-01,134,118,126,89,260,207,467
TORO TORO,desnutricion aguda,nutricion normal (n),2007-04-01,30,28,39,27,69,55,124
TOTORA(CBBA),desnutricion aguda,nutricion normal (n),2007-04-01,73,79,36,36,109,115,224
TOTORA(ORR),desnutricion aguda,nutricion normal (n),2007-04-01,25,22,36,31,61,53,114
TRIGAL,desnutricion aguda,nutricion normal (n),2007-04-01,9,8,17,13,26,21,47
TRINIDAD,desnutricion aguda,nutricion normal (n),2007-04-01,543,463,302,222,845,685,1530
TUPIZA,desnutricion aguda,nutricion normal (n),2007-04-01,268,242,221,193,489,435,924
TURCO,desnutricion aguda,nutricion normal (n),2007-04-01,30,31,22,11,52,42,94
UNCIA,desnutricion aguda,nutricion normal (n),2007-04-01,54,36,22,15,76,51,127
URIONDO (A. CONCEPCION),desnutricion aguda,nutricion normal (n),2007-04-01,105,103,70,94,175,197,372
URUBICHA,desnutricion aguda,nutricion normal (n),2007-04-01,74,43,66,66,140,109,249
UYUNI,desnutricion aguda,nutricion normal (n),2007-04-01,77,50,25,32,102,82,184
VACAS,desnutricion aguda,nutricion normal (n),2007-04-01,43,38,25,19,68,57,125
VALLEGRANDE,desnutricion aguda,nutricion normal (n),2007-04-01,126,102,69,64,195,166,361
VILA VILA,desnutricion aguda,nutricion normal (n),2007-04-01,31,17,19,27,50,44,94
VILLA MONTES,desnutricion aguda,nutricion normal (n),2007-04-01,213,174,143,131,356,305,661
VILLA NUEVA (LOMA ALTA),desnutricion aguda,nutricion normal (n),2007-04-01,22,34,25,12,47,46,93
VILLA RIVERO,desnutricion aguda,nutricion normal (n),2007-04-01,30,26,18,23,48,49,97
VILLA SERRANO,desnutricion aguda,nutricion normal (n),2007-04-01,120,130,177,147,297,277,574
VILLA TUNARI,desnutricion aguda,nutricion normal (n),2007-04-01,394,376,259,211,653,587,1240
VILLA VACA GUZMAN (MUYUPAMPA),desnutricion aguda,nutricion normal (n),2007-04-01,68,77,72,91,140,168,308
VILLAZON,desnutricion aguda,nutricion normal (n),2007-04-01,226,217,163,136,389,353,742
VINTO,desnutricion aguda,nutricion normal (n),2007-04-01,186,109,22,16,208,125,333
VITICHI,desnutricion aguda,nutricion normal (n),2007-04-01,62,66,72,73,134,139,273
WARNES,desnutricion aguda,nutricion normal (n),2007-04-01,224,199,147,112,371,311,682
YACUIBA,desnutricion aguda,nutricion normal (n),2007-04-01,259,244,105,73,364,317,681
YAMPARAEZ,desnutricion aguda,nutricion normal (n),2007-04-01,92,104,149,133,241,237,478
YAPACANI,desnutricion aguda,nutricion normal (n),2007-04-01,275,268,165,117,440,385,825
YOCALLA,desnutricion aguda,nutricion normal (n),2007-04-01,24,25,33,20,57,45,102
YOTALA,desnutricion aguda,nutricion normal (n),2007-04-01,79,69,115,95,194,164,358
YUNCHARA,desnutricion aguda,nutricion normal (n),2007-04-01,45,47,51,43,96,90,186
ZUDAÑEZ,desnutricion aguda,nutricion normal (n),2007-04-01,83,78,106,84,189,162,351
ACACIO,desnutricion aguda,nutricion normal (n),2007-05-01,51,60,37,28,88,88,176
AIQUILE,desnutricion aguda,nutricion normal (n),2007-05-01,180,107,119,81,299,188,487
ALALAY,desnutricion aguda,nutricion normal (n),2007-05-01,27,28,7,11,34,39,73
ALCALA,desnutricion aguda,nutricion normal (n),2007-05-01,32,36,36,45,68,81,149
ANDAMARCA,desnutricion aguda,nutricion normal (n),2007-05-01,26,32,48,39,74,71,145
ANTEQUERA,desnutricion aguda,nutricion normal (n),2007-05-01,43,47,49,55,92,102,194
ANZALDO,desnutricion aguda,nutricion normal (n),2007-05-01,36,34,20,14,56,48,104
ARAMPAMPA,desnutricion aguda,nutricion normal (n),2007-05-01,70,69,41,44,111,113,224
ARANI,desnutricion aguda,nutricion normal (n),2007-05-01,45,37,30,27,75,64,139
ARBIETO,desnutricion aguda,nutricion normal (n),2007-05-01,51,48,41,31,92,79,171
ARQUE,desnutricion aguda,nutricion normal (n),2007-05-01,68,49,42,42,110,91,201
ASCENCION DE GUARAYOS,desnutricion aguda,nutricion normal (n),2007-05-01,4,5,5,7,9,12,21
ATOCHA,desnutricion aguda,nutricion normal (n),2007-05-01,115,101,85,73,200,174,374
AYOPAYA (V. DE INDEPENDENCIA),desnutricion aguda,nutricion normal (n),2007-05-01,178,142,116,95,294,237,531
AZURDUY,desnutricion aguda,nutricion normal (n),2007-05-01,224,195,245,254,469,449,918
BAURES,desnutricion aguda,nutricion normal (n),2007-05-01,36,41,38,47,74,88,162
BELEN DE ANDAMARCA,desnutricion aguda,nutricion normal (n),2007-05-01,5,5,10,10,15,15,30
BELEN DE URMIRI,desnutricion aguda,nutricion normal (n),2007-05-01,10,10,4,9,14,19,33
BELLA FLOR,desnutricion aguda,nutricion normal (n),2007-05-01,21,20,18,21,39,41,80
BERMEJO,desnutricion aguda,nutricion normal (n),2007-05-01,67,54,42,45,109,99,208
BETANZOS,desnutricion aguda,nutricion normal (n),2007-05-01,220,192,212,176,432,368,800
BOLIVAR,desnutricion aguda,nutricion normal (n),2007-05-01,54,50,53,62,107,112,219
BOLPEBRA,desnutricion aguda,nutricion normal (n),2007-05-01,16,13,22,25,38,38,76
BOYUIBE,desnutricion aguda,nutricion normal (n),2007-05-01,20,24,12,20,32,44,76
BUENA VISTA,desnutricion aguda,nutricion normal (n),2007-05-01,158,130,123,151,281,281,562
CABEZAS,desnutricion aguda,nutricion normal (n),2007-05-01,106,89,82,59,188,148,336
"CAIZA ""D""",desnutricion aguda,nutricion normal (n),2007-05-01,74,59,68,70,142,129,271
CAJUATA,desnutricion aguda,nutricion normal (n),2007-05-01,85,92,49,50,134,142,276
CAMARGO,desnutricion aguda,nutricion normal (n),2007-05-01,202,187,132,121,334,308,642
CAMATAQUI (C. VILLA ABECIA),desnutricion aguda,nutricion normal (n),2007-05-01,26,33,39,19,65,52,117
CAMIRI,desnutricion aguda,nutricion normal (n),2007-05-01,283,260,260,223,543,483,1026
CAPINOTA,desnutricion aguda,nutricion normal (n),2007-05-01,72,75,41,23,113,98,211
CARACOLLO,desnutricion aguda,nutricion normal (n),2007-05-01,77,91,32,37,109,128,237
CARANGAS,desnutricion aguda,nutricion normal (n),2007-05-01,3,2,0,0,3,2,5
CARAPARI,desnutricion aguda,nutricion normal (n),2007-05-01,94,90,63,76,157,166,323
CARIPUYO,desnutricion aguda,nutricion normal (n),2007-05-01,52,60,63,63,115,123,238
CARMEN RIVERO TORREZ,desnutricion aguda,nutricion normal (n),2007-05-01,49,17,11,20,60,37,97
CHALLAPATA,desnutricion aguda,nutricion normal (n),2007-05-01,215,229,104,118,319,347,666
CHAQUI,desnutricion aguda,nutricion normal (n),2007-05-01,55,35,30,37,85,72,157
CHARAGUA,desnutricion aguda,nutricion normal (n),2007-05-01,169,165,115,153,284,318,602
CHAYANTA,desnutricion aguda,nutricion normal (n),2007-05-01,58,58,40,28,98,86,184
CHIMORE,desnutricion aguda,nutricion normal (n),2007-05-01,79,63,50,27,129,90,219
CHIPAYA,desnutricion aguda,nutricion normal (n),2007-05-01,9,8,11,4,20,12,32
CHOQUE COTA,desnutricion aguda,nutricion normal (n),2007-05-01,6,8,10,16,16,24,40
COBIJA,desnutricion aguda,nutricion normal (n),2007-05-01,145,145,96,91,241,236,477
COCHABAMBA,desnutricion aguda,nutricion normal (n),2007-05-01,1939,1684,1038,897,2977,2581,5558
COIPASA,desnutricion aguda,nutricion normal (n),2007-05-01,3,3,2,1,5,4,9
COLCAPIRHUA,desnutricion aguda,nutricion normal (n),2007-05-01,101,116,62,80,163,196,359
"COLCHA ""K""",desnutricion aguda,nutricion normal (n),2007-05-01,97,97,81,63,178,160,338
COLOMI,desnutricion aguda,nutricion normal (n),2007-05-01,202,158,125,104,327,262,589
COLPA BELGICA,desnutricion aguda,nutricion normal (n),2007-05-01,53,45,28,25,81,70,151
COLQUECHACA,desnutricion aguda,nutricion normal (n),2007-05-01,165,154,71,62,236,216,452
COLQUIRI,desnutricion aguda,nutricion normal (n),2007-05-01,137,113,81,100,218,213,431
COMARAPA,desnutricion aguda,nutricion normal (n),2007-05-01,124,96,79,123,203,219,422
CONCEPCION,desnutricion aguda,nutricion normal (n),2007-05-01,126,90,53,35,179,125,304
CORQUE,desnutricion aguda,nutricion normal (n),2007-05-01,41,47,27,42,68,89,157
COTAGAITA,desnutricion aguda,nutricion normal (n),2007-05-01,166,173,140,126,306,299,605
COTOCA,desnutricion aguda,nutricion normal (n),2007-05-01,225,182,85,80,310,262,572
CUATRO CAÑADAS,desnutricion aguda,nutricion normal (n),2007-05-01,161,148,140,129,301,277,578
CUCHUMUELA (V. G. VILLARROEL),desnutricion aguda,nutricion normal (n),2007-05-01,9,5,8,9,17,14,31
CUEVO,desnutricion aguda,nutricion normal (n),2007-05-01,28,45,41,40,69,85,154
CULPINA,desnutricion aguda,nutricion normal (n),2007-05-01,207,218,216,204,423,422,845
CURAHUARA DE CARANGAS,desnutricion aguda,nutricion normal (n),2007-05-01,39,18,17,20,56,38,94
EL CHORO,desnutricion aguda,nutricion normal (n),2007-05-01,38,25,18,29,56,54,110
EL PUENTE(STC),desnutricion aguda,nutricion normal (n),2007-05-01,129,134,74,95,203,229,432
EL PUENTE(TJA),desnutricion aguda,nutricion normal (n),2007-05-01,55,58,64,55,119,113,232
EL TORNO,desnutricion aguda,nutricion normal (n),2007-05-01,127,135,54,70,181,205,386
EL VILLAR,desnutricion aguda,nutricion normal (n),2007-05-01,72,55,76,68,148,123,271
ENTRE RIOS,desnutricion aguda,nutricion normal (n),2007-05-01,114,109,111,100,225,209,434
ENTRE RIOS,desnutricion aguda,nutricion normal (n),2007-05-01,235,185,128,114,363,299,662
ESCARA,desnutricion aguda,nutricion normal (n),2007-05-01,1,1,3,3,4,4,8
ESMERALDA,desnutricion aguda,nutricion normal (n),2007-05-01,0,0,0,2,0,2,2
EUCALIPTUS,desnutricion aguda,nutricion normal (n),2007-05-01,27,31,34,29,61,60,121
EUREKA (SANTOS MERCADO),desnutricion aguda,nutricion normal (n),2007-05-01,22,12,7,12,29,24,53
EXALTACION,desnutricion aguda,nutricion normal (n),2007-05-01,12,10,24,17,36,27,63
FERNANDEZ ALONSO,desnutricion aguda,nutricion normal (n),2007-05-01,114,100,66,81,180,181,361
FILADELFIA,desnutricion aguda,nutricion normal (n),2007-05-01,51,54,48,47,99,101,200
GENERAL SAAVEDRA,desnutricion aguda,nutricion normal (n),2007-05-01,47,47,30,30,77,77,154
GUAYARAMERIN,desnutricion aguda,nutricion normal (n),2007-05-01,176,147,67,73,243,220,463
GUTIERREZ,desnutricion aguda,nutricion normal (n),2007-05-01,136,138,169,172,305,310,615
HUACARETA,desnutricion aguda,nutricion normal (n),2007-05-01,124,118,144,106,268,224,492
HUACAYA (VILLA DE HUACAYA),desnutricion aguda,nutricion normal (n),2007-05-01,35,41,52,55,87,96,183
HUACHACALLA,desnutricion aguda,nutricion normal (n),2007-05-01,16,9,6,13,22,22,44
HUANUNI,desnutricion aguda,nutricion normal (n),2007-05-01,39,29,48,37,87,66,153
HUARACAJE,desnutricion aguda,nutricion normal (n),2007-05-01,46,26,31,36,77,62,139
HUAYLLAMARCA,desnutricion aguda,nutricion normal (n),2007-05-01,19,26,11,15,30,41,71
ICHOCA,desnutricion aguda,nutricion normal (n),2007-05-01,21,14,10,17,31,31,62
ICLA,desnutricion aguda,nutricion normal (n),2007-05-01,106,106,135,156,241,262,503
INCAHUASI,desnutricion aguda,nutricion normal (n),2007-05-01,273,266,201,202,474,468,942
INGAVI (HUMAITA),desnutricion aguda,nutricion normal (n),2007-05-01,7,4,10,14,17,18,35
INQUISIVI,desnutricion aguda,nutricion normal (n),2007-05-01,71,69,82,69,153,138,291
LA GUARDIA,desnutricion aguda,nutricion normal (n),2007-05-01,414,379,222,188,636,567,1203
LA RIVERA,desnutricion aguda,nutricion normal (n),2007-05-01,2,3,0,4,2,7,9
LAGUNILLAS,desnutricion aguda,nutricion normal (n),2007-05-01,69,70,114,91,183,161,344
LAS CARRERAS,desnutricion aguda,nutricion normal (n),2007-05-01,40,43,52,49,92,92,184
LICOMA PAMPA,desnutricion aguda,nutricion normal (n),2007-05-01,24,28,17,26,41,54,95
