municipality,group,variable,month,Cantidad,TOTAL
YANACACHI,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-05-01,1,1
YOTALA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-05-01,3,3
ZUDAÑEZ,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-05-01,1,1
ACHACACHI,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-06-01,8,8
AIQUILE,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-06-01,2,2
ANCORAIMES,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-06-01,2,2
ARBIETO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-06-01,4,4
ASCENCION DE GUARAYOS,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-06-01,1,1
AYO AYO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-06-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-06-01,3,3
BERMEJO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-06-01,16,16
BOLIVAR,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-06-01,2,2
BUENA VISTA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-06-01,1,1
CABEZAS,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-06-01,1,1
CAMIRI,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-06-01,14,14
CAPINOTA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-06-01,9,9
CAQUIAVIRI,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-06-01,2,2
CARANAVI,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-06-01,5,5
CARAPARI,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-06-01,6,6
CHALLAPATA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-06-01,5,5
CHARAÑA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-06-01,1,1
CHIMORE,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-06-01,5,5
CLIZA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-06-01,7,7
COBIJA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-06-01,6,6
COCHABAMBA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-06-01,299,299
"COLCHA ""K""",sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-06-01,1,1
COLOMI,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-06-01,7,7
COLQUENCHA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-06-01,1,1
COMANCHE,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-06-01,3,3
COMARAPA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-06-01,5,5
COPACABANA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-06-01,3,3
CORIPATA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-06-01,1,1
COROICO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-06-01,3,3
COTAGAITA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-06-01,5,5
COTOCA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-06-01,19,19
CUATRO CAÑADAS,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-06-01,4,4
DESAGUADERO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-06-01,1,1
EL ALTO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-06-01,179,179
EL TORNO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-06-01,32,32
ENTRE RIOS,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-06-01,4,4
EUCALIPTUS,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-06-01,2,2
FERNANDEZ ALONSO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-06-01,14,14
GUANAY,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-06-01,4,4
GUAQUI,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-06-01,4,4
GUAYARAMERIN,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-06-01,1,1
LA GUARDIA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-06-01,33,33
LA PAZ,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-06-01,378,378
LAJA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-06-01,2,2
LICOMA PAMPA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-06-01,1,1
LLALLAGUA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-06-01,4,4
MAIRANA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-06-01,6,6
MOCOMOCO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-06-01,2,2
MONTERO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-06-01,66,66
ORURO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-06-01,127,127
PADCAYA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-06-01,2,2
PAILON,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-06-01,2,2
PALOS BLANCOS,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-06-01,1,1
PATACAMAYA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-06-01,3,3
PORCO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-06-01,1,1
PORONGO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-06-01,8,8
PORTACHUELO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-06-01,8,8
POSTRER VALLE,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-06-01,3,3
POTOSI,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-06-01,49,49
PUCARANI,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-06-01,4,4
PUERTO ACOSTA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-06-01,4,4
PUERTO QUIJARRO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-06-01,3,3
PUERTO SUAREZ,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-06-01,3,3
PUERTO VILLARROEL,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-06-01,8,8
PUNATA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-06-01,7,7
QUILLACOLLO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-06-01,59,59
QUIRUSILLAS,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-06-01,2,2
ROBORE,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-06-01,1,1
SACABA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-06-01,58,58
SACACA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-06-01,2,2
SAIPINA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-06-01,1,1
SAMAIPATA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-06-01,6,6
SAN BENITO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-06-01,3,3
SAN CARLOS,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-06-01,3,3
SAN IGNACIO DE VELASCO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-06-01,16,16
SAN JULIAN,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-06-01,8,8
SAN LORENZO(TJA),sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-06-01,1,1
SAN MATIAS,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-06-01,3,3
SAN MIGUEL DE VELASCO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-06-01,3,3
SAN PEDRO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-06-01,11,11
SAN RAFAEL,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-06-01,1,1
SAN RAMON,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-06-01,2,2
SANTA ANA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-06-01,2,2
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-06-01,767,767
SANTA ROSA DEL SARA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-06-01,4,4
SANTIAGO DE MACHACA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-06-01,1,1
SAPAHAQUI,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-06-01,2,2
SENA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-06-01,1,1
SICAYA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-06-01,1,1
SIPE SIPE,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-06-01,13,13
SUCRE,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-06-01,127,127
TARACO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-06-01,3,3
TARATA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-06-01,2,2
TARIJA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-06-01,18,18
TIAWANACU,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-06-01,1,1
TIPUANI,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-06-01,2,2
TIQUIPAYA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-06-01,53,53
TIRAQUE (CBBA),sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-06-01,1,1
TOCO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-06-01,4,4
TOTORA(CBBA),sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-06-01,2,2
TRINIDAD,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-06-01,9,9
TUPIZA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-06-01,6,6
URIONDO (A. CONCEPCION),sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-06-01,1,1
VALLEGRANDE,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-06-01,3,3
VILLA MONTES,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-06-01,5,5
VILLA SERRANO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-06-01,1,1
VILLA TUNARI,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-06-01,3,3
VILLAZON,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-06-01,9,9
VITICHI,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-06-01,1,1
WARNES,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-06-01,21,21
YACUIBA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-06-01,55,55
ACHACACHI,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-07-01,11,11
AIQUILE,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-07-01,1,1
ANCORAIMES,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-07-01,1,1
ARBIETO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-07-01,4,4
ASCENCION DE GUARAYOS,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-07-01,3,3
BERMEJO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-07-01,18,18
BETANZOS,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-07-01,2,2
CAIROMA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-07-01,1,1
CAMIRI,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-07-01,8,8
CAPINOTA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-07-01,8,8
CAQUIAVIRI,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-07-01,1,1
CARANAVI,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-07-01,8,8
CARAPARI,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-07-01,6,6
CATACORA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-07-01,1,1
CHALLAPATA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-07-01,7,7
CHIMORE,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-07-01,5,5
CHULUMANI (V. DE LA LIBERTAD),sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-07-01,5,5
CLIZA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-07-01,15,15
COBIJA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-07-01,6,6
COCHABAMBA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-07-01,469,469
COLOMI,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-07-01,1,1
COMARAPA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-07-01,1,1
COPACABANA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-07-01,5,5
CORIPATA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-07-01,1,1
COROICO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-07-01,6,6
COTOCA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-07-01,21,21
DESAGUADERO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-07-01,2,2
EL ALTO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-07-01,166,166
EL TORNO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-07-01,27,27
ENTRE RIOS,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-07-01,5,5
ENTRE RIOS,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-07-01,3,3
FERNANDEZ ALONSO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-07-01,7,7
GUANAY,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-07-01,3,3
GUAQUI,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-07-01,1,1
INQUISIVI,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-07-01,2,2
JESUS DE MACHACA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-07-01,2,2
LA GUARDIA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-07-01,19,19
LA PAZ,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-07-01,299,299
LAJA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-07-01,3,3
LLALLAGUA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-07-01,7,7
LURIBAY,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-07-01,4,4
MAIRANA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-07-01,5,5
MECAPACA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-07-01,4,4
MOCOMOCO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-07-01,3,3
MOJOCOYA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-07-01,2,2
MONTERO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-07-01,63,63
MORO MORO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-07-01,1,1
OKINAWA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-07-01,2,2
ORURO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-07-01,131,131
PADCAYA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-07-01,3,3
PALOS BLANCOS,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-07-01,2,2
PORONGO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-07-01,1,1
PORTACHUELO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-07-01,10,10
POSTRER VALLE,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-07-01,1,1
POTOSI,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-07-01,56,56
PUCARANI,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-07-01,1,1
PUERTO ACOSTA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-07-01,1,1
PUERTO PEREZ,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-07-01,1,1
PUERTO QUIJARRO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-07-01,5,5
PUERTO SUAREZ,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-07-01,4,4
PUERTO VILLARROEL,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-07-01,7,7
PUNA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-07-01,1,1
PUNATA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-07-01,26,26
QUILLACOLLO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-07-01,48,48
QUIME,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-07-01,1,1
QUIRUSILLAS,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-07-01,2,2
SACABA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-07-01,80,80
SAIPINA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-07-01,3,3
SAMAIPATA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-07-01,1,1
SAN BENITO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-07-01,3,3
SAN IGNACIO DE VELASCO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-07-01,13,13
SAN JUAN DE YAPACANI,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-07-01,4,4
SAN JULIAN,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-07-01,10,10
SAN MATIAS,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-07-01,1,1
SAN PEDRO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-07-01,7,7
SAN PEDRO DE TIQUINA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-07-01,1,1
SAN RAFAEL,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-07-01,1,1
SAN RAMON,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-07-01,2,2
SANTA CRUZ DE LA SIERRA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-07-01,481,481
SANTA ROSA DEL SARA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-07-01,3,3
SANTIAGO DE MACHACA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-07-01,1,1
SAPAHAQUI,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-07-01,4,4
SIPE SIPE,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-07-01,14,14
SUCRE,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-07-01,145,145
TARATA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-07-01,5,5
TARIJA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-07-01,15,15
TEOPONTE,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-07-01,1,1
TOCO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-07-01,5,5
TRINIDAD,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-07-01,12,12
TUPIZA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-07-01,12,12
URIONDO (A. CONCEPCION),sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-07-01,2,2
VACAS,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-07-01,2,2
VALLEGRANDE,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-07-01,3,3
VIACHA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-07-01,1,1
VILLA MONTES,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-07-01,2,2
VILLA RIVERO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-07-01,2,2
VILLA TUNARI,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-07-01,13,13
VILLAZON,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-07-01,16,16
VINTO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-07-01,17,17
WARNES,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-07-01,17,17
YACUIBA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-07-01,28,28
YANACACHI,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-07-01,1,1
ZUDAÑEZ,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-07-01,1,1
ACHACACHI,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-08-01,10,10
ANCORAIMES,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-08-01,2,2
ARBIETO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-08-01,3,3
BATALLAS,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-08-01,4,4
BERMEJO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-08-01,25,25
BETANZOS,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-08-01,6,6
BOLIVAR,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-08-01,3,3
CAIROMA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-08-01,2,2
CALACOTO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-08-01,1,1
CAMIRI,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-08-01,1,1
CAPINOTA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-08-01,9,9
CAQUIAVIRI,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-08-01,2,2
CARANAVI,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-08-01,3,3
CARAPARI,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-08-01,5,5
CHALLAPATA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-08-01,13,13
CHARAÑA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-08-01,1,1
CHIMORE,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-08-01,5,5
CHULUMANI (V. DE LA LIBERTAD),sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-08-01,1,1
CLIZA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-08-01,14,14
COBIJA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-08-01,15,15
COCHABAMBA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-08-01,683,683
COLCAPIRHUA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-08-01,2,2
COLOMI,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-08-01,8,8
COMARAPA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-08-01,5,5
COPACABANA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-08-01,8,8
CORIPATA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-08-01,1,1
CORO CORO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-08-01,2,2
COROICO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-08-01,4,4
COTOCA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-08-01,13,13
CUATRO CAÑADAS,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-08-01,3,3
DESAGUADERO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-08-01,5,5
EL ALTO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-08-01,238,238
EL PUENTE(TJA),sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-08-01,1,1
EL TORNO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-08-01,22,22
ENTRE RIOS,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-08-01,4,4
ENTRE RIOS,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-08-01,5,5
FERNANDEZ ALONSO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-08-01,8,8
GUANAY,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-08-01,5,5
GUAQUI,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-08-01,6,6
GUAYARAMERIN,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-08-01,1,1
IRUPANA (VILLA DE LANZA),sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-08-01,1,1
LA GUARDIA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-08-01,31,31
LA PAZ,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-08-01,617,617
LAJA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-08-01,2,2
LICOMA PAMPA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-08-01,2,2
LLALLAGUA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-08-01,7,7
MAIRANA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-08-01,5,5
MONTEAGUDO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-08-01,2,2
MONTERO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-08-01,56,56
NAZACARA DE PACAJES,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-08-01,1,1
ORURO,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-08-01,217,217
PADCAYA,sospecha diagnostica,numero de personas mordidas por animal sospechoso de rabia,2007-08-01,1,1
