municipality,group,variable,month,< de 2 años-H,< de 2 años-M,2 a 4 años-H,2 a 4 años-M,TOTAL-H,TOTAL-M,TOTAL
CHAQUI,desnutricion global,nutricion normal (n),2006-01-01,40,26,29,25,69,51,120
CHARAGUA,desnutricion global,nutricion normal (n),2006-01-01,171,181,144,184,315,365,680
CHARAÑA,desnutricion global,nutricion normal (n),2006-01-01,16,6,6,12,22,18,40
CHAYANTA,desnutricion global,nutricion normal (n),2006-01-01,66,53,46,40,112,93,205
CHIMORE,desnutricion global,nutricion normal (n),2006-01-01,36,29,20,11,56,40,96
CHIPAYA,desnutricion global,nutricion normal (n),2006-01-01,11,8,5,4,16,12,28
CHOQUE COTA,desnutricion global,nutricion normal (n),2006-01-01,5,6,4,5,9,11,20
CHULUMANI (V. DE LA LIBERTAD),desnutricion global,nutricion normal (n),2006-01-01,49,46,18,18,67,64,131
CHUMA,desnutricion global,nutricion normal (n),2006-01-01,42,34,30,28,72,62,134
CLIZA,desnutricion global,nutricion normal (n),2006-01-01,78,77,42,32,120,109,229
COBIJA,desnutricion global,nutricion normal (n),2006-01-01,219,197,146,132,365,329,694
COCHABAMBA,desnutricion global,nutricion normal (n),2006-01-01,1523,1312,656,614,2179,1926,4105
COLCAPIRHUA,desnutricion global,nutricion normal (n),2006-01-01,131,158,87,76,218,234,452
"COLCHA ""K""",desnutricion global,nutricion normal (n),2006-01-01,44,43,35,38,79,81,160
COLLANA,desnutricion global,nutricion normal (n),2006-01-01,8,7,9,3,17,10,27
COLOMI,desnutricion global,nutricion normal (n),2006-01-01,117,91,53,56,170,147,317
COLPA BELGICA,desnutricion global,nutricion normal (n),2006-01-01,32,25,25,21,57,46,103
COLQUECHACA,desnutricion global,nutricion normal (n),2006-01-01,131,85,104,98,235,183,418
COLQUENCHA,desnutricion global,nutricion normal (n),2006-01-01,35,44,39,28,74,72,146
COLQUIRI,desnutricion global,nutricion normal (n),2006-01-01,127,105,87,83,214,188,402
COMANCHE,desnutricion global,nutricion normal (n),2006-01-01,8,11,1,3,9,14,23
COMARAPA,desnutricion global,nutricion normal (n),2006-01-01,82,88,55,53,137,141,278
COMBAYA,desnutricion global,nutricion normal (n),2006-01-01,2,3,5,3,7,6,13
CONCEPCION,desnutricion global,nutricion normal (n),2006-01-01,74,67,41,25,115,92,207
COPACABANA,desnutricion global,nutricion normal (n),2006-01-01,64,67,45,40,109,107,216
CORIPATA,desnutricion global,nutricion normal (n),2006-01-01,81,57,47,36,128,93,221
CORO CORO,desnutricion global,nutricion normal (n),2006-01-01,34,33,23,28,57,61,118
COROICO,desnutricion global,nutricion normal (n),2006-01-01,83,49,52,57,135,106,241
CORQUE,desnutricion global,nutricion normal (n),2006-01-01,17,14,31,21,48,35,83
COTAGAITA,desnutricion global,nutricion normal (n),2006-01-01,108,119,85,74,193,193,386
COTOCA,desnutricion global,nutricion normal (n),2006-01-01,228,198,91,64,319,262,581
CUATRO CAÑADAS,desnutricion global,nutricion normal (n),2006-01-01,46,30,34,32,80,62,142
CUCHUMUELA (V. G. VILLARROEL),desnutricion global,nutricion normal (n),2006-01-01,13,4,15,5,28,9,37
CUEVO,desnutricion global,nutricion normal (n),2006-01-01,12,29,27,26,39,55,94
CULPINA,desnutricion global,nutricion normal (n),2006-01-01,169,142,110,140,279,282,561
CURAHUARA DE CARANGAS,desnutricion global,nutricion normal (n),2006-01-01,15,14,5,9,20,23,43
CURVA,desnutricion global,nutricion normal (n),2006-01-01,6,0,4,2,10,2,12
DESAGUADERO,desnutricion global,nutricion normal (n),2006-01-01,26,27,24,29,50,56,106
EL ALTO,desnutricion global,nutricion normal (n),2006-01-01,3142,2835,1094,1142,4236,3977,8213
EL CHORO,desnutricion global,nutricion normal (n),2006-01-01,14,7,9,15,23,22,45
EL PUENTE(STC),desnutricion global,nutricion normal (n),2006-01-01,72,84,43,52,115,136,251
EL PUENTE(TJA),desnutricion global,nutricion normal (n),2006-01-01,53,39,57,37,110,76,186
EL TORNO,desnutricion global,nutricion normal (n),2006-01-01,171,176,91,70,262,246,508
EL VILLAR,desnutricion global,nutricion normal (n),2006-01-01,69,50,73,57,142,107,249
ENTRE RIOS,desnutricion global,nutricion normal (n),2006-01-01,106,116,95,66,201,182,383
ENTRE RIOS,desnutricion global,nutricion normal (n),2006-01-01,130,105,110,89,240,194,434
ESCARA,desnutricion global,nutricion normal (n),2006-01-01,0,1,1,2,1,3,4
EUCALIPTUS,desnutricion global,nutricion normal (n),2006-01-01,28,26,26,33,54,59,113
EUREKA (SANTOS MERCADO),desnutricion global,nutricion normal (n),2006-01-01,15,24,28,31,43,55,98
EXALTACION,desnutricion global,nutricion normal (n),2006-01-01,9,8,8,7,17,15,32
FERNANDEZ ALONSO,desnutricion global,nutricion normal (n),2006-01-01,121,111,95,98,216,209,425
FILADELFIA,desnutricion global,nutricion normal (n),2006-01-01,18,23,23,30,41,53,94
GENERAL SAAVEDRA,desnutricion global,nutricion normal (n),2006-01-01,145,94,148,107,293,201,494
GRAL. J.J. PEREZ (CHARAZANI),desnutricion global,nutricion normal (n),2006-01-01,32,38,36,24,68,62,130
GUANAY,desnutricion global,nutricion normal (n),2006-01-01,56,39,40,22,96,61,157
GUAQUI,desnutricion global,nutricion normal (n),2006-01-01,38,25,17,15,55,40,95
GUAYARAMERIN,desnutricion global,nutricion normal (n),2006-01-01,237,272,140,136,377,408,785
GUTIERREZ,desnutricion global,nutricion normal (n),2006-01-01,84,96,121,119,205,215,420
HUACARETA,desnutricion global,nutricion normal (n),2006-01-01,100,71,88,90,188,161,349
HUACAYA (VILLA DE HUACAYA),desnutricion global,nutricion normal (n),2006-01-01,32,21,25,26,57,47,104
HUACHACALLA,desnutricion global,nutricion normal (n),2006-01-01,10,3,4,4,14,7,21
HUANUNI,desnutricion global,nutricion normal (n),2006-01-01,148,146,66,48,214,194,408
HUARACAJE,desnutricion global,nutricion normal (n),2006-01-01,25,27,29,28,54,55,109
HUAYLLAMARCA,desnutricion global,nutricion normal (n),2006-01-01,38,26,10,13,48,39,87
ICHOCA,desnutricion global,nutricion normal (n),2006-01-01,21,18,20,12,41,30,71
ICLA,desnutricion global,nutricion normal (n),2006-01-01,98,109,118,129,216,238,454
INCAHUASI,desnutricion global,nutricion normal (n),2006-01-01,191,169,116,127,307,296,603
INGAVI (HUMAITA),desnutricion global,nutricion normal (n),2006-01-01,2,3,8,3,10,6,16
INQUISIVI,desnutricion global,nutricion normal (n),2006-01-01,101,125,88,94,189,219,408
IRUPANA (VILLA DE LANZA),desnutricion global,nutricion normal (n),2006-01-01,119,96,126,87,245,183,428
IXIAMAS,desnutricion global,nutricion normal (n),2006-01-01,66,38,57,28,123,66,189
JESUS DE MACHACA,desnutricion global,nutricion normal (n),2006-01-01,38,43,22,31,60,74,134
LA ASUNTA,desnutricion global,nutricion normal (n),2006-01-01,56,70,44,23,100,93,193
LA GUARDIA,desnutricion global,nutricion normal (n),2006-01-01,303,314,168,162,471,476,947
LA PAZ,desnutricion global,nutricion normal (n),2006-01-01,2822,2457,1177,1160,3999,3617,7616
LA RIVERA,desnutricion global,nutricion normal (n),2006-01-01,0,1,1,1,1,2,3
LAGUNILLAS,desnutricion global,nutricion normal (n),2006-01-01,50,43,50,54,100,97,197
LAJA,desnutricion global,nutricion normal (n),2006-01-01,77,93,37,40,114,133,247
LAS CARRERAS,desnutricion global,nutricion normal (n),2006-01-01,40,46,35,36,75,82,157
LICOMA PAMPA,desnutricion global,nutricion normal (n),2006-01-01,31,23,70,78,101,101,202
LLALLAGUA,desnutricion global,nutricion normal (n),2006-01-01,151,131,111,113,262,244,506
LLICA,desnutricion global,nutricion normal (n),2006-01-01,12,18,14,8,26,26,52
LORETO,desnutricion global,nutricion normal (n),2006-01-01,27,14,27,33,54,47,101
LURIBAY,desnutricion global,nutricion normal (n),2006-01-01,70,55,57,40,127,95,222
MACHACAMARCA,desnutricion global,nutricion normal (n),2006-01-01,8,17,4,8,12,25,37
MACHARETI,desnutricion global,nutricion normal (n),2006-01-01,77,82,102,127,179,209,388
MAGDALENA,desnutricion global,nutricion normal (n),2006-01-01,63,51,33,35,96,86,182
MAIRANA,desnutricion global,nutricion normal (n),2006-01-01,42,69,24,21,66,90,156
MALLA,desnutricion global,nutricion normal (n),2006-01-01,13,19,32,27,45,46,91
MAPIRI,desnutricion global,nutricion normal (n),2006-01-01,124,92,62,49,186,141,327
MECAPACA,desnutricion global,nutricion normal (n),2006-01-01,51,51,21,24,72,75,147
MINEROS,desnutricion global,nutricion normal (n),2006-01-01,137,105,97,88,234,193,427
MIZQUE,desnutricion global,nutricion normal (n),2006-01-01,103,85,67,65,170,150,320
MOCOMOCO,desnutricion global,nutricion normal (n),2006-01-01,38,50,48,37,86,87,173
MOJINETE,desnutricion global,nutricion normal (n),2006-01-01,8,4,5,3,13,7,20
MOJOCOYA,desnutricion global,nutricion normal (n),2006-01-01,75,56,96,81,171,137,308
MONTEAGUDO,desnutricion global,nutricion normal (n),2006-01-01,164,176,182,154,346,330,676
MONTERO,desnutricion global,nutricion normal (n),2006-01-01,927,764,568,507,1495,1271,2766
MORO MORO,desnutricion global,nutricion normal (n),2006-01-01,18,9,12,10,30,19,49
MOROCHATA,desnutricion global,nutricion normal (n),2006-01-01,89,82,59,60,148,142,290
NACEBE (SANTA ROSA DEL ABUNA),desnutricion global,nutricion normal (n),2006-01-01,9,7,13,10,22,17,39
NAZACARA DE PACAJES,desnutricion global,nutricion normal (n),2006-01-01,3,1,5,0,8,1,9
NUEVO MANOA (NUEVA ESPERANZA),desnutricion global,nutricion normal (n),2006-01-01,17,12,19,18,36,30,66
OCURI,desnutricion global,nutricion normal (n),2006-01-01,94,89,97,67,191,156,347
OKINAWA,desnutricion global,nutricion normal (n),2006-01-01,112,107,94,65,206,172,378
OMEREQUE,desnutricion global,nutricion normal (n),2006-01-01,54,53,36,32,90,85,175
ORURO,desnutricion global,nutricion normal (n),2006-01-01,967,916,432,467,1399,1383,2782
PADCAYA,desnutricion global,nutricion normal (n),2006-01-01,98,97,99,92,197,189,386
PADILLA,desnutricion global,nutricion normal (n),2006-01-01,111,106,143,138,254,244,498
PAILON,desnutricion global,nutricion normal (n),2006-01-01,11,219,131,21,142,240,382
PALCA,desnutricion global,nutricion normal (n),2006-01-01,52,47,20,10,72,57,129
PALOS BLANCOS,desnutricion global,nutricion normal (n),2006-01-01,151,136,88,65,239,201,440
PAMPA AULLAGAS,desnutricion global,nutricion normal (n),2006-01-01,16,13,13,9,29,22,51
PAMPA GRANDE,desnutricion global,nutricion normal (n),2006-01-01,52,45,37,45,89,90,179
PAPEL PAMPA,desnutricion global,nutricion normal (n),2006-01-01,11,18,4,13,15,31,46
PASORAPA,desnutricion global,nutricion normal (n),2006-01-01,31,19,37,27,68,46,114
PATACAMAYA,desnutricion global,nutricion normal (n),2006-01-01,131,136,40,29,171,165,336
PAZÑA,desnutricion global,nutricion normal (n),2006-01-01,21,26,14,12,35,38,73
PELECHUCO,desnutricion global,nutricion normal (n),2006-01-01,24,21,8,9,32,30,62
POCOATA,desnutricion global,nutricion normal (n),2006-01-01,90,95,88,82,178,177,355
POCONA,desnutricion global,nutricion normal (n),2006-01-01,43,28,31,27,74,55,129
POJO (CBBA),desnutricion global,nutricion normal (n),2006-01-01,35,42,30,29,65,71,136
POOPO,desnutricion global,nutricion normal (n),2006-01-01,18,23,14,7,32,30,62
PORCO,desnutricion global,nutricion normal (n),2006-01-01,41,35,3,13,44,48,92
POROMA,desnutricion global,nutricion normal (n),2006-01-01,67,72,65,57,132,129,261
PORONGO,desnutricion global,nutricion normal (n),2006-01-01,48,41,38,11,86,52,138
PORTACHUELO,desnutricion global,nutricion normal (n),2006-01-01,138,122,113,91,251,213,464
PORVENIR,desnutricion global,nutricion normal (n),2006-01-01,28,28,21,22,49,50,99
POSTRER VALLE,desnutricion global,nutricion normal (n),2006-01-01,9,8,3,6,12,14,26
POTOSI,desnutricion global,nutricion normal (n),2006-01-01,1021,669,348,283,1369,952,2321
PRESTO,desnutricion global,nutricion normal (n),2006-01-01,53,52,70,56,123,108,231
PUCARA,desnutricion global,nutricion normal (n),2006-01-01,10,5,11,2,21,7,28
PUCARANI,desnutricion global,nutricion normal (n),2006-01-01,115,92,51,59,166,151,317
PUERTO ACOSTA,desnutricion global,nutricion normal (n),2006-01-01,85,82,89,75,174,157,331
PUERTO CARABUCO,desnutricion global,nutricion normal (n),2006-01-01,101,93,66,87,167,180,347
PUERTO GONZALO MORENO,desnutricion global,nutricion normal (n),2006-01-01,23,18,14,13,37,31,68
PUERTO PEREZ,desnutricion global,nutricion normal (n),2006-01-01,64,60,57,66,121,126,247
PUERTO QUIJARRO,desnutricion global,nutricion normal (n),2006-01-01,85,71,29,24,114,95,209
PUERTO RICO,desnutricion global,nutricion normal (n),2006-01-01,37,27,9,18,46,45,91
PUERTO SILES,desnutricion global,nutricion normal (n),2006-01-01,5,8,8,8,13,16,29
PUERTO SUAREZ,desnutricion global,nutricion normal (n),2006-01-01,61,65,24,26,85,91,176
PUERTO VILLARROEL,desnutricion global,nutricion normal (n),2006-01-01,246,195,122,139,368,334,702
PUNA,desnutricion global,nutricion normal (n),2006-01-01,123,110,88,77,211,187,398
PUNATA,desnutricion global,nutricion normal (n),2006-01-01,170,188,56,71,226,259,485
QUIABAYA,desnutricion global,nutricion normal (n),2006-01-01,5,3,4,4,9,7,16
QUILLACOLLO,desnutricion global,nutricion normal (n),2006-01-01,601,586,187,182,788,768,1556
QUIME,desnutricion global,nutricion normal (n),2006-01-01,78,96,68,70,146,166,312
QUIRUSILLAS,desnutricion global,nutricion normal (n),2006-01-01,5,7,3,3,8,10,18
RAVELO,desnutricion global,nutricion normal (n),2006-01-01,79,68,68,54,147,122,269
REYES,desnutricion global,nutricion normal (n),2006-01-01,97,106,72,59,169,165,334
RIBERALTA,desnutricion global,nutricion normal (n),2006-01-01,657,587,248,211,905,798,1703
ROBORE,desnutricion global,nutricion normal (n),2006-01-01,95,88,72,49,167,137,304
RURRENABAQUE,desnutricion global,nutricion normal (n),2006-01-01,45,53,28,25,73,78,151
SABAYA,desnutricion global,nutricion normal (n),2006-01-01,12,9,4,3,16,12,28
SACABA,desnutricion global,nutricion normal (n),2006-01-01,524,461,198,175,722,636,1358
SACABAMBA,desnutricion global,nutricion normal (n),2006-01-01,24,13,12,4,36,17,53
SACACA,desnutricion global,nutricion normal (n),2006-01-01,100,77,96,84,196,161,357
SAIPINA,desnutricion global,nutricion normal (n),2006-01-01,26,19,25,25,51,44,95
SALINAS DE GARCI MENDOZA,desnutricion global,nutricion normal (n),2006-01-01,39,37,36,50,75,87,162
SAMAIPATA,desnutricion global,nutricion normal (n),2006-01-01,65,57,37,34,102,91,193
SAN AGUSTIN,desnutricion global,nutricion normal (n),2006-01-01,6,7,12,7,18,14,32
SAN ANDRES,desnutricion global,nutricion normal (n),2006-01-01,56,57,92,90,148,147,295
SAN ANDRES DE MACHACA,desnutricion global,nutricion normal (n),2006-01-01,22,15,11,17,33,32,65
SAN ANTONIO DE ESMORUCO,desnutricion global,nutricion normal (n),2006-01-01,9,10,3,3,12,13,25
SAN ANTONIO DE LOMERIO,desnutricion global,nutricion normal (n),2006-01-01,42,33,49,46,91,79,170
SAN BENITO,desnutricion global,nutricion normal (n),2006-01-01,61,57,59,63,120,120,240
SAN BORJA,desnutricion global,nutricion normal (n),2006-01-01,341,307,140,133,481,440,921
SAN BUENA VENTURA,desnutricion global,nutricion normal (n),2006-01-01,50,64,26,33,76,97,173
SAN CARLOS,desnutricion global,nutricion normal (n),2006-01-01,179,108,63,86,242,194,436
SAN IGNACIO,desnutricion global,nutricion normal (n),2006-01-01,123,94,77,66,200,160,360
SAN IGNACIO DE VELASCO,desnutricion global,nutricion normal (n),2006-01-01,438,366,301,264,739,630,1369
SAN JAVIER(BNI),desnutricion global,nutricion normal (n),2006-01-01,6,13,20,13,26,26,52
SAN JOAQUIN,desnutricion global,nutricion normal (n),2006-01-01,0,1,26,39,26,40,66
SAN JOSE DE CHIQUITOS,desnutricion global,nutricion normal (n),2006-01-01,56,70,62,47,118,117,235
SAN JUAN DE YAPACANI,desnutricion global,nutricion normal (n),2006-01-01,94,67,65,49,159,116,275
SAN JULIAN,desnutricion global,nutricion normal (n),2006-01-01,93,74,48,49,141,123,264
SAN LORENZO(PND),desnutricion global,nutricion normal (n),2006-01-01,40,25,34,23,74,48,122
SAN LORENZO(TJA),desnutricion global,nutricion normal (n),2006-01-01,109,109,78,79,187,188,375
SAN LUCAS,desnutricion global,nutricion normal (n),2006-01-01,275,242,272,215,547,457,1004
SAN MATIAS,desnutricion global,nutricion normal (n),2006-01-01,62,60,55,46,117,106,223
SAN MIGUEL DE VELASCO,desnutricion global,nutricion normal (n),2006-01-01,81,55,34,30,115,85,200
SAN PABLO DE LIPEZ,desnutricion global,nutricion normal (n),2006-01-01,10,8,8,5,18,13,31
SAN PEDRO,desnutricion global,nutricion normal (n),2006-01-01,126,104,94,88,220,192,412
SAN PEDRO DE BUENA VISTA,desnutricion global,nutricion normal (n),2006-01-01,52,53,32,32,84,85,169
SAN PEDRO DE CURAHUARA,desnutricion global,nutricion normal (n),2006-01-01,17,20,26,33,43,53,96
SAN PEDRO DE QUEMES,desnutricion global,nutricion normal (n),2006-01-01,0,2,1,1,1,3,4
SAN PEDRO DE TIQUINA,desnutricion global,nutricion normal (n),2006-01-01,21,28,11,14,32,42,74
SAN PEDRO(PND),desnutricion global,nutricion normal (n),2006-01-01,11,5,7,11,18,16,34
SAN RAFAEL,desnutricion global,nutricion normal (n),2006-01-01,63,49,49,62,112,111,223
SAN RAMON,desnutricion global,nutricion normal (n),2006-01-01,23,22,22,11,45,33,78
SANTA ANA,desnutricion global,nutricion normal (n),2006-01-01,105,105,56,43,161,148,309
SANTA CRUZ DE LA SIERRA,desnutricion global,nutricion normal (n),2006-01-01,4189,3737,2011,1988,6200,5725,11925
SANTA ROSA,desnutricion global,nutricion normal (n),2006-01-01,25,38,11,18,36,56,92
SANTA ROSA DEL SARA,desnutricion global,nutricion normal (n),2006-01-01,86,83,80,79,166,162,328
SANTIAGO DE CALLAPA,desnutricion global,nutricion normal (n),2006-01-01,17,18,8,4,25,22,47
SANTIAGO DE HUARI,desnutricion global,nutricion normal (n),2006-01-01,39,47,36,43,75,90,165
SANTIAGO DE MACHACA,desnutricion global,nutricion normal (n),2006-01-01,11,5,5,9,16,14,30
SANTIVAÑES,desnutricion global,nutricion normal (n),2006-01-01,44,22,41,27,85,49,134
SANTUARIO DE QUILLACAS,desnutricion global,nutricion normal (n),2006-01-01,11,5,2,2,13,7,20
SAPAHAQUI,desnutricion global,nutricion normal (n),2006-01-01,61,52,36,35,97,87,184
SENA,desnutricion global,nutricion normal (n),2006-01-01,51,48,34,60,85,108,193
SICA SICA (VILLA AROMA),desnutricion global,nutricion normal (n),2006-01-01,101,105,84,89,185,194,379
SICAYA,desnutricion global,nutricion normal (n),2006-01-01,4,2,1,1,5,3,8
SIPE SIPE,desnutricion global,nutricion normal (n),2006-01-01,213,169,86,80,299,249,548
SOPACHUY,desnutricion global,nutricion normal (n),2006-01-01,110,100,125,103,235,203,438
SORACACHI,desnutricion global,nutricion normal (n),2006-01-01,16,34,17,25,33,59,92
SORATA,desnutricion global,nutricion normal (n),2006-01-01,91,69,89,100,180,169,349
SUCRE,desnutricion global,nutricion normal (n),2006-01-01,822,796,461,471,1283,1267,2550
TACACHI,desnutricion global,nutricion normal (n),2006-01-01,5,4,0,0,5,4,9
TACACOMA,desnutricion global,nutricion normal (n),2006-01-01,33,19,23,22,56,41,97
TACOBAMBA,desnutricion global,nutricion normal (n),2006-01-01,43,40,26,24,69,64,133
TACOPAYA,desnutricion global,nutricion normal (n),2006-01-01,39,49,43,30,82,79,161
TAHUA,desnutricion global,nutricion normal (n),2006-01-01,5,5,6,8,11,13,24
TAPACARI,desnutricion global,nutricion normal (n),2006-01-01,100,93,71,64,171,157,328
TARABUCO,desnutricion global,nutricion normal (n),2006-01-01,210,219,273,274,483,493,976
TARACO,desnutricion global,nutricion normal (n),2006-01-01,22,29,44,32,66,61,127
TARATA,desnutricion global,nutricion normal (n),2006-01-01,44,21,6,6,50,27,77
TARIJA,desnutricion global,nutricion normal (n),2006-01-01,837,755,398,372,1235,1127,2362
TARVITA,desnutricion global,nutricion normal (n),2006-01-01,184,172,180,178,364,350,714
TEOPONTE,desnutricion global,nutricion normal (n),2006-01-01,37,41,31,23,68,64,132
TIAWANACU,desnutricion global,nutricion normal (n),2006-01-01,73,46,42,33,115,79,194
TINGUIPAYA,desnutricion global,nutricion normal (n),2006-01-01,55,71,61,67,116,138,254
TIPUANI,desnutricion global,nutricion normal (n),2006-01-01,81,62,27,36,108,98,206
TIQUIPAYA,desnutricion global,nutricion normal (n),2006-01-01,220,164,72,67,292,231,523
TIRAQUE (CBBA),desnutricion global,nutricion normal (n),2006-01-01,235,178,105,123,340,301,641
TITO YUPANQUI (PARQUIPUJIO),desnutricion global,nutricion normal (n),2006-01-01,6,13,8,9,14,22,36
TOCO,desnutricion global,nutricion normal (n),2006-01-01,8,4,3,2,11,6,17
TODOS SANTOS,desnutricion global,nutricion normal (n),2006-01-01,2,1,1,2,3,3,6
TOLATA,desnutricion global,nutricion normal (n),2006-01-01,32,23,15,6,47,29,76
TOLEDO,desnutricion global,nutricion normal (n),2006-01-01,26,14,18,7,44,21,65
TOMAVE,desnutricion global,nutricion normal (n),2006-01-01,31,18,18,8,49,26,75
TOMINA,desnutricion global,nutricion normal (n),2006-01-01,106,99,90,107,196,206,402
TORO TORO,desnutricion global,nutricion normal (n),2006-01-01,101,91,73,70,174,161,335
TOTORA(CBBA),desnutricion global,nutricion normal (n),2006-01-01,52,64,19,8,71,72,143
TOTORA(ORR),desnutricion global,nutricion normal (n),2006-01-01,13,14,8,9,21,23,44
TRIGAL,desnutricion global,nutricion normal (n),2006-01-01,12,12,14,8,26,20,46
TRINIDAD,desnutricion global,nutricion normal (n),2006-01-01,564,419,294,241,858,660,1518
TUPIZA,desnutricion global,nutricion normal (n),2006-01-01,177,168,185,175,362,343,705
TURCO,desnutricion global,nutricion normal (n),2006-01-01,8,14,16,17,24,31,55
UMALA,desnutricion global,nutricion normal (n),2006-01-01,50,16,5,7,55,23,78
UNCIA,desnutricion global,nutricion normal (n),2006-01-01,39,39,36,38,75,77,152
URIONDO (A. CONCEPCION),desnutricion global,nutricion normal (n),2006-01-01,148,79,84,65,232,144,376
UYUNI,desnutricion global,nutricion normal (n),2006-01-01,15,18,15,16,30,34,64
VACAS,desnutricion global,nutricion normal (n),2006-01-01,62,58,18,19,80,77,157
VALLEGRANDE,desnutricion global,nutricion normal (n),2006-01-01,97,81,71,68,168,149,317
VIACHA,desnutricion global,nutricion normal (n),2006-01-01,194,165,84,91,278,256,534
VILA VILA,desnutricion global,nutricion normal (n),2006-01-01,3,5,4,3,7,8,15
VILLA MONTES,desnutricion global,nutricion normal (n),2006-01-01,152,158,108,119,260,277,537
